cell_id,Cathartes aura,Cathartes aura [aura Group],Cathartes aura ruficollis,Cathartes aura jota,Cathartes aura [undescribed form]
830e49fffffffff,105.0,0.0,0.0,0.0,0.0
830e4afffffffff,2.0,0.0,0.0,0.0,0.0
830e4dfffffffff,24.0,0.0,0.0,0.0,0.0
830e5bfffffffff,6.0,0.0,0.0,0.0,0.0
830e9afffffffff,2.0,0.0,0.0,0.0,0.0
830ec8fffffffff,3.0,0.0,0.0,0.0,0.0
830ec9fffffffff,22.0,0.0,0.0,0.0,0.0
830ecafffffffff,5.0,0.0,0.0,0.0,0.0
830ecbfffffffff,10.0,0.0,0.0,0.0,0.0
830ed8fffffffff,6.0,0.0,0.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0,0.0
830edbfffffffff,4.0,0.0,0.0,0.0,0.0
830ef3fffffffff,1.0,0.0,0.0,0.0,0.0
831240fffffffff,2.0,0.0,0.0,0.0,0.0
831243fffffffff,5.0,0.0,0.0,0.0,0.0
831245fffffffff,5.0,0.0,0.0,0.0,0.0
831249fffffffff,5.0,0.0,0.0,0.0,0.0
83124afffffffff,7.0,0.0,0.0,0.0,0.0
83124bfffffffff,27.0,0.0,0.0,0.0,0.0
83124dfffffffff,7.0,0.0,0.0,0.0,0.0
83124efffffffff,1.0,0.0,0.0,0.0,0.0
831250fffffffff,20.0,0.0,0.0,0.0,0.0
831251fffffffff,143.0,21.0,0.0,0.0,0.0
831252fffffffff,47.0,4.0,0.0,0.0,0.0
831253fffffffff,108.0,11.0,0.0,0.0,0.0
831256fffffffff,2.0,0.0,0.0,0.0,0.0
831258fffffffff,18.0,0.0,0.0,0.0,0.0
831259fffffffff,226.0,0.0,0.0,0.0,0.0
83125afffffffff,13.0,0.0,0.0,0.0,0.0
83125bfffffffff,5.0,0.0,0.0,0.0,0.0
83125cfffffffff,13.0,0.0,0.0,0.0,0.0
83125dfffffffff,67.0,0.0,0.0,0.0,0.0
83125efffffffff,4.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0
83126bfffffffff,2.0,0.0,0.0,0.0,0.0
831288fffffffff,4.0,0.0,0.0,0.0,0.0
831289fffffffff,69.0,0.0,0.0,0.0,0.0
83128bfffffffff,66.0,0.0,0.0,0.0,0.0
83128dfffffffff,25.0,0.0,0.0,0.0,0.0
831299fffffffff,4.0,0.0,0.0,0.0,0.0
83129bfffffffff,96.0,0.0,0.0,0.0,0.0
8312aafffffffff,1.0,0.0,0.0,0.0,0.0
8312abfffffffff,12.0,0.0,0.0,0.0,0.0
8312c0fffffffff,156.0,0.0,0.0,0.0,0.0
8312c1fffffffff,213.0,0.0,0.0,0.0,0.0
8312c2fffffffff,136.0,0.0,0.0,0.0,0.0
8312c3fffffffff,447.0,0.0,0.0,0.0,0.0
8312c8fffffffff,80.0,0.0,0.0,0.0,0.0
8312c9fffffffff,32.0,0.0,0.0,0.0,0.0
8312cafffffffff,364.0,0.0,0.0,0.0,0.0
8312cbfffffffff,153.0,0.0,0.0,0.0,0.0
8312ccfffffffff,325.0,0.0,0.0,0.0,0.0
8312cdfffffffff,32.0,0.0,0.0,0.0,0.0
8312cefffffffff,123.0,0.0,0.0,0.0,0.0
8312d0fffffffff,276.0,0.0,0.0,0.0,0.0
8312d1fffffffff,1638.0,0.0,0.0,0.0,0.0
8312d2fffffffff,118.0,0.0,0.0,0.0,0.0
8312d3fffffffff,991.0,0.0,0.0,0.0,0.0
8312d4fffffffff,30.0,0.0,0.0,0.0,0.0
8312d5fffffffff,109.0,0.0,0.0,0.0,0.0
8312d6fffffffff,187.0,0.0,0.0,0.0,0.0
8312d8fffffffff,959.0,0.0,0.0,0.0,0.0
8312d9fffffffff,543.0,0.0,0.0,0.0,0.0
8312dafffffffff,305.0,0.0,0.0,0.0,0.0
8312dbfffffffff,1045.0,0.0,0.0,0.0,0.0
8312dcfffffffff,572.0,0.0,0.0,0.0,0.0
8312ddfffffffff,2330.0,0.0,0.0,0.0,0.0
8312defffffffff,2614.0,0.0,0.0,0.0,0.0
8312e1fffffffff,21.0,0.0,0.0,0.0,0.0
8312e3fffffffff,3.0,0.0,0.0,0.0,0.0
8312e5fffffffff,2.0,0.0,0.0,0.0,0.0
8312e8fffffffff,123.0,0.0,0.0,0.0,0.0
8312e9fffffffff,4.0,0.0,0.0,0.0,0.0
8312eafffffffff,44.0,0.0,0.0,0.0,0.0
8312ebfffffffff,171.0,0.0,0.0,0.0,0.0
8312ecfffffffff,241.0,13.0,0.0,0.0,0.0
8312edfffffffff,45.0,0.0,0.0,0.0,0.0
8312eefffffffff,12.0,0.0,0.0,0.0,0.0
8312f0fffffffff,15.0,0.0,0.0,0.0,0.0
8312f1fffffffff,19.0,0.0,0.0,0.0,0.0
8312f2fffffffff,6.0,0.0,0.0,0.0,0.0
8312f3fffffffff,7.0,0.0,0.0,0.0,0.0
8312f6fffffffff,20.0,0.0,0.0,0.0,0.0
831b92fffffffff,2.0,0.0,0.0,0.0,0.0
832600fffffffff,183.0,0.0,0.0,0.0,0.0
832601fffffffff,895.0,0.0,0.0,0.0,0.0
832602fffffffff,157.0,0.0,0.0,0.0,0.0
832603fffffffff,382.0,22.0,0.0,0.0,0.0
832604fffffffff,156.0,0.0,0.0,0.0,0.0
832605fffffffff,678.0,0.0,0.0,0.0,0.0
832606fffffffff,51.0,0.0,0.0,0.0,0.0
832608fffffffff,1080.0,13.0,0.0,0.0,0.0
832609fffffffff,721.0,0.0,0.0,0.0,0.0
83260afffffffff,1779.0,10.0,0.0,0.0,0.0
83260bfffffffff,2170.0,2.0,0.0,0.0,0.0
83260cfffffffff,212.0,0.0,0.0,0.0,0.0
83260dfffffffff,1393.0,0.0,0.0,0.0,0.0
83260efffffffff,936.0,17.0,0.0,0.0,0.0
