cell_id,Terpsiphone cinnamomea,Terpsiphone cinnamomea unirufa,Terpsiphone cinnamomea cinnamomea/talautensis
826847fffffffff,27.0,0.0,5.0
82684ffffffffff,214.0,0.0,54.0
826857fffffffff,17.0,0.0,6.0
82685ffffffffff,89.0,0.0,41.0
82686ffffffffff,18.0,0.0,0.0
8268e7fffffffff,3.0,0.0,0.0
826947fffffffff,6.0,0.0,0.0
82694ffffffffff,69.0,10.0,0.0
82695ffffffffff,37.0,2.0,0.0
82696ffffffffff,10.0,2.0,0.0
8273b7fffffffff,33.0,0.0,0.0
