cell_id,Picoides tridactylus,Picoides tridactylus [tridactylus Group],Picoides tridactylus funebris
8408a53ffffffff,3.0,3.0,0.0
8408c21ffffffff,2.0,0.0,0.0
84112d7ffffffff,2.0,0.0,0.0
841134dffffffff,5.0,0.0,0.0
8411ab9ffffffff,1.0,1.0,0.0
8411ae7ffffffff,5.0,5.0,0.0
841598bffffffff,3.0,3.0,0.0
841e009ffffffff,1.0,0.0,0.0
841e043ffffffff,1.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0
841e053ffffffff,5.0,0.0,0.0
841e055ffffffff,7.0,0.0,0.0
841e2a5ffffffff,1.0,0.0,0.0
841e305ffffffff,2.0,0.0,0.0
841e30dffffffff,2.0,0.0,0.0
841e329ffffffff,9.0,0.0,0.0
841e32bffffffff,12.0,0.0,0.0
841e529ffffffff,1.0,0.0,0.0
841e669ffffffff,1.0,0.0,0.0
841e725ffffffff,2.0,0.0,0.0
841eac3ffffffff,2.0,0.0,0.0
841ec01ffffffff,5.0,0.0,0.0
841ec03ffffffff,2.0,0.0,0.0
841ec0dffffffff,2.0,0.0,0.0
841ec39ffffffff,17.0,2.0,0.0
841ef01ffffffff,2.0,0.0,0.0
841f5c5ffffffff,1.0,1.0,0.0
841f815ffffffff,2.0,0.0,0.0
841f825ffffffff,4.0,0.0,0.0
841f827ffffffff,1.0,0.0,0.0
841f833ffffffff,3.0,1.0,0.0
841f8b7ffffffff,1.0,0.0,0.0
841f91bffffffff,14.0,0.0,0.0
841f9c5ffffffff,2.0,0.0,0.0
8424255ffffffff,2.0,2.0,0.0
84255a3ffffffff,6.0,0.0,0.0
84255b5ffffffff,1.0,1.0,0.0
8440c05ffffffff,2.0,0.0,2.0
8440e13ffffffff,5.0,0.0,5.0
