cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
830e49fffffffff,11.0,0.0,0.0,0.0,0.0
831aa4fffffffff,6.0,0.0,0.0,0.0,0.0
83260bfffffffff,3.0,2.0,0.0,0.0,0.0
83265afffffffff,1.0,0.0,0.0,0.0,0.0
832664fffffffff,76.0,0.0,0.0,0.0,0.0
83266efffffffff,11.0,0.0,0.0,0.0,0.0
832681fffffffff,72.0,7.0,0.0,0.0,0.0
8326c9fffffffff,19.0,0.0,0.0,0.0,0.0
832740fffffffff,37.0,0.0,0.0,0.0,0.0
83274dfffffffff,106.0,0.0,0.0,0.0,0.0
83274efffffffff,1.0,0.0,0.0,0.0,0.0
832754fffffffff,13.0,0.0,0.0,0.0,0.0
832758fffffffff,1.0,0.0,0.0,0.0,0.0
832759fffffffff,36.0,0.0,0.0,0.0,0.0
83276bfffffffff,59.0,0.0,0.0,0.0,0.0
832770fffffffff,1.0,0.0,0.0,0.0,0.0
832831fffffffff,4.0,0.0,0.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0,0.0,0.0
832a10fffffffff,51.0,0.0,0.0,0.0,0.0
832a13fffffffff,51.0,0.0,0.0,0.0,0.0
832a15fffffffff,68.0,2.0,0.0,0.0,0.0
832a16fffffffff,5.0,0.0,0.0,0.0,0.0
832a1afffffffff,24.0,0.0,0.0,0.0,0.0
832a30fffffffff,20.0,0.0,0.0,0.0,0.0
832a31fffffffff,10.0,0.0,0.0,0.0,0.0
832a33fffffffff,1.0,0.0,0.0,0.0,0.0
832a34fffffffff,44.0,4.0,0.0,0.0,0.0
832a8dfffffffff,2.0,0.0,0.0,0.0,0.0
832aa8fffffffff,25.0,0.0,0.0,0.0,0.0
832aabfffffffff,10.0,0.0,0.0,0.0,0.0
832aacfffffffff,2.0,0.0,0.0,0.0,0.0
832aadfffffffff,39.0,4.0,0.0,0.0,0.0
832ab2fffffffff,2.0,0.0,0.0,0.0,0.0
832ab5fffffffff,4.0,0.0,0.0,0.0,0.0
832af0fffffffff,51.0,0.0,0.0,0.0,0.0
832af3fffffffff,2.0,0.0,0.0,0.0,0.0
832af6fffffffff,4.0,0.0,0.0,0.0,0.0
832b00fffffffff,13.0,0.0,0.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0,0.0,0.0
832b1cfffffffff,2.0,0.0,0.0,0.0,0.0
832b23fffffffff,4.0,0.0,0.0,0.0,0.0
832b33fffffffff,3.0,0.0,0.0,0.0,0.0
832b85fffffffff,4.0,0.0,0.0,0.0,0.0
832b8cfffffffff,1.0,0.0,0.0,0.0,0.0
832b8dfffffffff,1.0,0.0,0.0,0.0,0.0
832b99fffffffff,4.0,0.0,0.0,0.0,0.0
832b9afffffffff,8.0,0.0,0.0,0.0,0.0
832b9bfffffffff,25.0,0.0,0.0,0.0,0.0
832b9dfffffffff,1.0,0.0,0.0,0.0,0.0
832ba0fffffffff,29.0,0.0,0.0,0.0,0.0
832bacfffffffff,5.0,0.0,0.0,0.0,0.0
832bb2fffffffff,2.0,0.0,0.0,0.0,0.0
834414fffffffff,2.0,0.0,0.0,0.0,0.0
834416fffffffff,13.0,0.0,0.0,0.0,0.0
83441afffffffff,64.0,5.0,0.0,0.0,0.0
834445fffffffff,59.0,0.0,1.0,0.0,0.0
834446fffffffff,49.0,0.0,0.0,0.0,0.0
834450fffffffff,21.0,0.0,0.0,0.0,0.0
834459fffffffff,48.0,0.0,0.0,0.0,0.0
83446cfffffffff,117.0,0.0,0.0,0.0,0.0
83446efffffffff,54.0,2.0,2.0,0.0,0.0
834473fffffffff,39.0,0.0,0.0,0.0,0.0
834484fffffffff,8.0,0.0,0.0,0.0,0.0
8344a1fffffffff,16.0,0.0,0.0,0.0,0.0
8344a8fffffffff,17.0,0.0,0.0,0.0,0.0
8344a9fffffffff,118.0,2.0,0.0,0.0,0.0
8344acfffffffff,21.0,0.0,0.0,0.0,0.0
8344adfffffffff,20.0,0.0,0.0,0.0,0.0
8344ddfffffffff,31.0,3.0,0.0,0.0,0.0
8344e4fffffffff,11.0,1.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0,0.0
83450dfffffffff,7.0,0.0,0.0,0.0,0.0
834520fffffffff,16.0,0.0,0.0,0.0,0.0
834523fffffffff,11.0,1.0,0.0,0.0,0.0
834524fffffffff,1.0,0.0,0.0,0.0,0.0
834525fffffffff,7.0,0.0,0.0,0.0,0.0
834526fffffffff,2.0,0.0,0.0,0.0,0.0
83452afffffffff,81.0,0.0,0.0,0.0,0.0
83452cfffffffff,34.0,2.0,3.0,0.0,0.0
83452efffffffff,8.0,2.0,0.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0,0.0,0.0
834893fffffffff,51.0,0.0,0.0,0.0,0.0
834895fffffffff,28.0,0.0,0.0,0.0,0.0
83489afffffffff,55.0,0.0,0.0,0.0,0.0
83489cfffffffff,2.0,0.0,0.0,0.0,0.0
83489efffffffff,23.0,0.0,0.0,0.0,0.0
8348b2fffffffff,14.0,0.0,0.0,0.0,0.0
8348b3fffffffff,436.0,0.0,23.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0,0.0,0.0
8348f2fffffffff,4.0,0.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0,0.0
834996fffffffff,6.0,0.0,0.0,0.0,0.0
834cc5fffffffff,7.0,0.0,0.0,0.0,0.0
834ceefffffffff,10.0,0.0,0.0,0.0,0.0
835e5dfffffffff,2.0,0.0,0.0,0.0,0.0
835e62fffffffff,6.0,0.0,0.0,0.0,0.0
835e66fffffffff,45.0,0.0,0.0,0.0,0.0
835e72fffffffff,2.0,0.0,0.0,0.0,0.0
835e75fffffffff,4.0,0.0,0.0,0.0,0.0
835f08fffffffff,2.0,0.0,0.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0,0.0,0.0
835f29fffffffff,12.0,0.0,0.0,0.0,0.0
835f58fffffffff,15.0,0.0,0.0,0.0,0.0
835f5dfffffffff,1.0,0.0,0.0,0.0,0.0
836610fffffffff,35.0,0.0,0.0,0.0,0.0
836611fffffffff,2.0,0.0,0.0,0.0,0.0
836612fffffffff,3.0,0.0,0.0,0.0,0.0
836613fffffffff,85.0,0.0,0.0,0.0,0.0
836616fffffffff,39.0,0.0,0.0,0.0,0.0
83661cfffffffff,2.0,0.0,0.0,0.0,0.0
836623fffffffff,2.0,0.0,0.0,2.0,0.0
836628fffffffff,1.0,0.0,0.0,0.0,0.0
836629fffffffff,2.0,0.0,0.0,0.0,0.0
836654fffffffff,6.0,0.0,0.0,0.0,0.0
836664fffffffff,4.0,2.0,2.0,0.0,0.0
8366a0fffffffff,6.0,0.0,0.0,0.0,0.0
8366a1fffffffff,7.0,0.0,0.0,0.0,0.0
8366a2fffffffff,10.0,0.0,0.0,0.0,0.0
8366a3fffffffff,1.0,0.0,0.0,0.0,0.0
8366a5fffffffff,22.0,0.0,0.0,0.0,0.0
8366b4fffffffff,2.0,2.0,0.0,0.0,0.0
8366b5fffffffff,8.0,0.0,0.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0,0.0,0.0
8366d1fffffffff,1.0,0.0,0.0,0.0,0.0
8366d3fffffffff,20.0,0.0,0.0,0.0,0.0
8366dcfffffffff,1.0,0.0,0.0,0.0,0.0
8366ddfffffffff,1.0,0.0,0.0,0.0,0.0
8366defffffffff,3.0,0.0,0.0,0.0,0.0
8366e5fffffffff,4.0,0.0,0.0,0.0,0.0
8366e6fffffffff,11.0,0.0,0.0,0.0,0.0
8366f5fffffffff,8.0,0.0,0.0,0.0,0.0
836741fffffffff,4.0,0.0,0.0,0.0,0.0
836743fffffffff,5.0,0.0,2.0,0.0,0.0
836744fffffffff,7.0,0.0,0.0,0.0,0.0
836746fffffffff,212.0,3.0,7.0,0.0,0.0
83674cfffffffff,5.0,0.0,0.0,0.0,0.0
836755fffffffff,1.0,0.0,0.0,0.0,0.0
836759fffffffff,3.0,0.0,3.0,0.0,0.0
836773fffffffff,26.0,0.0,0.0,0.0,0.0
836783fffffffff,2.0,0.0,0.0,0.0,0.0
83679bfffffffff,1.0,0.0,0.0,0.0,0.0
836d21fffffffff,2.0,0.0,0.0,0.0,0.0
836d25fffffffff,26.0,0.0,20.0,0.0,0.0
836d29fffffffff,2.0,0.0,0.0,0.0,0.0
836d2dfffffffff,32.0,0.0,0.0,0.0,0.0
836d31fffffffff,35.0,0.0,0.0,0.0,0.0
836d34fffffffff,23.0,0.0,4.0,0.0,0.0
836d35fffffffff,1.0,0.0,0.0,0.0,0.0
836d60fffffffff,3.0,0.0,0.0,0.0,0.0
836d61fffffffff,2.0,0.0,0.0,0.0,0.0
836d68fffffffff,9.0,0.0,0.0,0.0,0.0
836d69fffffffff,15.0,0.0,0.0,0.0,0.0
836d6dfffffffff,6.0,0.0,0.0,0.0,0.0
838a21fffffffff,2.0,0.0,0.0,0.0,0.0
838a25fffffffff,4.0,0.0,0.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0,0.0,0.0
838a45fffffffff,2.0,2.0,0.0,0.0,0.0
838a69fffffffff,2.0,0.0,0.0,0.0,0.0
838a6dfffffffff,5.0,0.0,0.0,0.0,0.0
838adafffffffff,2.0,2.0,0.0,0.0,0.0
838af6fffffffff,9.0,0.0,0.0,0.0,2.0
838b61fffffffff,3.0,0.0,0.0,0.0,0.0
838ba6fffffffff,2.0,0.0,0.0,0.0,0.0
838e45fffffffff,2.0,0.0,0.0,0.0,0.0
838e62fffffffff,20.0,0.0,0.0,0.0,0.0
838e75fffffffff,2.0,0.0,0.0,0.0,0.0
838f0bfffffffff,2.0,0.0,0.0,0.0,0.0
838f0dfffffffff,1.0,0.0,0.0,0.0,0.0
838f2afffffffff,2.0,0.0,0.0,0.0,0.0
838f2efffffffff,6.0,0.0,0.0,0.0,0.0
838f50fffffffff,8.0,0.0,0.0,0.0,0.0
838f61fffffffff,6.0,0.0,0.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0,0.0,0.0
838f76fffffffff,5.0,0.0,0.0,0.0,0.0
83a806fffffffff,1.0,1.0,0.0,0.0,0.0
83a813fffffffff,1.0,1.0,0.0,0.0,0.0
83a815fffffffff,1.0,1.0,0.0,0.0,0.0
83a81cfffffffff,4.0,0.0,0.0,0.0,0.0
83a81dfffffffff,3.0,0.0,0.0,0.0,0.0
83a81efffffffff,13.0,0.0,0.0,0.0,0.0
83a835fffffffff,2.0,0.0,0.0,0.0,0.0
83a859fffffffff,3.0,0.0,0.0,0.0,0.0
83a85dfffffffff,2.0,0.0,0.0,0.0,0.0
83a88dfffffffff,2.0,0.0,0.0,0.0,0.0
83a88efffffffff,1.0,0.0,0.0,0.0,0.0
83a8a9fffffffff,8.0,8.0,0.0,0.0,0.0
83a8adfffffffff,3.0,3.0,0.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0,0.0,0.0
83a921fffffffff,2.0,0.0,0.0,0.0,0.0
83a92efffffffff,7.0,4.0,0.0,0.0,0.0
83a941fffffffff,1.0,0.0,0.0,0.0,0.0
83a942fffffffff,2.0,0.0,0.0,0.0,0.0
83a944fffffffff,24.0,0.0,0.0,0.0,0.0
83a945fffffffff,3.0,0.0,0.0,0.0,0.0
83a946fffffffff,3.0,0.0,0.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0,0.0,0.0
83a94efffffffff,6.0,0.0,0.0,0.0,0.0
83a953fffffffff,7.0,0.0,0.0,0.0,0.0
83a958fffffffff,2.0,0.0,0.0,0.0,0.0
83a95afffffffff,5.0,0.0,0.0,0.0,0.0
83a95dfffffffff,4.0,0.0,0.0,0.0,0.0
83a961fffffffff,57.0,0.0,0.0,0.0,0.0
83a962fffffffff,21.0,0.0,0.0,0.0,0.0
83a963fffffffff,3.0,0.0,0.0,0.0,0.0
83a965fffffffff,9.0,0.0,0.0,0.0,0.0
83a966fffffffff,2.0,0.0,0.0,0.0,0.0
83a96afffffffff,4.0,0.0,0.0,0.0,0.0
83a96cfffffffff,8.0,0.0,0.0,0.0,0.0
83a96efffffffff,1.0,0.0,0.0,0.0,0.0
83a971fffffffff,9.0,0.0,0.0,0.0,0.0
83b200fffffffff,1.0,0.0,0.0,0.0,0.0
83b201fffffffff,2.0,0.0,0.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0,0.0,0.0
83b219fffffffff,8.0,0.0,0.0,0.0,0.0
83b224fffffffff,11.0,0.0,0.0,0.0,0.0
83b226fffffffff,9.0,0.0,0.0,0.0,0.0
83b241fffffffff,2.0,0.0,0.0,0.0,0.0
83b248fffffffff,29.0,0.0,0.0,0.0,0.0
83b249fffffffff,63.0,0.0,0.0,0.0,0.0
83b24afffffffff,2.0,0.0,0.0,0.0,0.0
83b24bfffffffff,17.0,0.0,0.0,0.0,0.0
83b24cfffffffff,2.0,0.0,0.0,0.0,0.0
83b24dfffffffff,526.0,0.0,0.0,0.0,0.0
83b24efffffffff,4.0,0.0,0.0,0.0,0.0
83b259fffffffff,3.0,0.0,0.0,0.0,0.0
83b268fffffffff,24.0,0.0,0.0,0.0,0.0
83b269fffffffff,60.0,0.0,0.0,0.0,0.0
83b26afffffffff,6.0,0.0,0.0,0.0,0.0
83b26bfffffffff,83.0,0.0,0.0,0.0,0.0
83b26cfffffffff,3.0,0.0,0.0,0.0,0.0
83b26dfffffffff,48.0,0.0,0.0,0.0,0.0
83b275fffffffff,2.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,8.0,0.0,0.0,0.0,0.0
83b2c4fffffffff,27.0,0.0,0.0,0.0,0.0
83b2d8fffffffff,2.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,2.0,0.0,0.0,0.0,0.0
83b300fffffffff,1.0,0.0,0.0,0.0,0.0
83b304fffffffff,8.0,0.0,0.0,0.0,0.0
83b30afffffffff,2.0,0.0,0.0,0.0,0.0
83b30bfffffffff,2.0,0.0,0.0,0.0,0.0
83b340fffffffff,2.0,0.0,0.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0,0.0,0.0
83b34dfffffffff,3.0,0.0,0.0,0.0,0.0
83b355fffffffff,6.0,0.0,0.0,0.0,0.0
83b356fffffffff,2.0,0.0,0.0,0.0,0.0
83b358fffffffff,1.0,0.0,0.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0,0.0,0.0
83b35efffffffff,7.0,0.0,0.0,0.0,0.0
83b363fffffffff,3.0,0.0,0.0,0.0,0.0
83b373fffffffff,2.0,0.0,0.0,0.0,0.0
83c219fffffffff,2.0,2.0,0.0,0.0,0.0
83c21bfffffffff,17.0,9.0,0.0,0.0,0.0
83c2c5fffffffff,11.0,5.0,0.0,0.0,0.0
83c2c9fffffffff,158.0,0.0,0.0,0.0,0.0
83c2cbfffffffff,8.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,143.0,0.0,0.0,0.0,0.0
83c2cefffffffff,3.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e0fffffffff,4.0,3.0,0.0,0.0,0.0
83c2e2fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e8fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,34.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,22.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,7.0,0.0,0.0,0.0,0.0
83c301fffffffff,2.0,0.0,0.0,0.0,0.0
83c320fffffffff,2.0,0.0,0.0,0.0,0.0
83c321fffffffff,1.0,0.0,0.0,0.0,0.0
83c322fffffffff,2.0,0.0,0.0,0.0,0.0
83c328fffffffff,2.0,0.0,0.0,0.0,0.0
83c329fffffffff,11.0,0.0,0.0,0.0,0.0
83c32afffffffff,2.0,0.0,0.0,0.0,0.0
83c32efffffffff,76.0,3.0,0.0,0.0,0.0
83c34bfffffffff,19.0,0.0,0.0,0.0,0.0
83c350fffffffff,6.0,2.0,0.0,0.0,0.0
83c376fffffffff,1.0,0.0,0.0,0.0,0.0
83ce80fffffffff,5.0,0.0,0.0,0.0,0.0
83ce8cfffffffff,7.0,0.0,0.0,0.0,0.0
83ceb2fffffffff,1.0,0.0,0.0,0.0,0.0
83cf94fffffffff,4.0,0.0,0.0,0.0,0.0
83cfa2fffffffff,2.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,5.0,0.0,0.0,0.0,0.0
83df45fffffffff,5.0,0.0,0.0,0.0,0.0
83df69fffffffff,3.0,0.0,0.0,0.0,0.0
83df6afffffffff,2.0,0.0,0.0,0.0,0.0
83df6dfffffffff,9.0,0.0,0.0,0.0,0.0
