cell_id,Troglodytes musculus,Troglodytes musculus [intermedius Group],Troglodytes musculus [audax Group],Troglodytes musculus carabayae,Troglodytes musculus [musculus Group]
848f4b3ffffffff,5.0,0.0,0.0,0.0,0.0
848f545ffffffff,1.0,0.0,0.0,0.0,0.0
848f547ffffffff,2.0,0.0,0.0,0.0,0.0
848f54dffffffff,2.0,0.0,0.0,0.0,0.0
848f591ffffffff,3.0,0.0,0.0,0.0,0.0
848f593ffffffff,3.0,0.0,0.0,0.0,0.0
848f59bffffffff,7.0,0.0,0.0,0.0,0.0
848f59dffffffff,1.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,5.0,0.0,0.0,0.0,0.0
84a802dffffffff,3.0,0.0,0.0,0.0,0.0
84a8067ffffffff,13.0,0.0,0.0,0.0,0.0
84a8101ffffffff,32.0,0.0,0.0,0.0,0.0
84a8103ffffffff,4.0,0.0,0.0,0.0,0.0
84a8105ffffffff,4.0,0.0,0.0,0.0,0.0
84a8107ffffffff,53.0,0.0,0.0,0.0,0.0
84a810dffffffff,6.0,0.0,0.0,0.0,0.0
84a8117ffffffff,11.0,0.0,0.0,0.0,0.0
84a8119ffffffff,3.0,0.0,0.0,0.0,0.0
84a811dffffffff,2.0,0.0,0.0,0.0,0.0
84a8125ffffffff,4.0,0.0,0.0,0.0,0.0
84a8127ffffffff,15.0,0.0,0.0,0.0,0.0
84a8129ffffffff,6.0,0.0,0.0,0.0,0.0
84a812dffffffff,31.0,0.0,0.0,0.0,0.0
84a8139ffffffff,10.0,0.0,0.0,0.0,0.0
84a813bffffffff,2.0,0.0,0.0,0.0,0.0
84a8157ffffffff,5.0,0.0,0.0,0.0,0.0
84a815bffffffff,37.0,0.0,0.0,0.0,0.0
84a818dffffffff,3.0,0.0,0.0,0.0,0.0
84a8195ffffffff,2.0,0.0,0.0,0.0,0.0
84a81a1ffffffff,8.0,0.0,0.0,0.0,0.0
84a81a7ffffffff,10.0,0.0,0.0,0.0,0.0
84a81a9ffffffff,2.0,0.0,0.0,0.0,0.0
84a81e1ffffffff,6.0,0.0,0.0,0.0,0.0
84a81e9ffffffff,36.0,0.0,0.0,0.0,0.0
84a81edffffffff,87.0,0.0,0.0,0.0,0.0
84a8267ffffffff,6.0,0.0,0.0,0.0,0.0
84a8319ffffffff,1.0,0.0,0.0,0.0,0.0
84a8333ffffffff,10.0,0.0,0.0,0.0,0.0
84a8337ffffffff,1.0,0.0,0.0,0.0,0.0
84a834bffffffff,2.0,0.0,0.0,0.0,0.0
84a8353ffffffff,3.0,0.0,0.0,0.0,0.0
84a835bffffffff,3.0,0.0,0.0,0.0,0.0
84a835dffffffff,2.0,0.0,0.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0,0.0,0.0
84a8a53ffffffff,36.0,0.0,0.0,0.0,0.0
84a8acbffffffff,1.0,0.0,0.0,0.0,0.0
84a8c25ffffffff,1.0,0.0,0.0,0.0,0.0
84a8ec9ffffffff,3.0,0.0,0.0,0.0,0.0
84a9181ffffffff,2.0,0.0,0.0,0.0,0.0
84a918bffffffff,2.0,0.0,0.0,0.0,0.0
84a9195ffffffff,3.0,0.0,0.0,0.0,0.0
84a91d1ffffffff,2.0,0.0,0.0,0.0,0.0
84a91d5ffffffff,2.0,0.0,0.0,0.0,0.0
84a91d7ffffffff,2.0,0.0,0.0,0.0,0.0
84a91ddffffffff,4.0,0.0,0.0,0.0,0.0
84a9441ffffffff,12.0,0.0,0.0,0.0,0.0
84a9445ffffffff,2.0,0.0,0.0,0.0,0.0
84a946bffffffff,1.0,0.0,0.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0,0.0,0.0
84a9531ffffffff,3.0,0.0,0.0,0.0,0.0
84a953bffffffff,20.0,0.0,0.0,0.0,0.0
84a95edffffffff,14.0,0.0,0.0,0.0,0.0
84a9601ffffffff,1.0,0.0,0.0,0.0,0.0
84a9611ffffffff,7.0,0.0,0.0,0.0,0.0
84a9613ffffffff,66.0,0.0,0.0,0.0,0.0
84a9617ffffffff,40.0,0.0,0.0,0.0,0.0
84a9619ffffffff,30.0,0.0,0.0,0.0,0.0
84a9623ffffffff,8.0,0.0,0.0,0.0,0.0
84a9627ffffffff,26.0,0.0,0.0,0.0,0.0
84a9653ffffffff,37.0,0.0,0.0,0.0,0.0
84a9685ffffffff,16.0,0.0,0.0,0.0,0.0
84a96b9ffffffff,5.0,0.0,0.0,0.0,0.0
84a96c5ffffffff,2.0,0.0,0.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0,0.0,0.0
84b2007ffffffff,1.0,0.0,0.0,0.0,0.0
84b22a5ffffffff,1.0,0.0,0.0,0.0,0.0
84b2431ffffffff,2.0,0.0,0.0,0.0,0.0
84b2463ffffffff,2.0,0.0,0.0,0.0,0.0
84b248bffffffff,55.0,0.0,0.0,0.0,0.0
84b2491ffffffff,2.0,0.0,0.0,0.0,0.0
84b2493ffffffff,7.0,0.0,0.0,0.0,0.0
84b2495ffffffff,4.0,0.0,0.0,0.0,0.0
84b2497ffffffff,6.0,0.0,0.0,0.0,0.0
84b2499ffffffff,56.0,0.0,0.0,0.0,0.0
84b249bffffffff,31.0,0.0,0.0,0.0,0.0
84b249dffffffff,63.0,0.0,0.0,0.0,0.0
84b24b3ffffffff,4.0,0.0,0.0,0.0,0.0
84b24b9ffffffff,8.0,0.0,0.0,0.0,0.0
84b24bbffffffff,9.0,0.0,0.0,0.0,0.0
84b24c3ffffffff,1.0,0.0,0.0,0.0,0.0
84b24c9ffffffff,3.0,0.0,0.0,0.0,0.0
84b24d1ffffffff,357.0,0.0,0.0,0.0,0.0
84b24d3ffffffff,441.0,0.0,0.0,0.0,0.0
84b24d5ffffffff,19.0,0.0,0.0,0.0,0.0
84b24d7ffffffff,72.0,0.0,0.0,0.0,0.0
84b24d9ffffffff,39.0,0.0,0.0,0.0,0.0
84b24dbffffffff,581.0,0.0,0.0,0.0,0.0
84b24ddffffffff,6.0,0.0,0.0,0.0,0.0
84b2583ffffffff,5.0,0.0,0.0,0.0,0.0
84b2589ffffffff,3.0,0.0,0.0,0.0,0.0
84b258bffffffff,4.0,0.0,0.0,0.0,0.0
84b2595ffffffff,3.0,0.0,0.0,0.0,0.0
84b2597ffffffff,3.0,0.0,0.0,0.0,0.0
84b259dffffffff,5.0,0.0,0.0,0.0,0.0
84b25d7ffffffff,4.0,0.0,0.0,0.0,0.0
84b2613ffffffff,10.0,0.0,0.0,0.0,0.0
84b262dffffffff,2.0,0.0,0.0,0.0,0.0
84b2681ffffffff,4.0,0.0,0.0,0.0,0.0
84b2687ffffffff,5.0,0.0,0.0,0.0,0.0
84b2689ffffffff,3.0,0.0,0.0,0.0,0.0
84b268bffffffff,19.0,0.0,0.0,0.0,0.0
84b268dffffffff,2.0,0.0,0.0,0.0,0.0
84b2691ffffffff,27.0,0.0,0.0,0.0,0.0
84b2693ffffffff,19.0,0.0,0.0,0.0,0.0
84b2695ffffffff,9.0,0.0,0.0,0.0,0.0
84b2697ffffffff,7.0,0.0,0.0,0.0,0.0
84b2699ffffffff,5.0,0.0,0.0,0.0,0.0
84b269bffffffff,6.0,0.0,0.0,0.0,0.0
84b269dffffffff,16.0,0.0,0.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0,0.0,0.0
84b26a3ffffffff,2.0,0.0,0.0,0.0,0.0
84b26abffffffff,2.0,0.0,0.0,0.0,0.0
84b26b1ffffffff,25.0,0.0,0.0,0.0,0.0
84b26b3ffffffff,16.0,0.0,0.0,0.0,0.0
84b26b5ffffffff,1.0,0.0,0.0,0.0,0.0
84b26b7ffffffff,2.0,0.0,0.0,0.0,0.0
84b26b9ffffffff,12.0,0.0,0.0,0.0,0.0
84b26bbffffffff,6.0,0.0,0.0,0.0,0.0
84b26bdffffffff,84.0,0.0,0.0,0.0,0.0
84b26c3ffffffff,2.0,0.0,0.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0,0.0,0.0
84b26d1ffffffff,9.0,0.0,0.0,0.0,0.0
84b26d3ffffffff,3.0,0.0,0.0,0.0,0.0
84b26d5ffffffff,1.0,0.0,0.0,0.0,0.0
84b26d7ffffffff,64.0,0.0,0.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0,0.0,0.0
84b26e3ffffffff,3.0,0.0,0.0,0.0,0.0
84b2709ffffffff,1.0,0.0,0.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0,0.0,0.0
84b2715ffffffff,3.0,0.0,0.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0,0.0,0.0
84b2743ffffffff,3.0,0.0,0.0,0.0,0.0
84b2749ffffffff,24.0,0.0,0.0,0.0,0.0
84b2c0dffffffff,1.0,0.0,0.0,0.0,0.0
84b2c3bffffffff,1.0,0.0,0.0,0.0,0.0
84b2c47ffffffff,1.0,0.0,0.0,0.0,0.0
84b2c4bffffffff,2.0,0.0,0.0,0.0,0.0
84b2c51ffffffff,2.0,0.0,0.0,0.0,0.0
84b2c55ffffffff,21.0,0.0,0.0,0.0,0.0
84b3009ffffffff,93.0,0.0,0.0,0.0,0.0
84b300dffffffff,4.0,0.0,0.0,0.0,0.0
84b3043ffffffff,92.0,0.0,0.0,0.0,0.0
84b3047ffffffff,153.0,0.0,0.0,0.0,0.0
84b31dbffffffff,1.0,0.0,0.0,0.0,0.0
84b320dffffffff,1.0,0.0,0.0,0.0,0.0
84b3243ffffffff,1.0,0.0,0.0,0.0,0.0
84b3289ffffffff,2.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,1.0,0.0,0.0,0.0,0.0
84b3303ffffffff,1.0,0.0,0.0,0.0,0.0
84b3355ffffffff,2.0,0.0,0.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0,0.0,0.0
84b3425ffffffff,15.0,0.0,0.0,0.0,0.0
84b3439ffffffff,3.0,0.0,0.0,0.0,0.0
84b343bffffffff,5.0,0.0,0.0,0.0,0.0
84b34c7ffffffff,8.0,0.0,0.0,0.0,0.0
84b3511ffffffff,19.0,0.0,0.0,0.0,0.0
84b3513ffffffff,5.0,0.0,0.0,0.0,0.0
84b35a3ffffffff,4.0,0.0,0.0,0.0,0.0
84b35a5ffffffff,1.0,0.0,0.0,0.0,0.0
84b35a7ffffffff,27.0,0.0,0.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0,0.0,0.0
84b35b5ffffffff,2.0,0.0,0.0,0.0,0.0
84b35c9ffffffff,6.0,0.0,0.0,0.0,0.0
84b3715ffffffff,1.0,0.0,0.0,0.0,0.0
84b3731ffffffff,3.0,0.0,0.0,0.0,0.0
84c205bffffffff,9.0,0.0,0.0,0.0,0.0
84c21bbffffffff,2.0,0.0,0.0,0.0,0.0
84c2213ffffffff,4.0,0.0,0.0,0.0,0.0
84c22a1ffffffff,25.0,0.0,0.0,0.0,0.0
84c22a5ffffffff,3.0,0.0,0.0,0.0,0.0
84c22adffffffff,4.0,0.0,0.0,0.0,0.0
84c22e1ffffffff,13.0,0.0,0.0,0.0,0.0
84c22edffffffff,2.0,0.0,0.0,0.0,0.0
84c2c17ffffffff,3.0,0.0,0.0,0.0,0.0
84c2c53ffffffff,12.0,0.0,0.0,0.0,0.0
84c2c5bffffffff,10.0,0.0,0.0,0.0,0.0
84c2c91ffffffff,30.0,0.0,0.0,0.0,0.0
84c2c93ffffffff,10.0,0.0,0.0,0.0,0.0
84c2c95ffffffff,4.0,0.0,0.0,0.0,0.0
84c2c97ffffffff,50.0,0.0,0.0,0.0,0.0
84c2c99ffffffff,119.0,0.0,0.0,0.0,0.0
84c2c9bffffffff,4.0,0.0,0.0,0.0,0.0
84c2ca7ffffffff,2.0,0.0,0.0,0.0,0.0
84c2cbbffffffff,3.0,0.0,0.0,0.0,0.0
84c2cd3ffffffff,312.0,0.0,0.0,0.0,0.0
84c2e07ffffffff,2.0,0.0,0.0,0.0,0.0
84c2e23ffffffff,7.0,0.0,0.0,0.0,0.0
84c2e31ffffffff,6.0,0.0,0.0,0.0,0.0
84c2e33ffffffff,3.0,0.0,0.0,0.0,0.0
84c2e3dffffffff,3.0,0.0,0.0,0.0,0.0
84c2e6bffffffff,1.0,0.0,0.0,0.0,0.0
84c2e93ffffffff,6.0,0.0,0.0,0.0,0.0
84c2e95ffffffff,6.0,0.0,0.0,0.0,0.0
84c2e97ffffffff,6.0,0.0,0.0,0.0,0.0
84c2e99ffffffff,55.0,0.0,0.0,0.0,0.0
84c2e9bffffffff,4.0,0.0,0.0,0.0,0.0
84c2eb9ffffffff,13.0,0.0,0.0,0.0,0.0
84c2ebbffffffff,53.0,0.0,0.0,0.0,0.0
84c3203ffffffff,3.0,0.0,0.0,0.0,0.0
84c3239ffffffff,5.0,0.0,0.0,0.0,0.0
84c32adffffffff,2.0,0.0,0.0,0.0,0.0
84c32e1ffffffff,11.0,0.0,0.0,0.0,0.0
84c32edffffffff,4.0,0.0,0.0,0.0,0.0
84c3487ffffffff,10.0,0.0,0.0,0.0,0.0
84c349bffffffff,1.0,0.0,0.0,0.0,0.0
84c34b7ffffffff,6.0,0.0,0.0,0.0,0.0
84c34bdffffffff,33.0,0.0,0.0,0.0,0.0
84c3505ffffffff,3.0,0.0,0.0,0.0,0.0
84c350dffffffff,2.0,0.0,0.0,0.0,0.0
84c3539ffffffff,1.0,0.0,0.0,0.0,0.0
84c3545ffffffff,4.0,0.0,0.0,0.0,0.0
84ce819ffffffff,1.0,0.0,0.0,0.0,0.0
84ce8b5ffffffff,1.0,0.0,0.0,0.0,0.0
84ce931ffffffff,2.0,0.0,0.0,0.0,0.0
84ce937ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9ebffffffff,3.0,0.0,0.0,0.0,0.0
84cea35ffffffff,2.0,0.0,0.0,0.0,0.0
84cf129ffffffff,3.0,0.0,0.0,0.0,0.0
84cf12bffffffff,4.0,0.0,0.0,0.0,0.0
84cf9d3ffffffff,1.0,0.0,0.0,0.0,0.0
84df459ffffffff,5.0,0.0,0.0,0.0,0.0
84df45bffffffff,2.0,0.0,0.0,0.0,0.0
84df689ffffffff,3.0,0.0,0.0,0.0,0.0
84df6a9ffffffff,2.0,0.0,0.0,0.0,0.0
84df6adffffffff,4.0,0.0,0.0,0.0,0.0
84df6bbffffffff,5.0,0.0,0.0,0.0,0.0
84df6d5ffffffff,1.0,0.0,0.0,0.0,0.0
84df6d7ffffffff,5.0,0.0,0.0,0.0,0.0
