cell_id,Rissa tridactyla,Rissa tridactyla tridactyla,Rissa tridactyla pollicaris
82002ffffffffff,3.0,0.0,0.0
820157fffffffff,13.0,2.0,0.0
82015ffffffffff,31.0,25.0,0.0
82016ffffffffff,1.0,1.0,0.0
82024ffffffffff,16.0,0.0,0.0
820287fffffffff,4.0,0.0,0.0
82029ffffffffff,2.0,0.0,0.0
820387fffffffff,1.0,0.0,0.0
82038ffffffffff,2.0,0.0,0.0
820397fffffffff,2.0,0.0,0.0
82039ffffffffff,1.0,0.0,0.0
8203affffffffff,3.0,0.0,0.0
820627fffffffff,3.0,0.0,0.0
82068ffffffffff,5.0,0.0,0.0
8206d7fffffffff,5.0,0.0,0.0
8206dffffffffff,2.0,0.0,0.0
820757fffffffff,2.0,0.0,0.0
82075ffffffffff,3.0,0.0,0.0
820777fffffffff,1.0,0.0,0.0
820887fffffffff,3.0,0.0,0.0
82089ffffffffff,5.0,0.0,0.0
820c07fffffffff,2.0,0.0,0.0
820c17fffffffff,4.0,0.0,0.0
820c47fffffffff,41.0,0.0,4.0
820c57fffffffff,55.0,0.0,0.0
820c5ffffffffff,65.0,0.0,2.0
820c77fffffffff,47.0,0.0,0.0
820ca7fffffffff,37.0,0.0,0.0
820cc7fffffffff,4.0,0.0,0.0
820cdffffffffff,3.0,0.0,0.0
820ce7fffffffff,1.0,0.0,0.0
820ceffffffffff,2.0,0.0,0.0
820d07fffffffff,234.0,0.0,1.0
820d27fffffffff,2.0,0.0,0.0
820d67fffffffff,3.0,0.0,0.0
820d8ffffffffff,2.0,0.0,2.0
820e4ffffffffff,27.0,0.0,0.0
820e87fffffffff,6.0,0.0,0.0
820ecffffffffff,19.0,0.0,0.0
820eeffffffffff,3.0,0.0,0.0
821287fffffffff,3.0,0.0,0.0
821297fffffffff,6.0,0.0,0.0
8212b7fffffffff,29.0,0.0,0.0
8212cffffffffff,58.0,0.0,0.0
8212d7fffffffff,2.0,0.0,0.0
8212dffffffffff,1.0,0.0,0.0
821387fffffffff,10.0,0.0,0.0
821397fffffffff,25.0,0.0,0.0
82145ffffffffff,2.0,0.0,2.0
821657fffffffff,1.0,0.0,0.0
82176ffffffffff,4.0,0.0,0.0
821807fffffffff,7.0,2.0,0.0
82180ffffffffff,2.0,0.0,0.0
82182ffffffffff,7.0,0.0,0.0
821847fffffffff,6.0,0.0,0.0
