cell_id,Botaurus exilis,Botaurus exilis exilis/pullus,Botaurus exilis [erythromelas Group]
842661bffffffff,17.0,0.0,0.0
8426621ffffffff,16.0,0.0,0.0
8426629ffffffff,9.0,0.0,0.0
8426641ffffffff,34.0,0.0,0.0
8426645ffffffff,13.0,0.0,0.0
8426649ffffffff,1.0,0.0,0.0
842664dffffffff,4.0,0.0,0.0
8426659ffffffff,2.0,0.0,0.0
8426665ffffffff,5.0,0.0,0.0
84266a5ffffffff,4.0,0.0,0.0
84266a7ffffffff,2.0,0.0,0.0
84266a9ffffffff,4.0,0.0,0.0
84266b5ffffffff,47.0,0.0,0.0
84266dbffffffff,4.0,0.0,0.0
84266e1ffffffff,2.0,0.0,0.0
842681bffffffff,6.0,0.0,0.0
8426889ffffffff,14.0,0.0,0.0
842688bffffffff,1.0,0.0,0.0
842688dffffffff,13.0,0.0,0.0
8426899ffffffff,10.0,0.0,0.0
84268cdffffffff,4.0,0.0,0.0
84268d3ffffffff,3.0,0.0,0.0
8426aa1ffffffff,3.0,0.0,0.0
8426aa5ffffffff,2.0,0.0,0.0
8426c19ffffffff,5.0,0.0,0.0
8426c37ffffffff,7.0,0.0,0.0
8426c43ffffffff,1.0,0.0,0.0
8426c53ffffffff,3.0,0.0,0.0
8426c81ffffffff,4.0,0.0,0.0
8426c87ffffffff,2.0,0.0,0.0
8426c89ffffffff,2.0,0.0,0.0
8426c97ffffffff,2.0,0.0,0.0
8426cabffffffff,5.0,0.0,0.0
8426cb9ffffffff,30.0,0.0,0.0
8426d95ffffffff,1.0,0.0,0.0
8426ddbffffffff,1.0,0.0,0.0
8426de7ffffffff,7.0,0.0,0.0
8426e21ffffffff,6.0,0.0,0.0
8426e2bffffffff,1.0,0.0,0.0
8426e39ffffffff,1.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0
8426e5bffffffff,28.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0
8426eedffffffff,4.0,0.0,0.0
8426f2dffffffff,10.0,0.0,0.0
8427023ffffffff,2.0,0.0,0.0
84270e1ffffffff,1.0,0.0,0.0
842711bffffffff,2.0,0.0,0.0
8427191ffffffff,2.0,0.0,0.0
84271b3ffffffff,5.0,0.0,0.0
84271bbffffffff,1.0,0.0,0.0
84271ddffffffff,1.0,0.0,0.0
842740dffffffff,14.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0
8427417ffffffff,2.0,0.0,0.0
8427419ffffffff,8.0,0.0,0.0
842741dffffffff,17.0,0.0,0.0
8427423ffffffff,5.0,0.0,0.0
8427435ffffffff,12.0,0.0,0.0
8427437ffffffff,7.0,0.0,0.0
8427445ffffffff,2.0,0.0,0.0
8427453ffffffff,2.0,0.0,0.0
8427469ffffffff,1.0,0.0,0.0
8427485ffffffff,4.0,0.0,0.0
842748dffffffff,12.0,0.0,0.0
84274abffffffff,9.0,0.0,0.0
84274b5ffffffff,2.0,0.0,0.0
84274d1ffffffff,2.0,0.0,0.0
84274d3ffffffff,27.0,0.0,0.0
84274d5ffffffff,37.0,0.0,0.0
84274d7ffffffff,2.0,0.0,0.0
84274ddffffffff,7.0,0.0,0.0
84274e3ffffffff,17.0,0.0,0.0
8427513ffffffff,6.0,0.0,0.0
8427529ffffffff,8.0,0.0,0.0
842753dffffffff,2.0,0.0,0.0
8427541ffffffff,20.0,0.0,0.0
8427543ffffffff,4.0,0.0,0.0
8427551ffffffff,4.0,0.0,0.0
8427561ffffffff,3.0,0.0,0.0
8427569ffffffff,17.0,0.0,0.0
842756bffffffff,1.0,0.0,0.0
8427581ffffffff,39.0,0.0,0.0
8427583ffffffff,9.0,0.0,0.0
8427585ffffffff,12.0,0.0,0.0
8427589ffffffff,18.0,0.0,0.0
842758bffffffff,12.0,0.0,0.0
842758dffffffff,12.0,0.0,0.0
8427591ffffffff,15.0,0.0,0.0
8427593ffffffff,31.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0
842759bffffffff,36.0,0.0,0.0
842759dffffffff,11.0,0.0,0.0
84275a9ffffffff,2.0,0.0,0.0
84275b5ffffffff,4.0,0.0,0.0
84275b7ffffffff,1.0,0.0,0.0
84275c1ffffffff,6.0,0.0,0.0
84275c3ffffffff,12.0,0.0,0.0
84275c7ffffffff,5.0,0.0,0.0
84275cdffffffff,7.0,0.0,0.0
84275d1ffffffff,2.0,0.0,0.0
84275d3ffffffff,1.0,0.0,0.0
84275d7ffffffff,35.0,0.0,0.0
84275ddffffffff,2.0,0.0,0.0
8427637ffffffff,2.0,0.0,0.0
842763bffffffff,20.0,0.0,0.0
8427693ffffffff,4.0,0.0,0.0
8427699ffffffff,2.0,0.0,0.0
84276a7ffffffff,4.0,0.0,0.0
84276b5ffffffff,3.0,0.0,0.0
84276b7ffffffff,10.0,0.0,0.0
84276e3ffffffff,2.0,0.0,0.0
84276e5ffffffff,4.0,0.0,0.0
84276edffffffff,23.0,0.0,0.0
8427705ffffffff,2.0,0.0,0.0
8427715ffffffff,1.0,0.0,0.0
8427a93ffffffff,2.0,0.0,0.0
842802bffffffff,5.0,0.0,0.0
8428117ffffffff,2.0,0.0,0.0
84281e5ffffffff,1.0,0.0,0.0
8428301ffffffff,14.0,0.0,0.0
8428303ffffffff,5.0,0.0,0.0
8428305ffffffff,6.0,0.0,0.0
8428307ffffffff,4.0,0.0,0.0
842830bffffffff,375.0,0.0,0.0
842830dffffffff,27.0,0.0,0.0
842831dffffffff,13.0,0.0,0.0
8428329ffffffff,17.0,0.0,0.0
842832bffffffff,23.0,0.0,0.0
8428331ffffffff,11.0,0.0,0.0
8428335ffffffff,22.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0
842833dffffffff,18.0,0.0,0.0
8428345ffffffff,46.0,0.0,0.0
8428347ffffffff,2.0,0.0,0.0
842834dffffffff,30.0,0.0,0.0
8428357ffffffff,1.0,0.0,0.0
8428361ffffffff,8.0,0.0,0.0
8428365ffffffff,1.0,0.0,0.0
8428369ffffffff,9.0,0.0,0.0
842836bffffffff,3.0,0.0,0.0
8429125ffffffff,14.0,0.0,0.0
8429127ffffffff,4.0,0.0,0.0
84291a7ffffffff,4.0,0.0,0.0
8429809ffffffff,1.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0
8429869ffffffff,7.0,0.0,0.0
8429893ffffffff,5.0,0.0,0.0
84298e9ffffffff,4.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0
8429a01ffffffff,35.0,0.0,0.0
8429a09ffffffff,10.0,0.0,0.0
8429a0bffffffff,108.0,0.0,0.0
8429a0dffffffff,15.0,0.0,0.0
8429a17ffffffff,3.0,0.0,0.0
8429a19ffffffff,47.0,0.0,0.0
8429a27ffffffff,3.0,0.0,0.0
8429a43ffffffff,6.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0
8429a47ffffffff,5.0,0.0,0.0
8429a4dffffffff,6.0,0.0,0.0
8429a55ffffffff,7.0,0.0,0.0
8429a57ffffffff,2.0,0.0,0.0
8429a61ffffffff,22.0,0.0,0.0
8429a6dffffffff,36.0,0.0,0.0
8429a8dffffffff,4.0,0.0,0.0
8429a97ffffffff,9.0,0.0,0.0
8429aa5ffffffff,2.0,0.0,0.0
8429aadffffffff,4.0,0.0,0.0
8429ac9ffffffff,15.0,0.0,0.0
8429acdffffffff,24.0,0.0,0.0
8429ad1ffffffff,3.0,0.0,0.0
8429addffffffff,92.0,0.0,0.0
8429b0bffffffff,30.0,0.0,0.0
8429b1dffffffff,2.0,0.0,0.0
8429b25ffffffff,4.0,0.0,0.0
8429b29ffffffff,3.0,0.0,0.0
8429b2dffffffff,45.0,0.0,0.0
8429b55ffffffff,5.0,0.0,0.0
8429b5bffffffff,4.0,0.0,0.0
8429b69ffffffff,52.0,0.0,0.0
842a101ffffffff,18.0,0.0,0.0
842a103ffffffff,37.0,0.0,0.0
842a105ffffffff,3.0,0.0,0.0
842a107ffffffff,128.0,0.0,0.0
842a109ffffffff,1.0,1.0,0.0
842a10bffffffff,15.0,0.0,0.0
842a121ffffffff,4.0,0.0,0.0
842a123ffffffff,4.0,0.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a129ffffffff,2.0,0.0,0.0
842a12bffffffff,35.0,0.0,0.0
842a131ffffffff,9.0,0.0,0.0
842a133ffffffff,44.0,0.0,0.0
842a135ffffffff,14.0,0.0,0.0
842a137ffffffff,2.0,0.0,0.0
842a139ffffffff,7.0,0.0,0.0
842a13bffffffff,1.0,0.0,0.0
842a13dffffffff,31.0,0.0,0.0
842a143ffffffff,5.0,0.0,0.0
842a147ffffffff,2.0,0.0,0.0
842a149ffffffff,3.0,0.0,0.0
842a14bffffffff,17.0,0.0,0.0
842a14dffffffff,26.0,0.0,0.0
842a151ffffffff,1.0,0.0,0.0
842a157ffffffff,1.0,0.0,0.0
842a159ffffffff,3.0,0.0,0.0
842a15dffffffff,22.0,0.0,0.0
842a163ffffffff,14.0,0.0,0.0
842a167ffffffff,4.0,0.0,0.0
842a169ffffffff,2.0,0.0,0.0
842a1a5ffffffff,2.0,0.0,0.0
842a301ffffffff,15.0,0.0,0.0
842a305ffffffff,42.0,0.0,0.0
842a307ffffffff,266.0,0.0,0.0
842a30dffffffff,7.0,0.0,0.0
842a311ffffffff,23.0,0.0,0.0
842a313ffffffff,6.0,0.0,0.0
842a315ffffffff,15.0,0.0,0.0
842a317ffffffff,11.0,0.0,0.0
842a31dffffffff,3.0,0.0,0.0
842a321ffffffff,7.0,0.0,0.0
842a323ffffffff,24.0,0.0,0.0
842a327ffffffff,15.0,0.0,0.0
842a32bffffffff,19.0,0.0,0.0
842a331ffffffff,2.0,0.0,0.0
842a333ffffffff,107.0,0.0,0.0
842a335ffffffff,2.0,0.0,0.0
842a339ffffffff,17.0,0.0,0.0
842a33bffffffff,25.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0
842a341ffffffff,2.0,0.0,0.0
842a345ffffffff,11.0,0.0,0.0
842a347ffffffff,1.0,0.0,0.0
842a349ffffffff,7.0,0.0,0.0
842a34dffffffff,7.0,0.0,0.0
842a365ffffffff,2.0,0.0,0.0
842a369ffffffff,1.0,0.0,0.0
842a847ffffffff,4.0,0.0,0.0
842a84bffffffff,2.0,0.0,0.0
842a84dffffffff,2.0,0.0,0.0
842a861ffffffff,2.0,0.0,0.0
842a86bffffffff,3.0,0.0,0.0
842a86dffffffff,1.0,0.0,0.0
842a88bffffffff,9.0,0.0,0.0
842a897ffffffff,56.0,0.0,0.0
842a89dffffffff,5.0,0.0,0.0
842a8b1ffffffff,1.0,0.0,0.0
842a8c1ffffffff,24.0,0.0,0.0
842a8c5ffffffff,14.0,0.0,0.0
842a90bffffffff,7.0,0.0,0.0
842a91dffffffff,168.0,0.0,0.0
842a925ffffffff,4.0,0.0,0.0
842a931ffffffff,8.0,0.0,0.0
842a943ffffffff,2.0,0.0,0.0
842a957ffffffff,7.0,0.0,0.0
842a959ffffffff,2.0,0.0,0.0
842a9cdffffffff,1.0,0.0,0.0
842aa03ffffffff,7.0,0.0,0.0
842aa09ffffffff,11.0,0.0,0.0
842aa13ffffffff,5.0,0.0,0.0
842aa19ffffffff,3.0,0.0,0.0
842aa1bffffffff,2.0,0.0,0.0
842aa1dffffffff,8.0,0.0,0.0
842aa2dffffffff,3.0,0.0,0.0
842aa31ffffffff,10.0,0.0,0.0
842aa33ffffffff,2.0,0.0,0.0
842aa39ffffffff,31.0,0.0,0.0
842aa3bffffffff,3.0,0.0,0.0
842aa43ffffffff,41.0,0.0,0.0
842aa45ffffffff,4.0,0.0,0.0
842aa47ffffffff,2.0,0.0,0.0
842aa49ffffffff,29.0,0.0,0.0
842aa4bffffffff,52.0,0.0,0.0
842aa4dffffffff,11.0,0.0,0.0
842aa53ffffffff,22.0,0.0,0.0
842aa5bffffffff,12.0,0.0,0.0
842aa6dffffffff,8.0,0.0,0.0
842aa81ffffffff,2.0,0.0,0.0
842aa83ffffffff,2.0,0.0,0.0
842aa85ffffffff,16.0,0.0,0.0
842aa87ffffffff,17.0,0.0,0.0
842aa89ffffffff,19.0,0.0,0.0
842aa8bffffffff,3.0,0.0,0.0
842aa8dffffffff,12.0,0.0,0.0
842aa91ffffffff,14.0,0.0,0.0
842aa93ffffffff,4.0,0.0,0.0
842aa95ffffffff,3.0,0.0,0.0
842aa9bffffffff,6.0,0.0,0.0
842aa9dffffffff,26.0,0.0,0.0
842aaa9ffffffff,27.0,0.0,0.0
842aaadffffffff,4.0,0.0,0.0
842aab1ffffffff,1.0,0.0,0.0
842aabbffffffff,7.0,0.0,0.0
842aabdffffffff,3.0,0.0,0.0
842aac1ffffffff,21.0,0.0,0.0
842aac3ffffffff,13.0,0.0,0.0
842aac5ffffffff,4.0,0.0,0.0
842aac7ffffffff,33.0,0.0,0.0
842aac9ffffffff,34.0,0.0,0.0
842aacbffffffff,55.0,0.0,0.0
842aacdffffffff,1.0,0.0,0.0
842aad1ffffffff,43.0,0.0,0.0
842aad5ffffffff,34.0,0.0,0.0
842aad9ffffffff,2.0,0.0,0.0
842aaddffffffff,2.0,0.0,0.0
842aae1ffffffff,1.0,0.0,0.0
842aae7ffffffff,6.0,0.0,0.0
842aae9ffffffff,4.0,0.0,0.0
842aaebffffffff,8.0,0.0,0.0
842aaedffffffff,14.0,0.0,0.0
842ab03ffffffff,18.0,0.0,0.0
842ab05ffffffff,27.0,0.0,0.0
842ab09ffffffff,3.0,0.0,0.0
842ab0dffffffff,14.0,0.0,0.0
842ab15ffffffff,5.0,0.0,0.0
842ab19ffffffff,23.0,0.0,0.0
842ab1bffffffff,3.0,0.0,0.0
842ab21ffffffff,27.0,0.0,0.0
842ab23ffffffff,1.0,0.0,0.0
842ab25ffffffff,7.0,0.0,0.0
842ab27ffffffff,11.0,0.0,0.0
842ab29ffffffff,13.0,0.0,0.0
842ab2bffffffff,10.0,0.0,0.0
842ab31ffffffff,3.0,0.0,0.0
842ab33ffffffff,4.0,0.0,0.0
842ab35ffffffff,7.0,0.0,0.0
842ab3bffffffff,21.0,0.0,0.0
842ab3dffffffff,4.0,0.0,0.0
842ab41ffffffff,2.0,0.0,0.0
842ab47ffffffff,6.0,0.0,0.0
842ab49ffffffff,50.0,0.0,0.0
842ab4bffffffff,51.0,0.0,0.0
842ab4dffffffff,4.0,0.0,0.0
842ab51ffffffff,6.0,0.0,0.0
842ab55ffffffff,32.0,0.0,0.0
842ab57ffffffff,10.0,0.0,0.0
842ab5bffffffff,6.0,0.0,0.0
842ab5dffffffff,2.0,0.0,0.0
842ab61ffffffff,6.0,0.0,0.0
842ab63ffffffff,2.0,0.0,0.0
842ab67ffffffff,40.0,0.0,0.0
842ab69ffffffff,2.0,0.0,0.0
842ad37ffffffff,5.0,0.0,0.0
842ad59ffffffff,44.0,0.0,0.0
842ad6dffffffff,10.0,0.0,0.0
842af01ffffffff,2.0,0.0,0.0
842af05ffffffff,11.0,0.0,0.0
842af0dffffffff,34.0,0.0,0.0
842af15ffffffff,7.0,0.0,0.0
842af31ffffffff,12.0,0.0,0.0
842af39ffffffff,1.0,0.0,0.0
842af65ffffffff,17.0,0.0,0.0
842b003ffffffff,11.0,0.0,0.0
842b007ffffffff,2.0,0.0,0.0
842b02bffffffff,28.0,0.0,0.0
842b039ffffffff,2.0,0.0,0.0
842b03bffffffff,1.0,0.0,0.0
842b0a1ffffffff,2.0,0.0,0.0
842b0a7ffffffff,12.0,0.0,0.0
842b0c5ffffffff,2.0,0.0,0.0
842b133ffffffff,3.0,0.0,0.0
842b161ffffffff,3.0,0.0,0.0
842b1a7ffffffff,4.0,0.0,0.0
842b1a9ffffffff,43.0,0.0,0.0
842b1adffffffff,2.0,0.0,0.0
842b1c9ffffffff,2.0,0.0,0.0
842b1cdffffffff,6.0,0.0,0.0
842b303ffffffff,2.0,0.0,0.0
842b811ffffffff,4.0,0.0,0.0
842b813ffffffff,19.0,0.0,0.0
842b815ffffffff,7.0,0.0,0.0
842b819ffffffff,2.0,0.0,0.0
842b81bffffffff,52.0,0.0,0.0
842b823ffffffff,10.0,0.0,0.0
842b831ffffffff,9.0,0.0,0.0
842b833ffffffff,17.0,0.0,0.0
842b835ffffffff,69.0,0.0,0.0
842b837ffffffff,2.0,0.0,0.0
842b83bffffffff,38.0,0.0,0.0
842b891ffffffff,3.0,0.0,0.0
842b895ffffffff,2.0,0.0,0.0
842b89bffffffff,30.0,0.0,0.0
842b8a3ffffffff,42.0,0.0,0.0
842b8a7ffffffff,10.0,0.0,0.0
842b8adffffffff,29.0,0.0,0.0
842b8b1ffffffff,5.0,0.0,0.0
842b8b7ffffffff,3.0,0.0,0.0
842b8b9ffffffff,4.0,0.0,0.0
842b8bdffffffff,6.0,0.0,0.0
842b8c9ffffffff,16.0,0.0,0.0
842b8cbffffffff,100.0,0.0,0.0
842b8d1ffffffff,145.0,0.0,0.0
842b8d5ffffffff,2.0,0.0,0.0
842b8dbffffffff,65.0,0.0,0.0
842b8ddffffffff,27.0,0.0,0.0
842b8e1ffffffff,5.0,0.0,0.0
842b8e5ffffffff,10.0,0.0,0.0
842b8e7ffffffff,9.0,0.0,0.0
842b8e9ffffffff,43.0,0.0,0.0
842b8edffffffff,2.0,0.0,0.0
842b915ffffffff,2.0,0.0,0.0
842b91bffffffff,2.0,0.0,0.0
842b939ffffffff,2.0,0.0,0.0
842b981ffffffff,2.0,0.0,0.0
842b983ffffffff,8.0,0.0,0.0
842b985ffffffff,6.0,0.0,0.0
842b987ffffffff,4.0,0.0,0.0
842b989ffffffff,3.0,0.0,0.0
842b98bffffffff,73.0,0.0,0.0
842b98dffffffff,5.0,0.0,0.0
842b991ffffffff,7.0,0.0,0.0
842b993ffffffff,5.0,0.0,0.0
842b997ffffffff,21.0,0.0,0.0
842b99dffffffff,3.0,0.0,0.0
842b9a5ffffffff,2.0,0.0,0.0
842b9a7ffffffff,16.0,0.0,0.0
842b9a9ffffffff,3.0,0.0,0.0
842b9abffffffff,15.0,0.0,0.0
842b9adffffffff,16.0,0.0,0.0
842b9b1ffffffff,2.0,0.0,0.0
842b9b3ffffffff,31.0,0.0,0.0
842b9b5ffffffff,33.0,0.0,0.0
842b9b7ffffffff,1.0,0.0,0.0
842b9b9ffffffff,31.0,0.0,0.0
842b9bdffffffff,122.0,0.0,0.0
842b9c1ffffffff,2.0,0.0,0.0
842b9c5ffffffff,4.0,0.0,0.0
842b9c7ffffffff,2.0,0.0,0.0
842b9cbffffffff,5.0,0.0,0.0
842b9d1ffffffff,182.0,0.0,0.0
842b9d3ffffffff,13.0,0.0,0.0
842b9d5ffffffff,6.0,0.0,0.0
842b9d7ffffffff,30.0,0.0,0.0
842b9d9ffffffff,8.0,0.0,0.0
842b9dbffffffff,83.0,0.0,0.0
842b9e3ffffffff,29.0,0.0,0.0
842b9e5ffffffff,4.0,0.0,0.0
842b9e7ffffffff,12.0,0.0,0.0
842b9ebffffffff,2.0,0.0,0.0
842ba51ffffffff,3.0,0.0,0.0
842ba87ffffffff,43.0,0.0,0.0
842ba9bffffffff,2.0,0.0,0.0
842baa3ffffffff,32.0,0.0,0.0
842baa5ffffffff,443.0,0.0,0.0
842baa7ffffffff,50.0,0.0,0.0
842baabffffffff,22.0,0.0,0.0
842bab3ffffffff,4.0,0.0,0.0
842bab5ffffffff,13.0,0.0,0.0
842bac5ffffffff,460.0,0.0,0.0
842bacdffffffff,34.0,0.0,0.0
842bae7ffffffff,158.0,0.0,0.0
842bae9ffffffff,6.0,0.0,0.0
8435ae3ffffffff,4.0,0.0,0.0
8444125ffffffff,1.0,0.0,0.0
8444133ffffffff,3.0,0.0,0.0
844415dffffffff,3.0,0.0,0.0
8444165ffffffff,13.0,0.0,0.0
84441a1ffffffff,8.0,0.0,0.0
84441a5ffffffff,4.0,0.0,0.0
84441a9ffffffff,11.0,0.0,0.0
84441abffffffff,2.0,0.0,0.0
84441adffffffff,6.0,0.0,0.0
84441e5ffffffff,6.0,0.0,0.0
84441e7ffffffff,20.0,0.0,0.0
8444363ffffffff,2.0,0.0,0.0
8444409ffffffff,10.0,0.0,0.0
844440bffffffff,7.0,0.0,0.0
844440dffffffff,74.0,0.0,0.0
8444439ffffffff,2.0,0.0,0.0
8444445ffffffff,2.0,0.0,0.0
844444bffffffff,3.0,0.0,0.0
8444459ffffffff,19.0,0.0,0.0
8444461ffffffff,11.0,0.0,0.0
8444463ffffffff,1.0,0.0,0.0
8444465ffffffff,62.0,0.0,0.0
8444467ffffffff,2.0,0.0,0.0
844448bffffffff,2.0,0.0,0.0
8444499ffffffff,8.0,0.0,0.0
844449dffffffff,2.0,0.0,0.0
84444a5ffffffff,5.0,0.0,0.0
84444c1ffffffff,2.0,0.0,0.0
84444cdffffffff,1.0,0.0,0.0
84444d5ffffffff,7.0,0.0,0.0
84444edffffffff,8.0,0.0,0.0
8444501ffffffff,4.0,0.0,0.0
8444509ffffffff,4.0,0.0,0.0
8444555ffffffff,2.0,0.0,0.0
844455bffffffff,13.0,0.0,0.0
8444563ffffffff,378.0,0.0,0.0
8444567ffffffff,2.0,0.0,0.0
844459bffffffff,2.0,0.0,0.0
84445dbffffffff,1.0,0.0,0.0
8444633ffffffff,32.0,0.0,0.0
8444637ffffffff,4.0,0.0,0.0
84446c1ffffffff,10.0,0.0,0.0
84446c5ffffffff,24.0,0.0,0.0
84446c9ffffffff,2.0,0.0,0.0
84446cbffffffff,6.0,0.0,0.0
84446e5ffffffff,24.0,0.0,0.0
84446e9ffffffff,5.0,0.0,0.0
84446edffffffff,10.0,0.0,0.0
8444717ffffffff,1.0,0.0,0.0
8444731ffffffff,18.0,0.0,0.0
8444733ffffffff,2.0,0.0,0.0
8444735ffffffff,3.0,0.0,0.0
844473bffffffff,1.0,0.0,0.0
8444a53ffffffff,2.0,0.0,0.0
8444a5bffffffff,6.0,0.0,0.0
8444a83ffffffff,5.0,0.0,0.0
8444a89ffffffff,3.0,0.0,0.0
8444a91ffffffff,2.0,0.0,0.0
8444a93ffffffff,15.0,0.0,0.0
8444a95ffffffff,6.0,0.0,0.0
8444a9bffffffff,4.0,0.0,0.0
8444ac9ffffffff,17.0,0.0,0.0
8444acbffffffff,6.0,0.0,0.0
8444ad3ffffffff,27.0,0.0,0.0
8444ad7ffffffff,1.0,0.0,0.0
8444addffffffff,2.0,0.0,0.0
8444ae9ffffffff,2.0,0.0,0.0
8444b57ffffffff,16.0,0.0,0.0
8444c0dffffffff,1.0,0.0,0.0
8444c13ffffffff,2.0,0.0,0.0
8444c19ffffffff,11.0,0.0,0.0
8444c85ffffffff,26.0,0.0,0.0
8444c89ffffffff,11.0,0.0,0.0
8444ca7ffffffff,2.0,0.0,0.0
8444ccdffffffff,12.0,0.0,0.0
8444cd5ffffffff,1.0,0.0,0.0
8444d03ffffffff,2.0,0.0,0.0
8444d07ffffffff,2.0,0.0,0.0
8444d0bffffffff,28.0,0.0,0.0
8444d23ffffffff,16.0,0.0,0.0
8444d2bffffffff,2.0,0.0,0.0
8444d3bffffffff,5.0,0.0,0.0
8444d51ffffffff,12.0,0.0,0.0
8444d5dffffffff,63.0,0.0,0.0
8444d85ffffffff,3.0,0.0,0.0
8444dabffffffff,7.0,0.0,0.0
8444dadffffffff,2.0,0.0,0.0
8444db5ffffffff,10.0,0.0,0.0
8444dd5ffffffff,56.0,0.0,0.0
8444e33ffffffff,8.0,0.0,0.0
8444e47ffffffff,2.0,0.0,0.0
8444e55ffffffff,1.0,0.0,0.0
8444e63ffffffff,6.0,0.0,0.0
8444e89ffffffff,5.0,0.0,0.0
8444ea1ffffffff,3.0,0.0,0.0
8444ed3ffffffff,36.0,0.0,0.0
8444ed7ffffffff,1.0,0.0,0.0
8444ee5ffffffff,4.0,0.0,0.0
8444eedffffffff,6.0,0.0,0.0
8444f01ffffffff,2.0,0.0,0.0
8444f05ffffffff,3.0,0.0,0.0
8444f07ffffffff,2.0,0.0,0.0
8444f1dffffffff,2.0,0.0,0.0
8444f31ffffffff,10.0,0.0,0.0
8444f35ffffffff,25.0,0.0,0.0
8444f37ffffffff,5.0,0.0,0.0
8444f3dffffffff,6.0,0.0,0.0
8444f43ffffffff,42.0,0.0,0.0
8444f47ffffffff,1.0,0.0,0.0
8444f55ffffffff,15.0,0.0,0.0
8444f57ffffffff,2.0,0.0,0.0
8444f6bffffffff,29.0,0.0,0.0
844501bffffffff,3.0,0.0,0.0
8445053ffffffff,3.0,0.0,0.0
844505bffffffff,2.0,0.0,0.0
8445085ffffffff,2.0,0.0,0.0
844509bffffffff,16.0,0.0,0.0
84450adffffffff,1.0,0.0,0.0
84450b1ffffffff,1.0,0.0,0.0
8445217ffffffff,10.0,0.0,0.0
8445233ffffffff,2.0,0.0,0.0
8445257ffffffff,5.0,0.0,0.0
84452a7ffffffff,2.0,0.0,0.0
84452adffffffff,25.0,0.0,0.0
84452c3ffffffff,4.0,0.0,0.0
84452c7ffffffff,21.0,0.0,0.0
8445313ffffffff,4.0,0.0,0.0
8445767ffffffff,9.0,0.0,0.0
8445a33ffffffff,19.0,0.0,0.0
8445b21ffffffff,7.0,0.0,0.0
8445b29ffffffff,3.0,0.0,0.0
84481a7ffffffff,2.0,0.0,0.0
8448233ffffffff,3.0,0.0,0.0
84482e5ffffffff,15.0,0.0,0.0
8448361ffffffff,3.0,0.0,0.0
8448583ffffffff,2.0,0.0,0.0
84485b5ffffffff,5.0,0.0,0.0
84485b7ffffffff,4.0,0.0,0.0
84485bbffffffff,4.0,0.0,0.0
84485d1ffffffff,1.0,0.0,0.0
8448723ffffffff,1.0,0.0,0.0
844880dffffffff,2.0,0.0,0.0
8448815ffffffff,2.0,0.0,0.0
8448825ffffffff,2.0,0.0,0.0
