cell_id,Rhipidura cockerelli,Rhipidura cockerelli [cockerelli Group],Rhipidura cockerelli lavellae,Rhipidura cockerelli albina
837680fffffffff,9.0,0.0,0.0,0.0
837683fffffffff,4.0,0.0,0.0,0.0
837684fffffffff,4.0,0.0,0.0,0.0
83768efffffffff,3.0,0.0,0.0,0.0
837699fffffffff,37.0,0.0,0.0,0.0
83769dfffffffff,41.0,0.0,0.0,0.0
839edafffffffff,6.0,0.0,0.0,0.0
839edcfffffffff,1.0,0.0,0.0,0.0
839edefffffffff,5.0,0.0,0.0,0.0
