cell_id,Chaetura vauxi,Chaetura vauxi vauxi,Chaetura vauxi gaumeri,Chaetura vauxi [richmondi Group],Chaetura vauxi aphanes
831280fffffffff,4.0,0.0,0.0,0.0,0.0
83128bfffffffff,6.0,0.0,0.0,0.0,0.0
83129bfffffffff,1.0,0.0,0.0,0.0,0.0
83129dfffffffff,1.0,1.0,0.0,0.0,0.0
8312abfffffffff,3.0,0.0,0.0,0.0,0.0
8312b0fffffffff,11.0,0.0,0.0,0.0,0.0
8312b5fffffffff,1.0,0.0,0.0,0.0,0.0
8312c1fffffffff,4.0,0.0,0.0,0.0,0.0
8312c2fffffffff,5.0,0.0,0.0,0.0,0.0
8312cafffffffff,7.0,0.0,0.0,0.0,0.0
8312cbfffffffff,4.0,2.0,0.0,0.0,0.0
8312cefffffffff,3.0,0.0,0.0,0.0,0.0
8312d0fffffffff,2.0,0.0,0.0,0.0,0.0
8312d3fffffffff,6.0,2.0,0.0,0.0,0.0
8312d5fffffffff,1.0,1.0,0.0,0.0,0.0
8312d9fffffffff,2.0,0.0,0.0,0.0,0.0
8312dbfffffffff,1.0,0.0,0.0,0.0,0.0
8312dcfffffffff,3.0,0.0,0.0,0.0,0.0
8312ddfffffffff,2.0,0.0,0.0,0.0,0.0
8312defffffffff,2.0,0.0,0.0,0.0,0.0
8312f0fffffffff,2.0,0.0,0.0,0.0,0.0
8312f1fffffffff,2.0,0.0,0.0,0.0,0.0
831391fffffffff,4.0,0.0,0.0,0.0,0.0
831393fffffffff,3.0,0.0,0.0,0.0,0.0
83139efffffffff,7.0,0.0,0.0,0.0,0.0
832690fffffffff,1.0,0.0,0.0,0.0,0.0
832694fffffffff,2.0,0.0,0.0,0.0,0.0
832696fffffffff,15.0,0.0,0.0,0.0,0.0
832698fffffffff,2.0,0.0,0.0,0.0,0.0
832802fffffffff,18.0,0.0,0.0,0.0,0.0
832803fffffffff,4.0,0.0,0.0,0.0,0.0
832806fffffffff,3.0,0.0,0.0,0.0,0.0
832810fffffffff,117.0,3.0,0.0,0.0,0.0
832811fffffffff,2.0,0.0,0.0,0.0,0.0
832812fffffffff,6.0,0.0,0.0,0.0,0.0
832813fffffffff,16.0,0.0,0.0,0.0,0.0
832814fffffffff,5.0,0.0,0.0,0.0,0.0
832815fffffffff,26.0,0.0,0.0,0.0,0.0
832818fffffffff,5.0,0.0,0.0,0.0,0.0
83281afffffffff,9.0,0.0,0.0,0.0,0.0
83281bfffffffff,5.0,0.0,0.0,0.0,0.0
83281cfffffffff,19.0,0.0,0.0,0.0,0.0
83281dfffffffff,2.0,0.0,0.0,0.0,0.0
83281efffffffff,47.0,0.0,0.0,0.0,0.0
832830fffffffff,229.0,0.0,0.0,0.0,0.0
832831fffffffff,5.0,0.0,0.0,0.0,0.0
832832fffffffff,25.0,3.0,0.0,0.0,0.0
832833fffffffff,2.0,0.0,0.0,0.0,0.0
832834fffffffff,140.0,1.0,0.0,0.0,0.0
832835fffffffff,49.0,0.0,0.0,0.0,0.0
832836fffffffff,59.0,1.0,0.0,0.0,0.0
832880fffffffff,7.0,0.0,0.0,0.0,0.0
832881fffffffff,2.0,0.0,0.0,0.0,0.0
832883fffffffff,4.0,0.0,0.0,0.0,0.0
832884fffffffff,14.0,0.0,0.0,0.0,0.0
832885fffffffff,2.0,0.0,0.0,0.0,0.0
832888fffffffff,1.0,0.0,0.0,0.0,0.0
832889fffffffff,2.0,0.0,0.0,0.0,0.0
83288afffffffff,3.0,0.0,0.0,0.0,0.0
83288dfffffffff,4.0,0.0,0.0,0.0,0.0
83288efffffffff,3.0,0.0,0.0,0.0,0.0
832891fffffffff,2.0,0.0,0.0,0.0,0.0
832898fffffffff,14.0,0.0,0.0,0.0,0.0
83289bfffffffff,3.0,1.0,0.0,0.0,0.0
83289cfffffffff,4.0,0.0,0.0,0.0,0.0
83289efffffffff,22.0,0.0,0.0,0.0,0.0
8328a1fffffffff,1.0,0.0,0.0,0.0,0.0
8328a8fffffffff,11.0,0.0,0.0,0.0,0.0
8328a9fffffffff,20.0,0.0,0.0,0.0,0.0
8328aafffffffff,10.0,2.0,0.0,0.0,0.0
8328acfffffffff,1.0,0.0,0.0,0.0,0.0
8328adfffffffff,17.0,0.0,0.0,0.0,0.0
8328aefffffffff,20.0,0.0,0.0,0.0,0.0
8328b1fffffffff,1.0,0.0,0.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0,0.0,0.0
8328b6fffffffff,10.0,0.0,0.0,0.0,0.0
8328c2fffffffff,9.0,0.0,0.0,0.0,0.0
8328c6fffffffff,2.0,0.0,0.0,0.0,0.0
8328d0fffffffff,4.0,1.0,0.0,0.0,0.0
8328d1fffffffff,84.0,0.0,0.0,0.0,0.0
8328d3fffffffff,4.0,1.0,0.0,0.0,0.0
8328d4fffffffff,34.0,0.0,0.0,0.0,0.0
8328d5fffffffff,33.0,2.0,0.0,0.0,0.0
8328d6fffffffff,5.0,0.0,0.0,0.0,0.0
8328d8fffffffff,26.0,0.0,0.0,0.0,0.0
8328dafffffffff,2.0,2.0,0.0,0.0,0.0
8328dcfffffffff,12.0,1.0,0.0,0.0,0.0
8328ddfffffffff,1.0,1.0,0.0,0.0,0.0
8328defffffffff,5.0,1.0,0.0,0.0,0.0
8328f0fffffffff,44.0,0.0,0.0,0.0,0.0
8328f1fffffffff,6.0,0.0,0.0,0.0,0.0
8328f3fffffffff,4.0,0.0,0.0,0.0,0.0
8328f4fffffffff,17.0,0.0,0.0,0.0,0.0
8328f5fffffffff,2.0,0.0,0.0,0.0,0.0
832912fffffffff,38.0,0.0,0.0,0.0,0.0
83291afffffffff,11.0,0.0,0.0,0.0,0.0
832984fffffffff,4.0,0.0,0.0,0.0,0.0
832986fffffffff,4.0,0.0,0.0,0.0,0.0
832989fffffffff,18.0,0.0,0.0,0.0,0.0
83298cfffffffff,8.0,0.0,0.0,0.0,0.0
83298dfffffffff,3.0,0.0,0.0,0.0,0.0
832995fffffffff,4.0,0.0,0.0,0.0,0.0
832996fffffffff,1.0,0.0,0.0,0.0,0.0
83299bfffffffff,1.0,0.0,0.0,0.0,0.0
8329a0fffffffff,55.0,0.0,0.0,0.0,0.0
8329a1fffffffff,55.0,0.0,0.0,0.0,0.0
8329a2fffffffff,3.0,0.0,0.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0,0.0
8329a4fffffffff,27.0,0.0,0.0,0.0,0.0
8329a5fffffffff,26.0,0.0,0.0,0.0,0.0
8329a6fffffffff,30.0,0.0,0.0,0.0,0.0
8329a9fffffffff,3.0,0.0,0.0,0.0,0.0
8329aafffffffff,2.0,0.0,0.0,0.0,0.0
8329abfffffffff,7.0,0.0,0.0,0.0,0.0
8329acfffffffff,11.0,0.0,0.0,0.0,0.0
8329adfffffffff,46.0,0.0,0.0,0.0,0.0
8329aefffffffff,6.0,0.0,0.0,0.0,0.0
8329b0fffffffff,18.0,0.0,0.0,0.0,0.0
8329b1fffffffff,2.0,0.0,0.0,0.0,0.0
8329b2fffffffff,8.0,0.0,0.0,0.0,0.0
8329b5fffffffff,26.0,0.0,0.0,0.0,0.0
8329b6fffffffff,6.0,0.0,0.0,0.0,0.0
834440fffffffff,129.0,0.0,0.0,0.0,0.0
834446fffffffff,4.0,0.0,0.0,0.0,0.0
834473fffffffff,3.0,0.0,0.0,0.0,0.0
8344a9fffffffff,2.0,0.0,0.0,0.0,0.0
8344e0fffffffff,20.0,0.0,0.0,0.0,0.0
8344f4fffffffff,301.0,0.0,0.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0,0.0,0.0
834508fffffffff,3.0,0.0,0.0,0.0,0.0
834509fffffffff,2.0,0.0,0.0,0.0,0.0
83450afffffffff,2.0,0.0,0.0,0.0,0.0
83450efffffffff,2.0,0.0,2.0,0.0,0.0
834520fffffffff,2.0,0.0,0.0,0.0,0.0
834521fffffffff,1.0,0.0,0.0,0.0,0.0
834523fffffffff,2.0,0.0,0.0,0.0,0.0
834524fffffffff,3.0,0.0,0.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0,0.0,0.0
83452afffffffff,8.0,0.0,0.0,1.0,0.0
83452dfffffffff,3.0,0.0,0.0,0.0,0.0
83452efffffffff,13.0,0.0,0.0,3.0,0.0
834572fffffffff,3.0,0.0,0.0,0.0,0.0
834805fffffffff,3.0,0.0,0.0,0.0,0.0
834823fffffffff,17.0,0.0,0.0,0.0,0.0
83482efffffffff,4.0,0.0,0.0,0.0,0.0
834836fffffffff,8.0,8.0,0.0,0.0,0.0
834842fffffffff,10.0,0.0,0.0,0.0,0.0
834843fffffffff,10.0,0.0,0.0,0.0,0.0
83484afffffffff,28.0,0.0,0.0,0.0,0.0
834858fffffffff,3.0,0.0,0.0,0.0,0.0
834859fffffffff,5.0,0.0,0.0,0.0,0.0
83485afffffffff,2.0,0.0,0.0,0.0,0.0
83485bfffffffff,21.0,0.0,0.0,0.0,0.0
83485cfffffffff,3.0,0.0,0.0,0.0,0.0
83485dfffffffff,1.0,0.0,0.0,0.0,0.0
834871fffffffff,2.0,0.0,0.0,0.0,0.0
834872fffffffff,2.0,0.0,0.0,0.0,0.0
8348b5fffffffff,18.0,0.0,0.0,0.0,0.0
8348c0fffffffff,1.0,0.0,0.0,0.0,0.0
8348c5fffffffff,7.0,0.0,0.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0,0.0,0.0
8348d8fffffffff,1.0,0.0,0.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0,0.0,0.0
8348e8fffffffff,37.0,0.0,0.0,0.0,0.0
8348e9fffffffff,2.0,0.0,0.0,0.0,0.0
8348eafffffffff,16.0,2.0,0.0,0.0,0.0
8348ebfffffffff,12.0,0.0,0.0,0.0,0.0
8348ecfffffffff,9.0,0.0,0.0,0.0,0.0
8348edfffffffff,8.0,0.0,0.0,0.0,0.0
8348eefffffffff,26.0,0.0,0.0,0.0,0.0
834982fffffffff,3.0,0.0,0.0,0.0,0.0
834983fffffffff,3.0,0.0,0.0,0.0,0.0
834986fffffffff,22.0,21.0,0.0,0.0,0.0
834990fffffffff,2.0,0.0,0.0,0.0,0.0
834994fffffffff,4.0,0.0,0.0,0.0,0.0
834995fffffffff,39.0,25.0,0.0,0.0,0.0
834996fffffffff,35.0,0.0,0.0,0.0,0.0
834998fffffffff,16.0,0.0,0.0,16.0,0.0
83499cfffffffff,2.0,0.0,0.0,0.0,0.0
8349b3fffffffff,3.0,2.0,0.0,0.0,0.0
835f4afffffffff,3.0,0.0,0.0,0.0,0.0
836610fffffffff,11.0,0.0,0.0,0.0,0.0
836612fffffffff,2.0,0.0,0.0,0.0,0.0
836613fffffffff,1.0,0.0,0.0,0.0,0.0
836616fffffffff,4.0,0.0,0.0,0.0,0.0
836621fffffffff,5.0,0.0,0.0,0.0,0.0
836629fffffffff,3.0,0.0,0.0,0.0,0.0
8366a0fffffffff,13.0,0.0,0.0,0.0,0.0
8366a5fffffffff,27.0,0.0,0.0,0.0,0.0
8366a6fffffffff,4.0,0.0,0.0,0.0,0.0
8366b4fffffffff,4.0,0.0,0.0,1.0,0.0
8366b5fffffffff,33.0,0.0,0.0,9.0,0.0
836741fffffffff,4.0,0.0,0.0,0.0,0.0
836743fffffffff,2.0,0.0,0.0,0.0,2.0
83674cfffffffff,14.0,0.0,0.0,0.0,4.0
83674efffffffff,7.0,0.0,0.0,0.0,7.0
836755fffffffff,2.0,0.0,0.0,0.0,0.0
83675afffffffff,7.0,0.0,0.0,0.0,0.0
83679afffffffff,9.0,0.0,0.0,0.0,0.0
83679bfffffffff,16.0,0.0,0.0,0.0,0.0
836d05fffffffff,4.0,0.0,0.0,0.0,0.0
836d20fffffffff,4.0,0.0,0.0,0.0,0.0
836d21fffffffff,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,14.0,0.0,0.0,0.0,0.0
836d28fffffffff,1.0,0.0,0.0,0.0,0.0
836d29fffffffff,7.0,0.0,0.0,0.0,0.0
836d2afffffffff,1.0,0.0,0.0,0.0,0.0
836d2bfffffffff,10.0,0.0,0.0,0.0,0.0
836d2dfffffffff,2.0,0.0,0.0,0.0,0.0
836d32fffffffff,7.0,0.0,0.0,0.0,0.0
836d33fffffffff,4.0,0.0,0.0,0.0,0.0
836d34fffffffff,1.0,0.0,0.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0,0.0,0.0
836d61fffffffff,11.0,0.0,0.0,0.0,0.0
836d68fffffffff,3.0,0.0,0.0,0.0,0.0
836d69fffffffff,6.0,0.0,0.0,6.0,0.0
836d75fffffffff,3.0,0.0,0.0,0.0,0.0
