cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
820137fffffffff,5.0,0.0,0.0,0.0
82021ffffffffff,4.0,0.0,0.0,0.0
820247fffffffff,3.0,0.0,0.0,0.0
82024ffffffffff,39.0,0.0,0.0,0.0
820257fffffffff,2.0,0.0,0.0,0.0
82025ffffffffff,31.0,0.0,0.0,0.0
82028ffffffffff,2.0,0.0,0.0,0.0
8202c7fffffffff,3.0,0.0,0.0,0.0
8202cffffffffff,89.0,0.0,0.0,0.0
8202d7fffffffff,3.0,0.0,0.0,0.0
8202dffffffffff,4.0,0.0,0.0,0.0
8202effffffffff,4.0,0.0,0.0,0.0
82068ffffffffff,16.0,0.0,0.0,0.0
8206d7fffffffff,6.0,0.0,0.0,0.0
8206dffffffffff,2.0,0.0,0.0,0.0
820807fffffffff,23.0,0.0,0.0,0.0
820817fffffffff,60.0,0.0,0.0,0.0
82081ffffffffff,12.0,0.0,0.0,0.0
82082ffffffffff,1.0,0.0,0.0,0.0
820837fffffffff,8.0,0.0,0.0,0.0
820887fffffffff,668.0,0.0,0.0,0.0
82088ffffffffff,49.0,0.0,0.0,0.0
820897fffffffff,69.0,0.0,0.0,0.0
82089ffffffffff,1143.0,0.0,0.0,0.0
8208a7fffffffff,103.0,0.0,0.0,0.0
8208affffffffff,8.0,0.0,0.0,0.0
8208b7fffffffff,293.0,0.0,0.0,0.0
8208c7fffffffff,14.0,0.0,0.0,0.0
8208d7fffffffff,18.0,0.0,0.0,0.0
8208dffffffffff,2.0,0.0,0.0,0.0
8208e7fffffffff,1.0,0.0,0.0,0.0
8208f7fffffffff,31.0,0.0,0.0,0.0
82095ffffffffff,3.0,0.0,0.0,0.0
820987fffffffff,16.0,0.0,0.0,0.0
82098ffffffffff,18.0,0.0,0.0,0.0
820997fffffffff,23.0,0.0,0.0,0.0
82099ffffffffff,179.0,0.0,0.0,0.0
820c07fffffffff,92.0,0.0,0.0,0.0
820c17fffffffff,341.0,0.0,0.0,42.0
820c1ffffffffff,9.0,0.0,0.0,0.0
820c27fffffffff,3.0,0.0,0.0,0.0
820c2ffffffffff,7.0,0.0,0.0,0.0
820c37fffffffff,39.0,0.0,0.0,2.0
820c47fffffffff,1041.0,0.0,423.0,0.0
820c57fffffffff,547.0,0.0,0.0,11.0
820c5ffffffffff,548.0,0.0,201.0,0.0
820c67fffffffff,44.0,0.0,0.0,0.0
820c6ffffffffff,9.0,0.0,2.0,0.0
820c77fffffffff,6433.0,0.0,0.0,0.0
820ce7fffffffff,2.0,0.0,0.0,0.0
820ceffffffffff,6.0,0.0,0.0,0.0
820d07fffffffff,43.0,0.0,0.0,3.0
820d0ffffffffff,186.0,0.0,0.0,6.0
820d1ffffffffff,4.0,0.0,0.0,0.0
820d47fffffffff,29.0,0.0,0.0,0.0
820d4ffffffffff,55.0,0.0,0.0,0.0
820d57fffffffff,16.0,0.0,0.0,0.0
820d5ffffffffff,1014.0,0.0,0.0,0.0
820d67fffffffff,156.0,0.0,0.0,0.0
820d6ffffffffff,9.0,0.0,0.0,0.0
820d77fffffffff,201.0,0.0,0.0,0.0
820e07fffffffff,16.0,0.0,0.0,0.0
820e0ffffffffff,249.0,0.0,0.0,0.0
820e1ffffffffff,37.0,0.0,0.0,0.0
820e27fffffffff,19.0,0.0,0.0,0.0
820e2ffffffffff,11.0,0.0,0.0,0.0
820e37fffffffff,62.0,0.0,0.0,0.0
820e47fffffffff,21.0,0.0,0.0,0.0
820e4ffffffffff,2518.0,0.0,0.0,0.0
820e57fffffffff,27.0,0.0,0.0,0.0
820e5ffffffffff,83.0,0.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0,0.0
820e6ffffffffff,50.0,0.0,0.0,0.0
820e87fffffffff,4112.0,0.0,0.0,0.0
820e8ffffffffff,39.0,0.0,0.0,0.0
820e97fffffffff,19.0,0.0,0.0,0.0
820e9ffffffffff,45.0,0.0,0.0,0.0
820ec7fffffffff,229.0,0.0,0.0,0.0
820ecffffffffff,1573.0,0.0,0.0,0.0
820ed7fffffffff,26.0,0.0,0.0,0.0
820edffffffffff,25.0,0.0,0.0,0.0
820ee7fffffffff,93.0,0.0,0.0,0.0
820eeffffffffff,2998.0,0.0,0.0,0.0
820ef7fffffffff,62.0,0.0,0.0,0.0
820f0ffffffffff,20.0,0.0,0.0,0.0
820f5ffffffffff,12.0,0.0,0.0,0.0
820f9ffffffffff,224.0,0.0,0.0,0.0
820fa7fffffffff,2.0,0.0,0.0,0.0
820fb7fffffffff,5.0,0.0,0.0,0.0
821107fffffffff,6.0,0.0,0.0,0.0
821127fffffffff,52.0,0.0,0.0,0.0
82112ffffffffff,7.0,0.0,0.0,0.0
82120ffffffffff,17.0,0.0,0.0,0.0
821217fffffffff,19.0,0.0,0.0,0.0
82121ffffffffff,673.0,0.0,0.0,0.0
821227fffffffff,15.0,0.0,0.0,0.0
82122ffffffffff,38.0,0.0,0.0,0.0
821237fffffffff,27.0,0.0,0.0,0.0
821247fffffffff,70.0,0.0,0.0,0.0
82124ffffffffff,315.0,0.0,0.0,0.0
821257fffffffff,2293.0,0.0,0.0,0.0
82125ffffffffff,3983.0,0.0,0.0,0.0
821267fffffffff,22.0,0.0,0.0,0.0
82126ffffffffff,19.0,0.0,0.0,0.0
821277fffffffff,519.0,0.0,0.0,0.0
821287fffffffff,659.0,0.0,9.0,0.0
82128ffffffffff,1127.0,0.0,0.0,0.0
821297fffffffff,250.0,0.0,106.0,0.0
82129ffffffffff,470.0,0.0,13.0,0.0
8212a7fffffffff,21.0,0.0,0.0,0.0
8212affffffffff,1663.0,0.0,0.0,0.0
8212b7fffffffff,1118.0,0.0,1.0,0.0
8212c7fffffffff,8633.0,2.0,0.0,0.0
8212cffffffffff,38906.0,6.0,0.0,0.0
8212d7fffffffff,9574.0,0.0,0.0,0.0
8212dffffffffff,17773.0,225.0,0.0,2.0
8212e7fffffffff,1934.0,0.0,0.0,0.0
8212effffffffff,14592.0,0.0,0.0,0.0
8212f7fffffffff,1438.0,0.0,0.0,0.0
821307fffffffff,26.0,0.0,0.0,0.0
821317fffffffff,1.0,0.0,0.0,0.0
82131ffffffffff,2.0,0.0,0.0,0.0
821327fffffffff,2.0,0.0,0.0,0.0
82132ffffffffff,10.0,0.0,0.0,0.0
821337fffffffff,1.0,0.0,0.0,0.0
821347fffffffff,5.0,0.0,0.0,0.0
821357fffffffff,117.0,0.0,0.0,0.0
82135ffffffffff,2.0,0.0,0.0,0.0
821387fffffffff,1850.0,0.0,0.0,0.0
82138ffffffffff,510.0,0.0,0.0,0.0
821397fffffffff,256.0,0.0,21.0,4.0
82139ffffffffff,1078.0,0.0,103.0,10.0
8213a7fffffffff,41.0,0.0,0.0,0.0
8213affffffffff,11.0,0.0,0.0,0.0
8213b7fffffffff,33.0,0.0,0.0,0.0
82182ffffffffff,62.0,0.0,0.0,0.0
821847fffffffff,2.0,0.0,0.0,0.0
82184ffffffffff,5.0,0.0,0.0,0.0
821867fffffffff,11.0,0.0,0.0,0.0
82186ffffffffff,53.0,0.0,0.0,0.0
821877fffffffff,423.0,0.0,0.0,35.0
82190ffffffffff,381.0,0.0,0.0,10.0
821927fffffffff,8.0,0.0,0.0,0.0
82192ffffffffff,59.0,0.0,0.0,14.0
821947fffffffff,8470.0,0.0,0.0,702.0
82194ffffffffff,8272.0,0.0,0.0,153.0
821957fffffffff,1804.0,0.0,0.0,135.0
82195ffffffffff,7438.0,0.0,0.0,232.0
82196ffffffffff,1848.0,0.0,0.0,0.0
821977fffffffff,1038.0,0.0,0.0,138.0
821aa7fffffffff,696.0,0.0,0.0,0.0
821ab7fffffffff,9.0,0.0,0.0,0.0
821b87fffffffff,33.0,0.0,0.0,0.0
821b97fffffffff,28.0,0.0,0.0,0.0
821b9ffffffffff,203.0,0.0,0.0,0.0
821bb7fffffffff,20.0,0.0,0.0,0.0
821d27fffffffff,46.0,0.0,4.0,0.0
821e07fffffffff,27.0,0.0,0.0,0.0
821e27fffffffff,13.0,0.0,0.0,0.0
821e37fffffffff,40.0,0.0,0.0,0.0
821ea7fffffffff,4.0,0.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0,0.0
821f07fffffffff,751.0,0.0,0.0,5.0
821f0ffffffffff,13.0,0.0,0.0,0.0
821f17fffffffff,895.0,0.0,0.0,0.0
821f1ffffffffff,118.0,0.0,0.0,0.0
821f27fffffffff,312.0,0.0,0.0,5.0
821f2ffffffffff,479.0,0.0,0.0,22.0
821f37fffffffff,161.0,0.0,0.0,4.0
821f47fffffffff,2.0,0.0,0.0,0.0
821f57fffffffff,4.0,0.0,0.0,0.0
821f67fffffffff,13.0,0.0,0.0,0.0
821f77fffffffff,29.0,0.0,0.0,0.0
821f87fffffffff,237.0,0.0,0.0,0.0
821f8ffffffffff,340.0,0.0,0.0,0.0
821f97fffffffff,18.0,0.0,0.0,0.0
821fa7fffffffff,1222.0,0.0,0.0,0.0
821faffffffffff,2198.0,0.0,0.0,0.0
821fb7fffffffff,831.0,0.0,0.0,0.0
822607fffffffff,6250.0,703.0,0.0,6.0
82260ffffffffff,11846.0,225.0,0.0,3.0
822617fffffffff,2609.0,58.0,0.0,0.0
82261ffffffffff,3359.0,54.0,0.0,0.0
822627fffffffff,20227.0,19.0,0.0,6.0
82262ffffffffff,27351.0,9.0,0.0,0.0
822637fffffffff,4545.0,57.0,0.0,0.0
822647fffffffff,26555.0,118.0,0.0,31.0
