cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
82264ffffffffff,17698.0,2.0,0.0,0.0
822657fffffffff,37391.0,395.0,0.0,8.0
82265ffffffffff,12198.0,1.0,0.0,0.0
822667fffffffff,92845.0,403.0,0.0,119.0
82266ffffffffff,28497.0,68.0,0.0,0.0
822677fffffffff,13349.0,111.0,0.0,2.0
822687fffffffff,40124.0,1114.0,0.0,241.0
82268ffffffffff,63807.0,2459.0,0.0,331.0
822697fffffffff,28504.0,4905.0,0.0,109.0
82269ffffffffff,19913.0,355.0,0.0,15.0
8226a7fffffffff,1942.0,35.0,0.0,0.0
8226affffffffff,24996.0,1323.0,0.0,191.0
8226b7fffffffff,4563.0,70.0,0.0,0.0
8226c7fffffffff,8251.0,55.0,0.0,4.0
8226cffffffffff,11075.0,0.0,0.0,0.0
8226d7fffffffff,2332.0,2.0,0.0,0.0
8226dffffffffff,1988.0,4.0,0.0,0.0
8226e7fffffffff,22440.0,0.0,0.0,0.0
8226effffffffff,8306.0,13.0,0.0,5.0
8226f7fffffffff,3198.0,26.0,0.0,4.0
822707fffffffff,13177.0,0.0,0.0,0.0
82270ffffffffff,4527.0,0.0,0.0,0.0
822717fffffffff,5826.0,0.0,0.0,0.0
82271ffffffffff,8619.0,0.0,0.0,0.0
822727fffffffff,2.0,0.0,0.0,0.0
82272ffffffffff,66.0,0.0,0.0,0.0
822737fffffffff,9.0,0.0,0.0,0.0
822747fffffffff,20509.0,0.0,0.0,0.0
82274ffffffffff,101598.0,42.0,0.0,2.0
822757fffffffff,32852.0,0.0,0.0,0.0
82275ffffffffff,98565.0,77.0,0.0,37.0
822767fffffffff,6318.0,0.0,0.0,0.0
82276ffffffffff,23322.0,0.0,0.0,0.0
822777fffffffff,4104.0,0.0,0.0,0.0
822787fffffffff,2119.0,2.0,0.0,0.0
82278ffffffffff,2116.0,28.0,0.0,0.0
822797fffffffff,8133.0,7.0,0.0,6.0
82279ffffffffff,3443.0,57.0,0.0,0.0
8227a7fffffffff,4943.0,0.0,0.0,0.0
8227affffffffff,5859.0,0.0,0.0,0.0
8227b7fffffffff,2563.0,0.0,0.0,0.0
822807fffffffff,8435.0,160.0,0.0,0.0
822817fffffffff,19729.0,2510.0,0.0,17.0
82281ffffffffff,24388.0,2476.0,113.0,0.0
822837fffffffff,128581.0,10665.0,0.0,12.0
822887fffffffff,25781.0,371.0,0.0,3.0
82288ffffffffff,26842.0,1969.0,0.0,67.0
822897fffffffff,14770.0,20.0,0.0,0.0
82289ffffffffff,12384.0,51.0,0.0,0.0
8228a7fffffffff,847.0,18.0,0.0,0.0
8228affffffffff,17625.0,636.0,0.0,0.0
8228b7fffffffff,13021.0,730.0,0.0,44.0
8228c7fffffffff,6898.0,725.0,249.0,56.0
8228cffffffffff,10.0,0.0,0.0,0.0
8228d7fffffffff,93926.0,5369.0,176.0,241.0
8228dffffffffff,39822.0,0.0,69.0,4.0
8228e7fffffffff,5.0,0.0,0.0,0.0
8228f7fffffffff,65854.0,5474.0,1949.0,154.0
822917fffffffff,2830.0,13.0,0.0,0.0
82291ffffffffff,5398.0,2419.0,0.0,0.0
822987fffffffff,5324.0,6.0,0.0,0.0
82298ffffffffff,13677.0,637.0,0.0,0.0
822997fffffffff,3710.0,71.0,0.0,2.0
82299ffffffffff,974.0,15.0,0.0,0.0
8229a7fffffffff,55041.0,2007.0,0.0,0.0
8229affffffffff,9391.0,308.0,0.0,0.0
8229b7fffffffff,3996.0,108.0,0.0,3.0
822a07fffffffff,3859.0,0.0,0.0,0.0
822a17fffffffff,248938.0,0.0,0.0,24.0
822a37fffffffff,165334.0,0.0,0.0,0.0
822a4ffffffffff,53.0,0.0,0.0,0.0
822a87fffffffff,35199.0,34.0,0.0,87.0
822a8ffffffffff,53980.0,0.0,0.0,0.0
822a97fffffffff,73939.0,149.0,0.0,84.0
822a9ffffffffff,11224.0,4.0,0.0,0.0
822aa7fffffffff,101929.0,0.0,0.0,20.0
822aaffffffffff,289568.0,0.0,0.0,202.0
822ab7fffffffff,206102.0,446.0,0.0,30.0
822ad7fffffffff,10003.0,0.0,0.0,0.0
822af7fffffffff,33266.0,0.0,0.0,0.0
822b07fffffffff,10975.0,0.0,0.0,0.0
822b0ffffffffff,5122.0,0.0,0.0,0.0
822b17fffffffff,17260.0,0.0,0.0,0.0
822b1ffffffffff,16205.0,0.0,0.0,0.0
822b27fffffffff,645.0,0.0,0.0,0.0
822b2ffffffffff,1732.0,0.0,0.0,0.0
822b37fffffffff,3475.0,0.0,0.0,0.0
822b87fffffffff,68758.0,0.0,0.0,0.0
822b8ffffffffff,102524.0,0.0,0.0,0.0
822b97fffffffff,5231.0,0.0,0.0,0.0
822b9ffffffffff,175353.0,195.0,0.0,89.0
822ba7fffffffff,11745.0,0.0,0.0,0.0
822baffffffffff,122177.0,0.0,0.0,0.0
822bb7fffffffff,2130.0,0.0,0.0,0.0
823927fffffffff,6.0,0.0,0.0,0.0
823967fffffffff,4.0,0.0,0.0,0.0
82396ffffffffff,2.0,0.0,0.0,0.0
8243a7fffffffff,6.0,0.0,0.0,0.0
8243affffffffff,6.0,0.0,0.0,0.0
82441ffffffffff,979.0,23.0,0.0,0.0
824447fffffffff,5032.0,0.0,0.0,0.0
82444ffffffffff,2338.0,0.0,0.0,0.0
824457fffffffff,5845.0,0.0,0.0,0.0
82445ffffffffff,3950.0,0.0,0.0,0.0
824467fffffffff,3.0,0.0,0.0,0.0
82446ffffffffff,1228.0,0.0,0.0,0.0
824477fffffffff,11.0,0.0,0.0,0.0
824487fffffffff,1.0,0.0,0.0,0.0
8244affffffffff,247.0,8.0,0.0,0.0
8244c7fffffffff,21662.0,0.0,0.0,0.0
8244cffffffffff,19491.0,0.0,0.0,9.0
8244d7fffffffff,5685.0,0.0,0.0,0.0
8244dffffffffff,28079.0,0.0,0.0,450.0
8244e7fffffffff,4035.0,25.0,0.0,0.0
8244effffffffff,5751.0,0.0,0.0,0.0
8244f7fffffffff,5796.0,0.0,0.0,0.0
824857fffffffff,3.0,0.0,0.0,0.0
82485ffffffffff,266.0,16.0,0.0,0.0
824887fffffffff,3.0,0.0,0.0,0.0
82488ffffffffff,286.0,0.0,0.0,0.0
824897fffffffff,160.0,0.0,0.0,0.0
82489ffffffffff,1876.0,0.0,0.0,0.0
8248b7fffffffff,1.0,0.0,0.0,0.0
8248c7fffffffff,6916.0,0.0,0.0,0.0
8248cffffffffff,4823.0,101.0,0.0,2.0
8248d7fffffffff,1268.0,0.0,0.0,0.0
8248dffffffffff,19381.0,0.0,0.0,0.0
8248e7fffffffff,8.0,0.0,0.0,0.0
8248effffffffff,7951.0,8.0,0.0,0.0
8248f7fffffffff,16.0,0.0,0.0,0.0
825d17fffffffff,27.0,0.0,0.0,0.0
82ba27fffffffff,32.0,0.0,0.0,0.0
82bb0ffffffffff,651.0,0.0,0.0,0.0
82bb2ffffffffff,1582.0,0.0,0.0,0.0
82bb57fffffffff,1265.0,0.0,0.0,0.0
82bb5ffffffffff,44.0,0.0,0.0,0.0
82bb77fffffffff,196.0,0.0,0.0,0.0
82da87fffffffff,1314.0,0.0,0.0,0.0
82da8ffffffffff,266.0,0.0,0.0,0.0
82da97fffffffff,1649.0,0.0,0.0,0.0
82daaffffffffff,277.0,0.0,0.0,0.0
82dab7fffffffff,446.0,0.0,0.0,0.0
