cell_id,Ninox boobook,Ninox boobook [boobook Group],Ninox boobook lurida
849c017ffffffff,10.0,6.0,0.0
849c01dffffffff,2.0,0.0,0.0
849c055ffffffff,2.0,0.0,0.0
849c059ffffffff,2.0,0.0,0.0
849c05dffffffff,1.0,0.0,0.0
849c0a5ffffffff,1.0,0.0,0.0
849c0e7ffffffff,1.0,0.0,0.0
849c0e9ffffffff,17.0,3.0,0.0
849c0edffffffff,12.0,2.0,0.0
849c191ffffffff,5.0,0.0,0.0
849c203ffffffff,3.0,0.0,0.0
849c211ffffffff,3.0,0.0,0.0
849c215ffffffff,21.0,2.0,0.0
849c217ffffffff,1.0,0.0,0.0
849c21bffffffff,3.0,0.0,0.0
849c231ffffffff,12.0,2.0,0.0
849c233ffffffff,7.0,1.0,0.0
849c237ffffffff,34.0,2.0,0.0
849c239ffffffff,111.0,22.0,0.0
849c23bffffffff,6.0,4.0,0.0
849c259ffffffff,4.0,2.0,0.0
849c2cbffffffff,2.0,0.0,0.0
849c2cdffffffff,2.0,0.0,0.0
849c2d3ffffffff,2.0,0.0,0.0
849c2ddffffffff,9.0,0.0,0.0
849c403ffffffff,2.0,2.0,0.0
849c417ffffffff,2.0,0.0,0.0
849c43bffffffff,2.0,0.0,0.0
849c443ffffffff,2.0,0.0,0.0
849c455ffffffff,1.0,0.0,0.0
849c491ffffffff,2.0,0.0,0.0
849c497ffffffff,1.0,0.0,0.0
849c4a1ffffffff,2.0,0.0,0.0
849c4a3ffffffff,4.0,0.0,0.0
849c4cdffffffff,1.0,1.0,0.0
849c581ffffffff,2.0,0.0,0.0
849c589ffffffff,2.0,0.0,0.0
849c5a3ffffffff,2.0,0.0,0.0
849c5a7ffffffff,4.0,0.0,0.0
849c605ffffffff,3.0,0.0,0.0
849c741ffffffff,4.0,0.0,0.0
849c74bffffffff,2.0,0.0,0.0
849ce2dffffffff,1.0,0.0,0.0
849ce69ffffffff,2.0,0.0,0.0
849cf53ffffffff,5.0,2.0,0.0
849d011ffffffff,2.0,2.0,0.0
849d01bffffffff,4.0,0.0,0.0
849d08dffffffff,1.0,0.0,0.0
849d0abffffffff,2.0,0.0,0.0
849d0b1ffffffff,7.0,0.0,0.0
849d0b5ffffffff,9.0,2.0,0.0
849d0bdffffffff,1.0,0.0,0.0
849d0c1ffffffff,6.0,0.0,0.0
849d0c5ffffffff,4.0,0.0,0.0
849d0c9ffffffff,2.0,0.0,0.0
849d0cdffffffff,31.0,6.0,0.0
849d0edffffffff,2.0,0.0,0.0
849d211ffffffff,2.0,0.0,0.0
849d217ffffffff,6.0,0.0,0.0
849d21dffffffff,29.0,0.0,0.0
849d23bffffffff,1.0,1.0,0.0
849d251ffffffff,1.0,0.0,0.0
849d253ffffffff,6.0,0.0,0.0
849d255ffffffff,2.0,2.0,0.0
849d257ffffffff,3.0,0.0,0.0
849d25bffffffff,5.0,1.0,0.0
849d289ffffffff,2.0,2.0,0.0
849d2a5ffffffff,2.0,0.0,0.0
849d2abffffffff,2.0,1.0,0.0
849d2c3ffffffff,2.0,0.0,0.0
849d2ebffffffff,1.0,0.0,0.0
849d443ffffffff,6.0,0.0,0.0
849d44bffffffff,1.0,0.0,0.0
849d45bffffffff,2.0,0.0,0.0
849d4a1ffffffff,6.0,0.0,0.0
849d4a3ffffffff,1.0,0.0,0.0
849d4adffffffff,4.0,2.0,0.0
849d509ffffffff,4.0,0.0,0.0
849d541ffffffff,6.0,0.0,0.0
849d555ffffffff,2.0,0.0,0.0
849d5b5ffffffff,2.0,0.0,0.0
849d5dbffffffff,2.0,0.0,0.0
849d661ffffffff,5.0,0.0,0.0
849d68bffffffff,1.0,1.0,0.0
849d75dffffffff,4.0,0.0,0.0
84a6159ffffffff,2.0,0.0,0.0
84a630dffffffff,2.0,2.0,0.0
84a631bffffffff,2.0,0.0,0.0
84a6a4dffffffff,4.0,0.0,0.0
84a6a5dffffffff,3.0,0.0,0.0
84a700dffffffff,4.0,4.0,0.0
84a714dffffffff,2.0,0.0,0.0
84a7227ffffffff,2.0,0.0,0.0
84a7265ffffffff,13.0,0.0,0.0
84a7267ffffffff,3.0,0.0,0.0
84a726dffffffff,99.0,13.0,0.0
84a730bffffffff,2.0,0.0,0.0
84a7329ffffffff,2.0,2.0,0.0
84a7335ffffffff,4.0,2.0,0.0
84a7337ffffffff,5.0,2.0,0.0
84a7345ffffffff,2.0,0.0,0.0
84a735dffffffff,17.0,0.0,0.0
84a736dffffffff,2.0,0.0,0.0
84a7823ffffffff,3.0,0.0,0.0
84a78a3ffffffff,2.0,0.0,0.0
84a7913ffffffff,2.0,2.0,0.0
84a7917ffffffff,2.0,0.0,0.0
84a79d1ffffffff,6.0,0.0,0.0
84a79ddffffffff,5.0,0.0,0.0
84a7a61ffffffff,2.0,2.0,0.0
84b8283ffffffff,1.0,1.0,0.0
84b8419ffffffff,2.0,0.0,0.0
84b856dffffffff,6.0,3.0,0.0
84b8633ffffffff,2.0,0.0,0.0
84b8681ffffffff,2.0,0.0,0.0
84b8689ffffffff,2.0,0.0,0.0
84b86a1ffffffff,3.0,3.0,0.0
84b86a9ffffffff,2.0,0.0,0.0
84b86e9ffffffff,5.0,1.0,0.0
84b8711ffffffff,2.0,0.0,0.0
84b8809ffffffff,2.0,0.0,0.0
84b880bffffffff,2.0,2.0,0.0
84b8819ffffffff,8.0,5.0,0.0
84b881bffffffff,5.0,5.0,0.0
84b8847ffffffff,4.0,4.0,0.0
84b8851ffffffff,2.0,0.0,0.0
84b8855ffffffff,22.0,9.0,0.0
84b8857ffffffff,2.0,2.0,0.0
84b886bffffffff,1.0,0.0,0.0
84b8889ffffffff,3.0,1.0,0.0
84b89a5ffffffff,2.0,2.0,0.0
84b8a15ffffffff,2.0,0.0,0.0
84b8a81ffffffff,1.0,0.0,0.0
84b8aa5ffffffff,8.0,6.0,0.0
84b8acbffffffff,5.0,0.0,0.0
84b8c21ffffffff,1.0,1.0,0.0
84b9111ffffffff,6.0,1.0,0.0
84b9119ffffffff,2.0,0.0,0.0
84b9149ffffffff,2.0,0.0,0.0
84b914bffffffff,2.0,0.0,0.0
84b914dffffffff,4.0,0.0,0.0
84b9159ffffffff,4.0,0.0,0.0
84b9161ffffffff,5.0,0.0,0.0
84b9167ffffffff,5.0,0.0,0.0
84b9169ffffffff,43.0,2.0,0.0
84b916dffffffff,4.0,0.0,0.0
84b9841ffffffff,6.0,0.0,0.0
84b9855ffffffff,2.0,2.0,0.0
84b9917ffffffff,2.0,0.0,0.0
84b99cbffffffff,4.0,0.0,0.0
84b9a05ffffffff,2.0,0.0,0.0
84b9a31ffffffff,8.0,2.0,0.0
84b9a33ffffffff,7.0,4.0,0.0
84b9a37ffffffff,4.0,0.0,0.0
84b9a4bffffffff,30.0,7.0,0.0
84b9a4dffffffff,4.0,0.0,0.0
84b9a59ffffffff,7.0,0.0,0.0
84b9a5bffffffff,6.0,2.0,0.0
84b9ac9ffffffff,4.0,0.0,0.0
84b9acbffffffff,22.0,13.0,0.0
84b9b51ffffffff,5.0,2.0,0.0
84b9b63ffffffff,2.0,0.0,0.0
84be081ffffffff,2.0,0.0,0.0
84be085ffffffff,78.0,30.0,0.0
84be087ffffffff,14.0,1.0,0.0
84be089ffffffff,623.0,68.0,0.0
84be08bffffffff,3.0,0.0,0.0
84be08dffffffff,98.0,11.0,0.0
84be091ffffffff,1.0,0.0,0.0
84be093ffffffff,2.0,0.0,0.0
84be099ffffffff,2.0,0.0,0.0
84be0a1ffffffff,1.0,0.0,0.0
84be0a3ffffffff,6.0,3.0,0.0
84be0a9ffffffff,14.0,2.0,0.0
84be0abffffffff,5.0,3.0,0.0
84be0adffffffff,38.0,4.0,0.0
84be0b3ffffffff,1.0,1.0,0.0
84be0b5ffffffff,2.0,0.0,0.0
84be0bbffffffff,1.0,0.0,0.0
84be0bdffffffff,23.0,0.0,0.0
84be0c3ffffffff,127.0,47.0,0.0
84be0c7ffffffff,6.0,2.0,0.0
84be0d3ffffffff,14.0,0.0,0.0
84be0d5ffffffff,66.0,30.0,0.0
84be0d9ffffffff,8.0,1.0,0.0
84be0dbffffffff,13.0,0.0,0.0
84be0ddffffffff,29.0,11.0,0.0
84be0e3ffffffff,49.0,10.0,0.0
84be0e7ffffffff,17.0,2.0,0.0
84be181ffffffff,21.0,0.0,0.0
84be183ffffffff,7.0,0.0,0.0
84be185ffffffff,2.0,2.0,0.0
84be187ffffffff,5.0,0.0,0.0
84be18bffffffff,3.0,3.0,0.0
84be199ffffffff,40.0,19.0,0.0
84be19bffffffff,1.0,0.0,0.0
84be19dffffffff,9.0,0.0,0.0
84be1a1ffffffff,9.0,0.0,0.0
84be1a3ffffffff,6.0,2.0,0.0
84be1a9ffffffff,1.0,0.0,0.0
84be1abffffffff,4.0,0.0,0.0
84be1b3ffffffff,4.0,0.0,0.0
84be1b7ffffffff,3.0,0.0,0.0
84be1b9ffffffff,4.0,0.0,0.0
84be1bdffffffff,6.0,0.0,0.0
84be1d1ffffffff,5.0,0.0,0.0
84be1d3ffffffff,7.0,4.0,0.0
84be1d5ffffffff,5.0,2.0,0.0
84be1dbffffffff,7.0,0.0,0.0
84be293ffffffff,28.0,14.0,0.0
84be401ffffffff,64.0,7.0,0.0
84be403ffffffff,4.0,2.0,0.0
84be407ffffffff,8.0,0.0,0.0
84be409ffffffff,13.0,9.0,0.0
84be40dffffffff,8.0,2.0,0.0
84be417ffffffff,7.0,0.0,0.0
84be419ffffffff,2.0,0.0,0.0
84be41dffffffff,3.0,0.0,0.0
84be421ffffffff,49.0,12.0,0.0
84be429ffffffff,16.0,5.0,0.0
84be42dffffffff,4.0,0.0,0.0
84be431ffffffff,2.0,0.0,0.0
84be439ffffffff,4.0,2.0,0.0
84be441ffffffff,13.0,8.0,0.0
84be443ffffffff,6.0,2.0,0.0
84be445ffffffff,5.0,1.0,0.0
84be447ffffffff,7.0,1.0,0.0
84be449ffffffff,1.0,0.0,0.0
84be44dffffffff,5.0,1.0,0.0
84be451ffffffff,6.0,3.0,0.0
84be453ffffffff,1.0,0.0,0.0
84be455ffffffff,7.0,0.0,0.0
84be457ffffffff,30.0,2.0,0.0
84be459ffffffff,8.0,0.0,0.0
84be45bffffffff,1.0,0.0,0.0
84be45dffffffff,2.0,0.0,0.0
84be461ffffffff,7.0,7.0,0.0
84be463ffffffff,15.0,6.0,0.0
84be469ffffffff,17.0,6.0,0.0
84be46bffffffff,8.0,0.0,0.0
84be46dffffffff,8.0,0.0,0.0
84be481ffffffff,2.0,1.0,0.0
84be493ffffffff,2.0,0.0,0.0
84be497ffffffff,2.0,0.0,0.0
84be4a1ffffffff,25.0,15.0,0.0
84be4a3ffffffff,4.0,0.0,0.0
84be4abffffffff,14.0,0.0,0.0
84be4adffffffff,3.0,3.0,0.0
84be4b3ffffffff,2.0,0.0,0.0
84be4b5ffffffff,18.0,2.0,0.0
84be4b7ffffffff,2.0,0.0,0.0
84be4c1ffffffff,2.0,0.0,0.0
84be4c5ffffffff,2.0,0.0,0.0
84be4c9ffffffff,33.0,15.0,0.0
84be4cbffffffff,7.0,0.0,0.0
84be4cdffffffff,17.0,7.0,0.0
84be4d5ffffffff,2.0,0.0,0.0
84be4d9ffffffff,2.0,0.0,0.0
84be4ddffffffff,5.0,0.0,0.0
84be4e1ffffffff,1.0,0.0,0.0
84be4e3ffffffff,1.0,0.0,0.0
84be4e5ffffffff,102.0,30.0,0.0
84be4e7ffffffff,3.0,0.0,0.0
84be4e9ffffffff,71.0,20.0,0.0
84be4ebffffffff,15.0,10.0,0.0
84be4edffffffff,2.0,0.0,0.0
84be507ffffffff,28.0,0.0,0.0
84be50dffffffff,2.0,0.0,0.0
84be515ffffffff,4.0,0.0,0.0
84be517ffffffff,5.0,3.0,0.0
84be51dffffffff,4.0,0.0,0.0
84be531ffffffff,2.0,2.0,0.0
84be533ffffffff,2.0,0.0,0.0
84be539ffffffff,27.0,0.0,0.0
84be53bffffffff,1.0,0.0,0.0
84be541ffffffff,1.0,0.0,0.0
84be545ffffffff,17.0,0.0,0.0
84be549ffffffff,1.0,1.0,0.0
84be551ffffffff,10.0,0.0,0.0
84be557ffffffff,10.0,0.0,0.0
84be55dffffffff,6.0,4.0,0.0
84be561ffffffff,1.0,1.0,0.0
84be569ffffffff,3.0,0.0,0.0
84be56bffffffff,6.0,1.0,0.0
84be58bffffffff,2.0,0.0,0.0
84be593ffffffff,5.0,2.0,0.0
84be5b9ffffffff,6.0,2.0,0.0
84be5d1ffffffff,1.0,0.0,0.0
84be5dbffffffff,1.0,0.0,0.0
84be605ffffffff,4.0,0.0,0.0
84be607ffffffff,4.0,0.0,0.0
84be60dffffffff,11.0,1.0,0.0
84be613ffffffff,16.0,4.0,0.0
84be617ffffffff,39.0,6.0,0.0
84be621ffffffff,14.0,4.0,0.0
84be623ffffffff,87.0,31.0,0.0
84be627ffffffff,6.0,0.0,0.0
84be629ffffffff,22.0,0.0,0.0
84be62bffffffff,140.0,21.0,0.0
84be62dffffffff,2.0,0.0,0.0
84be631ffffffff,53.0,7.0,0.0
84be633ffffffff,31.0,13.0,0.0
84be635ffffffff,65.0,23.0,0.0
84be637ffffffff,4.0,0.0,0.0
84be639ffffffff,5.0,0.0,0.0
84be63bffffffff,43.0,2.0,0.0
84be63dffffffff,45.0,25.0,0.0
84be663ffffffff,10.0,1.0,0.0
84be667ffffffff,11.0,2.0,0.0
84be681ffffffff,4.0,4.0,0.0
84be683ffffffff,46.0,7.0,0.0
84be685ffffffff,2.0,0.0,0.0
84be68dffffffff,2.0,2.0,0.0
84be695ffffffff,11.0,0.0,0.0
84be6a1ffffffff,23.0,3.0,0.0
84be6a7ffffffff,2.0,0.0,0.0
84be6a9ffffffff,2.0,0.0,0.0
84be6b1ffffffff,3.0,0.0,0.0
84be6b3ffffffff,3.0,0.0,0.0
84be6b5ffffffff,9.0,5.0,0.0
84be6b7ffffffff,3.0,0.0,0.0
84be6b9ffffffff,2.0,0.0,0.0
84be6bbffffffff,2.0,1.0,0.0
84be6c5ffffffff,2.0,2.0,0.0
84be6e1ffffffff,4.0,0.0,0.0
84be6e5ffffffff,9.0,0.0,0.0
84be6e9ffffffff,26.0,3.0,0.0
84be6ebffffffff,3.0,2.0,0.0
84be6edffffffff,7.0,2.0,0.0
84be701ffffffff,2.0,0.0,0.0
84be703ffffffff,2.0,0.0,0.0
84be705ffffffff,2.0,0.0,0.0
84be709ffffffff,2.0,1.0,0.0
84be70bffffffff,2.0,0.0,0.0
84be70dffffffff,1.0,1.0,0.0
84be711ffffffff,16.0,1.0,0.0
84be713ffffffff,9.0,3.0,0.0
84be715ffffffff,3.0,0.0,0.0
84be717ffffffff,22.0,5.0,0.0
84be719ffffffff,1.0,0.0,0.0
84be71bffffffff,4.0,2.0,0.0
84be71dffffffff,4.0,0.0,0.0
84be721ffffffff,32.0,5.0,0.0
84be723ffffffff,3.0,0.0,0.0
84be725ffffffff,10.0,0.0,0.0
84be727ffffffff,3.0,2.0,0.0
84be72bffffffff,5.0,0.0,0.0
84be72dffffffff,69.0,4.0,0.0
84be731ffffffff,3.0,0.0,0.0
84be735ffffffff,3.0,0.0,0.0
84be739ffffffff,9.0,0.0,0.0
84be741ffffffff,11.0,1.0,0.0
84be743ffffffff,6.0,2.0,0.0
84be745ffffffff,6.0,0.0,0.0
84be747ffffffff,1.0,0.0,0.0
84be749ffffffff,5.0,0.0,0.0
84be74bffffffff,33.0,3.0,0.0
84be74dffffffff,49.0,7.0,0.0
84be751ffffffff,13.0,0.0,0.0
84be759ffffffff,3.0,0.0,0.0
84be75bffffffff,2.0,0.0,0.0
84be75dffffffff,23.0,10.0,0.0
84be765ffffffff,4.0,0.0,0.0
84be769ffffffff,7.0,3.0,0.0
84be76dffffffff,5.0,1.0,0.0
84be883ffffffff,10.0,2.0,0.0
84be887ffffffff,10.0,0.0,0.0
84be88bffffffff,15.0,0.0,0.0
84be891ffffffff,1.0,0.0,0.0
84be897ffffffff,2.0,0.0,0.0
84be899ffffffff,6.0,4.0,0.0
84be89bffffffff,33.0,5.0,0.0
84be89dffffffff,30.0,8.0,0.0
84be8b3ffffffff,2.0,0.0,0.0
84be8b7ffffffff,3.0,0.0,0.0
84be8b9ffffffff,1.0,0.0,0.0
84be8bdffffffff,7.0,4.0,0.0
84be8d1ffffffff,530.0,49.0,0.0
84be8d3ffffffff,12.0,2.0,0.0
84be8d5ffffffff,2.0,0.0,0.0
84be8d7ffffffff,54.0,2.0,0.0
84be8d9ffffffff,60.0,2.0,0.0
84be8dbffffffff,64.0,19.0,0.0
84be8ddffffffff,11.0,0.0,0.0
84bea91ffffffff,2.0,0.0,0.0
84bea97ffffffff,7.0,0.0,0.0
84beab3ffffffff,246.0,44.0,0.0
84beabbffffffff,31.0,8.0,0.0
84bec63ffffffff,2.0,2.0,0.0
84beca1ffffffff,2.0,2.0,0.0
84becc7ffffffff,1.0,0.0,0.0
84beccdffffffff,7.0,2.0,0.0
84bece9ffffffff,38.0,6.0,0.0
84becebffffffff,2.0,0.0,0.0
84bed07ffffffff,2.0,2.0,0.0
84bed25ffffffff,5.0,3.0,0.0
84bed2bffffffff,3.0,0.0,0.0
84bed2dffffffff,2.0,2.0,0.0
84bed3bffffffff,2.0,0.0,0.0
84bed41ffffffff,2.0,0.0,0.0
84bed43ffffffff,2.0,0.0,0.0
84bed45ffffffff,4.0,0.0,0.0
84bed59ffffffff,2.0,2.0,0.0
84bed67ffffffff,4.0,0.0,0.0
84bed89ffffffff,3.0,0.0,0.0
84bed9bffffffff,2.0,0.0,0.0
84bedb3ffffffff,2.0,0.0,0.0
84bedcdffffffff,2.0,0.0,0.0
84bedd5ffffffff,1.0,0.0,0.0
84bede5ffffffff,8.0,0.0,0.0
84bededffffffff,9.0,3.0,0.0
84bee01ffffffff,12.0,1.0,0.0
84bee03ffffffff,2.0,0.0,0.0
84bee05ffffffff,5.0,0.0,0.0
84bee0dffffffff,2.0,0.0,0.0
84bee19ffffffff,2.0,0.0,0.0
84bee25ffffffff,2.0,0.0,0.0
84bee37ffffffff,2.0,0.0,0.0
84bee45ffffffff,6.0,0.0,0.0
84bee49ffffffff,2.0,0.0,0.0
84bee4bffffffff,2.0,0.0,0.0
84bee4dffffffff,3.0,0.0,0.0
84bee51ffffffff,11.0,0.0,0.0
84bee55ffffffff,2.0,0.0,0.0
84bee57ffffffff,2.0,0.0,0.0
84bee59ffffffff,6.0,1.0,0.0
84bee5bffffffff,4.0,2.0,0.0
84bee61ffffffff,2.0,0.0,0.0
84bee65ffffffff,4.0,0.0,0.0
84bee67ffffffff,3.0,0.0,0.0
84bee6dffffffff,2.0,0.0,0.0
84bee81ffffffff,1.0,0.0,0.0
84bee83ffffffff,7.0,0.0,0.0
84bee85ffffffff,10.0,0.0,0.0
84beeabffffffff,5.0,1.0,0.0
84beeb3ffffffff,5.0,0.0,0.0
84beec3ffffffff,2.0,2.0,0.0
84bef03ffffffff,1.0,0.0,0.0
84bef05ffffffff,10.0,0.0,0.0
84bef07ffffffff,1.0,0.0,0.0
84bef09ffffffff,2.0,0.0,0.0
84bef0bffffffff,12.0,4.0,0.0
84bef0dffffffff,42.0,10.0,0.0
84bef21ffffffff,4.0,0.0,0.0
84bef23ffffffff,8.0,2.0,0.0
84bef2bffffffff,1.0,0.0,0.0
84bef2dffffffff,51.0,26.0,0.0
84bef35ffffffff,1.0,0.0,0.0
84bef3dffffffff,16.0,0.0,0.0
84bef41ffffffff,7.0,0.0,0.0
84bef47ffffffff,2.0,0.0,0.0
84bef51ffffffff,1.0,0.0,0.0
84bef59ffffffff,1.0,0.0,0.0
84bef5dffffffff,6.0,0.0,0.0
84bef61ffffffff,10.0,0.0,0.0
84bef63ffffffff,2.0,2.0,0.0
84bef65ffffffff,6.0,0.0,0.0
84bef67ffffffff,40.0,6.0,0.0
84bef6bffffffff,4.0,0.0,0.0
84bef6dffffffff,28.0,0.0,0.0
84c9805ffffffff,3.0,0.0,0.0
84c9821ffffffff,4.0,0.0,0.0
84c9823ffffffff,6.0,6.0,0.0
84c9827ffffffff,16.0,10.0,0.0
84c982bffffffff,2.0,0.0,0.0
84c982dffffffff,3.0,0.0,0.0
84c9863ffffffff,2.0,2.0,0.0
84c9869ffffffff,18.0,10.0,0.0
84c986bffffffff,4.0,2.0,0.0
84c986dffffffff,5.0,3.0,0.0
84c9901ffffffff,14.0,1.0,0.0
84c9905ffffffff,60.0,9.0,0.0
84c9907ffffffff,2.0,0.0,0.0
84c9917ffffffff,6.0,0.0,0.0
84c991dffffffff,2.0,0.0,0.0
84c9921ffffffff,1.0,0.0,0.0
84c9923ffffffff,19.0,3.0,0.0
84c9925ffffffff,2.0,0.0,0.0
84c9927ffffffff,7.0,1.0,0.0
84c992bffffffff,2.0,0.0,0.0
84c9935ffffffff,6.0,3.0,0.0
84c9939ffffffff,2.0,0.0,0.0
84c993dffffffff,4.0,4.0,0.0
84c9963ffffffff,3.0,0.0,0.0
84c99c1ffffffff,2.0,0.0,0.0
84c99c5ffffffff,3.0,1.0,0.0
84c99c7ffffffff,14.0,4.0,0.0
84c99e9ffffffff,2.0,0.0,0.0
84c9b03ffffffff,7.0,0.0,0.0
84c9b07ffffffff,5.0,0.0,0.0
84c9b17ffffffff,14.0,1.0,0.0
84c9b29ffffffff,2.0,2.0,0.0
84c9b33ffffffff,18.0,4.0,0.0
84c9b39ffffffff,1.0,0.0,0.0
