cell_id,Ninox boobook,Ninox boobook [boobook Group],Ninox boobook lurida
829457fffffffff,17.0,3.0,0.0
8294f7fffffffff,2.0,0.0,0.0
82955ffffffffff,2.0,2.0,0.0
829c27fffffffff,11.0,0.0,11.0
82b917fffffffff,2.0,0.0,0.0
82be0ffffffffff,22.0,2.0,0.0
82be1ffffffffff,4.0,0.0,0.0
82be47fffffffff,1.0,0.0,0.0
82be67fffffffff,45.0,7.0,0.0
82be6ffffffffff,1.0,0.0,0.0
82be77fffffffff,5.0,2.0,0.0
82beeffffffffff,2.0,0.0,0.0
