cell_id,Heliangelus viola,Heliangelus viola viola,Heliangelus viola splendidus/pyropus
828f0ffffffffff,293.0,0.0,35.0
828f2ffffffffff,196.0,0.0,4.0
828f47fffffffff,103.0,0.0,0.0
828f57fffffffff,500.0,0.0,0.0
828f77fffffffff,345.0,0.0,29.0
