cell_id,Pachycephala melanura,Pachycephala melanura dammeriana,Pachycephala melanura [melanura Group]
827797fffffffff,2.0,0.0,0.0
82945ffffffffff,2.0,0.0,0.0
829c97fffffffff,2.0,0.0,0.0
829cb7fffffffff,2.0,0.0,0.0
829d07fffffffff,6.0,0.0,0.0
