cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
8444abdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8444aedffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8444b57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8444d67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8444f09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8444f43ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8444f6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8445847ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84458c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8445a33ffffffff,20.0,0.0,0.0,0.0,5.0,0.0,0.0
8445a6bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8446431ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844643dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8446485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8446487ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8446495ffffffff,7.0,0.0,0.0,0.0,0.0,1.0,0.0
84464e1ffffffff,13.0,0.0,0.0,0.0,0.0,5.0,0.0
844971dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8449935ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
844b861ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844c985ffffffff,6.0,0.0,0.0,0.0,1.0,0.0,0.0
844cc05ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc0bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc59ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
844cc5dffffffff,208.0,0.0,0.0,0.0,5.0,0.0,0.0
844cd43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce83ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844ce85ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
844cee5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
844e587ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84504a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845cb03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845d139ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
845d147ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
845d2d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e429ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
845e43dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845e4b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845e62dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
845e667ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
845e719ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
845e729ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
845f5b5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8460227ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
84640b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8467305ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
846746dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84679bdffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8467a01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8467a09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8468d81ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d497ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8473a83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
847cf61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
847d6a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8480b45ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8482c6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84845a1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84845c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84845e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8485a07ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8485a2bffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8489049ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8489227ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8489343ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
849413bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84942c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8494a05ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8494a55ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8494b01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8495a41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8499a41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
849a141ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849a151ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849b897ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
849c235ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
849d89bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849e227ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849ed19ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84a0d93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a0dc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a2407ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84a615bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b0a21ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b4c59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be121ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be2b7ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84be889ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84bea07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84beab7ffffffff,17.0,0.0,0.0,0.0,0.0,7.0,0.0
84beae7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
