cell_id,Thraupis palmarum,Thraupis palmarum [palmarum Group],Thraupis palmarum violilavata
845f437ffffffff,2.0,0.0,0.0
845f439ffffffff,2.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0
845f445ffffffff,4.0,0.0,0.0
845f459ffffffff,1.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f463ffffffff,4.0,0.0,0.0
845f46bffffffff,7.0,0.0,0.0
845f485ffffffff,11.0,0.0,0.0
845f487ffffffff,32.0,0.0,0.0
845f491ffffffff,14.0,0.0,0.0
845f49bffffffff,1.0,0.0,0.0
845f4a3ffffffff,13.0,0.0,0.0
845f4a7ffffffff,9.0,0.0,0.0
845f4a9ffffffff,20.0,0.0,0.0
845f4abffffffff,14.0,0.0,0.0
845f4b3ffffffff,73.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0
845f4bdffffffff,42.0,0.0,0.0
845f4cdffffffff,2.0,0.0,0.0
845f4e1ffffffff,1.0,0.0,0.0
845f4e3ffffffff,1.0,0.0,0.0
845f4e5ffffffff,12.0,0.0,0.0
845f4e7ffffffff,11.0,0.0,0.0
845f501ffffffff,4.0,0.0,0.0
845f50bffffffff,32.0,0.0,0.0
845f549ffffffff,10.0,0.0,0.0
845f569ffffffff,5.0,0.0,0.0
845f56bffffffff,5.0,0.0,0.0
845f581ffffffff,185.0,0.0,0.0
845f583ffffffff,3633.0,0.0,0.0
845f587ffffffff,48.0,0.0,0.0
845f58bffffffff,94.0,0.0,0.0
845f595ffffffff,118.0,0.0,0.0
845f5b5ffffffff,1052.0,0.0,0.0
845f5b9ffffffff,353.0,0.0,0.0
845f5bdffffffff,178.0,0.0,0.0
845f5d7ffffffff,17.0,0.0,0.0
845f5dbffffffff,3.0,0.0,0.0
845f635ffffffff,2.0,0.0,0.0
845f665ffffffff,2.0,0.0,0.0
845f683ffffffff,13.0,0.0,0.0
845f689ffffffff,6.0,0.0,0.0
845f68bffffffff,56.0,0.0,0.0
845f703ffffffff,2.0,0.0,0.0
845f709ffffffff,2.0,0.0,0.0
845f711ffffffff,71.0,0.0,0.0
845f713ffffffff,38.0,0.0,0.0
845f717ffffffff,3.0,0.0,0.0
845f71bffffffff,1.0,0.0,0.0
845f755ffffffff,8.0,0.0,0.0
845f757ffffffff,7.0,0.0,0.0
845f759ffffffff,70.0,0.0,0.0
845f75dffffffff,28.0,0.0,0.0
845f767ffffffff,28.0,0.0,0.0
8466005ffffffff,32.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0
8466017ffffffff,6.0,0.0,0.0
8466019ffffffff,1.0,0.0,0.0
846601bffffffff,25.0,0.0,0.0
8466021ffffffff,165.0,0.0,0.0
8466023ffffffff,47.0,0.0,0.0
8466025ffffffff,13.0,0.0,0.0
8466027ffffffff,40.0,0.0,0.0
8466029ffffffff,30.0,0.0,0.0
846602bffffffff,15.0,0.0,0.0
846602dffffffff,6.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0
8466035ffffffff,13.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0
846603dffffffff,8.0,0.0,0.0
8466043ffffffff,2.0,0.0,0.0
8466045ffffffff,31.0,0.0,0.0
8466047ffffffff,6.0,0.0,0.0
8466055ffffffff,6.0,0.0,0.0
8466059ffffffff,4.0,0.0,0.0
8466061ffffffff,20.0,0.0,0.0
8466063ffffffff,12.0,0.0,0.0
8466067ffffffff,87.0,0.0,0.0
8466069ffffffff,1.0,0.0,0.0
846606bffffffff,26.0,0.0,0.0
8466081ffffffff,211.0,0.0,0.0
8466083ffffffff,44.0,0.0,0.0
8466085ffffffff,42.0,0.0,0.0
8466087ffffffff,203.0,0.0,0.0
8466089ffffffff,742.0,0.0,0.0
846608bffffffff,6.0,0.0,0.0
846608dffffffff,2060.0,0.0,0.0
8466091ffffffff,28.0,0.0,0.0
8466093ffffffff,23.0,0.0,0.0
8466097ffffffff,56.0,0.0,0.0
8466099ffffffff,19.0,0.0,0.0
846609bffffffff,34.0,0.0,0.0
846609dffffffff,4.0,0.0,0.0
84660a1ffffffff,21.0,0.0,0.0
84660a3ffffffff,10.0,0.0,0.0
84660a5ffffffff,56.0,0.0,0.0
84660a7ffffffff,369.0,0.0,0.0
84660a9ffffffff,6.0,0.0,0.0
84660abffffffff,5.0,0.0,0.0
84660adffffffff,26.0,0.0,0.0
84660b3ffffffff,107.0,0.0,0.0
84660b5ffffffff,34.0,0.0,0.0
84660b7ffffffff,45.0,0.0,0.0
84660b9ffffffff,35.0,0.0,0.0
84660bbffffffff,35.0,0.0,0.0
84660bdffffffff,176.0,0.0,0.0
84660c1ffffffff,28.0,0.0,0.0
84660c3ffffffff,13.0,0.0,0.0
84660c5ffffffff,44.0,0.0,0.0
84660c7ffffffff,97.0,0.0,0.0
84660cbffffffff,81.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0
84660d1ffffffff,81.0,0.0,0.0
84660d3ffffffff,37.0,0.0,0.0
84660d9ffffffff,18.0,0.0,0.0
84660dbffffffff,12.0,0.0,0.0
84660ddffffffff,19.0,0.0,0.0
84660e1ffffffff,57.0,0.0,0.0
84660e3ffffffff,78.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0
84660e7ffffffff,37.0,0.0,0.0
84660e9ffffffff,24.0,0.0,0.0
84660ebffffffff,90.0,0.0,0.0
8466103ffffffff,13.0,0.0,0.0
8466105ffffffff,68.0,0.0,0.0
8466107ffffffff,1495.0,0.0,0.0
846610bffffffff,14.0,0.0,0.0
8466111ffffffff,23.0,0.0,0.0
8466113ffffffff,128.0,0.0,0.0
8466117ffffffff,4.0,0.0,0.0
8466119ffffffff,403.0,0.0,0.0
846611bffffffff,5.0,0.0,0.0
846611dffffffff,20.0,0.0,0.0
8466123ffffffff,10.0,0.0,0.0
8466129ffffffff,87.0,0.0,0.0
846612bffffffff,1.0,0.0,0.0
8466131ffffffff,115.0,0.0,0.0
8466135ffffffff,31.0,0.0,0.0
8466139ffffffff,862.0,0.0,0.0
846613bffffffff,7.0,0.0,0.0
846613dffffffff,28.0,0.0,0.0
8466153ffffffff,34.0,0.0,0.0
846615bffffffff,7.0,0.0,0.0
8466161ffffffff,2.0,0.0,0.0
8466163ffffffff,998.0,0.0,0.0
8466165ffffffff,280.0,0.0,0.0
8466167ffffffff,309.0,0.0,0.0
846616bffffffff,1.0,0.0,0.0
8466181ffffffff,32.0,0.0,0.0
8466183ffffffff,1093.0,0.0,0.0
8466185ffffffff,5.0,0.0,0.0
8466187ffffffff,15.0,0.0,0.0
8466189ffffffff,85.0,0.0,0.0
846618bffffffff,344.0,0.0,0.0
846618dffffffff,9.0,0.0,0.0
8466191ffffffff,516.0,0.0,0.0
8466193ffffffff,1677.0,0.0,0.0
8466195ffffffff,361.0,0.0,0.0
8466197ffffffff,720.0,0.0,0.0
8466199ffffffff,382.0,0.0,0.0
846619bffffffff,1103.0,0.0,0.0
846619dffffffff,1481.0,0.0,0.0
84661a3ffffffff,3.0,0.0,0.0
84661a5ffffffff,258.0,0.0,0.0
84661a7ffffffff,26.0,0.0,0.0
84661adffffffff,184.0,0.0,0.0
84661b1ffffffff,1051.0,0.0,0.0
84661b3ffffffff,741.0,0.0,0.0
84661b5ffffffff,3.0,0.0,0.0
84661b7ffffffff,24.0,0.0,0.0
84661b9ffffffff,2121.0,0.0,0.0
84661bbffffffff,1888.0,0.0,0.0
84661bdffffffff,65.0,0.0,0.0
84661c1ffffffff,10.0,0.0,0.0
84661c3ffffffff,29.0,0.0,0.0
84661c5ffffffff,10.0,0.0,0.0
84661c9ffffffff,32.0,0.0,0.0
84661cbffffffff,29.0,0.0,0.0
84661cdffffffff,131.0,0.0,0.0
84661d1ffffffff,410.0,0.0,0.0
84661d3ffffffff,59.0,0.0,0.0
84661d5ffffffff,73.0,0.0,0.0
84661d7ffffffff,254.0,0.0,0.0
84661dbffffffff,14.0,0.0,0.0
84661ddffffffff,73.0,0.0,0.0
84661e9ffffffff,6.0,0.0,0.0
84661ebffffffff,188.0,0.0,0.0
8466201ffffffff,204.0,0.0,0.0
8466203ffffffff,70.0,0.0,0.0
8466205ffffffff,485.0,0.0,0.0
8466207ffffffff,15.0,0.0,0.0
846620bffffffff,48.0,0.0,0.0
8466211ffffffff,3.0,0.0,0.0
8466213ffffffff,9.0,0.0,0.0
8466217ffffffff,92.0,0.0,0.0
8466219ffffffff,9.0,0.0,0.0
846621bffffffff,5.0,0.0,0.0
846621dffffffff,8.0,0.0,0.0
8466221ffffffff,18.0,0.0,0.0
8466225ffffffff,10.0,0.0,0.0
8466227ffffffff,4.0,0.0,0.0
846622bffffffff,1472.0,0.0,0.0
8466231ffffffff,7.0,0.0,0.0
846623bffffffff,5.0,0.0,0.0
846623dffffffff,25.0,0.0,0.0
8466251ffffffff,2.0,0.0,0.0
8466283ffffffff,4.0,0.0,0.0
846628bffffffff,2.0,0.0,0.0
8466291ffffffff,40.0,0.0,0.0
8466293ffffffff,32.0,0.0,0.0
8466295ffffffff,13.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
8466299ffffffff,4.0,0.0,0.0
846629bffffffff,50.0,0.0,0.0
846629dffffffff,66.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0
84662b5ffffffff,37.0,0.0,0.0
84662b7ffffffff,67.0,0.0,0.0
84662b9ffffffff,1.0,0.0,0.0
84662bbffffffff,3.0,0.0,0.0
84662c9ffffffff,9.0,0.0,0.0
84662cdffffffff,4.0,0.0,0.0
84662d3ffffffff,26.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662d9ffffffff,2.0,0.0,0.0
84662dbffffffff,4.0,0.0,0.0
84662e1ffffffff,28.0,0.0,0.0
84662e5ffffffff,43.0,0.0,0.0
84662e9ffffffff,40.0,0.0,0.0
84662ebffffffff,2.0,0.0,0.0
84662edffffffff,3.0,0.0,0.0
8466311ffffffff,2.0,0.0,0.0
8466313ffffffff,181.0,0.0,0.0
8466317ffffffff,2.0,0.0,0.0
846631bffffffff,16.0,0.0,0.0
846640dffffffff,2.0,0.0,0.0
8466411ffffffff,210.0,0.0,0.0
8466415ffffffff,230.0,0.0,0.0
8466417ffffffff,89.0,0.0,0.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,307.0,0.0,0.0
846642dffffffff,4.0,0.0,0.0
8466439ffffffff,1.0,0.0,0.0
8466441ffffffff,21.0,0.0,0.0
8466449ffffffff,3.0,0.0,0.0
8466453ffffffff,2.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
8466457ffffffff,2.0,0.0,0.0
846645dffffffff,7.0,0.0,0.0
8466481ffffffff,3.0,0.0,0.0
8466485ffffffff,10.0,0.0,0.0
8466487ffffffff,4.0,0.0,0.0
846648dffffffff,4.0,0.0,0.0
84664b9ffffffff,2.0,0.0,0.0
84664e1ffffffff,4.0,0.0,0.0
84664e9ffffffff,3.0,0.0,0.0
84664ebffffffff,1.0,0.0,0.0
8466505ffffffff,21.0,0.0,0.0
8466507ffffffff,5.0,0.0,0.0
8466509ffffffff,13.0,0.0,0.0
846650dffffffff,3.0,0.0,0.0
8466521ffffffff,2.0,0.0,0.0
8466525ffffffff,5.0,0.0,0.0
8466527ffffffff,3.0,0.0,0.0
8466529ffffffff,435.0,0.0,0.0
846652bffffffff,3.0,0.0,0.0
846652dffffffff,477.0,0.0,0.0
8466537ffffffff,6.0,0.0,0.0
8466541ffffffff,1.0,0.0,0.0
8466545ffffffff,125.0,0.0,0.0
8466547ffffffff,16.0,0.0,0.0
8466549ffffffff,24.0,0.0,0.0
846654bffffffff,100.0,0.0,0.0
846654dffffffff,4.0,0.0,0.0
8466561ffffffff,71.0,0.0,0.0
8466563ffffffff,7.0,0.0,0.0
8466565ffffffff,141.0,0.0,0.0
8466567ffffffff,5.0,0.0,0.0
8466569ffffffff,86.0,0.0,0.0
846656bffffffff,9.0,0.0,0.0
846656dffffffff,297.0,0.0,0.0
84665a3ffffffff,3.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,880.0,0.0,0.0
84665bdffffffff,427.0,0.0,0.0
84665e9ffffffff,181.0,0.0,0.0
84665edffffffff,2.0,0.0,0.0
8466601ffffffff,1.0,0.0,0.0
8466603ffffffff,3.0,0.0,0.0
846661dffffffff,2.0,0.0,0.0
8466623ffffffff,3.0,0.0,0.0
8466631ffffffff,5.0,0.0,0.0
8466635ffffffff,2.0,0.0,0.0
8466637ffffffff,57.0,0.0,0.0
8466639ffffffff,19.0,0.0,0.0
846663dffffffff,9.0,0.0,0.0
8466641ffffffff,1.0,0.0,0.0
8466647ffffffff,2.0,0.0,0.0
84666a1ffffffff,5.0,0.0,0.0
84666b3ffffffff,4.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0
84666c5ffffffff,11.0,0.0,0.0
84666e3ffffffff,4.0,0.0,0.0
84666ebffffffff,2.0,0.0,0.0
8466701ffffffff,2.0,0.0,0.0
8466705ffffffff,4.0,0.0,0.0
8466707ffffffff,2.0,0.0,0.0
846670dffffffff,21.0,0.0,0.0
8466715ffffffff,3.0,0.0,0.0
846671bffffffff,5.0,0.0,0.0
8466721ffffffff,2.0,0.0,0.0
8466723ffffffff,6.0,0.0,0.0
8466725ffffffff,45.0,0.0,0.0
8466727ffffffff,307.0,0.0,0.0
8466729ffffffff,2.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0
8466735ffffffff,41.0,0.0,0.0
8466737ffffffff,27.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846675dffffffff,6.0,0.0,0.0
8466763ffffffff,5.0,0.0,0.0
8466765ffffffff,3.0,0.0,0.0
8466769ffffffff,5.0,0.0,0.0
846676dffffffff,16.0,0.0,0.0
8466849ffffffff,14.0,0.0,0.0
8466a01ffffffff,126.0,0.0,0.0
8466a03ffffffff,21.0,0.0,0.0
8466a05ffffffff,120.0,0.0,0.0
8466a07ffffffff,13.0,0.0,0.0
8466a09ffffffff,12.0,0.0,0.0
8466a0bffffffff,2375.0,0.0,0.0
8466a15ffffffff,124.0,0.0,0.0
8466a17ffffffff,8.0,0.0,0.0
8466a1dffffffff,306.0,0.0,0.0
8466a21ffffffff,59.0,0.0,0.0
8466a23ffffffff,11.0,0.0,0.0
8466a25ffffffff,63.0,0.0,0.0
8466a29ffffffff,2.0,0.0,0.0
8466a2dffffffff,29.0,0.0,0.0
8466a31ffffffff,28.0,0.0,0.0
8466a33ffffffff,39.0,0.0,0.0
8466a35ffffffff,3.0,0.0,0.0
8466a37ffffffff,7.0,0.0,0.0
8466a39ffffffff,47.0,0.0,0.0
8466a3bffffffff,24.0,0.0,0.0
8466a3dffffffff,33.0,0.0,0.0
8466a51ffffffff,10236.0,0.0,0.0
8466a53ffffffff,51.0,0.0,0.0
8466a55ffffffff,172.0,0.0,0.0
8466a57ffffffff,595.0,0.0,0.0
8466a59ffffffff,130.0,0.0,0.0
8466a5bffffffff,1937.0,0.0,0.0
8466a5dffffffff,324.0,0.0,0.0
8466a65ffffffff,864.0,0.0,0.0
8466a67ffffffff,23.0,0.0,0.0
8466ad9ffffffff,2.0,0.0,0.0
8466aedffffffff,17.0,0.0,0.0
8466b01ffffffff,144.0,0.0,0.0
8466b09ffffffff,1117.0,0.0,0.0
8466b0bffffffff,1463.0,0.0,0.0
8466b19ffffffff,124.0,0.0,0.0
8466b1dffffffff,29.0,0.0,0.0
8466b41ffffffff,2472.0,0.0,0.0
8466b43ffffffff,463.0,0.0,0.0
8466b45ffffffff,1236.0,0.0,0.0
8466b47ffffffff,1545.0,0.0,0.0
8466b49ffffffff,2181.0,0.0,0.0
8466b4bffffffff,16.0,0.0,0.0
8466b4dffffffff,3148.0,0.0,0.0
8466b51ffffffff,573.0,0.0,0.0
8466b53ffffffff,710.0,0.0,0.0
8466b55ffffffff,2697.0,0.0,0.0
8466b57ffffffff,576.0,0.0,0.0
8466b59ffffffff,441.0,0.0,0.0
8466b5bffffffff,762.0,0.0,0.0
8466b5dffffffff,97.0,0.0,0.0
8466b69ffffffff,314.0,0.0,0.0
8466c01ffffffff,295.0,0.0,0.0
8466c03ffffffff,7.0,0.0,0.0
8466c05ffffffff,88.0,0.0,0.0
8466c07ffffffff,10.0,0.0,0.0
8466c09ffffffff,19.0,0.0,0.0
8466c0dffffffff,530.0,0.0,0.0
8466c15ffffffff,10.0,0.0,0.0
8466c17ffffffff,2.0,0.0,0.0
8466c19ffffffff,5.0,0.0,0.0
8466c1dffffffff,14.0,0.0,0.0
8466c21ffffffff,1338.0,0.0,0.0
8466c23ffffffff,351.0,0.0,0.0
8466c27ffffffff,188.0,0.0,0.0
8466c29ffffffff,477.0,0.0,0.0
8466c2bffffffff,55.0,0.0,0.0
8466c2dffffffff,287.0,0.0,0.0
8466c33ffffffff,2.0,0.0,0.0
8466c35ffffffff,11.0,0.0,0.0
8466c37ffffffff,20.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,275.0,0.0,0.0
8466c45ffffffff,139.0,0.0,0.0
8466c47ffffffff,360.0,0.0,0.0
8466c49ffffffff,261.0,0.0,0.0
8466c4bffffffff,18.0,0.0,0.0
8466c4dffffffff,125.0,0.0,0.0
8466c53ffffffff,18.0,0.0,0.0
8466c55ffffffff,4.0,0.0,0.0
8466c57ffffffff,32.0,0.0,0.0
8466c59ffffffff,4.0,0.0,0.0
8466c5bffffffff,26.0,0.0,0.0
8466c5dffffffff,126.0,0.0,0.0
8466c61ffffffff,22.0,0.0,0.0
8466c63ffffffff,834.0,0.0,0.0
8466c65ffffffff,70.0,0.0,0.0
8466c67ffffffff,168.0,0.0,0.0
8466c69ffffffff,46.0,0.0,0.0
8466c6bffffffff,72.0,0.0,0.0
8466c6dffffffff,790.0,0.0,0.0
8466c95ffffffff,12.0,0.0,0.0
8466cb3ffffffff,2.0,0.0,0.0
8466cc5ffffffff,8.0,0.0,0.0
8466cd1ffffffff,2.0,0.0,0.0
8466cdbffffffff,16.0,0.0,0.0
8466ce1ffffffff,61.0,0.0,0.0
8466ce9ffffffff,70.0,0.0,0.0
8466cedffffffff,18.0,0.0,0.0
8466d01ffffffff,82.0,0.0,0.0
8466d03ffffffff,78.0,0.0,0.0
8466d05ffffffff,48.0,0.0,0.0
8466d07ffffffff,171.0,0.0,0.0
8466d09ffffffff,2.0,0.0,0.0
8466d0bffffffff,299.0,0.0,0.0
8466d0dffffffff,231.0,0.0,0.0
8466d13ffffffff,31.0,0.0,0.0
8466d19ffffffff,8.0,0.0,0.0
8466d1bffffffff,104.0,0.0,0.0
8466d21ffffffff,2.0,0.0,0.0
8466d23ffffffff,183.0,0.0,0.0
8466d25ffffffff,16.0,0.0,0.0
8466d27ffffffff,104.0,0.0,0.0
8466d29ffffffff,1.0,0.0,0.0
8466d31ffffffff,6452.0,0.0,0.0
8466d33ffffffff,10.0,0.0,0.0
8466d35ffffffff,3471.0,0.0,0.0
8466d37ffffffff,206.0,0.0,0.0
8466d39ffffffff,8.0,0.0,0.0
8466d3bffffffff,5.0,0.0,0.0
8466d3dffffffff,61.0,0.0,0.0
8466d47ffffffff,83.0,0.0,0.0
8466d49ffffffff,6.0,0.0,0.0
8466d4bffffffff,3.0,0.0,0.0
8466d51ffffffff,25.0,0.0,0.0
8466d53ffffffff,47.0,0.0,0.0
8466d55ffffffff,33.0,0.0,0.0
8466d57ffffffff,6.0,0.0,0.0
8466d59ffffffff,8.0,0.0,0.0
8466d5bffffffff,7.0,0.0,0.0
8466d6bffffffff,2.0,0.0,0.0
8466d81ffffffff,77.0,0.0,0.0
8466d89ffffffff,23.0,0.0,0.0
8466d8bffffffff,4.0,0.0,0.0
8466d8dffffffff,41.0,0.0,0.0
8466da1ffffffff,27.0,0.0,0.0
8466da3ffffffff,3.0,0.0,0.0
8466da7ffffffff,79.0,0.0,0.0
8466da9ffffffff,26.0,0.0,0.0
8466dadffffffff,489.0,0.0,0.0
8466db1ffffffff,13.0,0.0,0.0
8466db5ffffffff,42.0,0.0,0.0
8466dc1ffffffff,17.0,0.0,0.0
8466dc3ffffffff,1351.0,0.0,0.0
8466dc7ffffffff,244.0,0.0,0.0
8466dc9ffffffff,161.0,0.0,0.0
8466dcbffffffff,45.0,0.0,0.0
8466dcdffffffff,21.0,0.0,0.0
8466dd1ffffffff,5.0,0.0,0.0
8466dd3ffffffff,7.0,0.0,0.0
8466dd5ffffffff,8.0,0.0,0.0
8466dd7ffffffff,12.0,0.0,0.0
8466dd9ffffffff,3.0,0.0,0.0
8466ddbffffffff,19.0,0.0,0.0
8466dddffffffff,52.0,0.0,0.0
8466de1ffffffff,2609.0,0.0,0.0
8466de3ffffffff,504.0,0.0,0.0
8466de7ffffffff,302.0,0.0,0.0
8466de9ffffffff,41.0,0.0,0.0
8466debffffffff,252.0,0.0,0.0
8466dedffffffff,75.0,0.0,0.0
8466e01ffffffff,36.0,0.0,0.0
8466e03ffffffff,285.0,0.0,0.0
8466e05ffffffff,83.0,0.0,0.0
8466e07ffffffff,10.0,0.0,0.0
8466e09ffffffff,502.0,0.0,0.0
8466e0bffffffff,1206.0,0.0,0.0
8466e0dffffffff,985.0,0.0,0.0
8466e11ffffffff,219.0,0.0,0.0
8466e13ffffffff,16.0,0.0,0.0
8466e15ffffffff,642.0,0.0,0.0
8466e17ffffffff,94.0,0.0,0.0
8466e19ffffffff,60.0,0.0,0.0
8466e1dffffffff,660.0,0.0,0.0
8466e21ffffffff,13.0,0.0,0.0
8466e23ffffffff,44.0,0.0,0.0
8466e25ffffffff,4.0,0.0,0.0
8466e27ffffffff,83.0,0.0,0.0
8466e29ffffffff,40.0,0.0,0.0
8466e2bffffffff,90.0,0.0,0.0
8466e2dffffffff,131.0,0.0,0.0
8466e31ffffffff,3.0,0.0,0.0
8466e35ffffffff,5.0,0.0,0.0
8466e37ffffffff,10.0,0.0,0.0
8466e39ffffffff,163.0,0.0,0.0
8466e3bffffffff,166.0,0.0,0.0
8466e3dffffffff,19.0,0.0,0.0
8466e41ffffffff,825.0,0.0,0.0
8466e43ffffffff,886.0,0.0,0.0
8466e45ffffffff,439.0,0.0,0.0
8466e47ffffffff,1306.0,0.0,0.0
8466e49ffffffff,207.0,0.0,0.0
8466e4bffffffff,5.0,0.0,0.0
8466e4dffffffff,36.0,0.0,0.0
8466e51ffffffff,219.0,0.0,0.0
8466e53ffffffff,449.0,0.0,0.0
8466e55ffffffff,147.0,0.0,0.0
8466e57ffffffff,4694.0,0.0,0.0
8466e59ffffffff,578.0,0.0,0.0
8466e5bffffffff,99.0,0.0,0.0
8466e5dffffffff,61.0,0.0,0.0
8466e61ffffffff,89.0,0.0,0.0
8466e63ffffffff,840.0,0.0,0.0
8466e65ffffffff,3636.0,0.0,0.0
8466e67ffffffff,1620.0,0.0,0.0
8466e69ffffffff,1373.0,0.0,0.0
8466e6bffffffff,93.0,0.0,0.0
8466e6dffffffff,5553.0,0.0,0.0
8466e81ffffffff,4.0,0.0,0.0
8466e8dffffffff,22.0,0.0,0.0
8466e9dffffffff,22.0,0.0,0.0
8466eadffffffff,8.0,0.0,0.0
8466ec1ffffffff,18.0,0.0,0.0
8466ec3ffffffff,6.0,0.0,0.0
8466ec5ffffffff,79.0,0.0,0.0
8466ec7ffffffff,351.0,0.0,0.0
8466ec9ffffffff,32.0,0.0,0.0
8466ecbffffffff,683.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0
8466ee5ffffffff,591.0,0.0,0.0
8466ee7ffffffff,12.0,0.0,0.0
8466eebffffffff,11.0,0.0,0.0
8466eedffffffff,33.0,0.0,0.0
8466f01ffffffff,144.0,0.0,0.0
8466f03ffffffff,1078.0,0.0,0.0
8466f0bffffffff,981.0,0.0,0.0
8466f11ffffffff,262.0,0.0,0.0
8466f13ffffffff,1.0,0.0,0.0
8466f15ffffffff,389.0,0.0,0.0
8466f17ffffffff,169.0,0.0,0.0
8466f19ffffffff,427.0,0.0,0.0
8466f1bffffffff,6.0,0.0,0.0
8466f1dffffffff,6617.0,0.0,0.0
8466f33ffffffff,9.0,0.0,0.0
8466f35ffffffff,154.0,0.0,0.0
8466f37ffffffff,4.0,0.0,0.0
8466f3bffffffff,5.0,0.0,0.0
8466f51ffffffff,95.0,0.0,0.0
8466f53ffffffff,240.0,0.0,0.0
8466f57ffffffff,1311.0,0.0,0.0
8466f59ffffffff,795.0,0.0,0.0
8466f5bffffffff,699.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0
8467413ffffffff,1266.0,0.0,0.0
8467417ffffffff,33.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0
8467425ffffffff,292.0,0.0,0.0
8467427ffffffff,18.0,0.0,0.0
846742dffffffff,1.0,0.0,0.0
8467431ffffffff,5.0,0.0,0.0
8467433ffffffff,113.0,0.0,0.0
8467435ffffffff,5.0,0.0,0.0
8467437ffffffff,254.0,0.0,0.0
846743bffffffff,138.0,0.0,0.0
