cell_id,Thraupis palmarum,Thraupis palmarum [palmarum Group],Thraupis palmarum violilavata
845e649ffffffff,2.0,0.0,0.0
845e659ffffffff,5.0,0.0,0.0
845f00dffffffff,4.0,0.0,0.0
845f011ffffffff,1.0,0.0,0.0
845f02bffffffff,2.0,0.0,0.0
845f031ffffffff,2.0,0.0,0.0
845f035ffffffff,91.0,0.0,0.0
845f037ffffffff,1.0,0.0,0.0
845f03dffffffff,57.0,0.0,0.0
845f083ffffffff,120.0,0.0,0.0
845f08bffffffff,15.0,0.0,0.0
845f08dffffffff,2.0,0.0,0.0
845f091ffffffff,3.0,0.0,0.0
845f095ffffffff,499.0,0.0,0.0
845f09dffffffff,28.0,0.0,0.0
845f0b9ffffffff,17.0,0.0,0.0
845f0d1ffffffff,3.0,0.0,0.0
845f0d7ffffffff,30.0,0.0,0.0
845f0d9ffffffff,5.0,0.0,0.0
845f0dbffffffff,3.0,0.0,0.0
845f0e1ffffffff,1.0,0.0,0.0
845f105ffffffff,26.0,0.0,0.0
845f107ffffffff,4.0,0.0,0.0
845f117ffffffff,5.0,0.0,0.0
845f129ffffffff,26.0,0.0,0.0
845f12bffffffff,159.0,0.0,0.0
845f131ffffffff,4.0,0.0,0.0
845f139ffffffff,5.0,0.0,0.0
845f13bffffffff,17.0,0.0,0.0
845f13dffffffff,60.0,0.0,0.0
845f143ffffffff,53.0,0.0,0.0
845f161ffffffff,19.0,0.0,0.0
845f163ffffffff,1.0,0.0,0.0
845f1c3ffffffff,152.0,0.0,0.0
845f1c9ffffffff,2.0,0.0,0.0
845f1cbffffffff,152.0,0.0,0.0
845f1ddffffffff,1.0,0.0,0.0
845f1e9ffffffff,43.0,0.0,0.0
845f1edffffffff,4.0,0.0,0.0
845f223ffffffff,6.0,0.0,0.0
845f227ffffffff,11.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0
845f291ffffffff,33.0,0.0,0.0
845f295ffffffff,183.0,0.0,0.0
845f297ffffffff,5.0,0.0,0.0
845f299ffffffff,163.0,0.0,0.0
845f29dffffffff,101.0,0.0,0.0
845f2b1ffffffff,72.0,0.0,0.0
845f2b3ffffffff,600.0,0.0,0.0
845f2b7ffffffff,1.0,0.0,0.0
845f2b9ffffffff,6.0,0.0,0.0
845f2bbffffffff,523.0,0.0,0.0
845f2d1ffffffff,74.0,0.0,0.0
845f2d3ffffffff,32.0,0.0,0.0
845f2d5ffffffff,7.0,0.0,0.0
845f2d7ffffffff,40.0,0.0,0.0
845f2dbffffffff,14.0,0.0,0.0
845f403ffffffff,23.0,0.0,0.0
845f407ffffffff,39.0,0.0,0.0
845f40dffffffff,2.0,0.0,0.0
845f415ffffffff,23.0,0.0,0.0
845f417ffffffff,5.0,0.0,0.0
845f423ffffffff,1.0,0.0,0.0
845f42bffffffff,87.0,0.0,0.0
845f435ffffffff,1.0,0.0,0.0
