cell_id,Chalcites lucidus,Chalcites lucidus harterti,Chalcites lucidus layardi,Chalcites lucidus lucidus,Chalcites lucidus plagosus
8272a7fffffffff,2.0,0.0,0.0,0.0,0.0
8272d7fffffffff,3.0,0.0,0.0,0.0,0.0
8272dffffffffff,1.0,0.0,0.0,0.0,0.0
8272f7fffffffff,3.0,0.0,0.0,0.0,0.0
82739ffffffffff,11.0,0.0,0.0,0.0,0.0
82769ffffffffff,2.0,0.0,0.0,0.0,0.0
829427fffffffff,8.0,0.0,0.0,0.0,2.0
829517fffffffff,3.0,0.0,0.0,0.0,0.0
82951ffffffffff,5.0,0.0,0.0,0.0,0.0
8295affffffffff,4.0,0.0,0.0,0.0,0.0
829c07fffffffff,22.0,0.0,0.0,0.0,2.0
829c1ffffffffff,10.0,0.0,0.0,0.0,2.0
829c27fffffffff,855.0,0.0,0.0,0.0,85.0
829c2ffffffffff,2.0,0.0,0.0,0.0,1.0
829c77fffffffff,4.0,0.0,0.0,0.0,0.0
829c97fffffffff,28.0,0.0,0.0,0.0,0.0
829c9ffffffffff,1.0,0.0,0.0,0.0,0.0
829ca7fffffffff,1.0,0.0,0.0,0.0,0.0
829caffffffffff,8.0,0.0,0.0,0.0,0.0
829cd7fffffffff,3.0,0.0,0.0,0.0,0.0
829ce7fffffffff,1.0,0.0,0.0,0.0,0.0
829cf7fffffffff,9.0,0.0,0.0,0.0,4.0
829d07fffffffff,3.0,0.0,0.0,0.0,0.0
829d0ffffffffff,76.0,0.0,0.0,0.0,1.0
829d27fffffffff,60.0,0.0,0.0,0.0,6.0
829d2ffffffffff,8.0,0.0,0.0,0.0,0.0
829d4ffffffffff,4.0,0.0,0.0,0.0,0.0
829e07fffffffff,7.0,0.0,0.0,0.0,0.0
829e17fffffffff,11.0,0.0,0.0,0.0,0.0
829e27fffffffff,1.0,0.0,0.0,0.0,0.0
829ec7fffffffff,1.0,0.0,0.0,0.0,1.0
829edffffffffff,4.0,0.0,0.0,0.0,0.0
829f57fffffffff,79.0,0.0,41.0,0.0,0.0
82a71ffffffffff,4.0,0.0,0.0,0.0,0.0
82a727fffffffff,180.0,0.0,0.0,0.0,9.0
82a737fffffffff,38.0,0.0,0.0,0.0,0.0
82b867fffffffff,10.0,0.0,0.0,0.0,0.0
82b86ffffffffff,2.0,0.0,0.0,0.0,0.0
82b917fffffffff,44.0,0.0,0.0,0.0,0.0
82b95ffffffffff,5.0,0.0,0.0,0.0,0.0
82b9a7fffffffff,2.0,0.0,0.0,0.0,0.0
82ba27fffffffff,7.0,0.0,0.0,0.0,0.0
82ba6ffffffffff,5.0,0.0,0.0,0.0,0.0
82bb0ffffffffff,878.0,0.0,0.0,0.0,0.0
82bb2ffffffffff,1195.0,0.0,0.0,0.0,0.0
82bb57fffffffff,837.0,0.0,0.0,0.0,0.0
82bb5ffffffffff,42.0,0.0,0.0,0.0,0.0
82bb77fffffffff,191.0,0.0,0.0,0.0,0.0
82be0ffffffffff,1657.0,0.0,0.0,13.0,5.0
82be1ffffffffff,510.0,0.0,0.0,2.0,2.0
82be2ffffffffff,64.0,0.0,0.0,0.0,0.0
82be47fffffffff,508.0,0.0,0.0,0.0,44.0
82be4ffffffffff,84.0,0.0,0.0,0.0,9.0
82be57fffffffff,83.0,0.0,0.0,0.0,0.0
82be67fffffffff,1851.0,0.0,0.0,0.0,89.0
82be6ffffffffff,239.0,0.0,0.0,0.0,27.0
82be77fffffffff,1408.0,0.0,0.0,0.0,77.0
82be8ffffffffff,3798.0,0.0,0.0,39.0,144.0
82beaffffffffff,1330.0,0.0,0.0,0.0,45.0
82bec7fffffffff,8.0,0.0,0.0,0.0,0.0
82becffffffffff,1.0,0.0,0.0,0.0,0.0
82bed7fffffffff,26.0,0.0,0.0,0.0,0.0
82bedffffffffff,36.0,0.0,0.0,0.0,2.0
82bee7fffffffff,109.0,0.0,0.0,0.0,3.0
82bef7fffffffff,365.0,0.0,0.0,0.0,12.0
82bf4ffffffffff,1305.0,0.0,0.0,0.0,167.0
82bf5ffffffffff,18.0,0.0,0.0,0.0,0.0
82bf6ffffffffff,290.0,0.0,0.0,0.0,46.0
82c987fffffffff,210.0,0.0,0.0,0.0,98.0
82c997fffffffff,438.0,0.0,0.0,0.0,54.0
82c99ffffffffff,91.0,0.0,0.0,0.0,11.0
82c9b7fffffffff,227.0,0.0,0.0,0.0,54.0
82d46ffffffffff,5.0,0.0,0.0,0.0,0.0
82d897fffffffff,34.0,0.0,0.0,0.0,0.0
82d8b7fffffffff,9.0,0.0,0.0,0.0,0.0
82da87fffffffff,388.0,0.0,0.0,0.0,0.0
82da8ffffffffff,39.0,0.0,0.0,0.0,0.0
82da97fffffffff,335.0,0.0,0.0,0.0,0.0
82daaffffffffff,66.0,0.0,0.0,0.0,0.0
82dab7fffffffff,32.0,0.0,0.0,0.0,0.0
