cell_id,Newtonia amphichroa,Newtonia amphichroa amphichroa,Newtonia amphichroa lavarambo
84a2143ffffffff,1.0,0.0,0.0
84a231bffffffff,2.0,0.0,0.0
84a2ae9ffffffff,6.0,0.0,6.0
84a308bffffffff,1.0,0.0,0.0
84a3765ffffffff,1.0,0.0,0.0
