cell_id,Milvus migrans,Milvus migrans [migrans Group],Milvus migrans lineatus/formosanus,Milvus migrans aegyptius/parasitus
841126dffffffff,4.0,0.0,0.0,0.0
8411285ffffffff,2.0,0.0,0.0,0.0
841129dffffffff,1.0,0.0,0.0,0.0
84112d3ffffffff,2.0,0.0,0.0,0.0
8411345ffffffff,2.0,0.0,0.0,0.0
8411811ffffffff,4.0,3.0,0.0,0.0
8411813ffffffff,91.0,9.0,0.0,0.0
8411817ffffffff,2.0,0.0,0.0,0.0
8411819ffffffff,1.0,0.0,0.0,0.0
841181bffffffff,10.0,5.0,0.0,0.0
841181dffffffff,32.0,3.0,0.0,0.0
8411823ffffffff,1.0,0.0,0.0,0.0
841183bffffffff,8.0,4.0,0.0,0.0
8411853ffffffff,32.0,0.0,0.0,0.0
841185bffffffff,1.0,0.0,0.0,0.0
841185dffffffff,6.0,0.0,0.0,0.0
841188bffffffff,1.0,0.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0,0.0
8411897ffffffff,5.0,0.0,0.0,0.0
84118adffffffff,95.0,0.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0,0.0
84118c1ffffffff,1.0,0.0,0.0,0.0
84118c5ffffffff,8.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0
84118c9ffffffff,6.0,0.0,0.0,0.0
84118cdffffffff,35.0,2.0,0.0,0.0
84118e1ffffffff,26.0,7.0,0.0,0.0
84118e5ffffffff,6.0,4.0,0.0,0.0
84118e9ffffffff,103.0,41.0,0.0,0.0
84118edffffffff,3.0,3.0,0.0,0.0
8411913ffffffff,11.0,0.0,0.0,0.0
8411987ffffffff,1.0,0.0,0.0,0.0
84119d1ffffffff,2.0,2.0,0.0,0.0
8411a43ffffffff,3.0,0.0,0.0,0.0
8411a6bffffffff,1.0,0.0,0.0,0.0
8411aa1ffffffff,4.0,0.0,0.0,0.0
8411aa3ffffffff,11.0,0.0,0.0,0.0
8411aa5ffffffff,11.0,0.0,0.0,0.0
8411aa7ffffffff,25.0,0.0,0.0,0.0
8411aa9ffffffff,14.0,0.0,0.0,0.0
8411aabffffffff,35.0,2.0,0.0,0.0
8411aadffffffff,54.0,0.0,0.0,0.0
8411ab1ffffffff,5.0,0.0,0.0,0.0
8411ab5ffffffff,20.0,3.0,0.0,0.0
8411ab7ffffffff,2.0,0.0,0.0,0.0
8411ab9ffffffff,5.0,5.0,0.0,0.0
8411abdffffffff,11.0,3.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0
8411ae1ffffffff,4.0,4.0,0.0,0.0
8411ae3ffffffff,300.0,113.0,0.0,0.0
8411ae5ffffffff,1.0,0.0,0.0,0.0
8411ae7ffffffff,50.0,27.0,0.0,0.0
8411b25ffffffff,1.0,0.0,0.0,0.0
8411b49ffffffff,2.0,0.0,0.0,0.0
8411b4dffffffff,5.0,0.0,0.0,0.0
8414361ffffffff,2.0,0.0,0.0,0.0
8414ae1ffffffff,2.0,0.0,2.0,0.0
8414ae5ffffffff,175.0,0.0,175.0,0.0
8414ae9ffffffff,2.0,0.0,2.0,0.0
8414aedffffffff,2.0,0.0,2.0,0.0
84155d1ffffffff,2.0,0.0,2.0,0.0
84155d9ffffffff,9.0,0.0,9.0,0.0
84155dbffffffff,11.0,0.0,11.0,0.0
84158adffffffff,1.0,0.0,0.0,0.0
8415917ffffffff,2.0,0.0,0.0,0.0
8415923ffffffff,7.0,0.0,5.0,0.0
8415927ffffffff,9.0,0.0,5.0,0.0
8415929ffffffff,8.0,0.0,8.0,0.0
841592bffffffff,15.0,0.0,14.0,0.0
841598bffffffff,9.0,0.0,9.0,0.0
841598dffffffff,1.0,0.0,1.0,0.0
84159a9ffffffff,1.0,0.0,0.0,0.0
84159b9ffffffff,1.0,0.0,1.0,0.0
8415b07ffffffff,11.0,0.0,2.0,0.0
8415b69ffffffff,2.0,0.0,2.0,0.0
8418459ffffffff,1.0,0.0,0.0,0.0
841845bffffffff,8.0,0.0,0.0,0.0
841845dffffffff,23.0,0.0,0.0,0.0
8418491ffffffff,20.0,0.0,0.0,0.0
8418493ffffffff,149.0,3.0,0.0,0.0
8418495ffffffff,757.0,4.0,0.0,0.0
8418497ffffffff,242.0,0.0,0.0,0.0
841849bffffffff,13.0,0.0,0.0,0.0
841849dffffffff,26.0,0.0,0.0,0.0
84184a3ffffffff,12.0,3.0,0.0,0.0
84184b1ffffffff,375.0,0.0,0.0,0.0
84184b3ffffffff,96.0,0.0,0.0,0.0
84184b5ffffffff,146.0,5.0,0.0,0.0
84184b7ffffffff,172.0,0.0,0.0,0.0
84184b9ffffffff,52.0,0.0,0.0,0.0
84184bbffffffff,337.0,0.0,0.0,0.0
84184bdffffffff,98.0,0.0,0.0,0.0
84184c3ffffffff,7.0,4.0,0.0,0.0
84184c9ffffffff,7.0,0.0,0.0,0.0
84184cbffffffff,3.0,0.0,0.0,0.0
84184d5ffffffff,3.0,1.0,0.0,0.0
84184d9ffffffff,14.0,0.0,0.0,0.0
84184ddffffffff,89.0,5.0,0.0,0.0
8418593ffffffff,29.0,0.0,0.0,0.0
8418597ffffffff,37.0,0.0,0.0,0.0
84185b3ffffffff,15.0,0.0,0.0,0.0
84185b5ffffffff,24.0,0.0,0.0,0.0
84185b7ffffffff,3.0,0.0,0.0,0.0
84185bbffffffff,227.0,0.0,0.0,0.0
8418607ffffffff,2.0,0.0,0.0,0.0
8418615ffffffff,1.0,0.0,0.0,0.0
8418617ffffffff,2.0,0.0,0.0,0.0
8418633ffffffff,2.0,0.0,0.0,0.0
8418685ffffffff,2.0,0.0,0.0,0.0
8418687ffffffff,8.0,8.0,0.0,0.0
841868bffffffff,4.0,0.0,0.0,0.0
8418691ffffffff,8.0,4.0,0.0,0.0
8418695ffffffff,4.0,0.0,0.0,0.0
8418697ffffffff,6.0,0.0,0.0,0.0
841869dffffffff,2.0,0.0,0.0,0.0
84186a1ffffffff,9.0,0.0,0.0,0.0
84186a3ffffffff,23.0,5.0,0.0,0.0
84186a5ffffffff,17.0,0.0,0.0,0.0
84186a7ffffffff,8.0,2.0,0.0,0.0
84186abffffffff,5.0,0.0,0.0,0.0
84186b1ffffffff,1.0,0.0,0.0,0.0
84186b3ffffffff,1.0,0.0,0.0,0.0
84186b5ffffffff,2.0,0.0,0.0,0.0
84186b7ffffffff,18.0,1.0,0.0,0.0
84186bbffffffff,6.0,0.0,0.0,0.0
84186c3ffffffff,107.0,3.0,0.0,0.0
84186c5ffffffff,7.0,0.0,0.0,0.0
84186c7ffffffff,6.0,0.0,0.0,0.0
84186c9ffffffff,14.0,0.0,0.0,0.0
84186cbffffffff,49.0,0.0,0.0,0.0
84186d1ffffffff,12.0,6.0,0.0,0.0
84186d5ffffffff,8.0,0.0,0.0,0.0
84186dbffffffff,6.0,1.0,0.0,0.0
84186ddffffffff,2.0,0.0,0.0,0.0
84186e5ffffffff,4.0,0.0,0.0,0.0
84186ebffffffff,4.0,0.0,0.0,0.0
84186edffffffff,7.0,0.0,0.0,0.0
841873bffffffff,2.0,0.0,0.0,0.0
8419495ffffffff,4.0,2.0,0.0,0.0
84194d9ffffffff,1.0,0.0,0.0,0.0
8419693ffffffff,2.0,0.0,0.0,0.0
8419699ffffffff,2.0,0.0,0.0,0.0
841969bffffffff,1.0,0.0,0.0,0.0
84196d3ffffffff,2.0,0.0,0.0,0.0
841e009ffffffff,1.0,0.0,0.0,0.0
841e025ffffffff,3.0,0.0,0.0,0.0
841e029ffffffff,3.0,0.0,0.0,0.0
841e02dffffffff,18.0,2.0,0.0,0.0
841e031ffffffff,3.0,0.0,0.0,0.0
841e035ffffffff,4.0,2.0,0.0,0.0
841e037ffffffff,16.0,9.0,0.0,0.0
841e041ffffffff,21.0,0.0,0.0,0.0
841e043ffffffff,2.0,0.0,0.0,0.0
841e045ffffffff,34.0,0.0,0.0,0.0
841e047ffffffff,19.0,0.0,0.0,0.0
841e049ffffffff,2.0,0.0,0.0,0.0
841e04bffffffff,1.0,0.0,0.0,0.0
841e04dffffffff,1.0,0.0,0.0,0.0
841e061ffffffff,79.0,2.0,0.0,0.0
841e063ffffffff,8.0,0.0,0.0,0.0
841e067ffffffff,51.0,0.0,0.0,0.0
841e069ffffffff,28.0,0.0,0.0,0.0
841e06bffffffff,20.0,0.0,0.0,0.0
841e06dffffffff,2.0,0.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0,0.0
841e089ffffffff,2.0,0.0,0.0,0.0
841e0a9ffffffff,14.0,0.0,0.0,0.0
841e0c3ffffffff,16.0,0.0,0.0,0.0
841e0c7ffffffff,29.0,0.0,0.0,0.0
841e0e3ffffffff,4.0,0.0,0.0,0.0
841e0e7ffffffff,9.0,0.0,0.0,0.0
841e0ebffffffff,24.0,0.0,0.0,0.0
841e105ffffffff,2.0,0.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0,0.0
841e10bffffffff,4.0,0.0,0.0,0.0
841e11bffffffff,2.0,0.0,0.0,0.0
841e121ffffffff,4.0,0.0,0.0,0.0
841e125ffffffff,4.0,0.0,0.0,0.0
841e129ffffffff,13.0,0.0,0.0,0.0
841e131ffffffff,2.0,0.0,0.0,0.0
841e133ffffffff,1.0,0.0,0.0,0.0
841e135ffffffff,23.0,0.0,0.0,0.0
841e137ffffffff,20.0,1.0,0.0,0.0
841e139ffffffff,43.0,0.0,0.0,0.0
841e13bffffffff,4.0,0.0,0.0,0.0
841e13dffffffff,3.0,0.0,0.0,0.0
841e149ffffffff,5.0,0.0,0.0,0.0
841e157ffffffff,1.0,0.0,0.0,0.0
841e15bffffffff,9.0,1.0,0.0,0.0
841e163ffffffff,4.0,0.0,0.0,0.0
841e181ffffffff,4.0,0.0,0.0,0.0
841e183ffffffff,1.0,0.0,0.0,0.0
841e185ffffffff,13.0,0.0,0.0,0.0
841e187ffffffff,2.0,0.0,0.0,0.0
841e19dffffffff,4.0,0.0,0.0,0.0
841e1a9ffffffff,2.0,0.0,0.0,0.0
841e1b3ffffffff,17.0,0.0,0.0,0.0
841e1b7ffffffff,20.0,0.0,0.0,0.0
841e1bbffffffff,14.0,0.0,0.0,0.0
841e1c3ffffffff,1.0,1.0,0.0,0.0
841e1cbffffffff,7.0,0.0,0.0,0.0
841e1d1ffffffff,12.0,0.0,0.0,0.0
841e1d7ffffffff,1.0,0.0,0.0,0.0
841e1ddffffffff,9.0,0.0,0.0,0.0
841e1e5ffffffff,6.0,0.0,0.0,0.0
841e201ffffffff,2.0,0.0,0.0,0.0
841e205ffffffff,2.0,0.0,0.0,0.0
841e20dffffffff,2.0,0.0,0.0,0.0
841e225ffffffff,2.0,0.0,0.0,0.0
841e229ffffffff,1.0,0.0,0.0,0.0
841e22dffffffff,1.0,0.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0,0.0
841e241ffffffff,2.0,0.0,0.0,0.0
841e243ffffffff,2.0,0.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0,0.0
841e263ffffffff,4.0,0.0,0.0,0.0
841e265ffffffff,12.0,0.0,0.0,0.0
841e26bffffffff,2.0,0.0,0.0,0.0
841e26dffffffff,2.0,0.0,0.0,0.0
841e287ffffffff,2.0,0.0,0.0,0.0
841e2a3ffffffff,1.0,0.0,0.0,0.0
841e2c9ffffffff,1.0,0.0,0.0,0.0
841e301ffffffff,10.0,0.0,0.0,0.0
841e307ffffffff,37.0,0.0,0.0,0.0
841e309ffffffff,2.0,0.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0,0.0
841e30dffffffff,16.0,0.0,0.0,0.0
841e311ffffffff,1.0,0.0,0.0,0.0
841e317ffffffff,2.0,0.0,0.0,0.0
841e319ffffffff,3.0,0.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0,0.0
841e327ffffffff,2.0,0.0,0.0,0.0
841e329ffffffff,4.0,0.0,0.0,0.0
841e32dffffffff,3.0,0.0,0.0,0.0
841e339ffffffff,17.0,0.0,0.0,0.0
841e33bffffffff,2.0,0.0,0.0,0.0
841e341ffffffff,13.0,0.0,0.0,0.0
841e343ffffffff,12.0,0.0,0.0,0.0
841e345ffffffff,2.0,0.0,0.0,0.0
841e349ffffffff,3.0,0.0,0.0,0.0
841e34bffffffff,15.0,0.0,0.0,0.0
841e34dffffffff,2.0,0.0,0.0,0.0
841e351ffffffff,29.0,0.0,0.0,0.0
841e353ffffffff,3.0,0.0,0.0,0.0
841e355ffffffff,6.0,0.0,0.0,0.0
841e357ffffffff,7.0,0.0,0.0,0.0
841e359ffffffff,36.0,0.0,0.0,0.0
841e35dffffffff,43.0,0.0,0.0,0.0
841e367ffffffff,12.0,0.0,0.0,0.0
841e36bffffffff,17.0,0.0,0.0,0.0
841e421ffffffff,8.0,0.0,0.0,0.0
841e425ffffffff,4.0,0.0,0.0,0.0
841e427ffffffff,18.0,0.0,0.0,0.0
841e429ffffffff,8.0,0.0,0.0,0.0
841e437ffffffff,3.0,0.0,0.0,0.0
841e487ffffffff,1.0,0.0,0.0,0.0
841e499ffffffff,3.0,0.0,0.0,0.0
841e4abffffffff,1.0,0.0,0.0,0.0
841e4bdffffffff,2.0,0.0,0.0,0.0
841e4d9ffffffff,2.0,0.0,0.0,0.0
841e513ffffffff,13.0,0.0,0.0,0.0
841e51bffffffff,5.0,0.0,0.0,0.0
841e525ffffffff,1.0,0.0,0.0,0.0
841e559ffffffff,2.0,0.0,0.0,0.0
841e5a5ffffffff,1.0,0.0,0.0,0.0
841e5c1ffffffff,5.0,0.0,0.0,0.0
841e5c5ffffffff,1.0,0.0,0.0,0.0
841e5c9ffffffff,11.0,0.0,0.0,0.0
841e5cdffffffff,30.0,0.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0,0.0
841e5e5ffffffff,2.0,0.0,0.0,0.0
841e5e9ffffffff,12.0,0.0,0.0,0.0
841e5edffffffff,1.0,0.0,0.0,0.0
841e631ffffffff,5.0,0.0,0.0,0.0
841e639ffffffff,3.0,0.0,0.0,0.0
841e63bffffffff,9.0,0.0,0.0,0.0
841e64dffffffff,2.0,0.0,0.0,0.0
841e65bffffffff,2.0,0.0,0.0,0.0
841e695ffffffff,2.0,0.0,0.0,0.0
841e697ffffffff,36.0,0.0,0.0,0.0
841e6bbffffffff,19.0,0.0,0.0,0.0
841e6d9ffffffff,10.0,0.0,0.0,0.0
841e6e7ffffffff,3.0,0.0,0.0,0.0
841e721ffffffff,2.0,0.0,0.0,0.0
841e725ffffffff,1.0,0.0,0.0,0.0
841e741ffffffff,4.0,0.0,0.0,0.0
841e75dffffffff,3.0,0.0,0.0,0.0
841e765ffffffff,1.0,0.0,0.0,0.0
841e76bffffffff,2.0,0.0,0.0,0.0
841e805ffffffff,16.0,0.0,0.0,0.0
841e80dffffffff,2.0,0.0,0.0,0.0
841e817ffffffff,2.0,0.0,0.0,0.0
841e81dffffffff,1.0,0.0,0.0,0.0
841e835ffffffff,4.0,0.0,0.0,0.0
841e839ffffffff,1.0,0.0,0.0,0.0
841e83bffffffff,3.0,0.0,0.0,0.0
841e83dffffffff,4.0,0.0,0.0,0.0
841e841ffffffff,7.0,0.0,0.0,0.0
841e847ffffffff,12.0,0.0,0.0,0.0
841e849ffffffff,2.0,0.0,0.0,0.0
841e863ffffffff,15.0,0.0,0.0,0.0
841e869ffffffff,6.0,0.0,0.0,0.0
841e86bffffffff,9.0,0.0,0.0,0.0
841e885ffffffff,2.0,0.0,0.0,0.0
841e8a1ffffffff,1.0,0.0,0.0,0.0
841e8a9ffffffff,2.0,0.0,0.0,0.0
841e8abffffffff,6.0,0.0,0.0,0.0
841e8bdffffffff,4.0,0.0,0.0,0.0
841e8e3ffffffff,4.0,0.0,0.0,0.0
841e929ffffffff,2.0,0.0,0.0,0.0
841e949ffffffff,5.0,0.0,0.0,0.0
841e94dffffffff,2.0,0.0,0.0,0.0
841e96bffffffff,2.0,0.0,0.0,0.0
841e9a9ffffffff,5.0,0.0,0.0,0.0
841e9d9ffffffff,2.0,0.0,0.0,0.0
841ea0dffffffff,2.0,0.0,0.0,0.0
841ea19ffffffff,11.0,0.0,0.0,0.0
841ea49ffffffff,13.0,6.0,0.0,0.0
841ea4bffffffff,1.0,0.0,0.0,0.0
841ea4dffffffff,6.0,6.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0
841ea5bffffffff,3.0,0.0,0.0,0.0
841ea6bffffffff,1.0,0.0,0.0,0.0
841ea85ffffffff,1.0,0.0,0.0,0.0
841ea8dffffffff,1.0,0.0,0.0,0.0
841eab3ffffffff,1.0,0.0,0.0,0.0
841eab5ffffffff,2.0,2.0,0.0,0.0
841eac7ffffffff,1.0,0.0,0.0,0.0
841ead9ffffffff,19.0,0.0,0.0,0.0
841eadbffffffff,2.0,0.0,0.0,0.0
841eb07ffffffff,2.0,0.0,0.0,0.0
841eb0bffffffff,5.0,0.0,0.0,0.0
841eb13ffffffff,3.0,2.0,0.0,0.0
841eb2bffffffff,2.0,0.0,0.0,0.0
841eb49ffffffff,4.0,0.0,0.0,0.0
841eb4dffffffff,4.0,0.0,0.0,0.0
841ec01ffffffff,2.0,0.0,0.0,0.0
841ec03ffffffff,2.0,0.0,0.0,0.0
841ec05ffffffff,3.0,0.0,0.0,0.0
841ec07ffffffff,2.0,0.0,0.0,0.0
841ec09ffffffff,2.0,0.0,0.0,0.0
841ec11ffffffff,2.0,0.0,0.0,0.0
841ec13ffffffff,3.0,0.0,0.0,0.0
841ec15ffffffff,1.0,0.0,0.0,0.0
841ec17ffffffff,4.0,0.0,0.0,0.0
841ec19ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,17.0,0.0,0.0,0.0
841ec21ffffffff,56.0,5.0,0.0,0.0
841ec23ffffffff,33.0,2.0,0.0,0.0
841ec33ffffffff,11.0,0.0,0.0,0.0
841ec47ffffffff,14.0,0.0,0.0,0.0
841ec6bffffffff,1.0,0.0,0.0,0.0
841ec81ffffffff,5.0,0.0,0.0,0.0
841ec85ffffffff,2.0,0.0,0.0,0.0
841ec8bffffffff,4.0,0.0,0.0,0.0
841ec91ffffffff,106.0,2.0,0.0,0.0
841ec93ffffffff,5.0,0.0,0.0,0.0
841ec97ffffffff,9.0,0.0,0.0,0.0
841ec99ffffffff,117.0,12.0,0.0,0.0
841ec9bffffffff,75.0,0.0,0.0,0.0
841ec9dffffffff,33.0,0.0,0.0,0.0
841eca1ffffffff,13.0,0.0,0.0,0.0
841eca5ffffffff,4.0,0.0,0.0,0.0
841eca9ffffffff,28.0,0.0,0.0,0.0
841ecadffffffff,2.0,0.0,0.0,0.0
841ecb5ffffffff,3.0,0.0,0.0,0.0
841ecb9ffffffff,25.0,0.0,0.0,0.0
841ecbbffffffff,6.0,0.0,0.0,0.0
841ecc1ffffffff,4.0,2.0,0.0,0.0
841ecc5ffffffff,7.0,0.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,24.0,0.0,0.0,0.0
841eccdffffffff,7.0,5.0,0.0,0.0
841ecd5ffffffff,29.0,0.0,0.0,0.0
841ecd7ffffffff,3.0,0.0,0.0,0.0
841ece1ffffffff,43.0,4.0,0.0,0.0
841ece3ffffffff,9.0,0.0,0.0,0.0
841ece5ffffffff,4.0,1.0,0.0,0.0
841ece7ffffffff,37.0,10.0,0.0,0.0
841ece9ffffffff,43.0,9.0,0.0,0.0
841ecebffffffff,2.0,0.0,0.0,0.0
841ecedffffffff,2.0,0.0,0.0,0.0
841ed0bffffffff,2.0,0.0,0.0,0.0
841ed1bffffffff,8.0,0.0,0.0,0.0
841ed31ffffffff,3.0,0.0,0.0,0.0
841ed35ffffffff,1.0,0.0,0.0,0.0
841ed37ffffffff,1.0,0.0,0.0,0.0
841ed3bffffffff,7.0,3.0,0.0,0.0
841ed4dffffffff,2.0,0.0,0.0,0.0
841ed55ffffffff,2.0,0.0,0.0,0.0
841ed93ffffffff,10.0,0.0,0.0,0.0
841eda1ffffffff,1.0,0.0,0.0,0.0
841eda3ffffffff,3.0,0.0,0.0,0.0
841edadffffffff,14.0,0.0,0.0,0.0
841edc1ffffffff,2.0,0.0,0.0,0.0
841edc5ffffffff,2.0,0.0,0.0,0.0
841ede5ffffffff,3.0,2.0,0.0,0.0
841ede9ffffffff,5.0,0.0,0.0,0.0
841ee67ffffffff,2.0,0.0,0.0,0.0
841ee81ffffffff,16.0,0.0,0.0,0.0
841ee83ffffffff,5.0,5.0,0.0,0.0
841ee97ffffffff,8.0,2.0,0.0,0.0
841ee99ffffffff,3.0,3.0,0.0,0.0
841eea3ffffffff,6.0,0.0,0.0,0.0
841eeb1ffffffff,9.0,0.0,0.0,0.0
841eeb5ffffffff,13.0,0.0,0.0,0.0
841eeb7ffffffff,229.0,6.0,0.0,0.0
841eeb9ffffffff,4.0,0.0,0.0,0.0
841eebbffffffff,2.0,0.0,0.0,0.0
841eed1ffffffff,3.0,0.0,0.0,0.0
841eed3ffffffff,1.0,0.0,0.0,0.0
841eed7ffffffff,2.0,0.0,0.0,0.0
841eedbffffffff,2.0,0.0,0.0,0.0
841ef09ffffffff,4.0,0.0,0.0,0.0
841ef27ffffffff,3.0,0.0,0.0,0.0
841ef45ffffffff,2.0,2.0,0.0,0.0
841ef59ffffffff,1.0,0.0,0.0,0.0
841ef5bffffffff,1.0,0.0,0.0,0.0
841ef5dffffffff,1.0,0.0,0.0,0.0
841ef65ffffffff,2.0,0.0,0.0,0.0
841f001ffffffff,12.0,12.0,0.0,0.0
841f003ffffffff,2.0,0.0,0.0,0.0
841f015ffffffff,1.0,0.0,0.0,0.0
841f025ffffffff,16.0,0.0,0.0,0.0
841f02dffffffff,3.0,0.0,0.0,0.0
841f035ffffffff,3.0,1.0,0.0,0.0
841f037ffffffff,17.0,2.0,0.0,0.0
841f03bffffffff,11.0,3.0,0.0,0.0
841f03dffffffff,3.0,0.0,0.0,0.0
841f051ffffffff,46.0,0.0,0.0,0.0
841f05bffffffff,11.0,0.0,0.0,0.0
841f067ffffffff,2.0,0.0,0.0,0.0
841f08dffffffff,1.0,0.0,0.0,0.0
841f091ffffffff,2.0,0.0,0.0,0.0
841f09bffffffff,2.0,0.0,0.0,0.0
841f0a5ffffffff,2.0,0.0,0.0,0.0
841f0a7ffffffff,4.0,0.0,0.0,0.0
841f0abffffffff,1.0,0.0,0.0,0.0
841f0adffffffff,1.0,0.0,0.0,0.0
841f0b1ffffffff,2.0,0.0,0.0,0.0
841f0edffffffff,3.0,0.0,0.0,0.0
841f101ffffffff,1.0,0.0,0.0,0.0
841f103ffffffff,6.0,0.0,0.0,0.0
841f105ffffffff,2.0,1.0,0.0,0.0
841f111ffffffff,2.0,0.0,0.0,0.0
841f117ffffffff,13.0,0.0,0.0,0.0
841f11dffffffff,4.0,0.0,0.0,0.0
841f12dffffffff,7.0,0.0,0.0,0.0
841f131ffffffff,18.0,0.0,0.0,0.0
841f133ffffffff,80.0,0.0,0.0,0.0
841f135ffffffff,2.0,0.0,0.0,0.0
841f137ffffffff,71.0,1.0,0.0,0.0
841f13bffffffff,2.0,0.0,0.0,0.0
841f143ffffffff,3.0,0.0,0.0,0.0
841f14bffffffff,1.0,0.0,0.0,0.0
841f155ffffffff,2.0,0.0,0.0,0.0
841f159ffffffff,2.0,2.0,0.0,0.0
841f181ffffffff,12.0,0.0,0.0,0.0
841f183ffffffff,17.0,0.0,0.0,0.0
841f185ffffffff,9.0,0.0,0.0,0.0
841f189ffffffff,24.0,0.0,0.0,0.0
841f18bffffffff,12.0,0.0,0.0,0.0
841f18dffffffff,8.0,2.0,0.0,0.0
841f191ffffffff,2.0,0.0,0.0,0.0
841f193ffffffff,1.0,0.0,0.0,0.0
841f195ffffffff,13.0,2.0,0.0,0.0
841f199ffffffff,10.0,0.0,0.0,0.0
841f19dffffffff,2.0,0.0,0.0,0.0
841f1a1ffffffff,32.0,4.0,0.0,0.0
