cell_id,Dryocopus lineatus,Dryocopus lineatus [lineatus Group],Dryocopus lineatus fuscipennis
8466c61ffffffff,3.0,0.0,0.0
8466c63ffffffff,301.0,2.0,0.0
8466c65ffffffff,112.0,0.0,0.0
8466c67ffffffff,18.0,0.0,0.0
8466c69ffffffff,7.0,0.0,0.0
8466c6bffffffff,16.0,0.0,0.0
8466c6dffffffff,457.0,5.0,0.0
8466c95ffffffff,2.0,0.0,0.0
8466cdbffffffff,4.0,0.0,0.0
8466ce1ffffffff,17.0,0.0,0.0
8466ce9ffffffff,63.0,0.0,0.0
8466cedffffffff,12.0,0.0,0.0
8466d01ffffffff,9.0,0.0,0.0
8466d05ffffffff,11.0,0.0,0.0
8466d07ffffffff,34.0,0.0,2.0
8466d0dffffffff,152.0,3.0,0.0
8466d13ffffffff,13.0,1.0,0.0
8466d19ffffffff,26.0,0.0,0.0
8466d1bffffffff,23.0,0.0,0.0
8466d23ffffffff,44.0,0.0,0.0
8466d25ffffffff,5.0,0.0,0.0
8466d27ffffffff,31.0,0.0,7.0
8466d2bffffffff,2.0,0.0,0.0
8466d31ffffffff,343.0,0.0,18.0
8466d35ffffffff,1123.0,0.0,70.0
8466d37ffffffff,51.0,0.0,2.0
8466d3dffffffff,8.0,0.0,0.0
8466d47ffffffff,18.0,0.0,0.0
8466d49ffffffff,2.0,0.0,0.0
8466d51ffffffff,2.0,0.0,0.0
8466d53ffffffff,33.0,0.0,0.0
8466d57ffffffff,6.0,0.0,0.0
8466d59ffffffff,2.0,0.0,0.0
8466d5bffffffff,18.0,0.0,0.0
8466d81ffffffff,21.0,2.0,0.0
8466d89ffffffff,7.0,0.0,0.0
8466d8bffffffff,2.0,0.0,0.0
8466d8dffffffff,8.0,0.0,0.0
8466da1ffffffff,10.0,0.0,0.0
8466da3ffffffff,3.0,0.0,0.0
8466da7ffffffff,19.0,0.0,0.0
8466da9ffffffff,24.0,0.0,0.0
8466dadffffffff,157.0,19.0,0.0
8466db1ffffffff,7.0,0.0,0.0
8466dc1ffffffff,9.0,0.0,0.0
8466dc3ffffffff,543.0,65.0,0.0
8466dc7ffffffff,117.0,1.0,0.0
8466dc9ffffffff,72.0,0.0,0.0
8466dcbffffffff,42.0,0.0,0.0
8466dcdffffffff,4.0,0.0,0.0
8466dd1ffffffff,10.0,0.0,0.0
8466dd3ffffffff,4.0,0.0,0.0
8466dd5ffffffff,37.0,1.0,0.0
8466dd7ffffffff,10.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,12.0,0.0,0.0
8466dddffffffff,42.0,8.0,0.0
8466de1ffffffff,599.0,22.0,0.0
8466de3ffffffff,133.0,20.0,0.0
8466de7ffffffff,44.0,0.0,0.0
8466debffffffff,47.0,5.0,0.0
8466dedffffffff,1.0,0.0,0.0
8466e01ffffffff,12.0,0.0,0.0
8466e03ffffffff,91.0,0.0,0.0
8466e05ffffffff,16.0,0.0,0.0
8466e07ffffffff,16.0,0.0,0.0
8466e09ffffffff,11.0,2.0,0.0
8466e0bffffffff,269.0,0.0,0.0
8466e0dffffffff,331.0,2.0,0.0
8466e11ffffffff,86.0,0.0,0.0
8466e13ffffffff,10.0,0.0,0.0
8466e15ffffffff,270.0,0.0,0.0
8466e17ffffffff,8.0,0.0,0.0
8466e19ffffffff,21.0,0.0,0.0
8466e1dffffffff,184.0,0.0,0.0
8466e23ffffffff,25.0,0.0,0.0
8466e27ffffffff,15.0,0.0,0.0
8466e2bffffffff,27.0,0.0,0.0
8466e2dffffffff,32.0,0.0,0.0
8466e31ffffffff,3.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0
8466e39ffffffff,75.0,0.0,0.0
8466e3bffffffff,76.0,0.0,0.0
8466e41ffffffff,97.0,0.0,0.0
8466e43ffffffff,6.0,0.0,0.0
8466e45ffffffff,147.0,0.0,0.0
8466e47ffffffff,288.0,3.0,0.0
8466e49ffffffff,136.0,0.0,0.0
8466e4dffffffff,21.0,0.0,0.0
8466e51ffffffff,64.0,0.0,0.0
8466e53ffffffff,134.0,0.0,0.0
8466e55ffffffff,4.0,0.0,0.0
8466e57ffffffff,1011.0,0.0,0.0
8466e59ffffffff,116.0,0.0,0.0
8466e5bffffffff,19.0,0.0,0.0
8466e5dffffffff,5.0,0.0,0.0
8466e61ffffffff,16.0,0.0,0.0
8466e63ffffffff,113.0,2.0,0.0
8466e65ffffffff,1092.0,6.0,0.0
8466e67ffffffff,271.0,1.0,0.0
8466e69ffffffff,433.0,5.0,0.0
8466e6bffffffff,69.0,0.0,0.0
8466e6dffffffff,2287.0,16.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,5.0,0.0,0.0
8466e9dffffffff,8.0,0.0,0.0
8466eadffffffff,6.0,0.0,0.0
8466ec1ffffffff,7.0,0.0,0.0
8466ec5ffffffff,28.0,0.0,0.0
8466ec7ffffffff,114.0,0.0,0.0
8466ec9ffffffff,9.0,0.0,0.0
8466ecbffffffff,261.0,0.0,0.0
8466ee1ffffffff,2.0,0.0,0.0
8466ee5ffffffff,399.0,0.0,0.0
8466ee7ffffffff,13.0,0.0,0.0
8466eebffffffff,5.0,0.0,0.0
8466eedffffffff,45.0,0.0,0.0
8466f01ffffffff,13.0,0.0,0.0
8466f03ffffffff,32.0,0.0,0.0
8466f0bffffffff,64.0,0.0,0.0
8466f11ffffffff,240.0,0.0,0.0
8466f13ffffffff,2.0,0.0,0.0
8466f15ffffffff,243.0,0.0,0.0
8466f17ffffffff,55.0,0.0,0.0
8466f19ffffffff,442.0,0.0,0.0
8466f1bffffffff,5.0,0.0,0.0
8466f1dffffffff,906.0,0.0,0.0
8466f33ffffffff,1.0,0.0,0.0
8466f35ffffffff,13.0,0.0,0.0
8466f51ffffffff,14.0,0.0,0.0
8466f53ffffffff,151.0,0.0,0.0
8466f57ffffffff,1121.0,9.0,0.0
8466f59ffffffff,400.0,0.0,0.0
8466f5bffffffff,244.0,0.0,0.0
8466f5dffffffff,8.0,0.0,0.0
8467413ffffffff,12.0,0.0,0.0
8467417ffffffff,7.0,0.0,0.0
8467425ffffffff,65.0,0.0,0.0
846742bffffffff,8.0,0.0,0.0
846742dffffffff,4.0,0.0,0.0
8467431ffffffff,1.0,0.0,0.0
8467433ffffffff,90.0,0.0,0.0
8467435ffffffff,5.0,0.0,0.0
8467437ffffffff,47.0,5.0,0.0
846743bffffffff,58.0,0.0,0.0
846743dffffffff,26.0,1.0,0.0
8467481ffffffff,1.0,0.0,0.0
84674a5ffffffff,1.0,0.0,0.0
84674a7ffffffff,47.0,8.0,0.0
84674c1ffffffff,11.0,0.0,0.0
84674c5ffffffff,97.0,0.0,0.0
84674c7ffffffff,5.0,0.0,0.0
84674c9ffffffff,6.0,0.0,0.0
84674cbffffffff,2.0,0.0,0.0
84674cdffffffff,66.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674e1ffffffff,33.0,0.0,0.0
84674e9ffffffff,17.0,0.0,0.0
84674ebffffffff,5.0,0.0,0.0
84674edffffffff,38.0,0.0,0.0
8467519ffffffff,73.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0
8467523ffffffff,35.0,0.0,0.0
8467531ffffffff,13.0,0.0,0.0
8467535ffffffff,62.0,0.0,0.0
8467537ffffffff,47.0,0.0,0.0
8467539ffffffff,25.0,0.0,0.0
846753dffffffff,3.0,0.0,0.0
8467553ffffffff,22.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467585ffffffff,11.0,0.0,0.0
846758dffffffff,11.0,0.0,0.0
8467591ffffffff,2.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,68.0,5.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a3ffffffff,2.0,0.0,0.0
84675a5ffffffff,27.0,0.0,0.0
84675a7ffffffff,2.0,0.0,0.0
84675a9ffffffff,43.0,0.0,0.0
84675abffffffff,80.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
84675b3ffffffff,1.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c1ffffffff,15.0,0.0,0.0
84675c7ffffffff,24.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,85.0,0.0,0.0
84675d9ffffffff,1.0,0.0,0.0
84675ddffffffff,2.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0
84675e3ffffffff,4.0,0.0,0.0
8467903ffffffff,1.0,0.0,0.0
8467909ffffffff,8.0,0.0,0.0
846790dffffffff,16.0,0.0,0.0
8467915ffffffff,5.0,0.0,0.0
8467925ffffffff,2.0,0.0,0.0
846792dffffffff,18.0,0.0,0.0
8467931ffffffff,4.0,0.0,0.0
8467933ffffffff,1.0,0.0,0.0
846793bffffffff,9.0,0.0,0.0
8467945ffffffff,21.0,0.0,0.0
8467949ffffffff,5.0,0.0,0.0
846794bffffffff,4.0,0.0,0.0
846794dffffffff,6.0,0.0,0.0
846795dffffffff,9.0,0.0,0.0
8467961ffffffff,76.0,0.0,0.0
8467963ffffffff,30.0,0.0,0.0
8467969ffffffff,6.0,0.0,0.0
846796bffffffff,9.0,0.0,0.0
84679a1ffffffff,258.0,0.0,0.0
84679a3ffffffff,41.0,0.0,0.0
84679a5ffffffff,1091.0,0.0,0.0
84679a7ffffffff,177.0,0.0,0.0
84679adffffffff,29.0,0.0,0.0
84679b3ffffffff,146.0,0.0,0.0
84679b5ffffffff,89.0,0.0,0.0
84679b7ffffffff,284.0,0.0,0.0
8467b21ffffffff,3.0,0.0,0.0
8467b25ffffffff,5.0,0.0,0.0
8467b27ffffffff,2.0,0.0,0.0
8467b2bffffffff,2.0,0.0,0.0
846d041ffffffff,7.0,5.0,0.0
846d043ffffffff,56.0,4.0,0.0
846d049ffffffff,6.0,0.0,0.0
846d04bffffffff,28.0,1.0,0.0
846d04dffffffff,12.0,0.0,0.0
846d051ffffffff,7.0,0.0,0.0
846d053ffffffff,257.0,59.0,0.0
846d059ffffffff,35.0,0.0,0.0
846d05bffffffff,75.0,17.0,0.0
846d05dffffffff,23.0,10.0,0.0
846d069ffffffff,4.0,0.0,0.0
846d06dffffffff,26.0,10.0,0.0
846d141ffffffff,24.0,0.0,0.0
846d145ffffffff,4.0,0.0,0.0
846d159ffffffff,345.0,58.0,0.0
846d15dffffffff,36.0,2.0,0.0
846d201ffffffff,10.0,0.0,0.0
846d203ffffffff,17.0,0.0,0.0
846d207ffffffff,6.0,0.0,0.0
846d209ffffffff,11.0,0.0,0.0
846d20bffffffff,6.0,0.0,0.0
846d20dffffffff,62.0,0.0,0.0
846d211ffffffff,1.0,0.0,0.0
846d213ffffffff,2.0,0.0,0.0
846d219ffffffff,7.0,3.0,0.0
846d21bffffffff,34.0,3.0,0.0
846d21dffffffff,133.0,24.0,0.0
846d223ffffffff,10.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d227ffffffff,3.0,0.0,0.0
846d22bffffffff,10.0,0.0,0.0
846d22dffffffff,1.0,0.0,0.0
846d231ffffffff,14.0,0.0,0.0
846d23dffffffff,27.0,8.0,0.0
846d241ffffffff,6.0,0.0,0.0
846d243ffffffff,23.0,0.0,0.0
846d247ffffffff,8.0,0.0,0.0
846d24bffffffff,12.0,0.0,0.0
846d251ffffffff,23.0,2.0,0.0
846d253ffffffff,40.0,0.0,0.0
846d255ffffffff,76.0,0.0,0.0
846d257ffffffff,34.0,6.0,0.0
846d25dffffffff,19.0,0.0,0.0
846d261ffffffff,4.0,0.0,0.0
846d263ffffffff,3.0,0.0,0.0
846d267ffffffff,4.0,0.0,0.0
846d26bffffffff,9.0,0.0,0.0
846d283ffffffff,2.0,0.0,0.0
846d285ffffffff,5.0,0.0,0.0
846d287ffffffff,14.0,0.0,0.0
846d291ffffffff,2.0,0.0,0.0
846d293ffffffff,3.0,0.0,0.0
846d295ffffffff,1064.0,0.0,0.0
846d297ffffffff,4.0,0.0,0.0
846d299ffffffff,3.0,0.0,0.0
846d2a1ffffffff,72.0,12.0,0.0
846d2a3ffffffff,81.0,0.0,0.0
846d2a9ffffffff,18.0,1.0,0.0
846d2abffffffff,10.0,0.0,0.0
846d2adffffffff,30.0,0.0,0.0
846d2b3ffffffff,1.0,0.0,0.0
846d2b9ffffffff,624.0,0.0,0.0
846d2bbffffffff,11.0,0.0,0.0
846d2bdffffffff,32.0,0.0,0.0
846d2c1ffffffff,33.0,9.0,0.0
846d2c3ffffffff,54.0,0.0,0.0
846d2c9ffffffff,241.0,36.0,0.0
846d2cbffffffff,106.0,24.0,0.0
846d2d1ffffffff,201.0,0.0,0.0
846d2d7ffffffff,240.0,0.0,0.0
846d2d9ffffffff,27.0,0.0,0.0
846d2dbffffffff,10.0,0.0,0.0
846d2ddffffffff,17.0,0.0,0.0
846d2e3ffffffff,3.0,0.0,0.0
846d2e5ffffffff,74.0,23.0,0.0
846d2e9ffffffff,2.0,0.0,0.0
846d2ebffffffff,20.0,0.0,0.0
846d305ffffffff,2.0,0.0,0.0
846d307ffffffff,5.0,0.0,0.0
846d309ffffffff,6.0,2.0,0.0
846d30dffffffff,198.0,13.0,0.0
846d311ffffffff,21.0,0.0,0.0
846d313ffffffff,213.0,25.0,0.0
846d317ffffffff,44.0,0.0,0.0
846d319ffffffff,110.0,12.0,0.0
846d31bffffffff,55.0,0.0,0.0
846d333ffffffff,11.0,0.0,0.0
846d337ffffffff,155.0,11.0,0.0
846d341ffffffff,41.0,0.0,0.0
846d343ffffffff,2.0,0.0,0.0
846d347ffffffff,7.0,0.0,0.0
846d34bffffffff,14.0,0.0,0.0
846d34dffffffff,314.0,9.0,0.0
846d351ffffffff,2.0,0.0,0.0
846d35bffffffff,634.0,0.0,0.0
846d35dffffffff,118.0,0.0,0.0
846d361ffffffff,1.0,0.0,0.0
846d363ffffffff,1.0,0.0,0.0
846d369ffffffff,4.0,0.0,0.0
846d36bffffffff,6.0,0.0,0.0
846d36dffffffff,4.0,0.0,0.0
846d601ffffffff,2.0,0.0,0.0
846d603ffffffff,7.0,0.0,0.0
846d605ffffffff,63.0,0.0,0.0
846d607ffffffff,15.0,0.0,0.0
846d609ffffffff,50.0,0.0,0.0
846d60bffffffff,4.0,0.0,0.0
846d60dffffffff,15.0,0.0,0.0
846d617ffffffff,8.0,0.0,0.0
846d61bffffffff,11.0,0.0,0.0
846d639ffffffff,19.0,0.0,0.0
846d641ffffffff,59.0,0.0,0.0
846d643ffffffff,14.0,0.0,0.0
846d645ffffffff,294.0,0.0,0.0
846d647ffffffff,2.0,0.0,0.0
846d649ffffffff,3.0,0.0,0.0
846d64bffffffff,58.0,0.0,0.0
846d64dffffffff,30.0,0.0,0.0
846d651ffffffff,423.0,0.0,0.0
846d653ffffffff,254.0,0.0,0.0
846d655ffffffff,82.0,0.0,0.0
846d657ffffffff,14.0,0.0,0.0
846d659ffffffff,5.0,0.0,0.0
846d65bffffffff,3.0,0.0,0.0
846d65dffffffff,34.0,0.0,0.0
846d661ffffffff,3.0,0.0,0.0
846d663ffffffff,19.0,0.0,0.0
846d665ffffffff,29.0,0.0,0.0
846d667ffffffff,9.0,0.0,0.0
846d669ffffffff,4.0,0.0,0.0
846d66bffffffff,72.0,0.0,0.0
846d66dffffffff,284.0,0.0,0.0
846d681ffffffff,130.0,0.0,0.0
846d683ffffffff,81.0,0.0,0.0
846d685ffffffff,36.0,0.0,0.0
846d687ffffffff,17.0,0.0,0.0
846d689ffffffff,133.0,0.0,0.0
846d68bffffffff,1779.0,0.0,0.0
846d68dffffffff,50.0,0.0,0.0
846d691ffffffff,815.0,0.0,0.0
846d693ffffffff,1398.0,0.0,0.0
846d695ffffffff,410.0,0.0,0.0
846d697ffffffff,1912.0,0.0,0.0
846d699ffffffff,354.0,0.0,0.0
846d69bffffffff,1255.0,0.0,0.0
846d69dffffffff,1424.0,0.0,0.0
846d6abffffffff,39.0,0.0,0.0
846d6b1ffffffff,27.0,0.0,0.0
846d6b9ffffffff,45.0,0.0,0.0
846d6bbffffffff,947.0,0.0,0.0
846d6bdffffffff,19.0,0.0,0.0
846d6c3ffffffff,14.0,0.0,0.0
846d6c7ffffffff,4.0,0.0,0.0
846d6c9ffffffff,10.0,0.0,0.0
846d6d1ffffffff,20.0,0.0,0.0
846d6d3ffffffff,198.0,0.0,0.0
846d6d5ffffffff,239.0,0.0,0.0
846d6d7ffffffff,32.0,0.0,0.0
846d6dbffffffff,10.0,0.0,0.0
846d6ddffffffff,4.0,0.0,0.0
846d6e9ffffffff,16.0,0.0,0.0
846d6ebffffffff,15.0,0.0,0.0
846d6edffffffff,3.0,0.0,0.0
846d741ffffffff,10.0,0.0,0.0
846d743ffffffff,72.0,0.0,0.0
846d745ffffffff,106.0,0.0,0.0
846d747ffffffff,38.0,0.0,0.0
846d749ffffffff,35.0,0.0,0.0
846d74bffffffff,22.0,0.0,0.0
846d751ffffffff,13.0,0.0,0.0
846d759ffffffff,2.0,0.0,0.0
846d75bffffffff,36.0,0.0,0.0
846d769ffffffff,32.0,0.0,0.0
846d76dffffffff,26.0,0.0,0.0
848008bffffffff,1.0,0.0,0.0
84800c5ffffffff,3.0,0.0,0.0
8480239ffffffff,1.0,0.0,0.0
8480293ffffffff,1.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0
848040bffffffff,3.0,0.0,0.0
8480445ffffffff,18.0,0.0,0.0
8480449ffffffff,2.0,0.0,0.0
848044dffffffff,2.0,0.0,0.0
8480463ffffffff,2.0,0.0,0.0
8480465ffffffff,7.0,0.0,0.0
8480469ffffffff,82.0,0.0,0.0
8480485ffffffff,6.0,0.0,0.0
848054bffffffff,7.0,0.0,0.0
8480559ffffffff,9.0,0.0,0.0
8480643ffffffff,3.0,0.0,0.0
8480655ffffffff,6.0,0.0,0.0
8480657ffffffff,2.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0
848068bffffffff,1.0,0.0,0.0
84806a3ffffffff,4.0,0.0,0.0
84806abffffffff,11.0,0.0,0.0
84806b7ffffffff,20.0,1.0,0.0
8480713ffffffff,5.0,0.0,0.0
8480737ffffffff,3.0,0.0,0.0
8480747ffffffff,2.0,0.0,0.0
8481005ffffffff,2.0,0.0,0.0
8481029ffffffff,11.0,0.0,0.0
848102dffffffff,4.0,0.0,0.0
8481049ffffffff,4.0,0.0,0.0
8481099ffffffff,10.0,0.0,0.0
8481125ffffffff,15.0,2.0,0.0
8481143ffffffff,6.0,1.0,0.0
848114bffffffff,4.0,1.0,0.0
8481161ffffffff,1.0,0.0,0.0
8481163ffffffff,2.0,0.0,0.0
8481211ffffffff,11.0,0.0,0.0
8481245ffffffff,16.0,0.0,0.0
8481249ffffffff,2.0,0.0,0.0
848124bffffffff,17.0,0.0,0.0
848124dffffffff,15.0,0.0,0.0
8481299ffffffff,2.0,0.0,0.0
84812c9ffffffff,3.0,0.0,0.0
84812d1ffffffff,6.0,0.0,0.0
84812d7ffffffff,11.0,3.0,0.0
8481303ffffffff,8.0,0.0,0.0
8481307ffffffff,4.0,0.0,0.0
8481321ffffffff,5.0,0.0,0.0
8481323ffffffff,7.0,1.0,0.0
8481327ffffffff,14.0,2.0,0.0
848132dffffffff,3.0,0.0,0.0
8481339ffffffff,108.0,0.0,0.0
8481343ffffffff,6.0,0.0,0.0
8481363ffffffff,47.0,3.0,0.0
8481367ffffffff,1.0,1.0,0.0
8481401ffffffff,4.0,0.0,0.0
8481403ffffffff,7.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0
8481423ffffffff,6.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,9.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0
8481445ffffffff,3.0,0.0,0.0
848145dffffffff,17.0,0.0,0.0
848146bffffffff,11.0,0.0,0.0
8481485ffffffff,2.0,0.0,0.0
84814a1ffffffff,8.0,0.0,0.0
84814a9ffffffff,15.0,0.0,0.0
84814adffffffff,52.0,0.0,0.0
84814d5ffffffff,42.0,0.0,0.0
84814d9ffffffff,3.0,0.0,0.0
84814e3ffffffff,15.0,0.0,0.0
84814e5ffffffff,7.0,0.0,0.0
84814e7ffffffff,65.0,0.0,0.0
84814ebffffffff,2.0,0.0,0.0
848151bffffffff,1.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
8481583ffffffff,1.0,0.0,0.0
848159dffffffff,4.0,0.0,0.0
84815a1ffffffff,1.0,0.0,0.0
84815a7ffffffff,1.0,0.0,0.0
84815abffffffff,5.0,0.0,0.0
84815c7ffffffff,2.0,0.0,0.0
84815c9ffffffff,3.0,3.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815d9ffffffff,18.0,0.0,0.0
84815dbffffffff,4.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
848162bffffffff,23.0,0.0,0.0
8481635ffffffff,8.0,0.0,0.0
8481637ffffffff,6.0,0.0,0.0
848166dffffffff,2.0,0.0,0.0
8481709ffffffff,1.0,0.0,0.0
8481711ffffffff,29.0,0.0,0.0
8481713ffffffff,38.0,0.0,0.0
8481715ffffffff,2.0,0.0,0.0
8481719ffffffff,1.0,0.0,0.0
8481729ffffffff,2.0,0.0,0.0
848173dffffffff,3.0,0.0,0.0
8481801ffffffff,14.0,0.0,0.0
8481809ffffffff,2.0,0.0,0.0
848180bffffffff,11.0,2.0,0.0
8481819ffffffff,2.0,0.0,0.0
8481837ffffffff,4.0,0.0,0.0
8481839ffffffff,18.0,0.0,0.0
8481851ffffffff,5.0,0.0,0.0
8481857ffffffff,26.0,2.0,0.0
848185bffffffff,5.0,0.0,0.0
848185dffffffff,19.0,0.0,0.0
84818e1ffffffff,2.0,0.0,0.0
84819d9ffffffff,22.0,0.0,0.0
8481a1bffffffff,4.0,0.0,0.0
8481a33ffffffff,4.0,2.0,0.0
8481ad1ffffffff,4.0,0.0,0.0
8481ad5ffffffff,3.0,0.0,0.0
848a003ffffffff,14.0,2.0,0.0
848a01dffffffff,6.0,1.0,0.0
848a049ffffffff,2.0,0.0,0.0
848a051ffffffff,3.0,0.0,0.0
848a059ffffffff,4.0,0.0,0.0
848a05bffffffff,5.0,0.0,0.0
848a05dffffffff,3.0,0.0,0.0
848a069ffffffff,16.0,3.0,0.0
848a155ffffffff,11.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0
848a1a7ffffffff,2.0,0.0,0.0
848a217ffffffff,4.0,0.0,0.0
848a233ffffffff,3.0,0.0,0.0
848a23bffffffff,3.0,0.0,0.0
848a249ffffffff,1.0,0.0,0.0
848a25bffffffff,3.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a2edffffffff,2.0,0.0,0.0
848a317ffffffff,3.0,0.0,0.0
848a337ffffffff,7.0,5.0,0.0
848a33bffffffff,1.0,0.0,0.0
848a35dffffffff,1.0,0.0,0.0
848a419ffffffff,3.0,0.0,0.0
848a41dffffffff,4.0,0.0,0.0
848a451ffffffff,39.0,0.0,0.0
848a453ffffffff,1.0,0.0,0.0
848a459ffffffff,80.0,0.0,0.0
848a45bffffffff,78.0,2.0,0.0
848a45dffffffff,101.0,0.0,0.0
848a4b9ffffffff,2.0,0.0,0.0
848a4e5ffffffff,3.0,0.0,0.0
848a5a1ffffffff,1.0,1.0,0.0
848a637ffffffff,4.0,0.0,0.0
848a68bffffffff,16.0,0.0,0.0
848a699ffffffff,128.0,0.0,0.0
848a69dffffffff,5.0,0.0,0.0
848a6d1ffffffff,3.0,0.0,0.0
848a6d3ffffffff,90.0,0.0,0.0
848a6d7ffffffff,90.0,7.0,0.0
848a6d9ffffffff,54.0,0.0,0.0
848a6dbffffffff,66.0,4.0,0.0
848a703ffffffff,4.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a73dffffffff,3.0,0.0,0.0
848a809ffffffff,18.0,0.0,0.0
848a81bffffffff,4.0,0.0,0.0
848a827ffffffff,5.0,0.0,0.0
848a859ffffffff,2.0,0.0,0.0
848a85bffffffff,9.0,0.0,0.0
848a85dffffffff,3.0,0.0,0.0
848a8cdffffffff,5.0,0.0,0.0
848a8e1ffffffff,1.0,0.0,0.0
848a901ffffffff,2.0,0.0,0.0
848a927ffffffff,5.0,0.0,0.0
848a963ffffffff,4.0,0.0,0.0
848a9c1ffffffff,11.0,0.0,0.0
848a9cdffffffff,2.0,0.0,0.0
848a9e1ffffffff,1.0,0.0,0.0
848aa51ffffffff,2.0,0.0,0.0
848aa93ffffffff,3.0,0.0,0.0
848aa9dffffffff,5.0,0.0,0.0
848aaa5ffffffff,24.0,0.0,0.0
848aaadffffffff,37.0,0.0,0.0
848aab5ffffffff,5.0,0.0,0.0
848aab9ffffffff,4.0,0.0,0.0
848aabdffffffff,6.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aaddffffffff,8.0,0.0,0.0
848ab65ffffffff,2.0,0.0,0.0
848ad13ffffffff,36.0,3.0,0.0
848ad15ffffffff,2.0,0.0,0.0
848ad89ffffffff,10.0,2.0,0.0
848ad8dffffffff,2.0,0.0,0.0
848ada3ffffffff,4.0,0.0,0.0
848ada9ffffffff,13.0,0.0,0.0
848adb7ffffffff,4.0,0.0,0.0
848adb9ffffffff,4.0,0.0,0.0
848adbbffffffff,4.0,0.0,0.0
848adbdffffffff,2.0,0.0,0.0
848adc5ffffffff,21.0,2.0,0.0
848adcdffffffff,6.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0
848ae5bffffffff,9.0,0.0,0.0
848af03ffffffff,3.0,0.0,0.0
848af09ffffffff,20.0,4.0,0.0
848af0bffffffff,9.0,4.0,0.0
848af0dffffffff,2.0,0.0,0.0
848af29ffffffff,66.0,3.0,0.0
848af2bffffffff,5.0,0.0,0.0
848af2dffffffff,5.0,0.0,0.0
848af37ffffffff,1.0,0.0,0.0
848af41ffffffff,3.0,2.0,0.0
848af43ffffffff,3.0,0.0,0.0
848af45ffffffff,24.0,3.0,0.0
848af47ffffffff,11.0,0.0,0.0
848af4dffffffff,2.0,0.0,0.0
848af61ffffffff,89.0,7.0,0.0
848af63ffffffff,116.0,3.0,0.0
848af67ffffffff,67.0,0.0,0.0
848af69ffffffff,40.0,0.0,0.0
848af6bffffffff,49.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b043ffffffff,1.0,0.0,0.0
848b045ffffffff,13.0,0.0,0.0
848b05dffffffff,4.0,0.0,0.0
848b06dffffffff,4.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b0b5ffffffff,3.0,0.0,0.0
848b0bdffffffff,4.0,0.0,0.0
848b0c1ffffffff,6.0,0.0,0.0
848b0c9ffffffff,20.0,0.0,0.0
848b0cdffffffff,1.0,0.0,0.0
848b0d1ffffffff,24.0,0.0,0.0
848b0d3ffffffff,5.0,0.0,0.0
848b0dbffffffff,3.0,0.0,0.0
848b0e5ffffffff,2.0,0.0,0.0
848b105ffffffff,3.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b129ffffffff,2.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b1e1ffffffff,3.0,0.0,0.0
848b205ffffffff,19.0,0.0,0.0
848b20dffffffff,12.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0
848b221ffffffff,31.0,0.0,0.0
848b223ffffffff,66.0,0.0,0.0
848b227ffffffff,1.0,0.0,0.0
848b229ffffffff,48.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0
848b22dffffffff,50.0,0.0,0.0
848b239ffffffff,2.0,0.0,0.0
848b23bffffffff,6.0,0.0,0.0
848b23dffffffff,5.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2a5ffffffff,15.0,0.0,0.0
