cell_id,Eudyptes chrysocome,Eudyptes chrysocome chrysocome,Eudyptes chrysocome filholi
84ca815ffffffff,1.0,0.0,0.0
84cf329ffffffff,3.0,0.0,0.0
84cf32dffffffff,1.0,0.0,0.0
84cf943ffffffff,28.0,0.0,0.0
84cfa0dffffffff,3.0,0.0,0.0
84cfa2bffffffff,1.0,0.0,0.0
84cfa45ffffffff,30.0,0.0,0.0
84cfa47ffffffff,2.0,0.0,0.0
84cfb13ffffffff,1.0,0.0,0.0
84cfb37ffffffff,1.0,0.0,0.0
84d6a95ffffffff,3.0,0.0,2.0
84da00dffffffff,12.0,0.0,0.0
84da063ffffffff,1.0,0.0,0.0
84da189ffffffff,16.0,0.0,0.0
84da18dffffffff,1.0,0.0,0.0
84da733ffffffff,54.0,0.0,29.0
84db857ffffffff,22.0,0.0,0.0
84de0a3ffffffff,2.0,0.0,0.0
84de0a5ffffffff,1.0,0.0,0.0
84de0a7ffffffff,1.0,0.0,0.0
84de195ffffffff,2.0,2.0,0.0
84de19bffffffff,1.0,0.0,0.0
84de2edffffffff,4.0,0.0,0.0
84de625ffffffff,1.0,0.0,0.0
84de629ffffffff,41.0,5.0,0.0
84de62dffffffff,109.0,20.0,0.0
84de639ffffffff,2.0,0.0,0.0
84de661ffffffff,14.0,0.0,0.0
84de665ffffffff,49.0,0.0,0.0
84de667ffffffff,4.0,0.0,0.0
84de701ffffffff,1.0,0.0,0.0
84de703ffffffff,5.0,0.0,0.0
84de705ffffffff,6.0,0.0,0.0
84de707ffffffff,49.0,2.0,0.0
84de709ffffffff,20.0,0.0,0.0
84de70bffffffff,2.0,0.0,0.0
84de70dffffffff,4.0,0.0,0.0
84de719ffffffff,18.0,0.0,0.0
84de71dffffffff,1.0,0.0,0.0
84de743ffffffff,53.0,0.0,0.0
84de753ffffffff,121.0,7.0,0.0
84de75bffffffff,1.0,0.0,0.0
84de76bffffffff,4.0,0.0,0.0
84df09dffffffff,1.0,0.0,0.0
84df0b9ffffffff,2.0,0.0,0.0
84df0d3ffffffff,3.0,0.0,0.0
84df2b3ffffffff,1.0,0.0,0.0
84df2bbffffffff,1.0,0.0,0.0
84df409ffffffff,5.0,0.0,0.0
84df419ffffffff,1.0,0.0,0.0
84df41bffffffff,1.0,0.0,0.0
84df421ffffffff,5.0,0.0,0.0
84df423ffffffff,1.0,0.0,0.0
84df42bffffffff,4.0,0.0,0.0
84df43dffffffff,2.0,0.0,0.0
84df441ffffffff,2.0,0.0,0.0
84df445ffffffff,1.0,0.0,0.0
84df447ffffffff,2.0,0.0,0.0
84df44dffffffff,5.0,0.0,0.0
84df451ffffffff,1.0,0.0,0.0
84df459ffffffff,2.0,0.0,0.0
84df46dffffffff,4.0,0.0,0.0
84df4d9ffffffff,2.0,0.0,0.0
84df59dffffffff,2.0,0.0,0.0
84df5b3ffffffff,10.0,0.0,0.0
84df5d7ffffffff,2.0,0.0,0.0
84df5ddffffffff,1.0,0.0,0.0
84df621ffffffff,2.0,0.0,0.0
84df69dffffffff,8.0,0.0,0.0
84df6a7ffffffff,1.0,0.0,0.0
84df6ddffffffff,1.0,0.0,0.0
84df705ffffffff,2.0,0.0,0.0
84df711ffffffff,5.0,0.0,0.0
84df733ffffffff,1.0,0.0,0.0
84df73bffffffff,6.0,0.0,0.0
84df76dffffffff,1.0,0.0,0.0
84e0931ffffffff,2.0,0.0,1.0
84e0933ffffffff,1.0,0.0,1.0
84e0939ffffffff,1.0,0.0,0.0
84e093dffffffff,3.0,0.0,0.0
