cell_id,Phrygilus gayi,Phrygilus gayi minor,Phrygilus gayi gayi/caniceps
83b200fffffffff,24.0,0.0,0.0
83b201fffffffff,36.0,0.0,0.0
83b203fffffffff,34.0,0.0,0.0
83b204fffffffff,12.0,0.0,0.0
83b205fffffffff,17.0,0.0,0.0
83b208fffffffff,33.0,0.0,0.0
83b209fffffffff,38.0,0.0,0.0
83b20afffffffff,188.0,0.0,0.0
83b20bfffffffff,25.0,0.0,0.0
83b20cfffffffff,9.0,0.0,0.0
83b20dfffffffff,4.0,0.0,0.0
83b20efffffffff,8.0,0.0,0.0
83b219fffffffff,480.0,0.0,0.0
83b21bfffffffff,18.0,2.0,0.0
83b21dfffffffff,36.0,0.0,0.0
83b222fffffffff,3.0,0.0,0.0
83b226fffffffff,1.0,0.0,0.0
83b228fffffffff,7.0,0.0,0.0
83b229fffffffff,5.0,0.0,0.0
83b22afffffffff,3.0,0.0,0.0
83b22bfffffffff,25.0,0.0,0.0
83b22dfffffffff,5.0,0.0,0.0
83b250fffffffff,2.0,0.0,0.0
83b252fffffffff,23.0,0.0,0.0
83b256fffffffff,12.0,0.0,0.0
83b258fffffffff,1.0,0.0,0.0
83b272fffffffff,10.0,0.0,0.0
83b274fffffffff,3.0,0.0,0.0
83b2c0fffffffff,143.0,38.0,0.0
83b2c1fffffffff,173.0,0.0,0.0
83b2c2fffffffff,90.0,13.0,0.0
83b2c3fffffffff,84.0,15.0,0.0
83b2c4fffffffff,460.0,217.0,0.0
83b2c5fffffffff,475.0,0.0,234.0
83b2c8fffffffff,73.0,0.0,0.0
83b2cafffffffff,313.0,0.0,0.0
83b2cbfffffffff,2.0,0.0,0.0
83b2ccfffffffff,8.0,0.0,0.0
83b2cdfffffffff,15.0,0.0,0.0
83b2cefffffffff,122.0,0.0,0.0
83b2d9fffffffff,20.0,0.0,0.0
83b2dcfffffffff,28.0,10.0,0.0
83b2ddfffffffff,6.0,0.0,0.0
83b2e0fffffffff,24.0,0.0,0.0
83b2e1fffffffff,100.0,0.0,0.0
83b2e2fffffffff,322.0,23.0,0.0
83b2e3fffffffff,194.0,0.0,0.0
83b2e4fffffffff,250.0,0.0,0.0
83b2e5fffffffff,5.0,0.0,0.0
83b2e6fffffffff,115.0,10.0,0.0
83b2e8fffffffff,13.0,0.0,0.0
83b2eafffffffff,62.0,0.0,0.0
83b2ebfffffffff,11.0,0.0,0.0
83b2ecfffffffff,1.0,0.0,0.0
83b2edfffffffff,35.0,0.0,0.0
83b2eefffffffff,376.0,0.0,0.0
83b351fffffffff,99.0,0.0,0.0
83b353fffffffff,25.0,0.0,0.0
83b35afffffffff,268.0,0.0,0.0
83b35efffffffff,295.0,0.0,0.0
83b373fffffffff,3.0,0.0,0.0
83c301fffffffff,4.0,0.0,0.0
83c320fffffffff,125.0,0.0,0.0
83c321fffffffff,24.0,0.0,0.0
83c324fffffffff,60.0,0.0,0.0
83c325fffffffff,21.0,0.0,0.0
83c326fffffffff,2.0,0.0,0.0
83c328fffffffff,6.0,0.0,0.0
83c329fffffffff,6.0,0.0,0.0
83c32afffffffff,13.0,0.0,0.0
83c32dfffffffff,23.0,0.0,0.0
83c32efffffffff,3.0,0.0,0.0
83c360fffffffff,12.0,0.0,0.0
83c364fffffffff,11.0,0.0,0.0
83c365fffffffff,4.0,0.0,0.0
83c36dfffffffff,6.0,0.0,0.0
83c371fffffffff,4.0,0.0,0.0
83c375fffffffff,8.0,0.0,0.0
83ce80fffffffff,317.0,0.0,2.0
83ce81fffffffff,3.0,0.0,0.0
83ce82fffffffff,10.0,0.0,0.0
83ce83fffffffff,77.0,0.0,0.0
83ce84fffffffff,25.0,0.0,0.0
83ce85fffffffff,22.0,0.0,0.0
83ce86fffffffff,11.0,0.0,0.0
83ce91fffffffff,20.0,0.0,0.0
83ce93fffffffff,66.0,0.0,0.0
83ce95fffffffff,31.0,0.0,0.0
83ce98fffffffff,96.0,0.0,0.0
83ce99fffffffff,29.0,0.0,0.0
83ce9afffffffff,1.0,0.0,0.0
83ce9bfffffffff,86.0,0.0,0.0
83ce9cfffffffff,108.0,0.0,0.0
83ce9dfffffffff,60.0,0.0,0.0
83ce9efffffffff,36.0,0.0,0.0
83cea0fffffffff,12.0,0.0,0.0
83cea2fffffffff,41.0,0.0,0.0
83cea3fffffffff,51.0,0.0,0.0
83cea6fffffffff,5.0,0.0,0.0
83ceb0fffffffff,1.0,0.0,0.0
83ceb3fffffffff,3.0,0.0,0.0
83ceb4fffffffff,3.0,0.0,0.0
83cf12fffffffff,576.0,0.0,21.0
83cf13fffffffff,18.0,0.0,0.0
83cf16fffffffff,12.0,0.0,0.0
83cf81fffffffff,14.0,0.0,0.0
83cf82fffffffff,8.0,0.0,0.0
83cf83fffffffff,6.0,0.0,0.0
83cf85fffffffff,34.0,0.0,3.0
83cf88fffffffff,48.0,0.0,0.0
83cf8afffffffff,6.0,0.0,0.0
83cf8bfffffffff,5.0,0.0,0.0
83cf8cfffffffff,404.0,0.0,0.0
83cf8dfffffffff,6.0,0.0,0.0
83cf8efffffffff,305.0,0.0,7.0
83cf91fffffffff,13.0,0.0,0.0
83cf94fffffffff,76.0,0.0,0.0
83cf95fffffffff,9.0,0.0,0.0
83cf98fffffffff,25.0,0.0,0.0
83cf9dfffffffff,2.0,0.0,0.0
83cf9efffffffff,42.0,0.0,0.0
83cfa0fffffffff,218.0,0.0,0.0
83cfa1fffffffff,21.0,0.0,3.0
