cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
836620fffffffff,3.0,0.0,0.0,0.0
8366a0fffffffff,4.0,0.0,0.0,0.0
8366a5fffffffff,3.0,0.0,0.0,0.0
8366b4fffffffff,171.0,0.0,0.0,161.0
8366b5fffffffff,9.0,0.0,0.0,7.0
8366c4fffffffff,5.0,0.0,0.0,0.0
8366d0fffffffff,2.0,0.0,0.0,0.0
8366d3fffffffff,16.0,0.0,0.0,13.0
8366defffffffff,5.0,0.0,0.0,0.0
8366e0fffffffff,2.0,0.0,0.0,0.0
8366e6fffffffff,1.0,0.0,0.0,0.0
8366f0fffffffff,2.0,0.0,0.0,0.0
8366f1fffffffff,6.0,0.0,0.0,0.0
8366f3fffffffff,3.0,0.0,0.0,3.0
8366f5fffffffff,2.0,0.0,0.0,2.0
836741fffffffff,5.0,0.0,0.0,1.0
83674efffffffff,2.0,0.0,0.0,1.0
83675afffffffff,1.0,0.0,0.0,1.0
83675cfffffffff,2.0,0.0,0.0,0.0
836d23fffffffff,7.0,1.0,0.0,0.0
836d28fffffffff,9.0,0.0,0.0,0.0
836d29fffffffff,11.0,0.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0,0.0
836d2bfffffffff,2.0,0.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0,0.0
836d2dfffffffff,2.0,0.0,0.0,0.0
836d30fffffffff,1.0,0.0,0.0,0.0
836d32fffffffff,6.0,0.0,0.0,0.0
836d33fffffffff,1.0,1.0,0.0,0.0
836d65fffffffff,2.0,2.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0,4.0
836d69fffffffff,42.0,0.0,0.0,21.0
836d74fffffffff,1.0,0.0,0.0,0.0
838b25fffffffff,2.0,0.0,0.0,2.0
838b2cfffffffff,2.0,0.0,0.0,0.0
838b61fffffffff,2.0,0.0,0.0,2.0
838b69fffffffff,9.0,0.0,0.0,0.0
838e61fffffffff,4.0,0.0,0.0,4.0
838e62fffffffff,33.0,0.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0,2.0
838e66fffffffff,3.0,0.0,0.0,0.0
838f0dfffffffff,6.0,0.0,0.0,1.0
838f29fffffffff,9.0,0.0,0.0,0.0
838f2bfffffffff,4.0,0.0,0.0,0.0
838f46fffffffff,2.0,0.0,0.0,2.0
838f4afffffffff,4.0,0.0,0.0,4.0
838f55fffffffff,2.0,0.0,0.0,1.0
838f59fffffffff,10.0,0.0,0.0,10.0
838f5bfffffffff,1.0,0.0,0.0,0.0
838f72fffffffff,1.0,0.0,0.0,0.0
838f73fffffffff,20.0,0.0,0.0,20.0
83b274fffffffff,3.0,0.0,0.0,2.0
83b320fffffffff,1.0,0.0,0.0,0.0
83b342fffffffff,5.0,0.0,0.0,0.0
83b35efffffffff,3.0,0.0,0.0,0.0
