cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
831286fffffffff,2.0,0.0,0.0,0.0
83129bfffffffff,3.0,1.0,0.0,0.0
83129dfffffffff,2.0,2.0,0.0,0.0
8312b0fffffffff,3.0,0.0,0.0,0.0
8312c3fffffffff,2.0,0.0,0.0,0.0
8312ccfffffffff,6.0,0.0,0.0,0.0
8312d3fffffffff,16.0,0.0,0.0,0.0
8312d8fffffffff,1.0,0.0,0.0,0.0
8312d9fffffffff,2.0,0.0,0.0,0.0
8312e2fffffffff,1.0,0.0,0.0,0.0
831383fffffffff,2.0,0.0,0.0,0.0
83260afffffffff,1.0,0.0,0.0,0.0
832619fffffffff,2.0,0.0,0.0,0.0
83262cfffffffff,3.0,0.0,0.0,0.0
832680fffffffff,7.0,0.0,0.0,0.0
832681fffffffff,117.0,1.0,0.0,0.0
832683fffffffff,3.0,0.0,0.0,0.0
832688fffffffff,26.0,0.0,0.0,0.0
83268bfffffffff,6.0,0.0,0.0,0.0
83268cfffffffff,75.0,0.0,0.0,0.0
83268efffffffff,8.0,0.0,0.0,0.0
832690fffffffff,44.0,1.0,0.0,0.0
832694fffffffff,10.0,0.0,0.0,0.0
832696fffffffff,69.0,0.0,0.0,0.0
832698fffffffff,14.0,0.0,0.0,0.0
832699fffffffff,18.0,0.0,0.0,0.0
83269cfffffffff,6.0,0.0,0.0,0.0
83269dfffffffff,33.0,0.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0
8326b4fffffffff,3.0,0.0,0.0,0.0
83271cfffffffff,3.0,0.0,0.0,0.0
832756fffffffff,2.0,0.0,0.0,0.0
83275afffffffff,11.0,0.0,0.0,0.0
8327b1fffffffff,2.0,0.0,0.0,0.0
832802fffffffff,6.0,0.0,0.0,0.0
832806fffffffff,9.0,0.0,0.0,0.0
832810fffffffff,6.0,0.0,0.0,0.0
832813fffffffff,3.0,0.0,0.0,0.0
832814fffffffff,34.0,0.0,0.0,0.0
832815fffffffff,21.0,0.0,0.0,0.0
832818fffffffff,5.0,0.0,0.0,0.0
832819fffffffff,2.0,0.0,0.0,0.0
83281afffffffff,2.0,0.0,0.0,0.0
83281bfffffffff,34.0,0.0,0.0,0.0
83281cfffffffff,6.0,0.0,0.0,0.0
83281efffffffff,106.0,0.0,0.0,0.0
832830fffffffff,378.0,5.0,0.0,0.0
832831fffffffff,3.0,0.0,0.0,0.0
832832fffffffff,540.0,2.0,0.0,0.0
832833fffffffff,59.0,0.0,0.0,0.0
832834fffffffff,83.0,14.0,0.0,0.0
832835fffffffff,70.0,0.0,0.0,0.0
832836fffffffff,58.0,2.0,0.0,0.0
832884fffffffff,16.0,0.0,0.0,0.0
832888fffffffff,13.0,0.0,0.0,0.0
832889fffffffff,9.0,0.0,0.0,0.0
83288afffffffff,4.0,0.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0
83288efffffffff,3.0,0.0,0.0,0.0
83289dfffffffff,6.0,0.0,0.0,0.0
8328a1fffffffff,4.0,0.0,0.0,0.0
8328a9fffffffff,23.0,0.0,0.0,0.0
8328adfffffffff,12.0,0.0,0.0,0.0
8328aefffffffff,18.0,0.0,0.0,0.0
8328b0fffffffff,2.0,0.0,0.0,0.0
8328b1fffffffff,2.0,0.0,0.0,0.0
8328b6fffffffff,2.0,1.0,0.0,0.0
8328c0fffffffff,6.0,0.0,0.0,0.0
8328c2fffffffff,21.0,15.0,0.0,0.0
8328c6fffffffff,6.0,0.0,0.0,0.0
8328d1fffffffff,126.0,4.0,0.0,0.0
8328d2fffffffff,5.0,0.0,0.0,0.0
8328d3fffffffff,24.0,0.0,0.0,0.0
8328d4fffffffff,25.0,0.0,0.0,0.0
8328d5fffffffff,16.0,2.0,0.0,0.0
8328d6fffffffff,25.0,0.0,0.0,0.0
8328dcfffffffff,3.0,1.0,0.0,0.0
8328ddfffffffff,5.0,5.0,0.0,0.0
8328defffffffff,33.0,1.0,0.0,0.0
8328f0fffffffff,32.0,0.0,0.0,0.0
8328f1fffffffff,4.0,0.0,0.0,0.0
8328f2fffffffff,12.0,0.0,0.0,0.0
8328f3fffffffff,6.0,2.0,0.0,0.0
8328f4fffffffff,10.0,0.0,0.0,0.0
8328f6fffffffff,1.0,0.0,0.0,0.0
832912fffffffff,10.0,0.0,0.0,0.0
832916fffffffff,2.0,0.0,0.0,0.0
83291afffffffff,14.0,5.0,0.0,0.0
832981fffffffff,7.0,0.0,0.0,0.0
832984fffffffff,19.0,0.0,0.0,0.0
832985fffffffff,9.0,0.0,0.0,0.0
832986fffffffff,1.0,0.0,0.0,0.0
832989fffffffff,8.0,0.0,0.0,0.0
83298cfffffffff,136.0,0.0,0.0,0.0
83298dfffffffff,6.0,0.0,0.0,0.0
832990fffffffff,26.0,0.0,0.0,0.0
832991fffffffff,2.0,0.0,0.0,0.0
832992fffffffff,4.0,0.0,0.0,0.0
832995fffffffff,19.0,0.0,0.0,0.0
8329a0fffffffff,101.0,3.0,0.0,0.0
8329a1fffffffff,50.0,3.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0
8329a4fffffffff,17.0,1.0,0.0,0.0
8329a5fffffffff,54.0,2.0,0.0,0.0
8329a6fffffffff,12.0,0.0,0.0,0.0
8329a8fffffffff,1.0,0.0,0.0,0.0
8329a9fffffffff,19.0,0.0,0.0,0.0
8329aafffffffff,27.0,0.0,0.0,0.0
8329abfffffffff,1.0,1.0,0.0,0.0
8329acfffffffff,24.0,0.0,0.0,0.0
8329adfffffffff,5.0,0.0,0.0,0.0
8329aefffffffff,5.0,0.0,0.0,0.0
8329b0fffffffff,7.0,0.0,0.0,0.0
8329b1fffffffff,1.0,0.0,0.0,0.0
8329b2fffffffff,4.0,0.0,0.0,0.0
8329b5fffffffff,1.0,0.0,0.0,0.0
8329b6fffffffff,8.0,0.0,0.0,0.0
832a14fffffffff,2.0,0.0,0.0,0.0
832aadfffffffff,3.0,0.0,0.0,0.0
832ab4fffffffff,5.0,0.0,0.0,0.0
832af0fffffffff,43.0,0.0,0.0,0.0
832b94fffffffff,1.0,0.0,0.0,0.0
832b9efffffffff,8.0,0.0,0.0,0.0
832ba5fffffffff,2.0,0.0,0.0,0.0
83446cfffffffff,3.0,0.0,0.0,0.0
8344ddfffffffff,1.0,0.0,0.0,0.0
834524fffffffff,6.0,0.0,0.0,0.0
834525fffffffff,2.0,0.0,0.0,0.0
834526fffffffff,6.0,0.0,0.0,0.0
83456dfffffffff,1.0,0.0,0.0,0.0
834814fffffffff,4.0,0.0,0.0,0.0
834833fffffffff,6.0,4.0,0.0,0.0
83485dfffffffff,3.0,0.0,0.0,0.0
8348a2fffffffff,1.0,1.0,0.0,0.0
8348abfffffffff,5.0,5.0,0.0,0.0
8348c3fffffffff,14.0,0.0,0.0,0.0
8348c5fffffffff,177.0,5.0,0.0,0.0
8348c6fffffffff,12.0,0.0,0.0,0.0
8348c9fffffffff,3.0,1.0,0.0,0.0
8348cdfffffffff,28.0,0.0,0.0,0.0
8348d3fffffffff,1.0,1.0,0.0,0.0
8348d4fffffffff,5.0,0.0,0.0,0.0
8348d8fffffffff,24.0,0.0,0.0,0.0
8348dcfffffffff,6.0,0.0,0.0,0.0
8348e8fffffffff,78.0,13.0,0.0,0.0
8348eafffffffff,13.0,1.0,0.0,0.0
8348ebfffffffff,18.0,0.0,0.0,0.0
8348ecfffffffff,11.0,0.0,0.0,0.0
8348eefffffffff,58.0,0.0,0.0,0.0
8348f2fffffffff,138.0,7.0,0.0,0.0
8348f6fffffffff,2.0,0.0,0.0,0.0
834982fffffffff,11.0,0.0,0.0,0.0
834986fffffffff,4.0,0.0,0.0,0.0
834991fffffffff,5.0,5.0,0.0,0.0
834994fffffffff,4.0,0.0,0.0,0.0
834995fffffffff,31.0,1.0,0.0,0.0
834996fffffffff,12.0,5.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0,0.0
8349a8fffffffff,1.0,1.0,0.0,0.0
8349b3fffffffff,1.0,1.0,0.0,0.0
83660bfffffffff,3.0,0.0,0.0,0.0
83660dfffffffff,5.0,0.0,0.0,0.0
836618fffffffff,5.0,0.0,0.0,5.0
83661bfffffffff,2.0,0.0,0.0,0.0
