cell_id,Tachybaptus ruficollis,Tachybaptus ruficollis [ruficollis Group],Tachybaptus ruficollis [tricolor Group]
831f23fffffffff,48.0,3.0,0.0
831f24fffffffff,14.0,0.0,0.0
831f25fffffffff,25.0,0.0,0.0
831f26fffffffff,10.0,6.0,0.0
831f28fffffffff,12.0,0.0,0.0
831f29fffffffff,4.0,0.0,0.0
831f2afffffffff,57.0,2.0,0.0
831f2dfffffffff,2.0,0.0,0.0
831f2efffffffff,24.0,4.0,0.0
831f31fffffffff,60.0,29.0,0.0
831f32fffffffff,8.0,0.0,0.0
831f33fffffffff,80.0,4.0,0.0
831f35fffffffff,7.0,2.0,0.0
831f40fffffffff,6.0,0.0,0.0
831f41fffffffff,1.0,0.0,0.0
831f42fffffffff,10.0,0.0,0.0
831f45fffffffff,3.0,0.0,0.0
831f48fffffffff,1.0,0.0,0.0
831f4afffffffff,2.0,0.0,0.0
831f4efffffffff,43.0,0.0,0.0
831f50fffffffff,4.0,0.0,0.0
831f51fffffffff,32.0,0.0,0.0
831f52fffffffff,45.0,0.0,0.0
831f53fffffffff,22.0,0.0,0.0
831f54fffffffff,2.0,0.0,0.0
831f55fffffffff,2.0,0.0,0.0
831f56fffffffff,21.0,0.0,0.0
831f58fffffffff,2.0,0.0,0.0
831f59fffffffff,4.0,0.0,0.0
831f5cfffffffff,8.0,0.0,0.0
831f5dfffffffff,1.0,0.0,0.0
831f5efffffffff,15.0,0.0,0.0
831f60fffffffff,7.0,0.0,0.0
831f65fffffffff,2.0,0.0,0.0
831f6cfffffffff,5.0,0.0,0.0
831f71fffffffff,27.0,0.0,0.0
831f72fffffffff,69.0,0.0,0.0
831f80fffffffff,58.0,4.0,0.0
831f81fffffffff,81.0,2.0,0.0
831f82fffffffff,205.0,15.0,0.0
831f83fffffffff,824.0,21.0,0.0
831f84fffffffff,10.0,2.0,0.0
831f85fffffffff,104.0,3.0,0.0
831f86fffffffff,4.0,0.0,0.0
831f88fffffffff,110.0,22.0,0.0
831f89fffffffff,122.0,27.0,0.0
831f8afffffffff,17.0,0.0,0.0
831f8bfffffffff,20.0,0.0,0.0
831f8cfffffffff,81.0,3.0,0.0
831f8dfffffffff,640.0,280.0,0.0
831f8efffffffff,608.0,52.0,0.0
831f91fffffffff,224.0,88.0,0.0
831f92fffffffff,3.0,0.0,0.0
831f93fffffffff,9.0,1.0,0.0
831f94fffffffff,4.0,0.0,0.0
831f95fffffffff,8.0,0.0,0.0
831f98fffffffff,162.0,2.0,0.0
831f99fffffffff,51.0,0.0,0.0
831f9afffffffff,107.0,0.0,0.0
831f9bfffffffff,7.0,0.0,0.0
831f9cfffffffff,80.0,24.0,0.0
831f9dfffffffff,105.0,8.0,0.0
831f9efffffffff,8.0,1.0,0.0
831fa0fffffffff,25.0,0.0,0.0
831fa1fffffffff,47.0,0.0,0.0
831fa2fffffffff,10.0,2.0,0.0
831fa3fffffffff,50.0,0.0,0.0
831fa4fffffffff,211.0,7.0,0.0
831fa5fffffffff,153.0,10.0,0.0
831fa6fffffffff,38.0,2.0,0.0
831fa8fffffffff,211.0,0.0,0.0
831fa9fffffffff,214.0,1.0,0.0
831faafffffffff,360.0,6.0,0.0
831fabfffffffff,113.0,0.0,0.0
831facfffffffff,359.0,0.0,0.0
831fadfffffffff,153.0,4.0,0.0
831faefffffffff,376.0,4.0,0.0
831fb0fffffffff,70.0,20.0,0.0
831fb1fffffffff,107.0,4.0,0.0
831fb2fffffffff,84.0,0.0,0.0
831fb3fffffffff,3.0,1.0,0.0
831fb4fffffffff,129.0,9.0,0.0
831fb5fffffffff,43.0,2.0,0.0
831fb6fffffffff,30.0,0.0,0.0
83200afffffffff,3.0,0.0,0.0
83200efffffffff,2.0,0.0,0.0
832010fffffffff,2.0,0.0,0.0
832012fffffffff,1.0,0.0,0.0
832013fffffffff,1.0,0.0,0.0
832016fffffffff,2.0,0.0,0.0
832018fffffffff,13.0,0.0,0.0
83201bfffffffff,2.0,0.0,0.0
83201dfffffffff,3.0,0.0,0.0
83204afffffffff,2.0,0.0,0.0
832059fffffffff,1.0,0.0,0.0
832084fffffffff,2.0,0.0,0.0
832099fffffffff,3.0,0.0,0.0
83209bfffffffff,39.0,0.0,0.0
8320a1fffffffff,6.0,0.0,0.0
8320a2fffffffff,2.0,0.0,0.0
8320a5fffffffff,1.0,0.0,0.0
8320b1fffffffff,7.0,0.0,0.0
8320b3fffffffff,9.0,0.0,0.0
8320ccfffffffff,2.0,0.0,0.0
8320d5fffffffff,1.0,0.0,0.0
8320e2fffffffff,2.0,0.0,0.0
8320e6fffffffff,10.0,0.0,0.0
8320e8fffffffff,2.0,0.0,0.0
8320eefffffffff,1.0,0.0,0.0
8320f2fffffffff,1.0,0.0,0.0
832150fffffffff,4.0,0.0,0.0
832198fffffffff,3.0,0.0,0.0
832404fffffffff,1.0,0.0,0.0
832428fffffffff,3.0,0.0,0.0
832429fffffffff,1.0,0.0,0.0
83244bfffffffff,16.0,12.0,0.0
83244cfffffffff,3.0,0.0,0.0
832451fffffffff,2.0,0.0,0.0
832452fffffffff,1.0,0.0,0.0
832460fffffffff,2.0,0.0,0.0
832466fffffffff,4.0,0.0,0.0
83246cfffffffff,1.0,0.0,0.0
832475fffffffff,11.0,0.0,0.0
832488fffffffff,1.0,1.0,0.0
83248afffffffff,5.0,0.0,0.0
83248bfffffffff,13.0,0.0,0.0
83248efffffffff,2.0,0.0,0.0
8324abfffffffff,1.0,0.0,0.0
8324c0fffffffff,6.0,0.0,0.0
8324c6fffffffff,2.0,0.0,0.0
8324d2fffffffff,6.0,2.0,0.0
8324e5fffffffff,12.0,0.0,0.0
8324e8fffffffff,4.0,0.0,0.0
8324e9fffffffff,2.0,0.0,0.0
8324ebfffffffff,2.0,0.0,0.0
832512fffffffff,1.0,0.0,0.0
83255afffffffff,3.0,0.0,0.0
8325a4fffffffff,1.0,0.0,0.0
8325b0fffffffff,1.0,0.0,0.0
8325b4fffffffff,23.0,0.0,0.0
8325b6fffffffff,2.0,0.0,0.0
832c00fffffffff,126.0,2.0,0.0
832c01fffffffff,35.0,0.0,0.0
832c03fffffffff,24.0,0.0,0.0
832c04fffffffff,14.0,2.0,0.0
832c05fffffffff,107.0,5.0,0.0
832c06fffffffff,59.0,2.0,0.0
832c08fffffffff,4.0,0.0,0.0
832c09fffffffff,7.0,0.0,0.0
832c0afffffffff,13.0,0.0,0.0
832c0bfffffffff,32.0,0.0,0.0
832c0cfffffffff,12.0,0.0,0.0
832c11fffffffff,6.0,0.0,0.0
832c12fffffffff,10.0,0.0,0.0
832c13fffffffff,68.0,0.0,0.0
832c14fffffffff,2.0,0.0,0.0
832c15fffffffff,2.0,0.0,0.0
832c16fffffffff,4.0,0.0,0.0
832c18fffffffff,18.0,0.0,0.0
832c19fffffffff,42.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0
832c1efffffffff,47.0,0.0,0.0
832c20fffffffff,121.0,0.0,0.0
832c21fffffffff,26.0,0.0,0.0
832c22fffffffff,2.0,0.0,0.0
832c23fffffffff,5.0,2.0,0.0
832c24fffffffff,4.0,0.0,0.0
832c26fffffffff,11.0,0.0,0.0
832c28fffffffff,3.0,0.0,0.0
832c2afffffffff,269.0,0.0,0.0
832c2efffffffff,18.0,0.0,0.0
832c30fffffffff,2.0,0.0,0.0
832c31fffffffff,5.0,2.0,0.0
832c32fffffffff,3.0,0.0,0.0
832c33fffffffff,2.0,0.0,0.0
832c36fffffffff,5.0,0.0,0.0
832c56fffffffff,1.0,0.0,0.0
832c72fffffffff,14.0,0.0,0.0
832c82fffffffff,13.0,0.0,0.0
832c83fffffffff,23.0,0.0,0.0
832c8dfffffffff,4.0,0.0,0.0
832c8efffffffff,9.0,0.0,0.0
832c93fffffffff,951.0,77.0,0.0
832c98fffffffff,3.0,0.0,0.0
832c9cfffffffff,44.0,0.0,0.0
832c9dfffffffff,3.0,0.0,0.0
832ca1fffffffff,2.0,0.0,0.0
832ca4fffffffff,10.0,0.0,0.0
832ca8fffffffff,8.0,0.0,0.0
832cacfffffffff,95.0,0.0,0.0
832cadfffffffff,6.0,0.0,0.0
832caefffffffff,2.0,0.0,0.0
832cc0fffffffff,59.0,0.0,0.0
832cc1fffffffff,30.0,0.0,0.0
832cc3fffffffff,7.0,0.0,0.0
832cc6fffffffff,7.0,0.0,0.0
832ccbfffffffff,1.0,0.0,0.0
832cd4fffffffff,1.0,0.0,0.0
832ce4fffffffff,76.0,0.0,0.0
832ce5fffffffff,15.0,0.0,0.0
832ce6fffffffff,4.0,0.0,0.0
832cf0fffffffff,30.0,0.0,0.0
832cf3fffffffff,182.0,0.0,0.0
832cf5fffffffff,31.0,0.0,0.0
832cf6fffffffff,3.0,0.0,0.0
832d01fffffffff,24.0,2.0,0.0
832d02fffffffff,13.0,0.0,0.0
832d03fffffffff,233.0,10.0,0.0
832d04fffffffff,4.0,0.0,0.0
832d05fffffffff,9.0,0.0,0.0
832d06fffffffff,14.0,0.0,0.0
832d0efffffffff,1.0,0.0,0.0
832d10fffffffff,125.0,2.0,0.0
832d11fffffffff,5.0,0.0,0.0
832d12fffffffff,148.0,6.0,0.0
832d13fffffffff,6.0,0.0,0.0
832d14fffffffff,67.0,10.0,0.0
832d15fffffffff,16.0,0.0,0.0
832d16fffffffff,5.0,0.0,0.0
832d18fffffffff,4.0,0.0,0.0
832d19fffffffff,1.0,0.0,0.0
832d1bfffffffff,7.0,0.0,0.0
832d1cfffffffff,14.0,0.0,0.0
832d1dfffffffff,3.0,0.0,0.0
832d1efffffffff,9.0,0.0,0.0
832d22fffffffff,121.0,0.0,0.0
832d28fffffffff,9.0,0.0,0.0
832d29fffffffff,6.0,0.0,0.0
832d2dfffffffff,11.0,0.0,0.0
832d30fffffffff,36.0,2.0,0.0
832d31fffffffff,68.0,2.0,0.0
832d32fffffffff,81.0,4.0,0.0
832d33fffffffff,581.0,36.0,0.0
832d34fffffffff,15.0,0.0,0.0
832d35fffffffff,120.0,2.0,0.0
832d36fffffffff,8.0,2.0,0.0
832d56fffffffff,5.0,0.0,0.0
832d5cfffffffff,5.0,0.0,0.0
832d64fffffffff,28.0,0.0,0.0
832d66fffffffff,2.0,0.0,0.0
832d72fffffffff,9.0,0.0,0.0
832d73fffffffff,6.0,0.0,0.0
832d76fffffffff,5.0,0.0,0.0
832d84fffffffff,4.0,0.0,0.0
832d8cfffffffff,1.0,0.0,0.0
832da1fffffffff,352.0,3.0,0.0
832da2fffffffff,5.0,0.0,0.0
832da3fffffffff,2.0,0.0,0.0
832da4fffffffff,25.0,0.0,0.0
832da5fffffffff,75.0,2.0,0.0
832da6fffffffff,74.0,13.0,0.0
832da8fffffffff,298.0,21.0,0.0
832da9fffffffff,2.0,0.0,0.0
832dabfffffffff,4.0,0.0,0.0
832dacfffffffff,35.0,2.0,0.0
832daefffffffff,108.0,4.0,0.0
832db0fffffffff,3359.0,602.0,0.0
832db1fffffffff,665.0,93.0,0.0
832db2fffffffff,1396.0,212.0,0.0
832db3fffffffff,16.0,0.0,0.0
832db5fffffffff,2.0,0.0,0.0
832db6fffffffff,521.0,55.0,0.0
832e0cfffffffff,9.0,0.0,0.0
832e0dfffffffff,5.0,0.0,0.0
832e13fffffffff,4.0,0.0,0.0
832e19fffffffff,2.0,0.0,0.0
832e1afffffffff,2.0,0.0,0.0
832e1bfffffffff,23.0,2.0,0.0
832e1efffffffff,1.0,0.0,0.0
832e29fffffffff,8.0,0.0,0.0
832e2bfffffffff,2.0,0.0,0.0
832e44fffffffff,67.0,13.0,0.0
832e60fffffffff,61.0,1.0,0.0
832e61fffffffff,307.0,4.0,0.0
832e63fffffffff,36.0,2.0,0.0
832e66fffffffff,4.0,0.0,0.0
832e68fffffffff,282.0,0.0,0.0
832e69fffffffff,17.0,0.0,0.0
832e6bfffffffff,16.0,0.0,0.0
832e6cfffffffff,19.0,2.0,0.0
832e6dfffffffff,106.0,0.0,0.0
832e6efffffffff,1.0,0.0,0.0
832e72fffffffff,2.0,0.0,0.0
832e74fffffffff,43.0,4.0,0.0
832e75fffffffff,44.0,8.0,0.0
832e76fffffffff,9.0,0.0,0.0
832eacfffffffff,13.0,0.0,0.0
832eadfffffffff,20.0,1.0,0.0
832ec1fffffffff,1.0,0.0,0.0
832ec2fffffffff,1.0,0.0,0.0
832ecbfffffffff,7.0,0.0,0.0
832ee6fffffffff,2.0,0.0,0.0
832ef6fffffffff,4.0,0.0,0.0
832f58fffffffff,4.0,0.0,0.0
832f59fffffffff,2.0,2.0,0.0
832f5afffffffff,821.0,104.0,0.0
832f5bfffffffff,164.0,12.0,0.0
832f5dfffffffff,23.0,5.0,0.0
833000fffffffff,2.0,0.0,0.0
833004fffffffff,1.0,0.0,0.0
833006fffffffff,3.0,0.0,0.0
833011fffffffff,15.0,8.0,0.0
833012fffffffff,4.0,0.0,0.0
833016fffffffff,4.0,0.0,0.0
833019fffffffff,69.0,10.0,0.0
83301efffffffff,2.0,2.0,0.0
833022fffffffff,7.0,0.0,0.0
833025fffffffff,61.0,0.0,0.0
83302bfffffffff,11.0,0.0,0.0
83302efffffffff,2.0,0.0,0.0
833030fffffffff,37.0,14.0,0.0
833032fffffffff,29.0,0.0,0.0
833035fffffffff,1.0,0.0,0.0
833080fffffffff,1.0,1.0,0.0
833081fffffffff,37.0,0.0,0.0
833082fffffffff,2.0,0.0,0.0
833083fffffffff,81.0,9.0,0.0
833084fffffffff,32.0,0.0,0.0
83308efffffffff,55.0,28.0,0.0
833091fffffffff,80.0,3.0,0.0
833092fffffffff,28.0,4.0,0.0
833093fffffffff,2.0,2.0,0.0
833096fffffffff,10.0,0.0,0.0
833098fffffffff,391.0,12.0,0.0
833099fffffffff,350.0,82.0,0.0
83309afffffffff,431.0,326.0,0.0
83309bfffffffff,851.0,277.0,0.0
83309cfffffffff,2.0,0.0,0.0
83309dfffffffff,143.0,24.0,0.0
83309efffffffff,35.0,7.0,0.0
8330a1fffffffff,6.0,0.0,0.0
8330a2fffffffff,6.0,0.0,0.0
8330a3fffffffff,7.0,2.0,0.0
8330a5fffffffff,5.0,0.0,0.0
8330acfffffffff,13.0,0.0,0.0
8330b0fffffffff,2.0,0.0,0.0
8330b1fffffffff,2.0,0.0,0.0
8330b5fffffffff,3.0,0.0,0.0
8330c0fffffffff,18.0,0.0,0.0
8330c1fffffffff,52.0,0.0,0.0
8330c2fffffffff,13.0,0.0,0.0
8330c3fffffffff,2.0,0.0,0.0
8330c4fffffffff,56.0,0.0,0.0
8330c5fffffffff,8.0,0.0,0.0
8330c6fffffffff,23.0,0.0,0.0
8330cbfffffffff,1.0,0.0,0.0
8330d0fffffffff,14.0,0.0,0.0
8330d1fffffffff,68.0,0.0,0.0
