cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
834836fffffffff,3.0,0.0,0.0,0.0
83485bfffffffff,2.0,0.0,0.0,0.0
83485dfffffffff,1.0,0.0,0.0,0.0
8348c5fffffffff,5.0,0.0,0.0,0.0
8348d8fffffffff,65.0,0.0,0.0,0.0
8348dafffffffff,1.0,0.0,0.0,0.0
8348dbfffffffff,5.0,0.0,0.0,0.0
834982fffffffff,2.0,0.0,0.0,0.0
834986fffffffff,2.0,0.0,0.0,0.0
834990fffffffff,5.0,0.0,1.0,0.0
834994fffffffff,1.0,0.0,0.0,0.0
834995fffffffff,12.0,0.0,5.0,0.0
834996fffffffff,24.0,0.0,0.0,0.0
834998fffffffff,2.0,0.0,0.0,0.0
8349a8fffffffff,5.0,0.0,0.0,0.0
8349b3fffffffff,2.0,0.0,2.0,0.0
834c88fffffffff,3.0,0.0,0.0,0.0
834cc0fffffffff,3.0,0.0,0.0,0.0
834cc5fffffffff,17.0,0.0,0.0,6.0
834cd0fffffffff,2.0,0.0,0.0,0.0
834cd4fffffffff,11.0,0.0,0.0,0.0
834ce8fffffffff,2.0,0.0,0.0,0.0
834ceefffffffff,12.0,0.0,0.0,4.0
835e43fffffffff,1.0,0.0,0.0,1.0
835e46fffffffff,5.0,0.0,0.0,1.0
835e5cfffffffff,5.0,0.0,0.0,0.0
835e66fffffffff,32.0,0.0,0.0,0.0
836610fffffffff,10.0,0.0,0.0,0.0
836613fffffffff,10.0,0.0,0.0,0.0
8366a0fffffffff,8.0,0.0,0.0,0.0
8366a2fffffffff,9.0,0.0,0.0,0.0
8366a5fffffffff,92.0,0.0,0.0,0.0
8366a6fffffffff,97.0,0.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0,0.0
8366b4fffffffff,35.0,0.0,4.0,0.0
8366b5fffffffff,36.0,0.0,0.0,0.0
8366c0fffffffff,2.0,0.0,0.0,0.0
8366d0fffffffff,3.0,0.0,0.0,0.0
8366e6fffffffff,1.0,0.0,0.0,0.0
836732fffffffff,3.0,0.0,0.0,0.0
836736fffffffff,5.0,0.0,0.0,0.0
836746fffffffff,2.0,0.0,0.0,0.0
836790fffffffff,12.0,0.0,0.0,0.0
83679afffffffff,23.0,0.0,0.0,0.0
83679bfffffffff,73.0,0.0,0.0,0.0
836d05fffffffff,8.0,0.0,0.0,0.0
836d06fffffffff,5.0,0.0,0.0,0.0
836d15fffffffff,2.0,0.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0,0.0
836d28fffffffff,13.0,0.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0,0.0
836d2bfffffffff,28.0,0.0,0.0,0.0
836d2dfffffffff,23.0,0.0,0.0,0.0
836d32fffffffff,9.0,0.0,0.0,0.0
836d34fffffffff,2.0,0.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0,0.0
836d60fffffffff,4.0,0.0,0.0,0.0
836d64fffffffff,6.0,0.0,0.0,0.0
836d66fffffffff,3.0,0.0,0.0,0.0
836d68fffffffff,18.0,0.0,0.0,0.0
836d69fffffffff,76.0,0.0,0.0,0.0
836d6bfffffffff,3.0,0.0,0.0,0.0
836d6dfffffffff,5.0,0.0,0.0,0.0
836d74fffffffff,5.0,0.0,0.0,0.0
838a56fffffffff,3.0,0.0,0.0,0.0
838f2cfffffffff,1.0,1.0,0.0,0.0
