cell_id,Anthus spinoletta,Anthus spinoletta spinoletta,Anthus spinoletta coutellii,Anthus spinoletta blakistoni
84194e5ffffffff,2.0,0.0,0.0,0.0
84194e7ffffffff,58.0,0.0,0.0,0.0
84194e9ffffffff,5.0,0.0,0.0,0.0
84194ebffffffff,3.0,0.0,0.0,0.0
84194edffffffff,4.0,0.0,0.0,0.0
8419511ffffffff,4.0,0.0,0.0,0.0
8419513ffffffff,2.0,0.0,0.0,0.0
8419517ffffffff,3.0,0.0,0.0,0.0
841951bffffffff,1.0,0.0,0.0,0.0
841953bffffffff,3.0,0.0,0.0,0.0
8419557ffffffff,2.0,0.0,0.0,0.0
8419581ffffffff,5.0,0.0,0.0,0.0
8419583ffffffff,4.0,0.0,0.0,0.0
8419587ffffffff,1.0,0.0,0.0,0.0
8419591ffffffff,9.0,0.0,0.0,0.0
8419595ffffffff,2.0,0.0,0.0,0.0
8419597ffffffff,15.0,0.0,0.0,0.0
841959bffffffff,9.0,0.0,0.0,0.0
84195b1ffffffff,1.0,0.0,0.0,0.0
84195b9ffffffff,3.0,0.0,0.0,0.0
84195bbffffffff,7.0,0.0,0.0,0.0
84195d3ffffffff,22.0,0.0,0.0,0.0
8419681ffffffff,3.0,0.0,0.0,0.0
8419683ffffffff,10.0,0.0,0.0,0.0
8419689ffffffff,5.0,0.0,0.0,0.0
8419691ffffffff,11.0,0.0,0.0,0.0
8419693ffffffff,29.0,0.0,0.0,0.0
8419695ffffffff,3.0,0.0,0.0,0.0
8419697ffffffff,43.0,0.0,0.0,0.0
8419699ffffffff,5.0,0.0,0.0,0.0
841969dffffffff,19.0,0.0,0.0,0.0
84196b7ffffffff,2.0,0.0,0.0,0.0
84196bbffffffff,9.0,0.0,0.0,0.0
84196d1ffffffff,4.0,0.0,0.0,0.0
84196d3ffffffff,7.0,0.0,0.0,0.0
84196d5ffffffff,4.0,0.0,0.0,0.0
84196d7ffffffff,3.0,0.0,0.0,0.0
84196d9ffffffff,26.0,0.0,0.0,0.0
84196dbffffffff,1.0,0.0,0.0,0.0
84196ddffffffff,15.0,0.0,0.0,0.0
841973bffffffff,20.0,0.0,0.0,0.0
841e011ffffffff,2.0,0.0,0.0,0.0
841e019ffffffff,28.0,2.0,0.0,0.0
841e01bffffffff,3.0,0.0,0.0,0.0
841e01dffffffff,2.0,0.0,0.0,0.0
841e021ffffffff,2.0,0.0,0.0,0.0
841e023ffffffff,10.0,0.0,0.0,0.0
841e025ffffffff,2.0,0.0,0.0,0.0
841e029ffffffff,3.0,0.0,0.0,0.0
841e02dffffffff,18.0,0.0,0.0,0.0
841e031ffffffff,2.0,0.0,0.0,0.0
841e037ffffffff,2.0,0.0,0.0,0.0
841e041ffffffff,1.0,0.0,0.0,0.0
841e045ffffffff,1.0,0.0,0.0,0.0
841e047ffffffff,4.0,0.0,0.0,0.0
841e049ffffffff,29.0,0.0,0.0,0.0
841e051ffffffff,4.0,0.0,0.0,0.0
841e053ffffffff,17.0,0.0,0.0,0.0
841e059ffffffff,2.0,0.0,0.0,0.0
841e05bffffffff,19.0,0.0,0.0,0.0
841e05dffffffff,2.0,0.0,0.0,0.0
841e061ffffffff,2.0,0.0,0.0,0.0
841e063ffffffff,4.0,0.0,0.0,0.0
841e067ffffffff,7.0,0.0,0.0,0.0
841e06bffffffff,23.0,0.0,0.0,0.0
841e085ffffffff,14.0,0.0,0.0,0.0
841e08dffffffff,6.0,0.0,0.0,0.0
841e093ffffffff,4.0,0.0,0.0,0.0
841e09bffffffff,17.0,0.0,0.0,0.0
841e0a9ffffffff,28.0,0.0,0.0,0.0
841e0b3ffffffff,9.0,0.0,0.0,0.0
841e0b5ffffffff,1.0,0.0,0.0,0.0
841e0bdffffffff,1.0,0.0,0.0,0.0
841e0e1ffffffff,4.0,0.0,0.0,0.0
841e0e3ffffffff,10.0,0.0,0.0,0.0
841e0e7ffffffff,23.0,0.0,0.0,0.0
841e0edffffffff,1.0,0.0,0.0,0.0
841e103ffffffff,4.0,0.0,0.0,0.0
841e107ffffffff,4.0,0.0,0.0,0.0
841e10bffffffff,10.0,0.0,0.0,0.0
841e111ffffffff,2.0,0.0,0.0,0.0
841e113ffffffff,8.0,0.0,0.0,0.0
841e117ffffffff,5.0,0.0,0.0,0.0
841e11dffffffff,4.0,0.0,0.0,0.0
841e121ffffffff,25.0,0.0,0.0,0.0
841e123ffffffff,17.0,0.0,0.0,0.0
841e125ffffffff,72.0,0.0,0.0,0.0
841e129ffffffff,22.0,0.0,0.0,0.0
841e12bffffffff,5.0,0.0,0.0,0.0
841e131ffffffff,10.0,0.0,0.0,0.0
841e135ffffffff,4.0,0.0,0.0,0.0
841e137ffffffff,15.0,0.0,0.0,0.0
841e139ffffffff,41.0,0.0,0.0,0.0
841e13bffffffff,26.0,0.0,0.0,0.0
841e13dffffffff,10.0,0.0,0.0,0.0
841e141ffffffff,5.0,0.0,0.0,0.0
841e143ffffffff,3.0,0.0,0.0,0.0
841e145ffffffff,13.0,0.0,0.0,0.0
841e147ffffffff,6.0,0.0,0.0,0.0
841e151ffffffff,23.0,8.0,0.0,0.0
841e155ffffffff,5.0,0.0,0.0,0.0
841e157ffffffff,2.0,0.0,0.0,0.0
841e15dffffffff,3.0,0.0,0.0,0.0
841e161ffffffff,4.0,0.0,0.0,0.0
841e163ffffffff,26.0,0.0,0.0,0.0
841e167ffffffff,30.0,0.0,0.0,0.0
841e169ffffffff,12.0,0.0,0.0,0.0
841e16dffffffff,9.0,0.0,0.0,0.0
841e185ffffffff,4.0,0.0,0.0,0.0
841e195ffffffff,4.0,0.0,0.0,0.0
841e19dffffffff,8.0,0.0,0.0,0.0
841e1b1ffffffff,9.0,0.0,0.0,0.0
841e1b3ffffffff,79.0,0.0,0.0,0.0
841e1b7ffffffff,8.0,0.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0,0.0
841e1bbffffffff,7.0,0.0,0.0,0.0
841e1cbffffffff,4.0,0.0,0.0,0.0
841e1d5ffffffff,1.0,0.0,0.0,0.0
841e1d7ffffffff,4.0,0.0,0.0,0.0
841e1ddffffffff,16.0,0.0,0.0,0.0
841e1e5ffffffff,2.0,0.0,0.0,0.0
841e221ffffffff,3.0,0.0,0.0,0.0
841e225ffffffff,9.0,0.0,0.0,0.0
841e227ffffffff,1.0,0.0,0.0,0.0
841e22dffffffff,31.0,0.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0,0.0
841e249ffffffff,1.0,0.0,0.0,0.0
841e263ffffffff,1.0,0.0,0.0,0.0
841e267ffffffff,1.0,0.0,0.0,0.0
841e269ffffffff,2.0,0.0,0.0,0.0
841e2a5ffffffff,5.0,0.0,0.0,0.0
841e2a9ffffffff,2.0,0.0,0.0,0.0
841e2b7ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,18.0,0.0,0.0,0.0
841e30bffffffff,4.0,0.0,0.0,0.0
841e30dffffffff,4.0,0.0,0.0,0.0
841e325ffffffff,1.0,0.0,0.0,0.0
841e329ffffffff,1.0,0.0,0.0,0.0
841e32dffffffff,10.0,0.0,0.0,0.0
841e339ffffffff,3.0,0.0,0.0,0.0
841e341ffffffff,7.0,0.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0,0.0
841e345ffffffff,13.0,0.0,0.0,0.0
841e34bffffffff,135.0,0.0,0.0,0.0
841e34dffffffff,2.0,0.0,0.0,0.0
841e351ffffffff,7.0,0.0,0.0,0.0
841e353ffffffff,3.0,0.0,0.0,0.0
841e355ffffffff,8.0,0.0,0.0,0.0
841e357ffffffff,1.0,0.0,0.0,0.0
841e35bffffffff,18.0,0.0,0.0,0.0
841e367ffffffff,3.0,0.0,0.0,0.0
841e36bffffffff,2.0,0.0,0.0,0.0
841e527ffffffff,1.0,0.0,0.0,0.0
841e529ffffffff,4.0,0.0,0.0,0.0
841e725ffffffff,1.0,0.0,0.0,0.0
841e805ffffffff,5.0,0.0,0.0,0.0
841e809ffffffff,6.0,0.0,0.0,0.0
841e80bffffffff,8.0,0.0,0.0,0.0
841e81dffffffff,2.0,0.0,0.0,0.0
841e82bffffffff,10.0,0.0,0.0,0.0
841e833ffffffff,13.0,0.0,0.0,0.0
841e83bffffffff,7.0,0.0,0.0,0.0
841e83dffffffff,18.0,0.0,0.0,0.0
841e863ffffffff,17.0,0.0,0.0,0.0
841e869ffffffff,4.0,0.0,0.0,0.0
841e88dffffffff,2.0,0.0,0.0,0.0
841e929ffffffff,5.0,0.0,0.0,0.0
841e941ffffffff,2.0,0.0,0.0,0.0
841e947ffffffff,2.0,0.0,0.0,0.0
841e967ffffffff,3.0,0.0,0.0,0.0
841ea01ffffffff,9.0,0.0,0.0,0.0
841ea03ffffffff,4.0,0.0,0.0,0.0
841ea07ffffffff,2.0,0.0,0.0,0.0
841ea0bffffffff,5.0,0.0,0.0,0.0
841ea13ffffffff,1.0,0.0,0.0,0.0
841ea19ffffffff,35.0,0.0,0.0,0.0
841ea2dffffffff,2.0,0.0,0.0,0.0
841ea3dffffffff,2.0,0.0,0.0,0.0
841ea41ffffffff,3.0,0.0,0.0,0.0
841ea4bffffffff,1.0,0.0,0.0,0.0
841ea4dffffffff,5.0,0.0,0.0,0.0
841ea51ffffffff,3.0,0.0,0.0,0.0
841ea53ffffffff,12.0,0.0,0.0,0.0
841ea5dffffffff,1.0,0.0,0.0,0.0
841ea85ffffffff,1.0,0.0,0.0,0.0
841ea95ffffffff,1.0,0.0,0.0,0.0
841ead9ffffffff,4.0,0.0,0.0,0.0
841eb05ffffffff,20.0,0.0,0.0,0.0
841eb07ffffffff,15.0,0.0,0.0,0.0
841eb0bffffffff,6.0,0.0,0.0,0.0
841eb11ffffffff,1.0,0.0,0.0,0.0
841eb13ffffffff,4.0,0.0,0.0,0.0
841eb23ffffffff,3.0,0.0,0.0,0.0
841eb2bffffffff,6.0,0.0,0.0,0.0
841eb3dffffffff,6.0,0.0,0.0,0.0
841eb49ffffffff,2.0,0.0,0.0,0.0
841eb4dffffffff,3.0,0.0,0.0,0.0
841eb53ffffffff,4.0,0.0,0.0,0.0
841ec01ffffffff,12.0,0.0,0.0,0.0
841ec03ffffffff,6.0,0.0,0.0,0.0
841ec05ffffffff,1.0,0.0,0.0,0.0
841ec09ffffffff,69.0,0.0,0.0,0.0
841ec0dffffffff,12.0,0.0,0.0,0.0
841ec11ffffffff,2.0,0.0,0.0,0.0
841ec13ffffffff,1.0,0.0,0.0,0.0
841ec19ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,100.0,0.0,0.0,0.0
841ec21ffffffff,118.0,0.0,0.0,0.0
841ec23ffffffff,32.0,0.0,0.0,0.0
841ec25ffffffff,6.0,0.0,0.0,0.0
841ec27ffffffff,79.0,0.0,0.0,0.0
841ec33ffffffff,26.0,0.0,0.0,0.0
841ec35ffffffff,12.0,0.0,0.0,0.0
841ec37ffffffff,4.0,0.0,0.0,0.0
841ec39ffffffff,1.0,0.0,0.0,0.0
841ec3dffffffff,31.0,0.0,0.0,0.0
841ec45ffffffff,1.0,0.0,0.0,0.0
841ec47ffffffff,87.0,0.0,0.0,0.0
841ec4dffffffff,3.0,0.0,0.0,0.0
841ec57ffffffff,9.0,0.0,0.0,0.0
841ec5bffffffff,4.0,0.0,0.0,0.0
841ec63ffffffff,1.0,0.0,0.0,0.0
841ec6bffffffff,2.0,0.0,0.0,0.0
841ec93ffffffff,61.0,0.0,0.0,0.0
841ec97ffffffff,19.0,0.0,0.0,0.0
841ec99ffffffff,17.0,0.0,0.0,0.0
841ec9bffffffff,73.0,0.0,0.0,0.0
841ec9dffffffff,44.0,0.0,0.0,0.0
841eca1ffffffff,28.0,0.0,0.0,0.0
841eca5ffffffff,23.0,0.0,0.0,0.0
841eca7ffffffff,2.0,0.0,0.0,0.0
841eca9ffffffff,55.0,0.0,0.0,0.0
841ecadffffffff,7.0,0.0,0.0,0.0
841ecb1ffffffff,12.0,0.0,0.0,0.0
841ecb9ffffffff,14.0,0.0,0.0,0.0
841ecbbffffffff,12.0,0.0,0.0,0.0
841eccbffffffff,34.0,0.0,0.0,0.0
841ecd5ffffffff,11.0,0.0,0.0,0.0
841ecd7ffffffff,44.0,0.0,0.0,0.0
841ece3ffffffff,1.0,0.0,0.0,0.0
841ece5ffffffff,23.0,0.0,0.0,0.0
841ece7ffffffff,38.0,0.0,0.0,0.0
841ed09ffffffff,2.0,0.0,0.0,0.0
841ed0bffffffff,15.0,0.0,0.0,0.0
841ed0dffffffff,2.0,0.0,0.0,0.0
841ed13ffffffff,27.0,0.0,0.0,0.0
841ed19ffffffff,8.0,0.0,0.0,0.0
841ed1bffffffff,112.0,0.0,0.0,0.0
841ed1dffffffff,3.0,0.0,0.0,0.0
841ed2bffffffff,2.0,0.0,0.0,0.0
841ed33ffffffff,3.0,0.0,0.0,0.0
841ed35ffffffff,25.0,0.0,0.0,0.0
841ed45ffffffff,4.0,0.0,0.0,0.0
841ed49ffffffff,2.0,0.0,0.0,0.0
841ed4dffffffff,10.0,0.0,0.0,0.0
841ed53ffffffff,2.0,0.0,0.0,0.0
841ed57ffffffff,3.0,0.0,0.0,0.0
841ed6bffffffff,5.0,0.0,0.0,0.0
841ed93ffffffff,6.0,0.0,0.0,0.0
841eda1ffffffff,65.0,0.0,0.0,0.0
841eda3ffffffff,79.0,0.0,0.0,0.0
841eda5ffffffff,10.0,0.0,0.0,0.0
841eda7ffffffff,10.0,0.0,0.0,0.0
841edadffffffff,6.0,0.0,0.0,0.0
841edc9ffffffff,44.0,0.0,0.0,0.0
841edcdffffffff,10.0,0.0,0.0,0.0
841ede1ffffffff,64.0,0.0,0.0,0.0
841ede5ffffffff,5.0,0.0,0.0,0.0
841ede7ffffffff,3.0,0.0,0.0,0.0
841ede9ffffffff,9.0,0.0,0.0,0.0
841ee09ffffffff,1.0,0.0,0.0,0.0
841ee19ffffffff,5.0,0.0,0.0,0.0
841ee27ffffffff,2.0,0.0,0.0,0.0
841ee35ffffffff,1.0,0.0,0.0,0.0
841ee65ffffffff,15.0,0.0,0.0,0.0
841ee91ffffffff,5.0,0.0,0.0,0.0
841ee97ffffffff,6.0,0.0,0.0,0.0
841eeabffffffff,3.0,0.0,0.0,0.0
841eeb5ffffffff,3.0,0.0,0.0,0.0
841eeb7ffffffff,25.0,0.0,0.0,0.0
841eebdffffffff,1.0,0.0,0.0,0.0
841eee3ffffffff,1.0,0.0,0.0,0.0
841ef01ffffffff,6.0,0.0,0.0,0.0
841ef05ffffffff,2.0,0.0,0.0,0.0
841ef11ffffffff,2.0,0.0,0.0,0.0
841ef19ffffffff,2.0,0.0,0.0,0.0
841ef1bffffffff,5.0,0.0,0.0,0.0
841ef21ffffffff,2.0,0.0,0.0,0.0
841ef27ffffffff,9.0,0.0,0.0,0.0
841ef2dffffffff,6.0,0.0,0.0,0.0
841ef33ffffffff,1.0,0.0,0.0,0.0
841ef57ffffffff,2.0,0.0,0.0,0.0
841ef5dffffffff,4.0,0.0,0.0,0.0
841ef63ffffffff,8.0,0.0,0.0,0.0
841f061ffffffff,3.0,0.0,0.0,0.0
841f063ffffffff,8.0,0.0,0.0,0.0
841f069ffffffff,1.0,0.0,0.0,0.0
841f107ffffffff,2.0,0.0,0.0,0.0
841f10dffffffff,5.0,0.0,0.0,0.0
841f111ffffffff,4.0,0.0,0.0,0.0
841f117ffffffff,8.0,0.0,0.0,0.0
841f121ffffffff,4.0,0.0,0.0,0.0
841f129ffffffff,1.0,0.0,0.0,0.0
841f12bffffffff,2.0,0.0,0.0,0.0
841f12dffffffff,15.0,0.0,0.0,0.0
841f131ffffffff,6.0,0.0,0.0,0.0
841f133ffffffff,24.0,0.0,0.0,0.0
841f137ffffffff,22.0,0.0,0.0,0.0
841f143ffffffff,2.0,0.0,0.0,0.0
841f14bffffffff,1.0,0.0,0.0,0.0
841f14dffffffff,3.0,0.0,0.0,0.0
841f155ffffffff,2.0,0.0,0.0,0.0
841f197ffffffff,2.0,0.0,0.0,0.0
841f199ffffffff,4.0,0.0,0.0,0.0
841f1a9ffffffff,5.0,0.0,0.0,0.0
841f1bbffffffff,2.0,0.0,0.0,0.0
841f1c1ffffffff,5.0,0.0,0.0,0.0
841f1c3ffffffff,2.0,0.0,0.0,0.0
841f1d5ffffffff,9.0,0.0,0.0,0.0
841f1dbffffffff,2.0,0.0,0.0,0.0
841f1ebffffffff,3.0,0.0,0.0,0.0
841f327ffffffff,1.0,0.0,0.0,0.0
841f335ffffffff,2.0,0.0,0.0,0.0
841f801ffffffff,6.0,0.0,0.0,0.0
841f803ffffffff,9.0,0.0,0.0,0.0
841f807ffffffff,7.0,0.0,0.0,0.0
841f80bffffffff,8.0,0.0,0.0,0.0
841f815ffffffff,10.0,0.0,0.0,0.0
841f817ffffffff,24.0,0.0,0.0,0.0
841f81bffffffff,9.0,0.0,0.0,0.0
841f81dffffffff,11.0,0.0,0.0,0.0
841f823ffffffff,52.0,2.0,0.0,0.0
841f827ffffffff,44.0,6.0,0.0,0.0
841f829ffffffff,1.0,0.0,0.0,0.0
841f82dffffffff,2.0,0.0,0.0,0.0
841f831ffffffff,4.0,0.0,0.0,0.0
841f833ffffffff,31.0,0.0,0.0,0.0
841f835ffffffff,29.0,0.0,0.0,0.0
841f837ffffffff,43.0,0.0,0.0,0.0
841f839ffffffff,26.0,0.0,0.0,0.0
841f83bffffffff,81.0,0.0,0.0,0.0
841f83dffffffff,4.0,0.0,0.0,0.0
841f841ffffffff,1.0,0.0,0.0,0.0
841f853ffffffff,9.0,0.0,0.0,0.0
841f857ffffffff,52.0,0.0,0.0,0.0
841f867ffffffff,2.0,0.0,0.0,0.0
841f881ffffffff,18.0,2.0,0.0,0.0
841f883ffffffff,50.0,16.0,0.0,0.0
841f885ffffffff,14.0,6.0,0.0,0.0
841f887ffffffff,77.0,17.0,0.0,0.0
841f889ffffffff,25.0,2.0,0.0,0.0
841f88bffffffff,10.0,0.0,0.0,0.0
841f88dffffffff,6.0,0.0,0.0,0.0
841f891ffffffff,9.0,0.0,0.0,0.0
841f893ffffffff,3.0,0.0,0.0,0.0
841f895ffffffff,13.0,2.0,0.0,0.0
841f897ffffffff,94.0,8.0,0.0,0.0
841f899ffffffff,25.0,6.0,0.0,0.0
841f89bffffffff,4.0,0.0,0.0,0.0
841f89dffffffff,7.0,0.0,0.0,0.0
841f8a1ffffffff,44.0,0.0,0.0,0.0
841f8a3ffffffff,10.0,0.0,0.0,0.0
841f8a5ffffffff,7.0,0.0,0.0,0.0
841f8a7ffffffff,3.0,0.0,0.0,0.0
841f8a9ffffffff,24.0,8.0,0.0,0.0
841f8abffffffff,13.0,0.0,0.0,0.0
841f8adffffffff,23.0,0.0,0.0,0.0
841f8b1ffffffff,6.0,0.0,0.0,0.0
841f8b3ffffffff,10.0,0.0,0.0,0.0
841f8b5ffffffff,2.0,0.0,0.0,0.0
841f8b7ffffffff,2.0,0.0,0.0,0.0
841f8b9ffffffff,21.0,0.0,0.0,0.0
841f8bbffffffff,15.0,3.0,0.0,0.0
841f8bdffffffff,4.0,0.0,0.0,0.0
841f8c1ffffffff,8.0,0.0,0.0,0.0
841f8c5ffffffff,2.0,0.0,0.0,0.0
841f8c7ffffffff,2.0,0.0,0.0,0.0
841f8cbffffffff,57.0,0.0,0.0,0.0
841f8d1ffffffff,219.0,68.0,0.0,0.0
841f8d3ffffffff,37.0,9.0,0.0,0.0
841f8d5ffffffff,7.0,0.0,0.0,0.0
841f8d7ffffffff,27.0,10.0,0.0,0.0
841f8d9ffffffff,1.0,1.0,0.0,0.0
841f8dbffffffff,1.0,0.0,0.0,0.0
841f8ddffffffff,4.0,0.0,0.0,0.0
841f8e1ffffffff,42.0,0.0,0.0,0.0
841f8e3ffffffff,22.0,3.0,0.0,0.0
841f8e5ffffffff,32.0,0.0,0.0,0.0
841f8e7ffffffff,10.0,0.0,0.0,0.0
841f8e9ffffffff,98.0,0.0,0.0,0.0
841f8ebffffffff,61.0,0.0,0.0,0.0
841f8edffffffff,17.0,2.0,0.0,0.0
841f911ffffffff,2.0,0.0,0.0,0.0
841f913ffffffff,68.0,0.0,0.0,0.0
841f917ffffffff,12.0,0.0,0.0,0.0
841f91bffffffff,10.0,0.0,0.0,0.0
841f923ffffffff,2.0,0.0,0.0,0.0
841f933ffffffff,20.0,0.0,0.0,0.0
841f935ffffffff,2.0,0.0,0.0,0.0
841f943ffffffff,1.0,0.0,0.0,0.0
841f94dffffffff,4.0,0.0,0.0,0.0
841f961ffffffff,1.0,0.0,0.0,0.0
841f96bffffffff,2.0,0.0,0.0,0.0
841f981ffffffff,40.0,0.0,0.0,0.0
841f983ffffffff,1.0,0.0,0.0,0.0
841f985ffffffff,7.0,0.0,0.0,0.0
841f987ffffffff,1.0,0.0,0.0,0.0
841f989ffffffff,11.0,0.0,0.0,0.0
841f98bffffffff,1.0,0.0,0.0,0.0
841f98dffffffff,6.0,0.0,0.0,0.0
841f991ffffffff,2.0,0.0,0.0,0.0
841f995ffffffff,1.0,0.0,0.0,0.0
841f999ffffffff,11.0,0.0,0.0,0.0
841f99bffffffff,1.0,0.0,0.0,0.0
841f9a1ffffffff,10.0,0.0,0.0,0.0
841f9a3ffffffff,8.0,0.0,0.0,0.0
841f9a5ffffffff,3.0,2.0,0.0,0.0
841f9a7ffffffff,27.0,0.0,0.0,0.0
841f9a9ffffffff,12.0,0.0,0.0,0.0
841f9abffffffff,6.0,0.0,0.0,0.0
841f9adffffffff,33.0,4.0,0.0,0.0
841f9b9ffffffff,4.0,0.0,0.0,0.0
841f9c1ffffffff,15.0,1.0,0.0,0.0
841f9c3ffffffff,18.0,0.0,0.0,0.0
841f9c5ffffffff,36.0,0.0,0.0,0.0
841f9c7ffffffff,10.0,0.0,0.0,0.0
841f9c9ffffffff,30.0,0.0,0.0,0.0
841f9cbffffffff,47.0,2.0,0.0,0.0
841f9cdffffffff,30.0,0.0,0.0,0.0
841f9d1ffffffff,15.0,0.0,0.0,0.0
841f9d3ffffffff,3.0,0.0,0.0,0.0
841f9d7ffffffff,30.0,0.0,0.0,0.0
841f9d9ffffffff,51.0,4.0,0.0,0.0
841f9dbffffffff,47.0,0.0,0.0,0.0
841f9ddffffffff,28.0,0.0,0.0,0.0
841f9e1ffffffff,57.0,0.0,0.0,0.0
841f9e3ffffffff,27.0,0.0,0.0,0.0
841f9e5ffffffff,33.0,3.0,0.0,0.0
841f9e7ffffffff,13.0,0.0,0.0,0.0
841f9e9ffffffff,3.0,0.0,0.0,0.0
841f9ebffffffff,71.0,0.0,0.0,0.0
841f9edffffffff,4.0,0.0,0.0,0.0
841fa03ffffffff,2.0,0.0,0.0,0.0
841fa09ffffffff,7.0,4.0,0.0,0.0
841fa0bffffffff,2.0,0.0,0.0,0.0
841fa0dffffffff,2.0,0.0,0.0,0.0
841fa11ffffffff,2.0,0.0,0.0,0.0
841fa13ffffffff,1.0,0.0,0.0,0.0
841fa15ffffffff,2.0,0.0,0.0,0.0
841fa17ffffffff,2.0,0.0,0.0,0.0
841fa1dffffffff,2.0,0.0,0.0,0.0
841fa35ffffffff,2.0,0.0,0.0,0.0
841fa3dffffffff,2.0,0.0,0.0,0.0
841fa41ffffffff,6.0,0.0,0.0,0.0
841fa47ffffffff,8.0,2.0,0.0,0.0
841fa4bffffffff,10.0,0.0,0.0,0.0
841fa4dffffffff,3.0,2.0,0.0,0.0
841fa51ffffffff,2.0,0.0,0.0,0.0
841fa55ffffffff,4.0,0.0,0.0,0.0
841fa59ffffffff,6.0,0.0,0.0,0.0
841fa5dffffffff,6.0,0.0,0.0,0.0
