cell_id,Anas georgica,Anas georgica georgica,Anas georgica spinicauda/niceforoi
83b20afffffffff,3.0,0.0,0.0
83b20bfffffffff,5.0,0.0,0.0
83b20cfffffffff,2.0,0.0,0.0
83b20efffffffff,8.0,0.0,0.0
83b219fffffffff,1152.0,0.0,19.0
83b21bfffffffff,30.0,0.0,0.0
83b21dfffffffff,209.0,0.0,0.0
83b226fffffffff,16.0,0.0,0.0
83b228fffffffff,7.0,0.0,0.0
83b229fffffffff,10.0,0.0,0.0
83b22afffffffff,3.0,0.0,0.0
83b22bfffffffff,13.0,0.0,0.0
83b22dfffffffff,9.0,0.0,0.0
83b22efffffffff,2.0,0.0,0.0
83b240fffffffff,4.0,0.0,0.0
83b241fffffffff,206.0,0.0,6.0
83b242fffffffff,18.0,0.0,0.0
83b243fffffffff,22.0,0.0,0.0
83b244fffffffff,1.0,0.0,0.0
83b245fffffffff,24.0,0.0,0.0
83b248fffffffff,4.0,0.0,0.0
83b24afffffffff,149.0,0.0,7.0
83b24bfffffffff,35.0,0.0,0.0
83b24cfffffffff,76.0,0.0,0.0
83b24dfffffffff,3.0,0.0,0.0
83b24efffffffff,81.0,0.0,0.0
83b251fffffffff,3.0,0.0,0.0
83b252fffffffff,20.0,0.0,0.0
83b253fffffffff,2.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0
83b255fffffffff,5.0,0.0,0.0
83b258fffffffff,99.0,0.0,1.0
83b259fffffffff,191.0,0.0,0.0
83b25afffffffff,22.0,0.0,0.0
83b25bfffffffff,65.0,0.0,0.0
83b25cfffffffff,171.0,0.0,6.0
83b25dfffffffff,394.0,0.0,3.0
83b25efffffffff,37.0,0.0,0.0
83b261fffffffff,6.0,0.0,0.0
83b263fffffffff,2.0,0.0,0.0
83b266fffffffff,2.0,0.0,0.0
83b268fffffffff,9.0,0.0,0.0
83b26afffffffff,17.0,0.0,0.0
83b26dfffffffff,5.0,0.0,0.0
83b26efffffffff,14.0,0.0,0.0
83b270fffffffff,10.0,0.0,0.0
83b272fffffffff,4.0,0.0,0.0
83b274fffffffff,173.0,0.0,0.0
83b275fffffffff,28.0,0.0,0.0
83b2c0fffffffff,3763.0,0.0,177.0
83b2c1fffffffff,241.0,0.0,18.0
83b2c2fffffffff,373.0,0.0,7.0
83b2c3fffffffff,726.0,0.0,15.0
83b2c4fffffffff,2067.0,0.0,96.0
83b2c5fffffffff,3725.0,0.0,273.0
83b2c8fffffffff,61.0,0.0,0.0
83b2cafffffffff,97.0,0.0,0.0
83b2cbfffffffff,7.0,0.0,0.0
83b2ccfffffffff,9.0,0.0,0.0
83b2cdfffffffff,33.0,0.0,0.0
83b2cefffffffff,14.0,0.0,0.0
83b2d8fffffffff,599.0,0.0,15.0
83b2d9fffffffff,58.0,0.0,0.0
83b2dafffffffff,474.0,0.0,1.0
83b2dbfffffffff,52.0,0.0,0.0
83b2dcfffffffff,496.0,0.0,4.0
83b2ddfffffffff,334.0,0.0,26.0
83b2e1fffffffff,22.0,0.0,0.0
83b2e2fffffffff,940.0,0.0,16.0
83b2e3fffffffff,40.0,0.0,2.0
83b2e4fffffffff,9.0,0.0,0.0
83b2e5fffffffff,2.0,0.0,0.0
83b2e6fffffffff,209.0,0.0,5.0
83b2e8fffffffff,114.0,0.0,0.0
83b2e9fffffffff,12.0,0.0,0.0
83b2eafffffffff,8.0,0.0,0.0
83b2ebfffffffff,21.0,0.0,0.0
83b2ecfffffffff,254.0,0.0,0.0
83b2edfffffffff,22.0,0.0,0.0
83b2eefffffffff,158.0,0.0,0.0
83b300fffffffff,13.0,0.0,0.0
83b301fffffffff,9.0,0.0,0.0
83b304fffffffff,43.0,0.0,0.0
83b305fffffffff,255.0,0.0,16.0
83b308fffffffff,21.0,0.0,0.0
83b309fffffffff,2.0,0.0,0.0
83b30afffffffff,44.0,0.0,0.0
83b30bfffffffff,127.0,0.0,1.0
83b30cfffffffff,9.0,0.0,0.0
83b30dfffffffff,2.0,0.0,0.0
83b30efffffffff,19.0,0.0,0.0
83b31dfffffffff,23.0,0.0,0.0
83b320fffffffff,172.0,0.0,0.0
83b321fffffffff,34.0,0.0,0.0
83b323fffffffff,2.0,0.0,0.0
83b324fffffffff,16.0,0.0,0.0
83b325fffffffff,12.0,0.0,0.0
83b326fffffffff,168.0,0.0,0.0
83b32afffffffff,27.0,0.0,0.0
83b32bfffffffff,4.0,0.0,0.0
83b32cfffffffff,83.0,0.0,0.0
83b330fffffffff,112.0,0.0,0.0
83b331fffffffff,21.0,0.0,0.0
83b334fffffffff,3.0,0.0,0.0
83b335fffffffff,19.0,0.0,0.0
83b336fffffffff,8.0,0.0,0.0
83b340fffffffff,5.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0
83b344fffffffff,2.0,0.0,0.0
83b346fffffffff,10.0,0.0,0.0
83b351fffffffff,798.0,0.0,0.0
83b352fffffffff,3.0,0.0,1.0
83b354fffffffff,199.0,0.0,0.0
83b355fffffffff,313.0,0.0,0.0
83b356fffffffff,5.0,0.0,0.0
83b358fffffffff,18.0,0.0,0.0
83b35afffffffff,43.0,0.0,0.0
83b35bfffffffff,1.0,0.0,0.0
83b35cfffffffff,53.0,0.0,0.0
83b35dfffffffff,5.0,0.0,0.0
83b35efffffffff,532.0,0.0,0.0
83b366fffffffff,6.0,0.0,0.0
83b373fffffffff,3.0,0.0,0.0
83c203fffffffff,95.0,0.0,1.0
83c205fffffffff,353.0,0.0,0.0
83c218fffffffff,48.0,0.0,0.0
83c219fffffffff,36.0,0.0,0.0
83c21bfffffffff,517.0,0.0,0.0
83c21dfffffffff,348.0,0.0,1.0
83c221fffffffff,100.0,0.0,0.0
83c228fffffffff,14.0,0.0,0.0
83c229fffffffff,13.0,0.0,0.0
83c22afffffffff,248.0,0.0,0.0
83c22bfffffffff,6.0,0.0,0.0
83c22cfffffffff,56.0,0.0,0.0
83c22dfffffffff,12.0,0.0,0.0
83c22efffffffff,171.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,21.0,0.0,0.0
83c2c1fffffffff,25.0,0.0,0.0
83c2c2fffffffff,33.0,0.0,0.0
83c2c3fffffffff,3.0,0.0,0.0
83c2c4fffffffff,31.0,0.0,0.0
83c2c5fffffffff,209.0,0.0,0.0
83c2c6fffffffff,85.0,0.0,0.0
83c2c9fffffffff,5.0,0.0,0.0
83c2cafffffffff,26.0,0.0,0.0
83c2cbfffffffff,5.0,0.0,0.0
83c2ccfffffffff,2.0,0.0,0.0
83c2cdfffffffff,12.0,0.0,0.0
83c2cefffffffff,25.0,0.0,0.0
83c2d0fffffffff,52.0,0.0,0.0
83c2d1fffffffff,6.0,0.0,0.0
83c2d2fffffffff,16.0,0.0,0.0
83c2d3fffffffff,52.0,0.0,0.0
83c2d4fffffffff,153.0,0.0,0.0
83c2d5fffffffff,15.0,0.0,0.0
83c2d6fffffffff,53.0,0.0,0.0
83c2d8fffffffff,6.0,0.0,0.0
83c2d9fffffffff,17.0,0.0,0.0
83c2dafffffffff,3.0,0.0,0.0
83c2dcfffffffff,4.0,0.0,0.0
83c2ddfffffffff,5.0,0.0,0.0
83c2defffffffff,4.0,0.0,0.0
83c2e0fffffffff,196.0,0.0,0.0
83c2e1fffffffff,81.0,0.0,0.0
83c2e2fffffffff,256.0,0.0,0.0
83c2e3fffffffff,1381.0,0.0,0.0
83c2e4fffffffff,36.0,0.0,0.0
83c2e5fffffffff,50.0,0.0,0.0
83c2e6fffffffff,107.0,0.0,0.0
83c2e8fffffffff,5.0,0.0,0.0
83c2e9fffffffff,89.0,0.0,0.0
83c2eafffffffff,21.0,0.0,0.0
83c2ebfffffffff,3.0,0.0,0.0
83c2ecfffffffff,54.0,0.0,0.0
83c2edfffffffff,5.0,0.0,0.0
83c2eefffffffff,60.0,0.0,0.0
83c2f1fffffffff,324.0,0.0,0.0
83c2f2fffffffff,984.0,0.0,1.0
83c2f3fffffffff,348.0,0.0,0.0
83c305fffffffff,2.0,0.0,0.0
83c308fffffffff,12.0,0.0,0.0
83c309fffffffff,15.0,0.0,0.0
83c30bfffffffff,3.0,0.0,0.0
83c30cfffffffff,4.0,0.0,0.0
83c30dfffffffff,5.0,0.0,0.0
83c320fffffffff,20.0,0.0,0.0
83c321fffffffff,149.0,0.0,0.0
83c324fffffffff,31.0,0.0,0.0
83c325fffffffff,18.0,0.0,0.0
83c329fffffffff,87.0,0.0,0.0
83c32afffffffff,29.0,0.0,0.0
83c32bfffffffff,8.0,0.0,0.0
83c32dfffffffff,13.0,0.0,0.0
83c32efffffffff,223.0,0.0,0.0
83c340fffffffff,174.0,0.0,0.0
83c341fffffffff,48.0,0.0,0.0
83c342fffffffff,13.0,0.0,0.0
83c343fffffffff,47.0,0.0,0.0
83c344fffffffff,9.0,0.0,0.0
83c345fffffffff,18.0,0.0,0.0
83c346fffffffff,22.0,0.0,0.0
83c348fffffffff,45.0,0.0,0.0
83c349fffffffff,61.0,0.0,4.0
83c34afffffffff,16.0,0.0,0.0
83c34bfffffffff,98.0,0.0,2.0
83c34cfffffffff,19.0,0.0,0.0
83c34dfffffffff,8.0,0.0,0.0
83c34efffffffff,104.0,0.0,0.0
83c350fffffffff,106.0,0.0,0.0
83c351fffffffff,26.0,0.0,0.0
83c352fffffffff,51.0,0.0,0.0
83c353fffffffff,10.0,0.0,0.0
83c354fffffffff,29.0,0.0,0.0
83c355fffffffff,13.0,0.0,0.0
83c356fffffffff,53.0,0.0,0.0
83c358fffffffff,10.0,0.0,0.0
83c359fffffffff,4.0,0.0,0.0
83c35afffffffff,15.0,0.0,0.0
83c35bfffffffff,14.0,0.0,0.0
83c35cfffffffff,14.0,0.0,0.0
83c35dfffffffff,25.0,0.0,0.0
83c35efffffffff,5.0,0.0,0.0
83c360fffffffff,64.0,0.0,0.0
83c361fffffffff,2.0,0.0,0.0
83c363fffffffff,6.0,0.0,0.0
83c364fffffffff,26.0,0.0,0.0
83c365fffffffff,5.0,0.0,0.0
83c366fffffffff,19.0,0.0,0.0
83c368fffffffff,1.0,0.0,0.0
83c369fffffffff,1.0,0.0,0.0
83c36afffffffff,4.0,0.0,0.0
83c36bfffffffff,8.0,0.0,0.0
83c36cfffffffff,2.0,0.0,0.0
83c36dfffffffff,3.0,0.0,0.0
83c370fffffffff,34.0,0.0,0.0
83c371fffffffff,4.0,0.0,0.0
83c373fffffffff,23.0,0.0,0.0
83c374fffffffff,6.0,0.0,0.0
83c375fffffffff,41.0,0.0,0.0
83c376fffffffff,33.0,0.0,0.0
83ce32fffffffff,4.0,0.0,0.0
83ce80fffffffff,548.0,0.0,0.0
83ce81fffffffff,103.0,0.0,2.0
83ce82fffffffff,25.0,0.0,0.0
83ce83fffffffff,498.0,0.0,0.0
83ce84fffffffff,58.0,0.0,0.0
83ce85fffffffff,224.0,0.0,0.0
83ce86fffffffff,11.0,0.0,0.0
83ce88fffffffff,543.0,0.0,5.0
83ce89fffffffff,4.0,0.0,0.0
83ce8afffffffff,108.0,0.0,0.0
83ce8bfffffffff,37.0,0.0,0.0
83ce8cfffffffff,1060.0,0.0,8.0
83ce8efffffffff,364.0,0.0,4.0
83ce90fffffffff,1.0,0.0,0.0
83ce91fffffffff,34.0,0.0,0.0
83ce92fffffffff,45.0,0.0,0.0
83ce93fffffffff,946.0,0.0,0.0
83ce95fffffffff,8.0,0.0,0.0
83ce96fffffffff,22.0,0.0,0.0
83ce98fffffffff,454.0,0.0,0.0
83ce99fffffffff,68.0,0.0,0.0
83ce9bfffffffff,135.0,0.0,0.0
83ce9cfffffffff,275.0,0.0,0.0
83ce9dfffffffff,316.0,0.0,4.0
83ce9efffffffff,32.0,0.0,0.0
83cea0fffffffff,116.0,0.0,0.0
83cea1fffffffff,237.0,0.0,3.0
83cea2fffffffff,59.0,0.0,0.0
83cea3fffffffff,148.0,0.0,0.0
83cea4fffffffff,2.0,0.0,0.0
83cea5fffffffff,4.0,0.0,0.0
83cea8fffffffff,1209.0,0.0,67.0
83ceaafffffffff,1868.0,0.0,27.0
83ceabfffffffff,2.0,0.0,0.0
83ceacfffffffff,646.0,0.0,134.0
83ceaefffffffff,695.0,0.0,18.0
83ceb0fffffffff,2.0,0.0,0.0
83ceb1fffffffff,1.0,0.0,0.0
83ceb2fffffffff,1.0,0.0,0.0
83ceb3fffffffff,10.0,0.0,0.0
83cf10fffffffff,2.0,0.0,0.0
83cf12fffffffff,639.0,0.0,80.0
83cf13fffffffff,5.0,0.0,2.0
83cf16fffffffff,257.0,0.0,28.0
83cf81fffffffff,30.0,0.0,0.0
83cf83fffffffff,4.0,0.0,0.0
83cf85fffffffff,178.0,0.0,0.0
83cf88fffffffff,111.0,0.0,2.0
83cf89fffffffff,2.0,0.0,0.0
83cf8afffffffff,76.0,0.0,0.0
83cf8bfffffffff,179.0,0.0,6.0
83cf8cfffffffff,259.0,0.0,0.0
83cf8dfffffffff,25.0,0.0,0.0
83cf8efffffffff,376.0,0.0,1.0
83cf90fffffffff,3.0,0.0,0.0
83cf91fffffffff,5.0,0.0,0.0
83cf94fffffffff,96.0,0.0,0.0
83cf95fffffffff,1.0,0.0,0.0
83cf98fffffffff,116.0,0.0,0.0
83cf9cfffffffff,4.0,0.0,0.0
83cf9dfffffffff,9.0,0.0,0.0
83cf9efffffffff,18.0,0.0,0.0
83cfa0fffffffff,185.0,0.0,0.0
83cfa1fffffffff,15.0,0.0,0.0
83cfa2fffffffff,184.0,0.0,0.0
83cfa3fffffffff,21.0,0.0,0.0
83cfa4fffffffff,2155.0,0.0,67.0
83cfa5fffffffff,71.0,0.0,3.0
83cfa8fffffffff,63.0,0.0,0.0
83cfaafffffffff,421.0,0.0,0.0
83cfabfffffffff,20.0,0.0,0.0
83cfacfffffffff,638.0,0.0,7.0
83cfaefffffffff,51.0,0.0,0.0
83cfb1fffffffff,36.0,0.0,0.0
83de62fffffffff,17.0,0.0,0.0
83de63fffffffff,3.0,0.0,0.0
83de70fffffffff,18.0,0.0,0.0
83de71fffffffff,8.0,0.0,0.0
83de74fffffffff,4.0,0.0,0.0
83de75fffffffff,1.0,0.0,0.0
83de82fffffffff,218.0,156.0,0.0
83de95fffffffff,557.0,425.0,0.0
83df40fffffffff,10.0,0.0,1.0
83df41fffffffff,226.0,0.0,45.0
83df45fffffffff,898.0,0.0,51.0
83df4dfffffffff,8.0,0.0,0.0
83df68fffffffff,299.0,0.0,46.0
83df69fffffffff,1086.0,0.0,193.0
83df6afffffffff,278.0,0.0,14.0
83df6bfffffffff,141.0,0.0,22.0
83df6dfffffffff,184.0,0.0,17.0
83df6efffffffff,3.0,0.0,0.0
