cell_id,Anas georgica,Anas georgica georgica,Anas georgica spinicauda/niceforoi
83660afffffffff,1.0,0.0,0.0
8366c2fffffffff,334.0,0.0,28.0
8366c6fffffffff,24.0,0.0,0.0
8366d0fffffffff,3.0,0.0,0.0
8366d1fffffffff,83.0,0.0,9.0
8366d3fffffffff,882.0,0.0,134.0
8366d5fffffffff,4.0,0.0,2.0
8366defffffffff,1646.0,0.0,339.0
8366e0fffffffff,2.0,0.0,0.0
8366e6fffffffff,3.0,0.0,0.0
8366f1fffffffff,15.0,0.0,0.0
8366f5fffffffff,9.0,0.0,0.0
838b20fffffffff,8.0,0.0,0.0
838b21fffffffff,21.0,0.0,0.0
838b24fffffffff,6.0,0.0,0.0
838b2cfffffffff,365.0,0.0,0.0
838b60fffffffff,5.0,0.0,2.0
838b61fffffffff,1823.0,0.0,111.0
838b64fffffffff,18.0,0.0,0.0
838b65fffffffff,20.0,0.0,0.0
838b66fffffffff,6.0,0.0,0.0
838b6cfffffffff,24.0,0.0,0.0
838b74fffffffff,6.0,0.0,0.0
838e60fffffffff,36.0,0.0,0.0
838e61fffffffff,3.0,0.0,0.0
838e63fffffffff,2.0,0.0,0.0
838e64fffffffff,93.0,0.0,0.0
838e66fffffffff,121.0,0.0,0.0
838e68fffffffff,2.0,0.0,0.0
838e69fffffffff,2.0,0.0,0.0
838e6afffffffff,2.0,0.0,0.0
838e6bfffffffff,1.0,0.0,0.0
838e6cfffffffff,4.0,0.0,0.0
838e6dfffffffff,13.0,0.0,0.0
838f09fffffffff,36.0,0.0,0.0
838f0bfffffffff,5.0,0.0,0.0
838f29fffffffff,119.0,0.0,23.0
838f2dfffffffff,94.0,0.0,10.0
838f42fffffffff,14.0,0.0,0.0
838f46fffffffff,4.0,0.0,0.0
838f50fffffffff,112.0,0.0,0.0
838f51fffffffff,64.0,0.0,0.0
838f55fffffffff,10.0,0.0,0.0
838f58fffffffff,14.0,0.0,0.0
838f59fffffffff,1.0,0.0,0.0
838f5bfffffffff,50.0,0.0,0.0
838f5efffffffff,6.0,0.0,0.0
838f74fffffffff,4.0,0.0,0.0
838f76fffffffff,390.0,0.0,59.0
83a805fffffffff,1.0,0.0,0.0
83a821fffffffff,4.0,0.0,0.0
83a824fffffffff,46.0,0.0,0.0
83a825fffffffff,32.0,0.0,0.0
83a831fffffffff,4.0,0.0,0.0
83a835fffffffff,11.0,0.0,2.0
83a901fffffffff,14.0,0.0,0.0
83a903fffffffff,11.0,0.0,0.0
83a905fffffffff,259.0,0.0,6.0
83a909fffffffff,18.0,0.0,0.0
83a90afffffffff,15.0,0.0,1.0
83a90bfffffffff,2.0,0.0,0.0
83a90cfffffffff,2.0,0.0,0.0
83a90dfffffffff,5.0,0.0,0.0
83a90efffffffff,11.0,0.0,0.0
83a918fffffffff,3.0,0.0,0.0
83a919fffffffff,35.0,0.0,0.0
83a91bfffffffff,39.0,0.0,2.0
83a91dfffffffff,21.0,0.0,0.0
83a921fffffffff,25.0,0.0,0.0
83a92cfffffffff,87.0,0.0,0.0
83a92dfffffffff,40.0,0.0,2.0
83a92efffffffff,121.0,0.0,2.0
83a944fffffffff,5.0,0.0,0.0
83a960fffffffff,1.0,0.0,0.0
83a964fffffffff,2.0,0.0,0.0
83a976fffffffff,8.0,0.0,0.0
83b200fffffffff,93.0,0.0,0.0
83b201fffffffff,69.0,0.0,0.0
83b203fffffffff,112.0,0.0,0.0
