cell_id,Gulosus aristotelis,Gulosus aristotelis aristotelis,Gulosus aristotelis desmarestii,Gulosus aristotelis riggenbachi
841f2adffffffff,1.0,0.0,0.0,0.0
841f327ffffffff,2.0,0.0,0.0,0.0
841fa01ffffffff,2.0,0.0,0.0,0.0
841fa31ffffffff,4.0,0.0,0.0,0.0
841fa4dffffffff,2.0,0.0,0.0,0.0
841fb53ffffffff,2.0,0.0,0.0,0.0
842d19bffffffff,4.0,0.0,4.0,0.0
842da0bffffffff,2.0,0.0,0.0,0.0
842db01ffffffff,7.0,0.0,0.0,0.0
842db0bffffffff,20.0,0.0,8.0,0.0
842db63ffffffff,2.0,0.0,0.0,0.0
8438247ffffffff,2.0,0.0,0.0,0.0
8438269ffffffff,17.0,0.0,4.0,0.0
84386a7ffffffff,1.0,0.0,1.0,0.0
8439101ffffffff,40.0,0.0,0.0,0.0
8439103ffffffff,2.0,0.0,0.0,0.0
843915dffffffff,7.0,5.0,0.0,0.0
8439197ffffffff,28.0,0.0,8.0,0.0
84391abffffffff,10.0,0.0,6.0,0.0
84391b9ffffffff,9.0,0.0,1.0,0.0
8439205ffffffff,2.0,0.0,0.0,0.0
843920dffffffff,34.0,0.0,0.0,0.0
8439221ffffffff,1.0,0.0,0.0,0.0
8439229ffffffff,2.0,0.0,0.0,0.0
843925bffffffff,1.0,0.0,0.0,0.0
843925dffffffff,4.0,0.0,0.0,0.0
843926bffffffff,7.0,0.0,0.0,0.0
84392dbffffffff,1.0,0.0,0.0,0.0
8439311ffffffff,3.0,0.0,0.0,0.0
843931bffffffff,1.0,0.0,0.0,0.0
8439337ffffffff,49.0,0.0,0.0,0.0
843933bffffffff,2.0,1.0,0.0,0.0
8439423ffffffff,1.0,0.0,0.0,0.0
8439427ffffffff,4.0,0.0,4.0,0.0
8439433ffffffff,2.0,0.0,2.0,0.0
8439435ffffffff,19.0,0.0,19.0,0.0
8439443ffffffff,2.0,0.0,2.0,0.0
843951dffffffff,17.0,0.0,17.0,0.0
843955dffffffff,5.0,0.0,1.0,0.0
8439563ffffffff,3.0,0.0,0.0,0.0
8439567ffffffff,17.0,0.0,3.0,0.0
84395c1ffffffff,55.0,0.0,51.0,0.0
84395d9ffffffff,2.0,0.0,2.0,0.0
843969bffffffff,2.0,0.0,0.0,0.0
843991bffffffff,2.0,0.0,0.0,2.0
843f4d1ffffffff,3.0,0.0,3.0,0.0
843f4d9ffffffff,2.0,0.0,2.0,0.0
