cell_id,Dicrurus hottentottus,Dicrurus hottentottus hottentottus/brevirostris,Dicrurus hottentottus viridinitens,Dicrurus hottentottus borneensis,Dicrurus hottentottus jentincki/faberi,Dicrurus hottentottus leucops/banggaiensis,Dicrurus hottentottus guillemardi,Dicrurus hottentottus pectoralis,Dicrurus hottentottus suluensis
833025fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833099fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83309afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83309bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8330acfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8330e2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83318dfffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c02fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c0afffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c14fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c15fffffffff,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c19fffffffff,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c1bfffffffff,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c1dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c33fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c52fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c5bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c80fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c88fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8cfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c8efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833c90fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
