cell_id,Grallaria guatimalensis,Grallaria guatimalensis [guatimalensis Group],Grallaria guatimalensis princeps/chocoensis,Grallaria guatimalensis aripoensis,Grallaria guatimalensis roraimae,Grallaria guatimalensis regulus/carmelitae,Grallaria guatimalensis sororia
824997fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8249b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
825f5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
826d77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828b6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
828f0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
