cell_id,Lamprotornis mevesii,Lamprotornis mevesii mevesii,Lamprotornis mevesii violacior,Lamprotornis mevesii benguelensis
829627fffffffff,7.0,0.0,0.0,0.0
82972ffffffffff,15.0,2.0,0.0,0.0
82974ffffffffff,2.0,0.0,2.0,0.0
829757fffffffff,2.0,0.0,0.0,0.0
82ac87fffffffff,1.0,0.0,1.0,0.0
