cell_id,Picumnus spilogaster,Picumnus spilogaster spilogaster/orinocensis,Picumnus spilogaster pallidus
825f0ffffffffff,383.0,0.0,0.0
825f2ffffffffff,69.0,0.0,0.0
825f47fffffffff,12.0,0.0,0.0
825f4ffffffffff,1.0,0.0,0.0
825f77fffffffff,1.0,0.0,0.0
826667fffffffff,8.0,0.0,0.0
826677fffffffff,7.0,1.0,0.0
828047fffffffff,1.0,0.0,0.0
828057fffffffff,38.0,0.0,6.0
828adffffffffff,124.0,19.0,0.0
