cell_id,Leiothlypis ruficapilla,Leiothlypis ruficapilla ruficapilla,Leiothlypis ruficapilla ridgwayi
820e47fffffffff,2.0,0.0,0.0
820e4ffffffffff,594.0,0.0,0.0
820e57fffffffff,2.0,0.0,0.0
820e5ffffffffff,37.0,0.0,0.0
820e8ffffffffff,3.0,0.0,0.0
820e97fffffffff,2.0,0.0,0.0
820e9ffffffffff,6.0,0.0,0.0
820ec7fffffffff,6.0,0.0,0.0
820ecffffffffff,650.0,0.0,0.0
820ed7fffffffff,10.0,0.0,0.0
820edffffffffff,78.0,0.0,0.0
820eeffffffffff,353.0,0.0,0.0
820ef7fffffffff,5.0,0.0,0.0
821247fffffffff,6.0,0.0,0.0
82124ffffffffff,10.0,0.0,0.0
821257fffffffff,241.0,0.0,0.0
82125ffffffffff,74.0,0.0,0.0
82126ffffffffff,7.0,0.0,0.0
821277fffffffff,4.0,0.0,0.0
82128ffffffffff,61.0,0.0,0.0
8212c7fffffffff,117.0,0.0,0.0
8212cffffffffff,157.0,0.0,0.0
8212d7fffffffff,2021.0,0.0,0.0
8212dffffffffff,3442.0,0.0,62.0
8212e7fffffffff,6.0,0.0,0.0
8212effffffffff,29.0,0.0,0.0
821b97fffffffff,2.0,0.0,0.0
822607fffffffff,408.0,0.0,0.0
82260ffffffffff,1388.0,16.0,0.0
822617fffffffff,4.0,0.0,0.0
82261ffffffffff,49.0,0.0,0.0
822627fffffffff,2408.0,0.0,0.0
82262ffffffffff,3744.0,0.0,0.0
822637fffffffff,80.0,0.0,0.0
822647fffffffff,3075.0,64.0,0.0
82264ffffffffff,1045.0,0.0,0.0
822657fffffffff,5547.0,0.0,0.0
82265ffffffffff,1220.0,0.0,0.0
822667fffffffff,13101.0,625.0,0.0
82266ffffffffff,2228.0,0.0,0.0
822677fffffffff,1051.0,8.0,0.0
822687fffffffff,24.0,0.0,0.0
82268ffffffffff,93.0,0.0,0.0
822697fffffffff,659.0,0.0,0.0
82269ffffffffff,225.0,0.0,0.0
8226affffffffff,99.0,0.0,0.0
8226c7fffffffff,605.0,0.0,0.0
8226cffffffffff,2102.0,0.0,0.0
8226d7fffffffff,174.0,0.0,0.0
8226dffffffffff,413.0,0.0,0.0
8226e7fffffffff,1495.0,0.0,0.0
8226effffffffff,1133.0,0.0,0.0
8226f7fffffffff,299.0,0.0,0.0
822707fffffffff,1485.0,0.0,0.0
82270ffffffffff,4470.0,0.0,0.0
822717fffffffff,390.0,0.0,0.0
82271ffffffffff,747.0,0.0,0.0
822727fffffffff,10.0,0.0,0.0
82272ffffffffff,76.0,0.0,0.0
822737fffffffff,8.0,0.0,0.0
822747fffffffff,6802.0,0.0,0.0
82274ffffffffff,10495.0,0.0,0.0
822757fffffffff,8638.0,0.0,0.0
82275ffffffffff,10672.0,39.0,0.0
822767fffffffff,3316.0,0.0,0.0
82276ffffffffff,8187.0,0.0,0.0
822777fffffffff,2460.0,0.0,0.0
822787fffffffff,28.0,0.0,0.0
822797fffffffff,39.0,0.0,0.0
82279ffffffffff,4.0,0.0,0.0
8227a7fffffffff,31.0,0.0,0.0
8227affffffffff,132.0,0.0,0.0
822807fffffffff,1099.0,0.0,266.0
822817fffffffff,3009.0,0.0,162.0
82281ffffffffff,2197.0,0.0,86.0
822837fffffffff,4596.0,0.0,364.0
822887fffffffff,2249.0,0.0,0.0
82288ffffffffff,1565.0,0.0,11.0
822897fffffffff,78.0,0.0,0.0
82289ffffffffff,797.0,0.0,2.0
8228a7fffffffff,43.0,0.0,0.0
8228affffffffff,892.0,0.0,0.0
8228b7fffffffff,152.0,0.0,0.0
8228d7fffffffff,4673.0,0.0,134.0
8228dffffffffff,336.0,0.0,0.0
8228f7fffffffff,2954.0,0.0,119.0
822917fffffffff,424.0,0.0,0.0
82291ffffffffff,207.0,0.0,15.0
822987fffffffff,539.0,0.0,0.0
82298ffffffffff,2761.0,0.0,314.0
822997fffffffff,157.0,0.0,0.0
82299ffffffffff,33.0,0.0,0.0
8229a7fffffffff,8305.0,0.0,51.0
8229affffffffff,2099.0,0.0,125.0
8229b7fffffffff,603.0,0.0,0.0
822a07fffffffff,82.0,0.0,0.0
822a17fffffffff,8125.0,1.0,0.0
822a27fffffffff,2.0,0.0,0.0
822a37fffffffff,9609.0,4.0,0.0
822a4ffffffffff,120.0,0.0,0.0
822a87fffffffff,2266.0,1.0,0.0
822a8ffffffffff,715.0,0.0,0.0
822a97fffffffff,6861.0,0.0,0.0
822a9ffffffffff,367.0,0.0,0.0
822aa7fffffffff,5662.0,10.0,0.0
822aaffffffffff,5856.0,21.0,0.0
822ab7fffffffff,36037.0,11.0,0.0
822ad7fffffffff,29.0,0.0,0.0
822af7fffffffff,196.0,0.0,0.0
822b07fffffffff,1359.0,0.0,0.0
822b0ffffffffff,1288.0,0.0,0.0
822b17fffffffff,6184.0,2.0,0.0
822b1ffffffffff,5756.0,0.0,0.0
822b27fffffffff,170.0,0.0,0.0
822b2ffffffffff,198.0,0.0,0.0
822b37fffffffff,1627.0,0.0,0.0
822b87fffffffff,7989.0,380.0,0.0
822b8ffffffffff,10098.0,0.0,0.0
822b97fffffffff,3305.0,0.0,0.0
822b9ffffffffff,18455.0,78.0,0.0
822ba7fffffffff,3290.0,0.0,0.0
822baffffffffff,16769.0,8.0,0.0
822bb7fffffffff,1280.0,0.0,0.0
824417fffffffff,85.0,0.0,0.0
824447fffffffff,56.0,0.0,0.0
82444ffffffffff,286.0,0.0,0.0
824457fffffffff,74.0,0.0,0.0
82445ffffffffff,68.0,0.0,0.0
824467fffffffff,129.0,0.0,0.0
82446ffffffffff,2897.0,0.0,0.0
8244a7fffffffff,5.0,0.0,0.0
8244c7fffffffff,44.0,0.0,0.0
8244cffffffffff,362.0,0.0,0.0
8244d7fffffffff,88.0,0.0,0.0
8244dffffffffff,364.0,0.0,0.0
8244e7fffffffff,2.0,0.0,0.0
8244effffffffff,24.0,0.0,0.0
824507fffffffff,25.0,0.0,0.0
824527fffffffff,13.0,0.0,0.0
82452ffffffffff,5.0,0.0,0.0
824807fffffffff,161.0,0.0,0.0
82480ffffffffff,435.0,0.0,0.0
824817fffffffff,177.0,0.0,0.0
82481ffffffffff,16.0,0.0,0.0
824837fffffffff,4397.0,0.0,9.0
824847fffffffff,9.0,0.0,0.0
82484ffffffffff,1.0,0.0,0.0
824857fffffffff,20.0,0.0,0.0
82485ffffffffff,469.0,0.0,29.0
824877fffffffff,5.0,0.0,0.0
824887fffffffff,1356.0,0.0,0.0
82488ffffffffff,624.0,0.0,0.0
824897fffffffff,3003.0,0.0,0.0
82489ffffffffff,9386.0,0.0,0.0
8248a7fffffffff,471.0,0.0,0.0
8248affffffffff,547.0,0.0,0.0
8248b7fffffffff,10167.0,0.0,0.0
8248c7fffffffff,603.0,0.0,0.0
8248cffffffffff,473.0,0.0,7.0
8248d7fffffffff,231.0,0.0,0.0
8248dffffffffff,165.0,0.0,0.0
8248e7fffffffff,113.0,0.0,0.0
8248effffffffff,5154.0,0.0,0.0
8248f7fffffffff,107.0,0.0,0.0
824987fffffffff,1571.0,0.0,8.0
82498ffffffffff,52.0,0.0,0.0
824997fffffffff,6902.0,0.0,0.0
82499ffffffffff,217.0,0.0,0.0
8249a7fffffffff,80.0,0.0,0.0
8249affffffffff,4169.0,0.0,0.0
8249b7fffffffff,1115.0,0.0,0.0
826d07fffffffff,167.0,0.0,0.0
826d17fffffffff,1038.0,0.0,0.0
826d27fffffffff,940.0,0.0,0.0
826d2ffffffffff,1794.0,0.0,0.0
826d37fffffffff,3535.0,0.0,0.0
826d77fffffffff,7.0,0.0,0.0
