cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
830e45fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e48fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,449.0,0.0,0.0,0.0,0.0,0.0
830e4afffffffff,16.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,150.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,554.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,51.0,0.0,0.0,0.0,0.0,0.0
830e6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830ec8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
830ecafffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,78.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,80.0,0.0,0.0,0.0,0.0,0.0
830ecdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830edbfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83120afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83120cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83121dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83121efffffffff,13.0,0.0,0.0,0.0,0.0,0.0
831226fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831248fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831249fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83124afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83124efffffffff,16.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,69.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,156.0,0.0,0.0,0.0,0.0,0.0
831252fffffffff,91.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831254fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
831255fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83125cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,54.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83126bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
831274fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,485.0,0.0,0.0,0.0,0.0,0.0
83128dfffffffff,59.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831299fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83129bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83129dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312a3fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8312a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312a9fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312abfffffffff,82.0,0.0,0.0,0.0,0.0,0.0
8312adfffffffff,49.0,0.0,0.0,0.0,0.0,0.0
8312b1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312c0fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,175.0,0.0,0.0,0.0,0.0,0.0
8312c2fffffffff,65.0,0.0,0.0,0.0,0.0,0.0
8312c3fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312c5fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,108.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,114.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,173.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,544.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,18.0,0.0,0.0,0.0,0.0,0.0
