cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
8454139ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84541adffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8454365ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8454a93ffffffff,93.0,0.0,0.0,0.0,15.0,0.0
8454a99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454a9bffffffff,26.0,0.0,0.0,0.0,2.0,0.0
8454ad3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8455aabffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846620bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8466d21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8466d25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8467553ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
846c595ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846c597ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
846c5b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846c5bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846c5d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8480089ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848116bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84818b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8483025ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8483045ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84831e3ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84831ebffffffff,5.0,0.0,0.0,0.0,1.0,0.0
8483203ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8483239ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84845edffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e259ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848e25bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e443ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e44bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e451ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
848e455ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
848e457ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e45dffffffff,684.0,0.0,0.0,0.0,0.0,0.0
848e4c9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
848e621ffffffff,707.0,0.0,0.0,0.0,0.0,0.0
848e623ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
848e625ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848e627ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848e629ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
848e62dffffffff,2860.0,0.0,0.0,0.0,0.0,0.0
848e635ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
848e637ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
848e6a5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848e6a7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
848e6b5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
848e6b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e753ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
848e757ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848e759ffffffff,161.0,0.0,0.0,0.0,0.0,0.0
848e75bffffffff,123.0,0.0,0.0,0.0,0.0,0.0
848f081ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848f087ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
848f089ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f095ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
848f0b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f0b3ffffffff,113.0,0.0,0.0,0.0,0.0,0.0
848f0b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f0b9ffffffff,60.0,0.0,0.0,0.0,0.0,0.0
848f0bbffffffff,144.0,0.0,0.0,0.0,0.0,0.0
848f0c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f0d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f0ddffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848f2a1ffffffff,177.0,10.0,0.0,0.0,0.0,0.0
848f2a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f2a7ffffffff,281.0,16.0,0.0,0.0,0.0,0.0
