cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
848f2a9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
848f2b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f2b5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
848f2b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f2e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f2ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f501ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f505ffffffff,1095.0,0.0,0.0,0.0,0.0,0.0
848f507ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
848f52dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f531ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f533ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f539ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848f53bffffffff,26.0,0.0,0.0,0.0,0.0,0.0
848f53dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f563ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f565ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
848f567ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f56dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848f581ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f5a3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848f5a9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
848f5abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f5b7ffffffff,51.0,0.0,0.0,0.0,0.0,0.0
848f5e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f5e5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
848f5e7ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
848f5edffffffff,29.0,0.0,0.0,0.0,0.0,0.0
848fa6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848fa6dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a2049ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a2a6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a2ae1ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
84a2aedffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a3997ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84a399bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8105ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
84a8109ffffffff,98.0,15.0,0.0,0.0,0.0,0.0
84a810bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a810dffffffff,457.0,2.0,0.0,0.0,0.0,0.0
84a8125ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a812dffffffff,169.0,11.0,0.0,0.0,0.0,0.0
84a8141ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
84a8143ffffffff,934.0,23.0,0.0,0.0,0.0,0.0
84a8147ffffffff,63.0,7.0,0.0,0.0,0.0,0.0
84a815dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a8161ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84a8163ffffffff,64.0,2.0,0.0,0.0,0.0,0.0
84a8167ffffffff,57.0,9.0,0.0,0.0,0.0,0.0
84a8315ffffffff,61.0,0.0,0.0,0.0,0.0,0.0
84a8317ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84a8319ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a831dffffffff,53.0,4.0,0.0,0.0,0.0,0.0
84a8331ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
84a8333ffffffff,134.0,22.0,0.0,0.0,0.0,0.0
84a8337ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
84a833bffffffff,42.0,3.0,0.0,0.0,0.0,0.0
84a834bffffffff,38.0,0.0,0.0,0.0,0.0,0.0
84a8351ffffffff,27.0,3.0,0.0,0.0,0.0,0.0
84a8353ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84a8355ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a8357ffffffff,110.0,2.0,0.0,0.0,0.0,0.0
84a835dffffffff,47.0,0.0,0.0,0.0,0.0,0.0
84a8865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8919ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a8951ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84a8953ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a8957ffffffff,26.0,4.0,0.0,0.0,0.0,0.0
84a895bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84a8a03ffffffff,560.0,2.0,0.0,0.0,0.0,0.0
84a8a05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a8a07ffffffff,348.0,6.0,0.0,0.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8a13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a8a19ffffffff,186.0,6.0,0.0,0.0,0.0,0.0
84a8a1dffffffff,37.0,3.0,0.0,0.0,0.0,0.0
84a8a21ffffffff,146.0,2.0,0.0,0.0,0.0,0.0
84a8a23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a8a25ffffffff,104.0,1.0,0.0,0.0,0.0,0.0
84a8a2bffffffff,154.0,4.0,0.0,0.0,0.0,0.0
84a8a2dffffffff,47.0,4.0,0.0,0.0,0.0,0.0
84a8a3dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84a8a53ffffffff,148.0,7.0,0.0,0.0,0.0,0.0
84a8a5bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84a8b11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a8b13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a8b17ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a8b1bffffffff,10.0,1.0,0.0,0.0,0.0,0.0
84a9003ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84a900bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84a901dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a9031ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
84a9039ffffffff,22.0,1.0,0.0,0.0,0.0,0.0
84a9051ffffffff,333.0,35.0,0.0,0.0,0.0,0.0
84a9053ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a9057ffffffff,64.0,1.0,0.0,0.0,0.0,0.0
84a9059ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84a9181ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
84a9187ffffffff,57.0,2.0,0.0,0.0,0.0,0.0
84a918bffffffff,73.0,1.0,0.0,0.0,0.0,0.0
84a91b5ffffffff,208.0,1.0,0.0,0.0,0.0,0.0
84a91b7ffffffff,153.0,3.0,0.0,0.0,0.0,0.0
84a91bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a91d5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84a91ddffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84a9213ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84a9217ffffffff,86.0,6.0,0.0,0.0,0.0,0.0
84a9219ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a921bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a92cbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84a92cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84a92d9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84a92e1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84a92e5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84a92e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a92e9ffffffff,31.0,3.0,0.0,0.0,0.0,0.0
84a92edffffffff,27.0,5.0,0.0,0.0,0.0,0.0
84ac125ffffffff,462.0,0.0,0.0,0.0,106.0,0.0
84ac12dffffffff,582.0,0.0,0.0,0.0,108.0,0.0
84ac167ffffffff,6.0,0.0,0.0,0.0,1.0,0.0
84ac363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ac365ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84aca1bffffffff,16.0,0.0,0.0,0.0,5.0,0.0
84acac5ffffffff,33.0,0.0,0.0,0.0,18.0,0.0
84acacdffffffff,3.0,0.0,0.0,0.0,1.0,0.0
84ad123ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ad12bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ad321ffffffff,297.0,0.0,0.0,0.0,55.0,0.0
84ad325ffffffff,68.0,0.0,0.0,0.0,8.0,0.0
84ad329ffffffff,847.0,0.0,0.0,0.0,220.0,0.0
84ad32dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ad341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ad345ffffffff,14.0,0.0,0.0,0.0,5.0,0.0
84ad347ffffffff,21.0,0.0,0.0,0.0,21.0,0.0
84ad34dffffffff,41.0,0.0,0.0,0.0,6.0,0.0
84ad361ffffffff,666.0,0.0,0.0,0.0,171.0,0.0
84ad365ffffffff,16.0,0.0,0.0,0.0,7.0,0.0
84ad367ffffffff,116.0,0.0,0.0,0.0,38.0,0.0
84ad369ffffffff,2263.0,0.0,0.0,0.0,614.0,0.0
84ad36bffffffff,104.0,0.0,0.0,0.0,53.0,0.0
84ad36dffffffff,186.0,0.0,0.0,0.0,56.0,0.0
84ada89ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
84adac9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84adacbffffffff,47.0,0.0,0.0,0.0,13.0,0.0
84adad5ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
84b2001ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84b2007ffffffff,526.0,0.0,0.0,0.0,0.0,0.0
84b2009ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
84b2031ffffffff,67.0,0.0,0.0,0.0,0.0,0.0
84b2037ffffffff,135.0,0.0,0.0,0.0,0.0,0.0
84b2039ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
84b203dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2041ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2043ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
84b2049ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84b2183ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2189ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b218bffffffff,170.0,0.0,0.0,0.0,0.0,0.0
84b2191ffffffff,2043.0,0.0,0.0,0.0,0.0,0.0
84b2195ffffffff,259.0,0.0,0.0,0.0,0.0,0.0
84b2197ffffffff,636.0,0.0,0.0,0.0,0.0,0.0
84b219bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b219dffffffff,136.0,0.0,0.0,0.0,0.0,0.0
84b21b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b21bbffffffff,456.0,0.0,0.0,0.0,0.0,0.0
84b21c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b21d5ffffffff,140.0,0.0,0.0,0.0,0.0,0.0
84b21d7ffffffff,173.0,0.0,0.0,0.0,0.0,0.0
84b21d9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84b21ddffffffff,165.0,0.0,0.0,0.0,0.0,0.0
84b2221ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b2223ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84b2229ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b2261ffffffff,438.0,0.0,0.0,0.0,0.0,0.0
84b2263ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2265ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2269ffffffff,179.0,0.0,0.0,0.0,0.0,0.0
84b226bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2c01ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84b2c03ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
84b2c05ffffffff,197.0,0.0,0.0,0.0,0.0,0.0
84b2c07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2c09ffffffff,35.0,1.0,0.0,0.0,0.0,0.0
84b2c0bffffffff,66.0,4.0,0.0,0.0,0.0,0.0
84b2c0dffffffff,4518.0,41.0,0.0,0.0,0.0,0.0
84b2c15ffffffff,14.0,1.0,0.0,0.0,0.0,0.0
84b2c2bffffffff,465.0,9.0,0.0,0.0,0.0,0.0
84b2c31ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84b2c33ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2c35ffffffff,620.0,0.0,0.0,0.0,0.0,0.0
84b2c37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2c39ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2c3bffffffff,93.0,0.0,0.0,0.0,0.0,0.0
84b2c3dffffffff,372.0,7.0,0.0,0.0,0.0,0.0
84b2c41ffffffff,3607.0,58.0,0.0,0.0,0.0,0.0
84b2c43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2c45ffffffff,1886.0,26.0,0.0,0.0,0.0,0.0
84b2c47ffffffff,1437.0,21.0,0.0,0.0,0.0,0.0
84b2c49ffffffff,257.0,7.0,0.0,0.0,0.0,0.0
84b2c4dffffffff,1321.0,8.0,0.0,0.0,0.0,0.0
84b2c51ffffffff,51.0,1.0,0.0,0.0,0.0,0.0
84b2c55ffffffff,1027.0,139.0,0.0,0.0,0.0,0.0
84b2c57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2c5dffffffff,1570.0,124.0,0.0,0.0,0.0,0.0
84b2ca9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2cddffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84b2cedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2d81ffffffff,112.0,0.0,0.0,0.0,0.0,0.0
84b2d83ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2d87ffffffff,887.0,0.0,0.0,0.0,0.0,0.0
84b2d89ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84b2d97ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b2d9dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2da1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2da3ffffffff,306.0,0.0,0.0,0.0,0.0,0.0
84b2da5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2da7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b2da9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2dabffffffff,550.0,0.0,0.0,0.0,0.0,0.0
84b2db1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b2db3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84b2db7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2db9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2dbbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2dbdffffffff,60.0,0.0,0.0,0.0,0.0,0.0
84b2dc1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b2dc3ffffffff,128.0,0.0,0.0,0.0,0.0,0.0
84b2dcbffffffff,329.0,0.0,0.0,0.0,0.0,0.0
84b2dcdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2dd3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2dd5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2dd9ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
84b2ddbffffffff,219.0,0.0,0.0,0.0,0.0,0.0
84b2e21ffffffff,255.0,0.0,0.0,0.0,0.0,0.0
84b2e27ffffffff,849.0,8.0,0.0,0.0,0.0,0.0
84b2e29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b2e2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2e2dffffffff,463.0,0.0,0.0,0.0,0.0,0.0
84b2e65ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
84b2e67ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b2e69ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
84b2e6dffffffff,126.0,0.0,0.0,0.0,0.0,0.0
84b2e85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3001ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
84b3007ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84b300dffffffff,30.0,0.0,0.0,0.0,0.0,0.0
84b3031ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
84b3033ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84b3045ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84b3047ffffffff,1733.0,0.0,0.0,0.0,0.0,0.0
84b3069ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b3191ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b3193ffffffff,74.0,0.0,0.0,0.0,0.0,0.0
84b3197ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84b3199ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84b31d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b31d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b31d9ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
84b31dbffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84b3301ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b3303ffffffff,91.0,0.0,0.0,0.0,0.0,0.0
84b3305ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84b3307ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84b3313ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84b3315ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b3317ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84b3363ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
84b3365ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b3367ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b352dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b9111ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b9141ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b914bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b914dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9159ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b915dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b9169ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b936dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ba241ffffffff,55.0,0.0,0.0,0.0,0.0,0.0
84ba249ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84ba24bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84ba24dffffffff,69.0,0.0,0.0,0.0,0.0,0.0
84ba25bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84bb081ffffffff,82.0,0.0,0.0,0.0,0.0,0.0
84bb083ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bb085ffffffff,99.0,0.0,0.0,0.0,0.0,0.0
84bb087ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bb089ffffffff,484.0,0.0,0.0,0.0,0.0,0.0
84bb08bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bb08dffffffff,30.0,0.0,0.0,0.0,0.0,0.0
84bb091ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84bb095ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84bb097ffffffff,208.0,0.0,0.0,0.0,0.0,0.0
84bb099ffffffff,351.0,0.0,0.0,0.0,0.0,0.0
84bb09dffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84bb0a1ffffffff,98.0,0.0,0.0,0.0,0.0,0.0
84bb0a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84bb0a7ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
84bb0a9ffffffff,91.0,0.0,0.0,0.0,0.0,0.0
84bb0abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84bb0adffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84bb0b1ffffffff,118.0,0.0,0.0,0.0,0.0,0.0
84bb0b3ffffffff,70.0,0.0,0.0,0.0,0.0,0.0
84bb0b5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84bb0b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84bb0bbffffffff,130.0,0.0,0.0,0.0,0.0,0.0
84bb0c1ffffffff,170.0,0.0,0.0,0.0,0.0,0.0
84bb0c3ffffffff,72.0,0.0,0.0,0.0,0.0,0.0
84bb0c7ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
84bb0cbffffffff,31.0,0.0,0.0,0.0,0.0,0.0
84bb0d1ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84bb0d3ffffffff,82.0,0.0,0.0,0.0,0.0,0.0
84bb0d5ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84bb0d7ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84bb0d9ffffffff,239.0,0.0,0.0,0.0,0.0,0.0
84bb0dbffffffff,68.0,0.0,0.0,0.0,0.0,0.0
84bb0ddffffffff,75.0,0.0,0.0,0.0,0.0,0.0
84bb0e3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84bb283ffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84bb287ffffffff,51.0,0.0,0.0,0.0,0.0,0.0
84bb291ffffffff,979.0,1.0,0.0,0.0,0.0,0.0
84bb293ffffffff,1083.0,0.0,0.0,0.0,0.0,0.0
84bb295ffffffff,3258.0,76.0,0.0,0.0,0.0,0.0
84bb297ffffffff,1103.0,0.0,0.0,0.0,0.0,0.0
84bb299ffffffff,531.0,0.0,0.0,0.0,0.0,0.0
84bb29bffffffff,1603.0,0.0,0.0,0.0,0.0,0.0
84bb29dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84bb2b1ffffffff,108.0,0.0,0.0,0.0,0.0,0.0
84bb2b3ffffffff,909.0,0.0,0.0,0.0,0.0,0.0
84bb2b5ffffffff,452.0,0.0,0.0,0.0,0.0,0.0
84bb2b7ffffffff,286.0,0.0,0.0,0.0,0.0,0.0
84bb2b9ffffffff,192.0,0.0,0.0,0.0,0.0,0.0
84bb2bbffffffff,2572.0,84.0,0.0,0.0,0.0,0.0
84bb2bdffffffff,155.0,0.0,0.0,0.0,0.0,0.0
84bb2d3ffffffff,433.0,0.0,0.0,0.0,0.0,0.0
