cell_id,Antigone canadensis,Antigone canadensis canadensis,Antigone canadensis tabida/rowani,Antigone canadensis pulla,Antigone canadensis pratensis,Antigone canadensis nesiotes
8402cadffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8404ccbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8404cddffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8404eb1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8408d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408edbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,64.0,57.0,0.0,0.0,0.0,0.0
840c145ffffffff,7.0,7.0,0.0,0.0,0.0,0.0
840c147ffffffff,27.0,23.0,0.0,0.0,0.0,0.0
840c149ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c14bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c15dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c32dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,15.0,11.0,0.0,0.0,0.0,0.0
840c555ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c731ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,20.0,15.0,0.0,0.0,0.0,0.0
840c735ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,75.0,57.0,0.0,0.0,0.0,0.0
840ca55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ccd1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d0d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d0d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d483ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d49bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d49dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,23.0,2.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840d8d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840ec19ffffffff,109.0,0.0,0.0,0.0,0.0,0.0
840ec1bffffffff,1.0,0.0,1.0,0.0,0.0,0.0
840ec53ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
840ec85ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
840ec95ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840ee27ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
840eea7ffffffff,176.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,18.0,0.0,3.0,0.0,0.0,0.0
840eebdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8412181ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84124b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84124b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84124d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412511ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,7.0,2.0,3.0,0.0,0.0,0.0
8412549ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8412581ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412851ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84129abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412a35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412abbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412cebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d55ffffffff,6.0,0.0,4.0,0.0,0.0,0.0
8412d95ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d97ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412da5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412db9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,13.0,2.0,0.0,0.0,0.0,0.0
8412ddbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412e13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412e19ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412e1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412e87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e9dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ea1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ecdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413483ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841383dffffffff,34.0,0.0,0.0,0.0,0.0,0.0
841384bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84138c7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84139adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413a35ffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8413b57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84165e1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841741bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84176bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419281ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84194c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841aa07ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841bb07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841f035ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841f03bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841f043ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
841f20dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84225a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8422db7ffffffff,30.0,1.0,0.0,0.0,0.0,0.0
842600bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842600dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426017ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426021ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842603dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842604bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426061ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426099ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84260adffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84260b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260b9ffffffff,86.0,0.0,4.0,0.0,0.0,0.0
84260c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84260d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260e7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84260ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84260edffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426101ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842611bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426127ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426151ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426181ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426183ffffffff,88.0,13.0,8.0,0.0,0.0,0.0
8426187ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8426191ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426199ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842619dffffffff,34.0,1.0,1.0,0.0,0.0,0.0
84261b5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261bdffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84261d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426209ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842620dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426213ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426219ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426221ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426229ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426245ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426249ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426253ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426257ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426259ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426287ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426299ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84262c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84262c3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84262c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84262dbffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8426301ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426309ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842630dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426367ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426403ffffffff,8.0,0.0,4.0,0.0,0.0,0.0
8426409ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842640dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426411ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426415ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842641bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842641dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426437ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426453ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426459ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426461ffffffff,85.0,0.0,0.0,0.0,0.0,0.0
8426463ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
842646bffffffff,45.0,0.0,0.0,0.0,0.0,0.0
842646dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426487ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8426489ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
842648bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842648dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426493ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8426497ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842649bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84264c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84264cbffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84264d1ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84264d3ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84264d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264d9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84264dbffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84264ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84264e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84264e3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
