cell_id,Pyrrhura picta,Pyrrhura picta eisenmanni,Pyrrhura picta subandina,Pyrrhura picta caeruleiceps,Pyrrhura picta emma,Pyrrhura picta picta
825f07fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
825f47fffffffff,6.0,0.0,0.0,0.0,0.0,4.0
825f4ffffffffff,3.0,0.0,0.0,0.0,2.0,1.0
826607fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
82662ffffffffff,41.0,0.0,0.0,20.0,0.0,0.0
8266a7fffffffff,35.0,28.0,0.0,0.0,0.0,0.0
82674ffffffffff,47.0,0.0,0.0,0.0,21.0,0.0
826757fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
