cell_id,Podiceps occipitalis,Podiceps occipitalis juninensis,Podiceps occipitalis occipitalis
83b258fffffffff,20.0,0.0,0.0
83b259fffffffff,58.0,0.0,0.0
83b25afffffffff,3.0,0.0,0.0
83b25bfffffffff,2.0,0.0,0.0
83b25cfffffffff,2.0,0.0,0.0
83b25dfffffffff,17.0,0.0,0.0
83b25efffffffff,2.0,0.0,0.0
83b266fffffffff,4.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0
83b275fffffffff,5.0,0.0,0.0
83b2c0fffffffff,1262.0,0.0,147.0
83b2c1fffffffff,29.0,0.0,0.0
83b2c2fffffffff,124.0,0.0,11.0
83b2c3fffffffff,135.0,0.0,4.0
83b2c4fffffffff,319.0,0.0,28.0
83b2c5fffffffff,724.0,0.0,80.0
83b2c8fffffffff,3.0,0.0,0.0
83b2cafffffffff,28.0,0.0,2.0
83b2cbfffffffff,7.0,0.0,0.0
83b2ccfffffffff,6.0,0.0,0.0
83b2cdfffffffff,13.0,0.0,0.0
83b2cefffffffff,4.0,0.0,2.0
83b2d8fffffffff,218.0,0.0,17.0
83b2d9fffffffff,9.0,0.0,0.0
83b2dafffffffff,152.0,0.0,12.0
83b2dbfffffffff,6.0,0.0,0.0
83b2dcfffffffff,72.0,0.0,7.0
83b2ddfffffffff,13.0,0.0,0.0
83b2e1fffffffff,2.0,0.0,0.0
83b2e2fffffffff,138.0,0.0,7.0
83b2e3fffffffff,36.0,0.0,5.0
83b2e4fffffffff,53.0,0.0,0.0
83b2e6fffffffff,23.0,0.0,2.0
83b2e8fffffffff,16.0,0.0,0.0
83b2e9fffffffff,17.0,0.0,0.0
83b2ecfffffffff,209.0,0.0,0.0
83b2edfffffffff,38.0,0.0,0.0
83b2eefffffffff,40.0,0.0,0.0
83b304fffffffff,43.0,27.0,0.0
83b305fffffffff,612.0,307.0,0.0
83b308fffffffff,3.0,0.0,0.0
83b309fffffffff,2.0,0.0,0.0
83b30bfffffffff,75.0,34.0,0.0
83b30cfffffffff,1.0,0.0,0.0
83b31dfffffffff,3.0,3.0,0.0
83b320fffffffff,32.0,2.0,0.0
83b321fffffffff,6.0,6.0,0.0
83b322fffffffff,12.0,0.0,0.0
83b323fffffffff,3.0,2.0,0.0
83b324fffffffff,12.0,2.0,0.0
83b325fffffffff,13.0,7.0,0.0
83b326fffffffff,31.0,0.0,0.0
83b32cfffffffff,4.0,2.0,0.0
83b330fffffffff,1.0,0.0,0.0
83b331fffffffff,5.0,0.0,0.0
83b334fffffffff,30.0,0.0,0.0
83b335fffffffff,56.0,0.0,0.0
83b351fffffffff,63.0,17.0,0.0
83b352fffffffff,67.0,38.0,0.0
83b356fffffffff,22.0,8.0,0.0
83b35afffffffff,2.0,0.0,0.0
83b35cfffffffff,4.0,0.0,0.0
83b35efffffffff,3.0,0.0,0.0
83b366fffffffff,10.0,0.0,0.0
83b373fffffffff,2.0,1.0,0.0
83c203fffffffff,12.0,0.0,0.0
83c205fffffffff,39.0,0.0,0.0
83c218fffffffff,3.0,0.0,0.0
83c219fffffffff,1.0,0.0,0.0
83c21bfffffffff,7.0,0.0,0.0
83c21dfffffffff,22.0,0.0,0.0
83c221fffffffff,5.0,0.0,0.0
83c228fffffffff,4.0,0.0,0.0
83c22afffffffff,9.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c22cfffffffff,5.0,0.0,0.0
83c22efffffffff,16.0,0.0,0.0
83c2e0fffffffff,5.0,0.0,0.0
83c2e6fffffffff,1.0,0.0,0.0
83c309fffffffff,8.0,0.0,0.0
83c30bfffffffff,4.0,0.0,0.0
83c30dfffffffff,2.0,0.0,0.0
83c320fffffffff,44.0,0.0,0.0
83c321fffffffff,125.0,0.0,0.0
83c324fffffffff,9.0,0.0,0.0
83c328fffffffff,1.0,0.0,0.0
83c329fffffffff,29.0,0.0,0.0
83c32afffffffff,19.0,0.0,0.0
83c32bfffffffff,12.0,0.0,0.0
83c32dfffffffff,13.0,0.0,0.0
83c32efffffffff,110.0,0.0,0.0
83c340fffffffff,133.0,0.0,0.0
83c341fffffffff,21.0,0.0,0.0
83c342fffffffff,9.0,0.0,0.0
83c343fffffffff,21.0,0.0,0.0
83c344fffffffff,6.0,0.0,0.0
83c345fffffffff,5.0,0.0,0.0
83c346fffffffff,10.0,0.0,0.0
83c348fffffffff,8.0,0.0,0.0
83c349fffffffff,21.0,0.0,0.0
83c34bfffffffff,44.0,0.0,0.0
83c34cfffffffff,9.0,0.0,0.0
83c34efffffffff,42.0,0.0,0.0
83c350fffffffff,5.0,0.0,0.0
83c351fffffffff,8.0,0.0,0.0
83c352fffffffff,13.0,0.0,0.0
83c354fffffffff,1.0,0.0,0.0
83c355fffffffff,5.0,0.0,0.0
83c356fffffffff,3.0,0.0,0.0
83c358fffffffff,6.0,0.0,0.0
83c359fffffffff,1.0,0.0,0.0
83c35cfffffffff,3.0,0.0,0.0
83c35dfffffffff,4.0,0.0,0.0
83c368fffffffff,2.0,0.0,0.0
83c36afffffffff,2.0,0.0,0.0
83c36bfffffffff,9.0,0.0,0.0
83c36dfffffffff,2.0,0.0,0.0
83c372fffffffff,1.0,0.0,0.0
83c376fffffffff,3.0,0.0,0.0
83ce16fffffffff,2.0,0.0,0.0
83ce80fffffffff,123.0,0.0,0.0
83ce81fffffffff,19.0,0.0,0.0
83ce82fffffffff,4.0,0.0,0.0
83ce83fffffffff,57.0,0.0,0.0
83ce84fffffffff,9.0,0.0,0.0
83ce85fffffffff,30.0,0.0,0.0
83ce86fffffffff,1.0,0.0,0.0
83ce88fffffffff,21.0,0.0,4.0
83ce8bfffffffff,6.0,0.0,1.0
83ce8cfffffffff,50.0,0.0,4.0
83ce8efffffffff,84.0,0.0,4.0
83ce91fffffffff,22.0,0.0,0.0
83ce92fffffffff,8.0,0.0,0.0
83ce93fffffffff,17.0,0.0,0.0
83ce94fffffffff,6.0,0.0,0.0
83ce95fffffffff,5.0,0.0,0.0
83ce96fffffffff,7.0,0.0,0.0
83ce98fffffffff,109.0,0.0,0.0
83ce99fffffffff,20.0,0.0,1.0
83ce9bfffffffff,31.0,0.0,0.0
83ce9cfffffffff,150.0,0.0,0.0
83ce9dfffffffff,110.0,0.0,5.0
83ce9efffffffff,5.0,0.0,0.0
83cea0fffffffff,17.0,0.0,0.0
83cea1fffffffff,2.0,0.0,0.0
83cea2fffffffff,9.0,0.0,0.0
83cea3fffffffff,67.0,0.0,0.0
83cea8fffffffff,438.0,0.0,47.0
83ceaafffffffff,434.0,0.0,12.0
83ceacfffffffff,185.0,0.0,72.0
83ceaefffffffff,289.0,0.0,11.0
83ceb3fffffffff,5.0,0.0,0.0
83cf12fffffffff,333.0,0.0,77.0
83cf16fffffffff,26.0,0.0,2.0
83cf81fffffffff,12.0,0.0,0.0
83cf83fffffffff,4.0,0.0,0.0
83cf85fffffffff,101.0,0.0,16.0
83cf88fffffffff,9.0,0.0,1.0
83cf8afffffffff,12.0,0.0,0.0
83cf8bfffffffff,6.0,0.0,2.0
83cf8cfffffffff,142.0,0.0,24.0
83cf8dfffffffff,3.0,0.0,0.0
83cf8efffffffff,314.0,0.0,18.0
83cf90fffffffff,3.0,0.0,0.0
83cf91fffffffff,23.0,0.0,5.0
83cf94fffffffff,2.0,0.0,0.0
83cf98fffffffff,17.0,0.0,0.0
83cf9cfffffffff,5.0,0.0,1.0
83cf9dfffffffff,7.0,0.0,0.0
83cf9efffffffff,16.0,0.0,0.0
83cfa0fffffffff,216.0,0.0,1.0
83cfa1fffffffff,6.0,0.0,2.0
83cfa2fffffffff,401.0,0.0,9.0
83cfa4fffffffff,654.0,0.0,49.0
83cfa5fffffffff,5.0,0.0,1.0
83cfa8fffffffff,4.0,0.0,2.0
83cfaafffffffff,432.0,0.0,113.0
83cfacfffffffff,106.0,0.0,19.0
83cfaefffffffff,41.0,0.0,0.0
83cfb1fffffffff,44.0,0.0,2.0
83de62fffffffff,3.0,0.0,0.0
83de70fffffffff,20.0,0.0,0.0
83de71fffffffff,15.0,0.0,0.0
83de74fffffffff,16.0,0.0,0.0
83df41fffffffff,1.0,0.0,0.0
83df45fffffffff,25.0,0.0,0.0
83df4dfffffffff,4.0,0.0,0.0
83df68fffffffff,148.0,0.0,71.0
83df69fffffffff,274.0,0.0,114.0
83df6afffffffff,44.0,0.0,0.0
83df6bfffffffff,35.0,0.0,12.0
83df6dfffffffff,13.0,0.0,3.0
