cell_id,Glaucidium gnoma,Glaucidium gnoma gnoma,Glaucidium gnoma [californicum Group],Glaucidium gnoma pinicola,Glaucidium gnoma cobanense,Glaucidium gnoma hoskinsii
842695dffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8426963ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426967ffffffff,13.0,0.0,0.0,11.0,0.0,0.0
8426969ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,24.0,0.0,0.0,22.0,0.0,0.0
8426987ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269ddffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8426aa5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
842802bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842802dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428063ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428105ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8428109ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
842810bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428119ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428149ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842814bffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8428151ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428153ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428155ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842815dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84281b3ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
84281c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84281cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84281e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84281e3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84281e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84281e9ffffffff,23.0,0.0,7.0,0.0,0.0,0.0
84281ebffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84281edffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428303ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8428307ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428309ffffffff,31.0,0.0,2.0,0.0,0.0,0.0
842830bffffffff,8.0,0.0,2.0,0.0,0.0,0.0
8428315ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8428317ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
842831dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8428321ffffffff,10.0,0.0,2.0,0.0,0.0,0.0
8428327ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
842832bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428331ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428339ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8428341ffffffff,9.0,0.0,4.0,0.0,0.0,0.0
8428369ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842836bffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8428841ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428843ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84288cdffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8428931ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428a91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428a93ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8428a99ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428a9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428aa9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428adbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428c25ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8428d19ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428dc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428f01ffffffff,20.0,0.0,2.0,0.0,0.0,0.0
8428f03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428f05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428f27ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8428f5dffffffff,5.0,0.0,5.0,0.0,0.0,0.0
84291a5ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
84291a7ffffffff,6.0,0.0,2.0,0.0,0.0,0.0
84298c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84298c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84298c9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84298cbffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84298d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84298d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84298ddffffffff,10.0,0.0,0.0,0.0,0.0,0.0
842990bffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8429957ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84299bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429a03ffffffff,69.0,0.0,2.0,0.0,0.0,0.0
8429a05ffffffff,21.0,0.0,3.0,0.0,0.0,0.0
8429a07ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8429a11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429a15ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8429a1dffffffff,393.0,0.0,66.0,0.0,0.0,0.0
8429aa3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429aa7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429ab1ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8429abdffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8429ac9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8429acbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429acdffffffff,6.0,0.0,5.0,0.0,0.0,0.0
8429ad1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8429ae1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429ae5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429ae9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429b2dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8429b67ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844520dffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8445243ffffffff,8.0,0.0,0.0,0.0,6.0,0.0
8445245ffffffff,14.0,0.0,0.0,0.0,11.0,0.0
8445247ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
844524bffffffff,22.0,0.0,0.0,0.0,5.0,0.0
8445253ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
844525dffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8445309ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8445351ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
844805bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
844819bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84481d7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8448233ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84482e5ffffffff,20.0,0.0,0.0,0.0,0.0,17.0
8448337ffffffff,7.0,5.0,0.0,0.0,0.0,0.0
8448361ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8448a29ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8448a2bffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8448ab7ffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8448c59ffffffff,12.0,11.0,0.0,0.0,0.0,0.0
8448cd9ffffffff,34.0,0.0,0.0,20.0,0.0,0.0
8448cdbffffffff,7.0,0.0,0.0,5.0,0.0,0.0
8448d4bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8448d53ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8448d83ffffffff,7.0,0.0,0.0,1.0,0.0,0.0
8448e37ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8448e4dffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8448e85ffffffff,58.0,18.0,0.0,0.0,0.0,0.0
8448e8dffffffff,16.0,3.0,0.0,0.0,0.0,0.0
8448eabffffffff,8.0,3.0,0.0,0.0,0.0,0.0
8448eadffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8448eb3ffffffff,12.0,0.0,0.0,8.0,0.0,0.0
8448eb7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8448ec7ffffffff,58.0,15.0,0.0,0.0,0.0,0.0
8448ee3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8448ee9ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8448eebffffffff,6.0,4.0,0.0,0.0,0.0,0.0
8448f51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844986dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
844990dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8449959ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
844996bffffffff,3.0,3.0,0.0,0.0,0.0,0.0
84499cdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8449a85ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8449b19ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8449b1dffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8449b33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846d23bffffffff,2.0,0.0,0.0,0.0,2.0,0.0
846d283ffffffff,17.0,0.0,0.0,0.0,15.0,0.0
846d287ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
846d28dffffffff,3.0,0.0,0.0,0.0,3.0,0.0
846d295ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
846d2b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d32bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
846d645ffffffff,29.0,0.0,0.0,0.0,28.0,0.0
846d65dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d66dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
