cell_id,Colaptes auratus,Colaptes auratus chrysocaulosus,Colaptes auratus gundlachi,Colaptes auratus auratus/luteus,Colaptes auratus [cafer Group],Colaptes auratus luteus x cafer
840c415ffffffff,37.0,0.0,0.0,14.0,0.0,0.0
840c51dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,3.0,0.0,0.0,1.0,0.0,0.0
840c621ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
840c731ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,4.0,0.0,0.0,4.0,0.0,0.0
840c735ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d443ffffffff,4.0,0.0,0.0,4.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840d49bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
840d5e7ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
840e487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
840e49bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840e4b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,5.0,0.0,0.0,4.0,0.0,0.0
840e9a1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840ec51ffffffff,30.0,0.0,0.0,2.0,0.0,0.0
840ecc9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
840eeabffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412591ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
841259bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84125d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
841289bffffffff,4.0,0.0,0.0,0.0,0.0,4.0
84128b1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84128bdffffffff,42.0,0.0,0.0,0.0,0.0,39.0
8412ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8412b03ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412b49ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412b63ffffffff,9.0,0.0,0.0,0.0,8.0,0.0
8412c11ffffffff,5.0,0.0,0.0,0.0,1.0,2.0
8412c33ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8412c5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8412cb1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412cc1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,93.0,0.0,0.0,0.0,2.0,3.0
8412cd9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8412d07ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8412d63ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412d95ffffffff,6.0,0.0,0.0,0.0,0.0,6.0
8412d9dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8412db1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8412db5ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8412db7ffffffff,7.0,0.0,0.0,7.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8412ddbffffffff,12.0,0.0,0.0,3.0,5.0,2.0
8412de3ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8412f13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,6.0,0.0,0.0,2.0,0.0,0.0
841382dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
841383dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
