cell_id,Tachyeres brachypterus,Tachyeres brachypterus (Flightless),Tachyeres brachypterus (Flying)
82de67fffffffff,313.0,0.0,0.0
82de77fffffffff,901.0,0.0,0.0
82df5ffffffffff,8.0,0.0,0.0
