cell_id,Cormobates leucophaea,Cormobates leucophaea minor,Cormobates leucophaea [leucophaea Group]
829c27fffffffff,3.0,2.0,0.0
829d0ffffffffff,2.0,0.0,0.0
829d2ffffffffff,6.0,0.0,0.0
82be0ffffffffff,6.0,0.0,0.0
82be1ffffffffff,3.0,0.0,0.0
82be47fffffffff,1.0,0.0,0.0
82be4ffffffffff,2.0,0.0,0.0
82be67fffffffff,7.0,0.0,2.0
82be6ffffffffff,2.0,0.0,0.0
82be77fffffffff,11.0,0.0,2.0
82beaffffffffff,4.0,0.0,2.0
