cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
822617fffffffff,231.0,0.0,0.0
822687fffffffff,2448.0,0.0,0.0
82268ffffffffff,5202.0,0.0,0.0
822697fffffffff,1160.0,0.0,0.0
82269ffffffffff,3348.0,0.0,0.0
8226a7fffffffff,418.0,2.0,0.0
8226affffffffff,475.0,1.0,0.0
8226b7fffffffff,19.0,0.0,0.0
8226d7fffffffff,83.0,0.0,0.0
8226dffffffffff,15.0,0.0,0.0
8226f7fffffffff,84.0,0.0,0.0
822787fffffffff,4.0,0.0,0.0
82278ffffffffff,183.0,0.0,0.0
822797fffffffff,25.0,0.0,0.0
82279ffffffffff,152.0,0.0,0.0
822897fffffffff,7.0,0.0,0.0
8228a7fffffffff,10.0,0.0,0.0
8228b7fffffffff,387.0,0.0,0.0
822987fffffffff,451.0,0.0,0.0
82298ffffffffff,157.0,0.0,0.0
822997fffffffff,1482.0,0.0,0.0
82299ffffffffff,117.0,0.0,0.0
8229a7fffffffff,698.0,0.0,0.0
8229affffffffff,140.0,0.0,0.0
8229b7fffffffff,2486.0,0.0,0.0
824527fffffffff,261.0,0.0,160.0
82452ffffffffff,649.0,0.0,154.0
824537fffffffff,44.0,0.0,43.0
824807fffffffff,89.0,0.0,0.0
82480ffffffffff,585.0,0.0,0.0
824817fffffffff,202.0,0.0,0.0
82481ffffffffff,51.0,0.0,0.0
824827fffffffff,18.0,0.0,0.0
82482ffffffffff,66.0,0.0,0.0
824837fffffffff,1597.0,0.0,0.0
824857fffffffff,54.0,0.0,0.0
82488ffffffffff,72.0,0.0,0.0
8248affffffffff,429.0,0.0,0.0
8248c7fffffffff,10615.0,0.0,0.0
8248cffffffffff,3255.0,51.0,0.0
8248d7fffffffff,824.0,0.0,0.0
8248dffffffffff,7473.0,0.0,0.0
8248e7fffffffff,257.0,0.0,0.0
8248effffffffff,24240.0,0.0,0.0
8248f7fffffffff,1302.0,58.0,0.0
824987fffffffff,350.0,2.0,0.0
82498ffffffffff,25.0,0.0,0.0
824997fffffffff,271.0,44.0,0.0
82499ffffffffff,26.0,0.0,0.0
8249a7fffffffff,13.0,0.0,0.0
8249affffffffff,1261.0,36.0,0.0
8249b7fffffffff,194.0,1.0,0.0
8267b7fffffffff,4.0,0.0,4.0
826d07fffffffff,38.0,0.0,6.0
826d17fffffffff,64.0,0.0,0.0
826d27fffffffff,117.0,0.0,61.0
826d2ffffffffff,932.0,0.0,413.0
826d37fffffffff,643.0,32.0,0.0
826d67fffffffff,793.0,0.0,724.0
826d77fffffffff,2.0,0.0,0.0
