cell_id,Alectoris graeca,Alectoris graeca [graeca Group],Alectoris graeca whitakeri
821e17fffffffff,12.0,0.0,0.0
821e87fffffffff,11.0,0.0,0.0
821e9ffffffffff,1.0,0.0,0.0
821eaffffffffff,149.0,0.0,0.0
821ec7fffffffff,47.0,3.0,0.0
821ed7fffffffff,34.0,2.0,0.0
821edffffffffff,17.0,2.0,0.0
821ef7fffffffff,17.0,0.0,0.0
821f8ffffffffff,6.0,0.0,0.0
821f9ffffffffff,45.0,0.0,0.0
82396ffffffffff,3.0,0.0,0.0
823f2ffffffffff,36.0,2.0,0.0
823f37fffffffff,4.0,0.0,1.0
