cell_id,Coracias caudatus,Coracias caudatus lorti,Coracias caudatus caudatus
84bcd85ffffffff,3.0,0.0,0.0
84bcd87ffffffff,2.0,0.0,0.0
84bcd89ffffffff,38.0,0.0,16.0
84bcd8bffffffff,6.0,0.0,0.0
84bcd8dffffffff,3.0,0.0,0.0
84bcd95ffffffff,1.0,0.0,0.0
84bcd99ffffffff,6.0,0.0,0.0
84bcd9bffffffff,3.0,0.0,0.0
84bcda1ffffffff,1.0,0.0,0.0
84bcda3ffffffff,10.0,0.0,0.0
84bcdc1ffffffff,181.0,0.0,26.0
84bcdc3ffffffff,93.0,0.0,13.0
84bcdc5ffffffff,49.0,0.0,1.0
84bcdc7ffffffff,22.0,0.0,9.0
84bcdc9ffffffff,10.0,0.0,4.0
84bcdcbffffffff,3.0,0.0,0.0
84bcdcdffffffff,15.0,0.0,2.0
84bcdd1ffffffff,91.0,0.0,18.0
84bcdd5ffffffff,4.0,0.0,4.0
84bcdd7ffffffff,2.0,0.0,2.0
84bcdd9ffffffff,1.0,0.0,0.0
84bcddbffffffff,2.0,0.0,0.0
84bcdddffffffff,16.0,0.0,7.0
84bcde5ffffffff,16.0,0.0,1.0
84bcdebffffffff,74.0,0.0,6.0
84bce83ffffffff,9.0,0.0,1.0
84bcf05ffffffff,10.0,0.0,0.0
84bcf0dffffffff,6.0,0.0,0.0
84bcf21ffffffff,27.0,0.0,2.0
84bcf25ffffffff,58.0,0.0,36.0
84bcf27ffffffff,26.0,0.0,0.0
84bcf29ffffffff,330.0,0.0,67.0
84bcf2dffffffff,15.0,0.0,2.0
84bcf33ffffffff,2.0,0.0,0.0
84bcf3dffffffff,4.0,0.0,0.0
84bcf5bffffffff,2.0,0.0,0.0
84bcf61ffffffff,9.0,0.0,2.0
84bcf63ffffffff,12.0,0.0,0.0
84bcf67ffffffff,10.0,0.0,3.0
