cell_id,Campethera maculosa,Campethera maculosa maculosa,Campethera maculosa permista,Campethera maculosa [cailliautii Group]
827a6ffffffffff,7.0,0.0,0.0,1.0
827b4ffffffffff,17.0,0.0,0.0,2.0
82828ffffffffff,1.0,0.0,0.0,0.0
8283a7fffffffff,1.0,0.0,1.0,0.0
829717fffffffff,2.0,0.0,0.0,2.0
