cell_id,Ispidina picta,Ispidina picta picta/ferrugina,Ispidina picta natalensis
82529ffffffffff,61.0,0.0,0.0
8252b7fffffffff,1.0,0.0,0.0
82540ffffffffff,2.0,0.0,0.0
82541ffffffffff,6.0,0.0,0.0
825447fffffffff,2.0,0.0,0.0
8254affffffffff,137.0,0.0,0.0
8254e7fffffffff,53.0,0.0,0.0
8254f7fffffffff,153.0,0.0,0.0
825857fffffffff,6.0,0.0,0.0
825887fffffffff,5.0,0.0,0.0
82588ffffffffff,3.0,0.0,0.0
825897fffffffff,47.0,0.0,0.0
8258a7fffffffff,4.0,0.0,0.0
8258cffffffffff,3.0,0.0,0.0
8258d7fffffffff,6.0,0.0,0.0
8258dffffffffff,12.0,0.0,0.0
8258e7fffffffff,22.0,0.0,0.0
8258f7fffffffff,1.0,0.0,0.0
82599ffffffffff,4.0,0.0,0.0
826a17fffffffff,2.0,0.0,0.0
826a47fffffffff,7.0,0.0,0.0
826a57fffffffff,2.0,0.0,0.0
826a5ffffffffff,27.0,0.0,0.0
826a6ffffffffff,22.0,0.0,0.0
826ac7fffffffff,505.0,0.0,0.0
826acffffffffff,533.0,0.0,0.0
826adffffffffff,230.0,0.0,0.0
826ae7fffffffff,4.0,0.0,0.0
826aeffffffffff,556.0,0.0,0.0
826bb7fffffffff,1.0,0.0,0.0
82750ffffffffff,389.0,0.0,0.0
827517fffffffff,1.0,0.0,0.0
82751ffffffffff,5.0,0.0,0.0
827527fffffffff,74.0,0.0,0.0
82752ffffffffff,171.0,0.0,0.0
827537fffffffff,2.0,0.0,0.0
827577fffffffff,18.0,0.0,0.0
8275a7fffffffff,10.0,0.0,0.0
8275b7fffffffff,1.0,0.0,0.0
827a47fffffffff,58.0,0.0,0.0
827a4ffffffffff,287.0,0.0,0.0
827a67fffffffff,41.0,0.0,0.0
827a6ffffffffff,256.0,0.0,0.0
827a77fffffffff,2.0,0.0,0.0
827ac7fffffffff,4.0,0.0,0.0
827acffffffffff,129.0,0.0,0.0
827adffffffffff,53.0,0.0,0.0
827aeffffffffff,4.0,0.0,0.0
827b4ffffffffff,17.0,0.0,1.0
827b5ffffffffff,35.0,0.0,0.0
827b6ffffffffff,8.0,0.0,0.0
82821ffffffffff,4.0,0.0,0.0
828287fffffffff,4.0,0.0,0.0
82828ffffffffff,66.0,0.0,0.0
828297fffffffff,1.0,0.0,0.0
8282affffffffff,6.0,0.0,0.0
8282b7fffffffff,1.0,0.0,0.0
8282d7fffffffff,32.0,0.0,0.0
8282dffffffffff,2.0,0.0,0.0
8282f7fffffffff,8.0,0.0,0.0
828317fffffffff,13.0,0.0,0.0
828387fffffffff,2.0,0.0,0.0
82838ffffffffff,3.0,0.0,0.0
82839ffffffffff,14.0,0.0,0.0
8283affffffffff,7.0,0.0,0.0
829607fffffffff,5.0,0.0,0.0
82960ffffffffff,4.0,0.0,0.0
829617fffffffff,5.0,0.0,0.0
829627fffffffff,4.0,0.0,0.0
82962ffffffffff,8.0,0.0,0.0
829637fffffffff,3.0,0.0,0.0
829677fffffffff,1.0,0.0,0.0
82968ffffffffff,2.0,0.0,0.0
829697fffffffff,122.0,0.0,0.0
82969ffffffffff,35.0,0.0,0.0
8296a7fffffffff,2.0,0.0,0.0
8296affffffffff,2.0,0.0,0.0
8296b7fffffffff,12.0,0.0,0.0
8296d7fffffffff,1.0,0.0,0.0
829707fffffffff,42.0,0.0,0.0
829717fffffffff,40.0,0.0,0.0
82971ffffffffff,19.0,0.0,0.0
829727fffffffff,1.0,0.0,0.0
82972ffffffffff,32.0,0.0,0.0
82974ffffffffff,1.0,0.0,0.0
829757fffffffff,10.0,0.0,0.0
82975ffffffffff,15.0,0.0,0.0
829777fffffffff,3.0,0.0,0.0
82978ffffffffff,8.0,0.0,0.0
8297affffffffff,11.0,0.0,0.0
82bc0ffffffffff,8.0,0.0,0.0
82bc1ffffffffff,7.0,0.0,0.0
82bc77fffffffff,3.0,0.0,0.0
82bc8ffffffffff,25.0,0.0,0.0
82bc9ffffffffff,2.0,0.0,0.0
82bcd7fffffffff,96.0,0.0,0.0
82bcdffffffffff,14.0,0.0,0.0
82bce7fffffffff,10.0,0.0,0.0
82bcf7fffffffff,255.0,0.0,0.0
