cell_id,Lichenostomus melanops,Lichenostomus melanops melanops/meltoni,Lichenostomus melanops cassidix
829d2ffffffffff,1.0,0.0,0.0
82be0ffffffffff,22.0,2.0,0.0
82be1ffffffffff,1.0,1.0,0.0
82be47fffffffff,7.0,2.0,0.0
82be67fffffffff,3.0,0.0,0.0
82be6ffffffffff,4.0,0.0,0.0
82be77fffffffff,28.0,0.0,0.0
82be8ffffffffff,6.0,0.0,0.0
82beaffffffffff,1.0,0.0,0.0
82bee7fffffffff,1.0,0.0,0.0
82bef7fffffffff,9.0,0.0,0.0
