cell_id,Thamnophilus bernardi,Thamnophilus bernardi bernardi,Thamnophilus bernardi shumbae
828f0ffffffffff,1257.0,157.0,0.0
828f2ffffffffff,1233.0,88.0,0.0
828f57fffffffff,1919.0,156.0,116.0
828f5ffffffffff,16.0,0.0,0.0
828f77fffffffff,147.0,19.0,0.0
