cell_id,Turdus pelios,Turdus pelios [pelios Group],Turdus pelios nigrilorum/poensis,Turdus pelios stormsi/graueri
8454e8bffffffff,16.0,0.0,0.0,0.0
8454ea5ffffffff,7.0,0.0,0.0,0.0
8454ea9ffffffff,1.0,0.0,0.0,0.0
8454eadffffffff,2.0,0.0,0.0,0.0
8454ec5ffffffff,2.0,0.0,0.0,0.0
8454ee3ffffffff,1.0,0.0,0.0,0.0
8454f0bffffffff,3.0,0.0,0.0,0.0
8454f0dffffffff,1.0,0.0,0.0,0.0
8454f11ffffffff,1.0,0.0,0.0,0.0
8454f15ffffffff,4.0,0.0,0.0,0.0
8454f17ffffffff,1.0,0.0,0.0,0.0
8454f1bffffffff,3.0,0.0,0.0,0.0
8454f43ffffffff,4.0,2.0,0.0,0.0
8454f45ffffffff,12.0,0.0,0.0,0.0
8454f47ffffffff,9.0,3.0,0.0,0.0
8454f49ffffffff,5.0,0.0,0.0,0.0
8454f4dffffffff,128.0,9.0,0.0,0.0
8454f51ffffffff,11.0,0.0,0.0,0.0
8454f57ffffffff,10.0,0.0,0.0,0.0
8458517ffffffff,3.0,0.0,0.0,0.0
8458839ffffffff,8.0,4.0,0.0,0.0
8458861ffffffff,2.0,0.0,0.0,0.0
845886dffffffff,2.0,0.0,0.0,0.0
8458883ffffffff,2.0,2.0,0.0,0.0
84588d3ffffffff,2.0,0.0,0.0,0.0
8458901ffffffff,2.0,0.0,0.0,0.0
845890bffffffff,15.0,0.0,0.0,0.0
845890dffffffff,14.0,0.0,0.0,0.0
845891dffffffff,5.0,0.0,0.0,0.0
845894dffffffff,4.0,0.0,0.0,0.0
8458959ffffffff,2.0,0.0,0.0,0.0
8458963ffffffff,4.0,0.0,0.0,0.0
8458969ffffffff,9.0,0.0,0.0,0.0
84589c9ffffffff,14.0,0.0,0.0,0.0
8458a4dffffffff,1.0,0.0,0.0,0.0
8458a65ffffffff,4.0,0.0,0.0,0.0
8458a69ffffffff,5.0,0.0,0.0,0.0
8458b51ffffffff,6.0,0.0,0.0,0.0
8458c3dffffffff,2.0,0.0,0.0,0.0
8458c4dffffffff,2.0,0.0,0.0,0.0
8458c8bffffffff,4.0,0.0,0.0,0.0
8458cd9ffffffff,2.0,0.0,0.0,0.0
8458d13ffffffff,4.0,0.0,0.0,0.0
8458d1dffffffff,2.0,0.0,0.0,0.0
8458d33ffffffff,17.0,0.0,0.0,0.0
8458d35ffffffff,1.0,0.0,0.0,0.0
8458d37ffffffff,8.0,6.0,0.0,0.0
8458db5ffffffff,4.0,0.0,0.0,0.0
8458debffffffff,9.0,0.0,0.0,0.0
8458e2dffffffff,77.0,1.0,0.0,0.0
8458e67ffffffff,50.0,0.0,0.0,0.0
8458f0bffffffff,1.0,0.0,0.0,0.0
8458f47ffffffff,4.0,0.0,0.0,0.0
8458f5bffffffff,35.0,0.0,0.0,0.0
8459827ffffffff,7.0,0.0,0.0,0.0
84598bbffffffff,1.0,0.0,0.0,0.0
845991bffffffff,8.0,0.0,0.0,0.0
8459933ffffffff,2.0,0.0,0.0,0.0
8459985ffffffff,6.0,0.0,0.0,0.0
8459997ffffffff,1.0,0.0,0.0,0.0
84599a5ffffffff,1.0,0.0,0.0,0.0
84599e5ffffffff,20.0,4.0,0.0,0.0
84599e7ffffffff,4.0,0.0,0.0,0.0
846a459ffffffff,9.0,2.0,0.0,0.0
846a49dffffffff,5.0,0.0,0.0,0.0
846a4bbffffffff,6.0,0.0,0.0,0.0
846a543ffffffff,1.0,0.0,0.0,0.0
846a5a1ffffffff,2.0,0.0,0.0,0.0
846a5a9ffffffff,5.0,0.0,0.0,0.0
846a619ffffffff,2.0,0.0,0.0,0.0
846a693ffffffff,4.0,0.0,0.0,0.0
846a697ffffffff,20.0,0.0,0.0,0.0
846ac03ffffffff,97.0,5.0,0.0,0.0
846ac07ffffffff,2.0,0.0,0.0,0.0
846ac0bffffffff,33.0,14.0,0.0,0.0
846ac11ffffffff,10.0,0.0,0.0,0.0
846ac15ffffffff,493.0,84.0,0.0,0.0
846ac19ffffffff,7.0,0.0,0.0,0.0
846ac1dffffffff,8.0,2.0,0.0,0.0
846ac31ffffffff,21.0,2.0,0.0,0.0
846ac33ffffffff,15.0,0.0,0.0,0.0
846ac35ffffffff,21.0,2.0,0.0,0.0
846ac37ffffffff,4.0,2.0,0.0,0.0
846ac39ffffffff,5.0,0.0,0.0,0.0
846ac3dffffffff,185.0,22.0,0.0,0.0
846ac89ffffffff,816.0,103.0,0.0,0.0
846ac8dffffffff,2.0,0.0,0.0,0.0
846ac93ffffffff,31.0,0.0,0.0,0.0
846ac9bffffffff,14.0,0.0,0.0,0.0
846acadffffffff,6.0,0.0,0.0,0.0
846acc3ffffffff,26.0,1.0,0.0,0.0
846acc7ffffffff,44.0,0.0,0.0,0.0
846acc9ffffffff,2.0,0.0,0.0,0.0
846accbffffffff,15.0,2.0,0.0,0.0
846acd1ffffffff,16.0,1.0,0.0,0.0
846acd5ffffffff,94.0,18.0,0.0,0.0
846ace3ffffffff,3.0,0.0,0.0,0.0
846ace5ffffffff,234.0,17.0,0.0,0.0
846ad81ffffffff,89.0,0.0,0.0,0.0
846ad83ffffffff,5.0,0.0,0.0,0.0
846ad85ffffffff,3.0,0.0,0.0,0.0
846ad89ffffffff,28.0,0.0,0.0,0.0
846ad8bffffffff,44.0,0.0,0.0,0.0
846ad8dffffffff,14.0,0.0,0.0,0.0
846ad9dffffffff,4.0,0.0,0.0,0.0
846ada5ffffffff,1.0,0.0,0.0,0.0
846ada9ffffffff,10.0,0.0,0.0,0.0
846adc1ffffffff,420.0,40.0,0.0,0.0
846adc3ffffffff,23.0,2.0,0.0,0.0
846adc5ffffffff,126.0,0.0,0.0,0.0
846adc7ffffffff,51.0,0.0,0.0,0.0
846adc9ffffffff,72.0,10.0,0.0,0.0
846adcbffffffff,1.0,0.0,0.0,0.0
846add5ffffffff,2.0,0.0,0.0,0.0
846add7ffffffff,15.0,0.0,0.0,0.0
846add9ffffffff,11.0,3.0,0.0,0.0
846adddffffffff,3.0,0.0,0.0,0.0
846ade7ffffffff,11.0,0.0,0.0,0.0
846ade9ffffffff,2.0,0.0,0.0,0.0
846adebffffffff,27.0,0.0,0.0,0.0
846ae0bffffffff,2.0,0.0,0.0,0.0
846ae15ffffffff,1.0,0.0,0.0,0.0
846ae85ffffffff,80.0,6.0,0.0,0.0
846ae87ffffffff,3.0,0.0,0.0,0.0
846aea1ffffffff,113.0,13.0,0.0,0.0
846aea3ffffffff,61.0,12.0,0.0,0.0
846aea5ffffffff,14.0,2.0,0.0,0.0
846aea9ffffffff,12.0,2.0,0.0,0.0
846aeabffffffff,4.0,0.0,0.0,0.0
846aeb5ffffffff,3.0,0.0,0.0,0.0
846aeb7ffffffff,3.0,3.0,0.0,0.0
846aec1ffffffff,1.0,0.0,0.0,0.0
846aecbffffffff,2.0,0.0,0.0,0.0
846aee1ffffffff,2.0,0.0,0.0,0.0
846aee3ffffffff,29.0,2.0,0.0,0.0
846af51ffffffff,1.0,0.0,0.0,0.0
846bb61ffffffff,2.0,0.0,0.0,0.0
8475083ffffffff,1.0,0.0,0.0,0.0
8475087ffffffff,2.0,0.0,0.0,0.0
84750d1ffffffff,35.0,2.0,0.0,0.0
84750d3ffffffff,20.0,3.0,0.0,0.0
84750dbffffffff,2.0,0.0,0.0,0.0
8475191ffffffff,2.0,0.0,0.0,0.0
8475201ffffffff,46.0,3.0,0.0,0.0
8475203ffffffff,1.0,0.0,0.0,0.0
8475205ffffffff,2.0,0.0,0.0,0.0
8475207ffffffff,84.0,10.0,0.0,0.0
847520bffffffff,1.0,0.0,0.0,0.0
847521dffffffff,3.0,0.0,0.0,0.0
8475251ffffffff,2.0,0.0,0.0,0.0
8475285ffffffff,1.0,0.0,0.0,0.0
8475293ffffffff,81.0,11.0,0.0,0.0
8475295ffffffff,84.0,15.0,0.0,0.0
8475299ffffffff,8.0,0.0,0.0,0.0
847529bffffffff,104.0,8.0,0.0,0.0
84752a3ffffffff,2.0,0.0,0.0,0.0
84752abffffffff,8.0,0.0,0.0,0.0
84752adffffffff,16.0,2.0,0.0,0.0
84752d3ffffffff,9.0,2.0,0.0,0.0
84752dbffffffff,7.0,0.0,0.0,0.0
847532bffffffff,9.0,0.0,0.0,0.0
8475361ffffffff,10.0,0.0,0.0,0.0
8475761ffffffff,19.0,0.0,0.0,0.0
8475769ffffffff,72.0,0.0,0.0,0.0
8475861ffffffff,2.0,0.0,0.0,0.0
8475865ffffffff,2.0,0.0,0.0,0.0
8475a07ffffffff,5.0,0.0,0.0,0.0
8475a65ffffffff,2.0,0.0,0.0,0.0
8475b05ffffffff,2.0,0.0,0.0,0.0
847a413ffffffff,15.0,0.0,0.0,0.0
847a481ffffffff,28.0,0.0,0.0,0.0
847a483ffffffff,13.0,0.0,0.0,0.0
847a489ffffffff,62.0,0.0,0.0,0.0
847a48bffffffff,11.0,1.0,0.0,0.0
847a48dffffffff,4.0,0.0,0.0,0.0
847a499ffffffff,2.0,0.0,0.0,0.0
847a49dffffffff,11.0,0.0,0.0,0.0
847a4b5ffffffff,9.0,0.0,0.0,0.0
847a4c1ffffffff,26.0,2.0,0.0,0.0
847a4c3ffffffff,8.0,0.0,0.0,0.0
847a4c5ffffffff,10.0,0.0,0.0,0.0
847a4c7ffffffff,4.0,0.0,0.0,0.0
847a4c9ffffffff,7.0,0.0,0.0,0.0
847a4cbffffffff,178.0,0.0,0.0,0.0
847a4cdffffffff,27.0,2.0,0.0,0.0
847a4d1ffffffff,109.0,0.0,0.0,0.0
847a4d5ffffffff,4.0,0.0,0.0,0.0
847a4d7ffffffff,5.0,0.0,0.0,0.0
847a4d9ffffffff,18.0,0.0,0.0,0.0
847a4dbffffffff,28.0,0.0,0.0,0.0
847a4ddffffffff,170.0,0.0,0.0,0.0
847a4e3ffffffff,14.0,0.0,0.0,0.0
847a5adffffffff,3.0,0.0,0.0,0.0
847a681ffffffff,4.0,0.0,0.0,0.0
847a683ffffffff,14.0,0.0,0.0,0.0
847a687ffffffff,4.0,0.0,0.0,0.0
847a695ffffffff,1.0,0.0,0.0,0.0
847a6a1ffffffff,196.0,0.0,0.0,0.0
847a6a5ffffffff,20.0,0.0,0.0,0.0
847a6a7ffffffff,3.0,0.0,0.0,0.0
847a6a9ffffffff,1.0,0.0,0.0,0.0
847a6adffffffff,51.0,0.0,0.0,0.0
847a6b1ffffffff,5.0,0.0,0.0,0.0
847a6b3ffffffff,9.0,0.0,0.0,0.0
847a6b5ffffffff,7.0,0.0,0.0,0.0
847a6b7ffffffff,127.0,0.0,0.0,0.0
847a6bbffffffff,3.0,0.0,0.0,0.0
847a6d1ffffffff,1.0,0.0,0.0,0.0
847a6e7ffffffff,7.0,0.0,0.0,0.0
847ac15ffffffff,3.0,2.0,0.0,0.0
847ac81ffffffff,80.0,11.0,0.0,0.0
847ac83ffffffff,2.0,0.0,0.0,0.0
847ac87ffffffff,50.0,8.0,0.0,0.0
847ac8bffffffff,36.0,1.0,0.0,0.0
847ac97ffffffff,7.0,0.0,0.0,0.0
847ac9dffffffff,3.0,0.0,0.0,0.0
847aca1ffffffff,2.0,2.0,0.0,0.0
847aca3ffffffff,42.0,9.0,0.0,0.0
847acabffffffff,2.0,0.0,0.0,0.0
847acc5ffffffff,4.0,2.0,0.0,0.0
847accdffffffff,5.0,0.0,0.0,0.0
847acd5ffffffff,150.0,32.0,0.0,0.0
847acd7ffffffff,5.0,0.0,0.0,0.0
847ace9ffffffff,2.0,0.0,0.0,0.0
847ad93ffffffff,7.0,2.0,0.0,0.0
847ad99ffffffff,9.0,0.0,0.0,0.0
847ae85ffffffff,2.0,0.0,0.0,0.0
847ae87ffffffff,2.0,0.0,0.0,0.0
847ae91ffffffff,6.0,0.0,0.0,0.0
847ae99ffffffff,1.0,0.0,0.0,0.0
847ae9bffffffff,12.0,1.0,0.0,0.0
847aea3ffffffff,5.0,0.0,0.0,0.0
847aea7ffffffff,2.0,0.0,0.0,0.0
847aeabffffffff,2.0,0.0,0.0,0.0
847aebdffffffff,6.0,3.0,0.0,0.0
8482187ffffffff,3.0,0.0,0.0,0.0
84821a7ffffffff,1.0,0.0,0.0,0.0
8482853ffffffff,2.0,2.0,0.0,0.0
84828a3ffffffff,2.0,0.0,0.0,0.0
84828b5ffffffff,65.0,10.0,0.0,0.0
84828b7ffffffff,1.0,0.0,0.0,0.0
84828d1ffffffff,3.0,0.0,0.0,0.0
8482909ffffffff,1.0,0.0,0.0,0.0
848290bffffffff,2.0,0.0,0.0,0.0
8482a09ffffffff,4.0,0.0,0.0,0.0
8482a3bffffffff,3.0,0.0,0.0,0.0
8482a55ffffffff,2.0,2.0,0.0,0.0
8482a81ffffffff,11.0,4.0,0.0,0.0
8482a83ffffffff,7.0,0.0,0.0,0.0
8482a91ffffffff,3.0,0.0,0.0,0.0
8482aadffffffff,11.0,5.0,0.0,0.0
8482ab7ffffffff,6.0,0.0,0.0,0.0
8482d03ffffffff,9.0,0.0,9.0,0.0
8482d07ffffffff,27.0,4.0,0.0,0.0
8482d1dffffffff,35.0,0.0,21.0,0.0
8482d23ffffffff,7.0,0.0,0.0,0.0
8482d27ffffffff,18.0,0.0,0.0,0.0
8482d29ffffffff,18.0,5.0,0.0,0.0
8482d2bffffffff,7.0,0.0,3.0,0.0
8482d3dffffffff,59.0,2.0,28.0,0.0
8482d45ffffffff,1.0,0.0,0.0,0.0
8482d61ffffffff,2.0,0.0,0.0,0.0
8482d67ffffffff,3.0,0.0,0.0,0.0
8482f09ffffffff,20.0,2.0,0.0,0.0
8482f23ffffffff,20.0,2.0,0.0,0.0
8482f43ffffffff,3.0,0.0,0.0,0.0
8482f59ffffffff,2.0,0.0,0.0,0.0
8483125ffffffff,3.0,0.0,0.0,0.0
848313dffffffff,1.0,0.0,0.0,0.0
8483151ffffffff,7.0,0.0,0.0,0.0
84831e5ffffffff,1.0,0.0,0.0,0.0
84831e7ffffffff,3.0,0.0,0.0,0.0
8483861ffffffff,2.0,0.0,0.0,0.0
84838e3ffffffff,12.0,0.0,0.0,0.0
84838ebffffffff,5.0,0.0,0.0,0.0
8483a89ffffffff,2.0,0.0,0.0,0.0
8483ac3ffffffff,2.0,0.0,0.0,0.0
849602dffffffff,2.0,0.0,0.0,0.0
849603bffffffff,2.0,0.0,0.0,0.0
8496089ffffffff,11.0,0.0,0.0,5.0
849608bffffffff,1.0,0.0,0.0,1.0
8496093ffffffff,1.0,0.0,0.0,1.0
8496097ffffffff,11.0,0.0,0.0,6.0
8496099ffffffff,4.0,0.0,0.0,0.0
84960bbffffffff,6.0,0.0,0.0,4.0
84960edffffffff,1.0,0.0,0.0,0.0
8496101ffffffff,1.0,0.0,0.0,0.0
8496561ffffffff,1.0,0.0,0.0,0.0
8496569ffffffff,4.0,0.0,0.0,4.0
849656bffffffff,1.0,0.0,0.0,0.0
8496727ffffffff,1.0,0.0,0.0,1.0
84969a1ffffffff,21.0,0.0,0.0,0.0
84969a5ffffffff,2.0,0.0,0.0,0.0
84969bdffffffff,1.0,0.0,0.0,0.0
