cell_id,Arremon flavirostris,Arremon flavirostris polionotus,Arremon flavirostris flavirostris
82a817fffffffff,1.0,0.0,1.0
82a837fffffffff,2.0,0.0,0.0
82a94ffffffffff,8.0,0.0,0.0
82a957fffffffff,10.0,1.0,0.0
82a967fffffffff,86.0,0.0,0.0
82a96ffffffffff,31.0,0.0,0.0
82b26ffffffffff,23.0,0.0,0.0
82b34ffffffffff,9.0,0.0,0.0
82c2cffffffffff,14.0,0.0,0.0
