cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
836650fffffffff,40.0,0.0,0.0,0.0
836652fffffffff,364.0,0.0,0.0,0.0
836653fffffffff,2.0,0.0,0.0,0.0
836654fffffffff,123.0,0.0,0.0,0.0
836656fffffffff,388.0,0.0,5.0,0.0
83665afffffffff,6.0,0.0,0.0,0.0
83665efffffffff,96.0,0.0,0.0,0.0
836660fffffffff,4.0,0.0,0.0,0.0
836661fffffffff,3.0,0.0,3.0,0.0
836663fffffffff,66.0,0.0,2.0,0.0
836664fffffffff,26.0,0.0,0.0,0.0
83666bfffffffff,2.0,0.0,2.0,0.0
83666cfffffffff,2.0,0.0,0.0,0.0
836670fffffffff,24.0,0.0,0.0,0.0
836671fffffffff,15.0,0.0,0.0,0.0
836672fffffffff,248.0,0.0,0.0,0.0
836673fffffffff,58.0,0.0,0.0,0.0
836674fffffffff,4.0,0.0,0.0,0.0
836675fffffffff,13.0,0.0,0.0,0.0
836676fffffffff,7.0,0.0,0.0,0.0
836684fffffffff,1.0,0.0,0.0,0.0
8366a0fffffffff,945.0,41.0,0.0,0.0
8366a1fffffffff,552.0,107.0,0.0,0.0
8366a2fffffffff,73.0,0.0,0.0,0.0
8366a3fffffffff,270.0,35.0,0.0,0.0
8366a5fffffffff,2938.0,221.0,0.0,0.0
8366a6fffffffff,827.0,23.0,0.0,0.0
8366aefffffffff,21.0,3.0,0.0,0.0
8366b0fffffffff,1603.0,0.0,0.0,0.0
8366b1fffffffff,47.0,3.0,0.0,0.0
8366b4fffffffff,8208.0,0.0,0.0,0.0
8366b5fffffffff,4042.0,59.0,0.0,0.0
8366b6fffffffff,539.0,0.0,0.0,0.0
8366c0fffffffff,307.0,0.0,0.0,0.0
8366c1fffffffff,12.0,0.0,0.0,0.0
8366c2fffffffff,1617.0,0.0,19.0,0.0
8366c3fffffffff,33.0,0.0,8.0,0.0
8366c4fffffffff,427.0,0.0,0.0,0.0
8366c5fffffffff,169.0,0.0,0.0,0.0
8366c6fffffffff,280.0,0.0,1.0,0.0
8366cdfffffffff,2.0,0.0,0.0,0.0
8366cefffffffff,108.0,0.0,3.0,0.0
8366d0fffffffff,52.0,0.0,0.0,4.0
8366d1fffffffff,126.0,0.0,5.0,0.0
8366d2fffffffff,80.0,0.0,0.0,10.0
8366d3fffffffff,1480.0,0.0,0.0,148.0
8366d8fffffffff,93.0,0.0,30.0,0.0
8366dafffffffff,202.0,0.0,26.0,0.0
8366dbfffffffff,44.0,0.0,2.0,0.0
8366dcfffffffff,1389.0,0.0,221.0,0.0
8366ddfffffffff,133.0,0.0,12.0,0.0
8366defffffffff,877.0,0.0,158.0,0.0
8366e0fffffffff,1086.0,0.0,17.0,0.0
8366e1fffffffff,770.0,0.0,2.0,0.0
8366e2fffffffff,223.0,0.0,0.0,0.0
8366e3fffffffff,192.0,0.0,13.0,0.0
8366e4fffffffff,590.0,0.0,8.0,0.0
8366e5fffffffff,2804.0,0.0,26.0,0.0
8366e6fffffffff,1584.0,0.0,12.0,0.0
8366e8fffffffff,17.0,0.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0,0.0
8366ecfffffffff,413.0,0.0,0.0,0.0
8366eefffffffff,311.0,0.0,6.0,0.0
836741fffffffff,1944.0,0.0,13.0,0.0
836742fffffffff,198.0,0.0,0.0,0.0
836743fffffffff,637.0,0.0,10.0,0.0
836748fffffffff,1.0,0.0,0.0,0.0
83674afffffffff,68.0,0.0,8.0,0.0
83674cfffffffff,1111.0,0.0,21.0,0.0
83674efffffffff,357.0,0.0,7.0,0.0
836750fffffffff,2.0,0.0,0.0,0.0
836751fffffffff,107.0,0.0,2.0,0.0
836752fffffffff,71.0,0.0,0.0,0.0
836753fffffffff,234.0,0.0,0.0,0.0
836755fffffffff,393.0,0.0,0.0,0.0
836758fffffffff,12.0,0.0,0.0,0.0
836759fffffffff,30.0,0.0,1.0,0.0
83675afffffffff,177.0,0.0,0.0,0.0
83675bfffffffff,8.0,0.0,0.0,0.0
83675cfffffffff,413.0,0.0,0.0,0.0
83675dfffffffff,29.0,0.0,0.0,0.0
83675efffffffff,85.0,0.0,1.0,0.0
83676bfffffffff,1.0,0.0,0.0,0.0
83678bfffffffff,8.0,0.0,0.0,0.0
836790fffffffff,27.0,0.0,0.0,0.0
836792fffffffff,45.0,0.0,0.0,0.0
836793fffffffff,39.0,0.0,0.0,0.0
836794fffffffff,47.0,0.0,0.0,0.0
836795fffffffff,2.0,0.0,0.0,0.0
836796fffffffff,175.0,0.0,0.0,0.0
83679afffffffff,4775.0,0.0,0.0,0.0
83679bfffffffff,1481.0,9.0,0.0,0.0
8367b2fffffffff,9.0,0.0,0.0,0.0
836d04fffffffff,385.0,98.0,0.0,0.0
836d05fffffffff,518.0,161.0,0.0,0.0
836d06fffffffff,16.0,2.0,0.0,0.0
836d14fffffffff,4.0,0.0,0.0,0.0
836d15fffffffff,344.0,40.0,0.0,0.0
836d20fffffffff,227.0,0.0,0.0,0.0
836d21fffffffff,296.0,67.0,0.0,0.0
836d22fffffffff,63.0,0.0,0.0,0.0
836d23fffffffff,1187.0,162.0,0.0,0.0
836d24fffffffff,91.0,0.0,0.0,0.0
836d25fffffffff,170.0,18.0,0.0,0.0
836d26fffffffff,22.0,0.0,0.0,0.0
836d28fffffffff,581.0,53.0,0.0,0.0
836d29fffffffff,1638.0,173.0,0.0,0.0
836d2afffffffff,274.0,60.0,0.0,0.0
836d2bfffffffff,2506.0,124.0,0.0,0.0
836d2cfffffffff,406.0,69.0,0.0,0.0
836d2dfffffffff,1775.0,748.0,0.0,0.0
836d2efffffffff,107.0,9.0,0.0,0.0
836d30fffffffff,447.0,58.0,0.0,0.0
836d31fffffffff,541.0,92.0,0.0,0.0
836d33fffffffff,532.0,54.0,0.0,0.0
836d34fffffffff,796.0,34.0,0.0,0.0
836d35fffffffff,295.0,13.0,0.0,0.0
836d36fffffffff,132.0,0.0,0.0,0.0
836d60fffffffff,477.0,0.0,0.0,0.0
836d61fffffffff,1264.0,0.0,0.0,0.0
836d63fffffffff,47.0,0.0,0.0,0.0
836d64fffffffff,3283.0,0.0,0.0,0.0
836d65fffffffff,1954.0,0.0,0.0,0.0
836d66fffffffff,820.0,0.0,0.0,0.0
836d68fffffffff,2956.0,0.0,0.0,0.0
836d69fffffffff,19382.0,0.0,0.0,0.0
836d6afffffffff,39.0,0.0,0.0,0.0
836d6bfffffffff,1636.0,0.0,0.0,0.0
836d6cfffffffff,83.0,0.0,0.0,0.0
836d6dfffffffff,1396.0,0.0,0.0,0.0
836d6efffffffff,742.0,0.0,0.0,0.0
836d74fffffffff,1649.0,2.0,0.0,0.0
836d75fffffffff,341.0,0.0,0.0,0.0
836d76fffffffff,107.0,13.0,0.0,0.0
838000fffffffff,5.0,0.0,0.0,0.0
838002fffffffff,6.0,0.0,0.0,0.0
838005fffffffff,10.0,0.0,0.0,0.0
838006fffffffff,8.0,0.0,0.0,0.0
83800cfffffffff,11.0,0.0,0.0,0.0
838010fffffffff,242.0,0.0,16.0,0.0
838011fffffffff,38.0,0.0,0.0,0.0
838014fffffffff,88.0,0.0,13.0,0.0
838016fffffffff,10.0,0.0,0.0,0.0
83801cfffffffff,2.0,0.0,0.0,0.0
838024fffffffff,2.0,0.0,0.0,0.0
83802bfffffffff,1.0,0.0,0.0,0.0
83802cfffffffff,1.0,0.0,0.0,0.0
838030fffffffff,104.0,0.0,5.0,0.0
838032fffffffff,2.0,0.0,2.0,0.0
838036fffffffff,64.0,0.0,3.0,0.0
838040fffffffff,7.0,0.0,0.0,0.0
838044fffffffff,19.0,0.0,0.0,0.0
838046fffffffff,88.0,0.0,0.0,0.0
838048fffffffff,1.0,0.0,0.0,0.0
83804cfffffffff,5.0,0.0,0.0,0.0
838061fffffffff,4.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,6.0,0.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0,0.0
83806afffffffff,8.0,0.0,0.0,0.0
838071fffffffff,3.0,0.0,0.0,0.0
838072fffffffff,3.0,0.0,0.0,0.0
838073fffffffff,10.0,0.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0,0.0
838100fffffffff,8.0,0.0,0.0,0.0
838101fffffffff,9.0,0.0,0.0,0.0
838102fffffffff,192.0,0.0,5.0,0.0
838104fffffffff,8.0,0.0,0.0,0.0
838105fffffffff,2.0,0.0,0.0,0.0
838106fffffffff,36.0,0.0,2.0,0.0
838108fffffffff,1.0,0.0,1.0,0.0
838109fffffffff,5.0,0.0,3.0,0.0
838110fffffffff,4.0,0.0,0.0,0.0
838111fffffffff,1.0,0.0,0.0,0.0
838112fffffffff,9.0,0.0,2.0,0.0
838114fffffffff,21.0,0.0,1.0,0.0
838116fffffffff,27.0,0.0,1.0,0.0
838118fffffffff,8.0,0.0,0.0,0.0
838119fffffffff,7.0,0.0,1.0,0.0
83811afffffffff,6.0,0.0,1.0,0.0
83811cfffffffff,2.0,0.0,0.0,0.0
83811efffffffff,7.0,0.0,0.0,0.0
838120fffffffff,3.0,0.0,0.0,0.0
838121fffffffff,71.0,0.0,7.0,0.0
838122fffffffff,6.0,0.0,0.0,0.0
838123fffffffff,1.0,0.0,0.0,0.0
838124fffffffff,177.0,0.0,4.0,0.0
838125fffffffff,3.0,0.0,0.0,0.0
83812bfffffffff,9.0,0.0,0.0,0.0
83812cfffffffff,3.0,0.0,0.0,0.0
83812dfffffffff,35.0,0.0,8.0,0.0
838130fffffffff,89.0,0.0,2.0,0.0
838132fffffffff,141.0,0.0,23.0,0.0
838133fffffffff,306.0,0.0,18.0,0.0
838134fffffffff,27.0,0.0,0.0,0.0
838136fffffffff,261.0,0.0,20.0,0.0
838140fffffffff,27.0,0.0,0.0,0.0
838141fffffffff,4.0,0.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0,0.0
838143fffffffff,4.0,0.0,0.0,0.0
838144fffffffff,3.0,0.0,0.0,0.0
838145fffffffff,28.0,0.0,4.0,0.0
838146fffffffff,18.0,0.0,2.0,0.0
83814afffffffff,108.0,0.0,0.0,0.0
83814cfffffffff,3.0,0.0,0.0,0.0
83814dfffffffff,65.0,0.0,0.0,0.0
83814efffffffff,80.0,0.0,0.0,0.0
838150fffffffff,2.0,0.0,0.0,0.0
838151fffffffff,2.0,0.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0
83815afffffffff,7.0,0.0,0.0,0.0
83815dfffffffff,31.0,0.0,0.0,0.0
83815efffffffff,4.0,0.0,0.0,0.0
838162fffffffff,18.0,0.0,0.0,0.0
838163fffffffff,16.0,0.0,0.0,0.0
838170fffffffff,1.0,0.0,0.0,0.0
838171fffffffff,226.0,0.0,8.0,0.0
838172fffffffff,4.0,0.0,0.0,0.0
838173fffffffff,6.0,0.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0,0.0
838175fffffffff,12.0,0.0,0.0,0.0
838180fffffffff,63.0,0.0,5.0,0.0
838181fffffffff,324.0,0.0,20.0,0.0
838183fffffffff,90.0,0.0,2.0,0.0
838185fffffffff,88.0,0.0,17.0,0.0
838188fffffffff,16.0,0.0,0.0,0.0
83818afffffffff,5.0,0.0,0.0,0.0
83818bfffffffff,6.0,0.0,0.0,0.0
83818cfffffffff,1.0,0.0,0.0,0.0
83818dfffffffff,8.0,0.0,0.0,0.0
83818efffffffff,45.0,0.0,0.0,0.0
83819dfffffffff,4.0,0.0,0.0,0.0
8381a1fffffffff,9.0,0.0,4.0,0.0
8381a8fffffffff,8.0,0.0,0.0,0.0
8381aafffffffff,3.0,0.0,0.0,0.0
8381adfffffffff,22.0,0.0,2.0,0.0
838a00fffffffff,2.0,0.0,1.0,0.0
838a05fffffffff,10.0,0.0,0.0,0.0
838a10fffffffff,15.0,0.0,0.0,0.0
838a15fffffffff,6.0,0.0,0.0,0.0
838a18fffffffff,2.0,0.0,0.0,0.0
838a1bfffffffff,1.0,0.0,1.0,0.0
838a23fffffffff,4.0,0.0,0.0,0.0
838a24fffffffff,7.0,0.0,1.0,0.0
838a25fffffffff,4.0,0.0,0.0,0.0
838a31fffffffff,31.0,0.0,4.0,0.0
838a33fffffffff,3.0,0.0,0.0,0.0
838a41fffffffff,4.0,0.0,0.0,0.0
838a45fffffffff,495.0,0.0,14.0,0.0
838a51fffffffff,1.0,0.0,0.0,0.0
838a63fffffffff,78.0,0.0,6.0,0.0
838a68fffffffff,28.0,0.0,2.0,0.0
838a69fffffffff,121.0,0.0,5.0,0.0
838a6dfffffffff,929.0,0.0,67.0,0.0
838a6efffffffff,3.0,0.0,0.0,0.0
838a70fffffffff,20.0,0.0,0.0,0.0
838a75fffffffff,3.0,0.0,0.0,0.0
838a80fffffffff,7.0,0.0,0.0,0.0
838a81fffffffff,4.0,0.0,1.0,0.0
838a85fffffffff,2.0,0.0,0.0,0.0
838a8cfffffffff,2.0,0.0,0.0,0.0
838a8dfffffffff,8.0,0.0,0.0,0.0
838a90fffffffff,2.0,0.0,0.0,0.0
838a9cfffffffff,13.0,0.0,0.0,0.0
838a9efffffffff,2.0,0.0,2.0,0.0
838aa8fffffffff,20.0,0.0,0.0,0.0
838aa9fffffffff,20.0,0.0,1.0,0.0
838aaafffffffff,25.0,0.0,3.0,0.0
838aabfffffffff,6.0,0.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0
838ad1fffffffff,9.0,0.0,0.0,0.0
838ad8fffffffff,19.0,0.0,6.0,0.0
838adafffffffff,30.0,0.0,0.0,0.0
838adbfffffffff,43.0,0.0,5.0,0.0
838adcfffffffff,35.0,0.0,5.0,0.0
838adefffffffff,4.0,0.0,0.0,0.0
838ae5fffffffff,4.0,0.0,0.0,0.0
838af0fffffffff,38.0,0.0,9.0,0.0
838af2fffffffff,23.0,0.0,1.0,0.0
838af4fffffffff,29.0,0.0,1.0,0.0
838af6fffffffff,240.0,0.0,20.0,0.0
838b00fffffffff,6.0,0.0,0.0,0.0
838b04fffffffff,9.0,0.0,0.0,0.0
838b05fffffffff,2.0,0.0,0.0,0.0
838b06fffffffff,7.0,0.0,0.0,0.0
838b08fffffffff,2.0,0.0,0.0,0.0
838b0cfffffffff,37.0,0.0,0.0,0.0
838b0dfffffffff,111.0,0.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0,0.0
838b11fffffffff,12.0,0.0,0.0,0.0
838b12fffffffff,4.0,0.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0,0.0
838b1cfffffffff,5.0,0.0,0.0,0.0
838b1efffffffff,4.0,0.0,0.0,0.0
838b20fffffffff,9.0,0.0,0.0,0.0
838b21fffffffff,3.0,0.0,0.0,0.0
838b22fffffffff,404.0,0.0,0.0,0.0
838b23fffffffff,21.0,0.0,0.0,0.0
838b26fffffffff,10.0,0.0,0.0,0.0
838b29fffffffff,4.0,0.0,0.0,0.0
838b2afffffffff,49.0,0.0,0.0,0.0
838b2bfffffffff,6.0,0.0,0.0,0.0
838b2cfffffffff,17.0,0.0,0.0,0.0
838b2efffffffff,32.0,0.0,0.0,0.0
838b31fffffffff,45.0,0.0,0.0,0.0
838b36fffffffff,12.0,0.0,0.0,0.0
838b40fffffffff,84.0,0.0,0.0,0.0
838b42fffffffff,14.0,0.0,0.0,0.0
838b44fffffffff,486.0,0.0,1.0,0.0
838b45fffffffff,6.0,0.0,0.0,0.0
838b46fffffffff,19.0,0.0,0.0,0.0
838b48fffffffff,3.0,0.0,1.0,0.0
838b4efffffffff,15.0,0.0,2.0,0.0
838b50fffffffff,2.0,0.0,0.0,0.0
838b51fffffffff,43.0,0.0,5.0,0.0
838b52fffffffff,6.0,0.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0,0.0
838b56fffffffff,56.0,0.0,0.0,0.0
838b5cfffffffff,65.0,0.0,14.0,0.0
838b5dfffffffff,5.0,0.0,0.0,0.0
838b61fffffffff,741.0,0.0,12.0,0.0
838b62fffffffff,46.0,0.0,6.0,0.0
838b63fffffffff,350.0,0.0,2.0,0.0
838b68fffffffff,3.0,0.0,0.0,0.0
838b69fffffffff,19.0,0.0,0.0,0.0
838b6cfffffffff,9.0,0.0,0.0,0.0
838b6efffffffff,51.0,0.0,0.0,0.0
838b70fffffffff,3.0,0.0,0.0,0.0
838b71fffffffff,458.0,0.0,6.0,0.0
838b74fffffffff,41.0,0.0,0.0,0.0
838b75fffffffff,26.0,0.0,0.0,0.0
838b76fffffffff,25.0,0.0,0.0,0.0
838b82fffffffff,5.0,0.0,0.0,0.0
838b83fffffffff,4.0,0.0,0.0,0.0
838b84fffffffff,94.0,0.0,6.0,0.0
838b88fffffffff,13.0,0.0,0.0,0.0
838b96fffffffff,5.0,0.0,5.0,0.0
838b99fffffffff,24.0,0.0,0.0,0.0
838b9dfffffffff,131.0,0.0,10.0,0.0
838ba0fffffffff,44.0,0.0,2.0,0.0
838ba2fffffffff,4.0,0.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0,0.0
838ba5fffffffff,4.0,0.0,0.0,0.0
838ba6fffffffff,105.0,0.0,2.0,0.0
838bacfffffffff,1.0,0.0,0.0,0.0
838bb4fffffffff,4.0,0.0,0.0,0.0
838bb5fffffffff,632.0,0.0,53.0,0.0
838e64fffffffff,2.0,0.0,0.0,0.0
838e65fffffffff,22.0,0.0,0.0,0.0
838f08fffffffff,1.0,0.0,0.0,0.0
838f09fffffffff,16.0,0.0,0.0,0.0
838f0dfffffffff,736.0,0.0,0.0,122.0
838f21fffffffff,2.0,0.0,0.0,0.0
838f28fffffffff,103.0,0.0,0.0,16.0
838f29fffffffff,286.0,0.0,0.0,0.0
838f2afffffffff,424.0,0.0,0.0,60.0
838f2bfffffffff,781.0,0.0,0.0,62.0
838f2cfffffffff,480.0,0.0,0.0,14.0
838f2dfffffffff,8.0,0.0,0.0,1.0
838f2efffffffff,116.0,0.0,0.0,16.0
838f40fffffffff,385.0,0.0,48.0,0.0
838f41fffffffff,2.0,0.0,0.0,0.0
838f42fffffffff,2.0,0.0,0.0,0.0
838f43fffffffff,49.0,0.0,12.0,0.0
838f44fffffffff,19.0,0.0,0.0,0.0
838f46fffffffff,800.0,0.0,96.0,0.0
838f48fffffffff,86.0,0.0,0.0,0.0
838f4afffffffff,25.0,0.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0,0.0
838f4cfffffffff,56.0,0.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0,0.0
838f54fffffffff,11.0,0.0,0.0,2.0
838f55fffffffff,3.0,0.0,0.0,0.0
838f5dfffffffff,17.0,0.0,0.0,0.0
838f61fffffffff,207.0,0.0,8.0,0.0
838f63fffffffff,8.0,0.0,0.0,0.0
838f6bfffffffff,15.0,0.0,4.0,0.0
838f6cfffffffff,5.0,0.0,0.0,0.0
838f6efffffffff,52.0,0.0,0.0,0.0
838f70fffffffff,13.0,0.0,0.0,0.0
838f71fffffffff,29.0,0.0,3.0,0.0
838f72fffffffff,141.0,0.0,0.0,9.0
838f73fffffffff,9.0,0.0,2.0,0.0
838f74fffffffff,65.0,0.0,2.0,0.0
838f76fffffffff,65.0,0.0,0.0,0.0
83a596fffffffff,342.0,0.0,17.0,0.0
83a800fffffffff,4.0,0.0,0.0,0.0
83a801fffffffff,179.0,0.0,0.0,0.0
83a802fffffffff,35.0,0.0,3.0,0.0
83a803fffffffff,2.0,0.0,0.0,0.0
83a804fffffffff,57.0,0.0,0.0,0.0
83a805fffffffff,28.0,0.0,0.0,0.0
83a806fffffffff,501.0,0.0,97.0,0.0
83a808fffffffff,6.0,0.0,0.0,0.0
83a80afffffffff,6.0,0.0,0.0,0.0
83a80bfffffffff,5.0,0.0,0.0,0.0
83a80cfffffffff,34.0,0.0,0.0,0.0
83a80dfffffffff,8.0,0.0,0.0,0.0
83a80efffffffff,9.0,0.0,0.0,0.0
83a810fffffffff,3742.0,0.0,103.0,0.0
83a811fffffffff,371.0,0.0,34.0,0.0
83a812fffffffff,1551.0,0.0,91.0,0.0
83a813fffffffff,797.0,0.0,143.0,0.0
83a814fffffffff,113.0,0.0,2.0,0.0
83a815fffffffff,518.0,0.0,18.0,0.0
83a816fffffffff,34.0,0.0,11.0,0.0
83a818fffffffff,244.0,0.0,0.0,0.0
83a819fffffffff,81.0,0.0,8.0,0.0
83a81afffffffff,61.0,0.0,0.0,0.0
83a81bfffffffff,73.0,0.0,5.0,0.0
83a81cfffffffff,343.0,0.0,1.0,0.0
83a81dfffffffff,63.0,0.0,1.0,0.0
83a81efffffffff,2066.0,0.0,18.0,0.0
83a820fffffffff,5.0,0.0,0.0,0.0
83a821fffffffff,25.0,0.0,0.0,0.0
83a822fffffffff,25.0,0.0,0.0,0.0
83a823fffffffff,22.0,0.0,0.0,0.0
83a824fffffffff,22.0,0.0,0.0,0.0
