cell_id,Tringa semipalmata,Tringa semipalmata semipalmata,Tringa semipalmata inornata
822a4ffffffffff,20.0,0.0,0.0
822a87fffffffff,4.0,0.0,0.0
822a97fffffffff,35.0,0.0,0.0
822a9ffffffffff,6.0,0.0,3.0
822aaffffffffff,29334.0,6134.0,1847.0
822ab7fffffffff,592.0,0.0,25.0
822ad7fffffffff,6664.0,257.0,426.0
822af7fffffffff,12918.0,1034.0,2070.0
822b07fffffffff,1321.0,128.0,0.0
822b0ffffffffff,3973.0,679.0,0.0
822b1ffffffffff,894.0,138.0,0.0
822b27fffffffff,266.0,19.0,0.0
822b2ffffffffff,566.0,103.0,0.0
822b37fffffffff,27.0,0.0,0.0
824417fffffffff,17296.0,91.0,1558.0
82441ffffffffff,17666.0,88.0,1603.0
824427fffffffff,90.0,0.0,11.0
824437fffffffff,181.0,0.0,0.0
824447fffffffff,414.0,4.0,1.0
82444ffffffffff,26.0,0.0,0.0
824457fffffffff,15152.0,279.0,1082.0
82445ffffffffff,30.0,0.0,1.0
824467fffffffff,2962.0,188.0,0.0
82446ffffffffff,29277.0,2122.0,2519.0
824477fffffffff,5758.0,434.0,0.0
824487fffffffff,336.0,6.0,12.0
82448ffffffffff,3.0,0.0,0.0
8244a7fffffffff,793.0,0.0,82.0
8244affffffffff,10186.0,82.0,1407.0
8244b7fffffffff,146.0,1.0,2.0
8244d7fffffffff,19587.0,237.0,652.0
8244e7fffffffff,7328.0,78.0,528.0
8244f7fffffffff,16548.0,533.0,2353.0
824507fffffffff,1257.0,0.0,56.0
82450ffffffffff,2951.0,0.0,215.0
82451ffffffffff,19.0,0.0,1.0
824527fffffffff,1178.0,0.0,38.0
824537fffffffff,591.0,0.0,8.0
82454ffffffffff,8.0,0.0,1.0
824557fffffffff,8.0,0.0,0.0
82456ffffffffff,6.0,0.0,0.0
824577fffffffff,1515.0,0.0,139.0
824587fffffffff,117.0,0.0,0.0
82458ffffffffff,561.0,29.0,40.0
824597fffffffff,45.0,0.0,0.0
82459ffffffffff,735.0,48.0,58.0
8245a7fffffffff,230.0,0.0,0.0
8245b7fffffffff,235.0,0.0,0.0
824807fffffffff,352.0,0.0,75.0
82480ffffffffff,1069.0,0.0,124.0
824817fffffffff,7.0,0.0,0.0
82481ffffffffff,7.0,0.0,0.0
824827fffffffff,48.0,0.0,2.0
82482ffffffffff,893.0,0.0,30.0
824837fffffffff,4569.0,0.0,308.0
824847fffffffff,86.0,0.0,7.0
82484ffffffffff,162.0,0.0,15.0
824857fffffffff,768.0,0.0,237.0
82485ffffffffff,2819.0,0.0,336.0
824877fffffffff,593.0,0.0,9.0
824887fffffffff,6.0,0.0,0.0
82488ffffffffff,141.0,0.0,45.0
824897fffffffff,22144.0,359.0,1262.0
82489ffffffffff,152.0,0.0,0.0
8248a7fffffffff,3.0,0.0,0.0
8248b7fffffffff,15954.0,533.0,2822.0
8248c7fffffffff,293.0,0.0,29.0
8248cffffffffff,119.0,0.0,16.0
8248d7fffffffff,157.0,0.0,20.0
8248dffffffffff,71.0,0.0,9.0
8248e7fffffffff,6.0,0.0,2.0
8248effffffffff,1079.0,0.0,327.0
8248f7fffffffff,27.0,0.0,9.0
824987fffffffff,19.0,0.0,0.0
824997fffffffff,1379.0,0.0,237.0
82499ffffffffff,5.0,0.0,0.0
8249a7fffffffff,100.0,0.0,28.0
8249affffffffff,769.0,0.0,41.0
8249b7fffffffff,64.0,0.0,2.0
824c87fffffffff,151.0,0.0,0.0
824c8ffffffffff,246.0,0.0,0.0
824c97fffffffff,12.0,0.0,0.0
824c9ffffffffff,85.0,0.0,0.0
824caffffffffff,55.0,0.0,2.0
824cb7fffffffff,38.0,0.0,0.0
824cc7fffffffff,956.0,0.0,0.0
824cd7fffffffff,197.0,0.0,0.0
824ceffffffffff,685.0,0.0,0.0
824cf7fffffffff,41.0,0.0,0.0
824d4ffffffffff,222.0,10.0,0.0
825e47fffffffff,4.0,0.0,0.0
825e4ffffffffff,11.0,0.0,0.0
825e5ffffffffff,91.0,8.0,0.0
825e67fffffffff,94.0,0.0,0.0
825e77fffffffff,65.0,0.0,0.0
825f0ffffffffff,148.0,0.0,0.0
825f17fffffffff,59.0,0.0,4.0
825f1ffffffffff,32.0,1.0,0.0
825f4ffffffffff,209.0,5.0,9.0
825f5ffffffffff,330.0,0.0,0.0
826607fffffffff,145.0,0.0,0.0
826617fffffffff,115.0,0.0,4.0
82661ffffffffff,182.0,0.0,4.0
826627fffffffff,1327.0,18.0,59.0
82662ffffffffff,1.0,0.0,0.0
826637fffffffff,194.0,0.0,0.0
826687fffffffff,28.0,0.0,2.0
8266a7fffffffff,3149.0,0.0,215.0
8266affffffffff,4.0,0.0,0.0
8266b7fffffffff,1911.0,0.0,9.0
8266d7fffffffff,321.0,0.0,35.0
8266f7fffffffff,173.0,0.0,1.0
826727fffffffff,23.0,0.0,0.0
826737fffffffff,94.0,0.0,0.0
826747fffffffff,367.0,14.0,3.0
82674ffffffffff,106.0,0.0,0.0
826757fffffffff,1054.0,41.0,26.0
82676ffffffffff,47.0,6.0,4.0
826777fffffffff,107.0,0.0,0.0
826787fffffffff,164.0,0.0,0.0
826797fffffffff,1.0,0.0,0.0
82679ffffffffff,601.0,0.0,0.0
8267b7fffffffff,1.0,0.0,0.0
826c5ffffffffff,37.0,0.0,0.0
826d07fffffffff,874.0,0.0,90.0
826d17fffffffff,134.0,0.0,13.0
826d27fffffffff,547.0,0.0,0.0
826d2ffffffffff,1704.0,0.0,65.0
826d37fffffffff,795.0,0.0,39.0
826d67fffffffff,3059.0,0.0,273.0
826d6ffffffffff,6143.0,0.0,0.0
826d77fffffffff,1548.0,0.0,1.0
82800ffffffffff,110.0,22.0,0.0
828017fffffffff,50.0,9.0,0.0
828047fffffffff,3.0,0.0,0.0
82804ffffffffff,2.0,0.0,0.0
828057fffffffff,83.0,23.0,0.0
828117fffffffff,3.0,0.0,0.0
828187fffffffff,5.0,2.0,0.0
82818ffffffffff,455.0,6.0,0.0
82819ffffffffff,6.0,2.0,0.0
8281a7fffffffff,42.0,8.0,0.0
8281affffffffff,2.0,0.0,0.0
828e47fffffffff,43.0,0.0,0.0
828e67fffffffff,495.0,0.0,24.0
828e77fffffffff,21.0,0.0,1.0
828f0ffffffffff,204.0,0.0,6.0
828f27fffffffff,15.0,0.0,0.0
828f2ffffffffff,501.0,0.0,36.0
828f57fffffffff,51.0,0.0,0.0
828f5ffffffffff,4.0,0.0,0.0
828fa7fffffffff,13.0,0.0,0.0
82a8a7fffffffff,189.0,18.0,0.0
82b207fffffffff,98.0,0.0,0.0
82b21ffffffffff,276.0,0.0,0.0
82b227fffffffff,58.0,0.0,0.0
82b2c7fffffffff,503.0,0.0,0.0
82b2dffffffffff,9.0,0.0,0.0
82b2e7fffffffff,90.0,0.0,0.0
82b307fffffffff,523.0,0.0,0.0
82b337fffffffff,30.0,0.0,0.0
82c21ffffffffff,2.0,0.0,0.0
