cell_id,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax [pyrrhocorax Group],Pyrrhocorax pyrrhocorax baileyi
84184bbffffffff,20.0,0.0,0.0
84184bdffffffff,2.0,0.0,0.0
8418593ffffffff,75.0,0.0,0.0
8418597ffffffff,3.0,0.0,0.0
84185b1ffffffff,9.0,0.0,0.0
84185b3ffffffff,318.0,0.0,0.0
84185b7ffffffff,4.0,0.0,0.0
8418625ffffffff,2.0,0.0,0.0
8418629ffffffff,14.0,0.0,0.0
841870dffffffff,335.0,13.0,0.0
841873bffffffff,167.0,7.0,0.0
8418747ffffffff,24.0,0.0,0.0
841876bffffffff,5.0,0.0,0.0
84190b1ffffffff,14.0,0.0,0.0
84190b3ffffffff,36.0,4.0,0.0
84190bbffffffff,26.0,2.0,0.0
8419501ffffffff,78.0,0.0,0.0
8419507ffffffff,173.0,0.0,0.0
8419517ffffffff,11.0,0.0,0.0
8419531ffffffff,218.0,0.0,0.0
8419533ffffffff,3.0,0.0,0.0
841953bffffffff,43.0,0.0,0.0
84195a1ffffffff,24.0,0.0,0.0
84195a5ffffffff,58.0,0.0,0.0
84195abffffffff,6.0,0.0,0.0
84195adffffffff,8.0,0.0,0.0
84195e5ffffffff,14.0,0.0,0.0
84195e7ffffffff,2.0,0.0,0.0
84195edffffffff,2.0,0.0,0.0
841e803ffffffff,9.0,0.0,0.0
841e807ffffffff,1.0,0.0,0.0
841e809ffffffff,2.0,0.0,0.0
841e80bffffffff,11.0,0.0,0.0
841e815ffffffff,1.0,0.0,0.0
841e81dffffffff,2.0,0.0,0.0
841e83bffffffff,3.0,0.0,0.0
841e947ffffffff,4.0,0.0,0.0
841e969ffffffff,1.0,0.0,0.0
841e9a1ffffffff,4.0,0.0,0.0
841e9a9ffffffff,2.0,0.0,0.0
841e9b5ffffffff,6.0,0.0,0.0
841eb5bffffffff,2.0,0.0,0.0
841ed07ffffffff,2.0,0.0,0.0
841f913ffffffff,3.0,0.0,0.0
841f927ffffffff,6.0,0.0,0.0
841f933ffffffff,21.0,0.0,0.0
841f937ffffffff,12.0,0.0,0.0
841f98dffffffff,4.0,0.0,0.0
841f9a7ffffffff,9.0,0.0,0.0
841f9a9ffffffff,3.0,0.0,0.0
841f9adffffffff,16.0,0.0,0.0
841f9c5ffffffff,5.0,0.0,0.0
841f9e1ffffffff,27.0,0.0,0.0
841f9e3ffffffff,17.0,0.0,0.0
841f9e5ffffffff,28.0,0.0,0.0
841f9e7ffffffff,8.0,0.0,0.0
841f9ebffffffff,18.0,0.0,0.0
841f9edffffffff,2.0,0.0,0.0
8420125ffffffff,4.0,0.0,0.0
842013dffffffff,5.0,0.0,0.0
84201a1ffffffff,4.0,0.0,0.0
84201a3ffffffff,8.0,0.0,0.0
84201a7ffffffff,2.0,0.0,0.0
84201abffffffff,3.0,0.0,0.0
84201b5ffffffff,3.0,0.0,0.0
84201bdffffffff,2.0,0.0,0.0
8420483ffffffff,2.0,0.0,0.0
8420497ffffffff,6.0,0.0,0.0
8420499ffffffff,6.0,2.0,0.0
842049bffffffff,4.0,4.0,0.0
842049dffffffff,4.0,4.0,0.0
84204b3ffffffff,3.0,0.0,0.0
84204b7ffffffff,3.0,0.0,0.0
84204b9ffffffff,10.0,0.0,0.0
84204bbffffffff,2.0,0.0,0.0
84204d3ffffffff,10.0,8.0,0.0
84204ddffffffff,2.0,2.0,0.0
842059bffffffff,2.0,0.0,0.0
8420803ffffffff,2.0,0.0,0.0
8420815ffffffff,1.0,0.0,0.0
8420833ffffffff,3.0,0.0,0.0
8420837ffffffff,1.0,0.0,0.0
8420839ffffffff,2.0,0.0,0.0
842083bffffffff,7.0,0.0,0.0
8420847ffffffff,8.0,0.0,0.0
8420881ffffffff,4.0,0.0,0.0
8420887ffffffff,4.0,0.0,0.0
842088bffffffff,3.0,0.0,0.0
84208a5ffffffff,5.0,0.0,0.0
84208a7ffffffff,13.0,0.0,0.0
84208c5ffffffff,1.0,0.0,0.0
84208c7ffffffff,1.0,0.0,0.0
84208e1ffffffff,15.0,0.0,0.0
84208e5ffffffff,1.0,0.0,0.0
84208ebffffffff,1.0,0.0,0.0
84208edffffffff,6.0,0.0,0.0
8420999ffffffff,4.0,0.0,0.0
842099bffffffff,15.0,0.0,0.0
84209b7ffffffff,2.0,0.0,0.0
8420a21ffffffff,1.0,0.0,0.0
8420a23ffffffff,10.0,0.0,0.0
8420ac1ffffffff,1.0,0.0,0.0
8420ad1ffffffff,2.0,0.0,0.0
8420c49ffffffff,12.0,0.0,0.0
8420c4dffffffff,3.0,0.0,0.0
8420e07ffffffff,5.0,0.0,0.0
8420e23ffffffff,2.0,0.0,0.0
8420e25ffffffff,3.0,0.0,0.0
8420e2bffffffff,16.0,2.0,0.0
8420e31ffffffff,5.0,3.0,0.0
8420e35ffffffff,2.0,0.0,0.0
8420e3dffffffff,2.0,2.0,0.0
8420e65ffffffff,63.0,21.0,0.0
8420e6bffffffff,1.0,0.0,0.0
8420e97ffffffff,2.0,0.0,0.0
8420eb1ffffffff,3.0,0.0,0.0
8420f05ffffffff,1.0,0.0,0.0
8420f19ffffffff,24.0,0.0,0.0
8420f41ffffffff,1.0,0.0,0.0
8420f49ffffffff,3.0,0.0,0.0
8420f51ffffffff,2.0,0.0,0.0
8420f53ffffffff,10.0,0.0,0.0
8420f55ffffffff,2.0,0.0,0.0
8420f5dffffffff,4.0,0.0,0.0
8420f61ffffffff,1.0,0.0,0.0
8420f6bffffffff,2.0,0.0,0.0
8424001ffffffff,14.0,0.0,0.0
8424039ffffffff,5.0,0.0,0.0
8424047ffffffff,4.0,0.0,0.0
8424049ffffffff,5.0,0.0,0.0
842404bffffffff,11.0,0.0,0.0
8424051ffffffff,10.0,0.0,0.0
842405bffffffff,4.0,0.0,0.0
842405dffffffff,4.0,0.0,0.0
842406bffffffff,2.0,0.0,0.0
84240adffffffff,17.0,0.0,0.0
84240dbffffffff,2.0,0.0,0.0
84241d9ffffffff,6.0,0.0,0.0
8424209ffffffff,1.0,0.0,0.0
8424211ffffffff,5.0,0.0,0.0
8424213ffffffff,53.0,0.0,0.0
8424215ffffffff,3.0,0.0,0.0
8424233ffffffff,4.0,0.0,0.0
842423bffffffff,1.0,0.0,0.0
8424247ffffffff,31.0,0.0,0.0
8424251ffffffff,13.0,0.0,0.0
8424255ffffffff,2.0,0.0,0.0
8424257ffffffff,6.0,0.0,0.0
8424261ffffffff,6.0,0.0,0.0
8424265ffffffff,41.0,0.0,0.0
8424267ffffffff,8.0,0.0,0.0
842426bffffffff,14.0,0.0,0.0
842428bffffffff,12.0,0.0,0.0
842428dffffffff,8.0,0.0,0.0
8424293ffffffff,1.0,0.0,0.0
8424299ffffffff,13.0,0.0,0.0
84242a9ffffffff,2.0,0.0,0.0
84242b3ffffffff,3.0,0.0,0.0
84242c1ffffffff,4.0,0.0,0.0
84242c3ffffffff,10.0,0.0,0.0
84242c5ffffffff,12.0,0.0,0.0
84242c7ffffffff,1.0,0.0,0.0
84242d1ffffffff,1.0,0.0,0.0
84242d3ffffffff,13.0,0.0,0.0
84242d5ffffffff,2.0,0.0,0.0
84242d7ffffffff,4.0,0.0,0.0
84242e1ffffffff,11.0,0.0,0.0
84242e3ffffffff,7.0,0.0,0.0
84242e7ffffffff,3.0,0.0,0.0
84242e9ffffffff,1.0,0.0,0.0
84242edffffffff,5.0,0.0,0.0
8424311ffffffff,2.0,0.0,0.0
8424313ffffffff,3.0,0.0,0.0
8424351ffffffff,1.0,0.0,0.0
8424357ffffffff,7.0,0.0,0.0
8424467ffffffff,11.0,0.0,0.0
842446bffffffff,3.0,0.0,0.0
84244c1ffffffff,12.0,0.0,0.0
842460dffffffff,221.0,0.0,0.0
8424625ffffffff,3.0,0.0,0.0
842462bffffffff,4.0,0.0,0.0
8424631ffffffff,9.0,0.0,0.0
8424639ffffffff,6.0,0.0,0.0
842463dffffffff,1.0,0.0,0.0
8424647ffffffff,8.0,0.0,0.0
8424661ffffffff,7.0,0.0,0.0
8424663ffffffff,10.0,0.0,0.0
8424665ffffffff,1.0,0.0,0.0
8424667ffffffff,2.0,0.0,0.0
842466bffffffff,9.0,0.0,0.0
84246a5ffffffff,5.0,0.0,0.0
84246adffffffff,1.0,0.0,0.0
84246c1ffffffff,1.0,0.0,0.0
84246c3ffffffff,1.0,0.0,0.0
84246cdffffffff,3.0,0.0,0.0
84246ddffffffff,2.0,0.0,0.0
84246e7ffffffff,1.0,0.0,0.0
842470bffffffff,6.0,0.0,0.0
8424731ffffffff,2.0,0.0,0.0
8424749ffffffff,8.0,0.0,0.0
842474dffffffff,1.0,0.0,0.0
8424751ffffffff,3.0,0.0,0.0
8424759ffffffff,40.0,0.0,0.0
842475bffffffff,1.0,0.0,0.0
842475dffffffff,3.0,0.0,0.0
8424761ffffffff,4.0,0.0,0.0
8424765ffffffff,5.0,0.0,0.0
842476dffffffff,10.0,0.0,0.0
8424805ffffffff,3.0,0.0,0.0
8424809ffffffff,4.0,0.0,0.0
8424833ffffffff,12.0,0.0,0.0
8424835ffffffff,5.0,0.0,0.0
8424837ffffffff,23.0,3.0,0.0
8424851ffffffff,2.0,0.0,0.0
8424883ffffffff,7.0,0.0,0.0
8424885ffffffff,5.0,0.0,0.0
842488bffffffff,8.0,1.0,0.0
8424897ffffffff,7.0,4.0,0.0
84248a3ffffffff,17.0,2.0,0.0
84248a5ffffffff,4.0,0.0,0.0
84248a7ffffffff,5.0,0.0,0.0
84248abffffffff,8.0,0.0,0.0
84248b1ffffffff,20.0,0.0,0.0
84248b3ffffffff,1.0,0.0,0.0
84248b5ffffffff,1.0,0.0,0.0
84248b9ffffffff,43.0,4.0,0.0
84248bbffffffff,13.0,0.0,0.0
84248bdffffffff,1.0,0.0,0.0
84248c1ffffffff,2.0,0.0,0.0
84248cbffffffff,1.0,0.0,0.0
84248e3ffffffff,1.0,1.0,0.0
84248e5ffffffff,3.0,1.0,0.0
84248e7ffffffff,44.0,6.0,0.0
8424929ffffffff,2.0,0.0,0.0
8424945ffffffff,1.0,0.0,0.0
8424947ffffffff,2.0,0.0,0.0
8424981ffffffff,3.0,0.0,0.0
8424983ffffffff,1.0,0.0,0.0
8424985ffffffff,2.0,0.0,0.0
8424999ffffffff,2.0,0.0,0.0
842499dffffffff,6.0,1.0,0.0
84249c1ffffffff,2.0,0.0,0.0
84249c3ffffffff,2.0,0.0,0.0
84249c7ffffffff,6.0,0.0,0.0
84249cbffffffff,5.0,0.0,0.0
84249d9ffffffff,2.0,0.0,0.0
84249dbffffffff,3.0,0.0,0.0
8424ab1ffffffff,2.0,0.0,0.0
8424c05ffffffff,7.0,0.0,0.0
8424c0dffffffff,2.0,0.0,0.0
8424c63ffffffff,14.0,0.0,0.0
8424d05ffffffff,2.0,0.0,0.0
8424d19ffffffff,1.0,0.0,0.0
8424d23ffffffff,15.0,0.0,0.0
8424d57ffffffff,1.0,0.0,0.0
8424d6dffffffff,25.0,4.0,0.0
8424de7ffffffff,3.0,0.0,0.0
8424e85ffffffff,1.0,0.0,0.0
8425095ffffffff,1.0,0.0,0.0
842509dffffffff,3.0,0.0,0.0
84250b9ffffffff,2.0,0.0,0.0
84250d5ffffffff,8.0,0.0,0.0
8425109ffffffff,2.0,0.0,0.0
842510dffffffff,4.0,0.0,0.0
8425121ffffffff,5.0,0.0,0.0
8425123ffffffff,10.0,0.0,0.0
8425125ffffffff,4.0,0.0,0.0
8425129ffffffff,1.0,0.0,0.0
842512bffffffff,8.0,0.0,0.0
842512dffffffff,2.0,0.0,0.0
8425135ffffffff,65.0,0.0,0.0
842513dffffffff,2.0,0.0,0.0
842515dffffffff,4.0,0.0,0.0
8425161ffffffff,14.0,0.0,0.0
8425163ffffffff,20.0,0.0,0.0
8425167ffffffff,2.0,0.0,0.0
8425169ffffffff,14.0,0.0,0.0
842516dffffffff,4.0,0.0,0.0
84251b3ffffffff,3.0,0.0,0.0
84251b7ffffffff,1.0,0.0,0.0
84251bdffffffff,2.0,0.0,0.0
842543dffffffff,1.0,0.0,0.0
8425517ffffffff,3.0,0.0,0.0
8425523ffffffff,2.0,0.0,0.0
8425535ffffffff,3.0,0.0,0.0
8425539ffffffff,2.0,0.0,0.0
8425597ffffffff,8.0,0.0,0.0
84255a3ffffffff,135.0,0.0,0.0
84255a5ffffffff,21.0,0.0,0.0
84255a7ffffffff,193.0,0.0,0.0
84255a9ffffffff,2.0,0.0,0.0
84255abffffffff,27.0,0.0,0.0
84255b1ffffffff,3.0,0.0,0.0
84255b3ffffffff,4.0,0.0,0.0
84255b5ffffffff,38.0,0.0,0.0
84255b7ffffffff,77.0,0.0,0.0
84255bdffffffff,3.0,0.0,0.0
8425ac1ffffffff,2.0,0.0,0.0
8425ac5ffffffff,1.0,0.0,0.0
8425ac9ffffffff,22.0,0.0,0.0
8425acbffffffff,2.0,0.0,0.0
8425ad5ffffffff,1.0,0.0,0.0
8425b2bffffffff,2.0,0.0,0.0
8425b39ffffffff,1.0,0.0,0.0
8425b69ffffffff,2.0,0.0,0.0
842c001ffffffff,27.0,0.0,0.0
842c003ffffffff,2.0,0.0,0.0
842c005ffffffff,3.0,0.0,0.0
842c007ffffffff,7.0,0.0,0.0
842c011ffffffff,4.0,0.0,0.0
842c015ffffffff,12.0,0.0,0.0
842c019ffffffff,2.0,0.0,0.0
842c01dffffffff,14.0,0.0,0.0
842c02bffffffff,2.0,0.0,0.0
842c035ffffffff,11.0,0.0,0.0
842c037ffffffff,2.0,0.0,0.0
842c039ffffffff,44.0,0.0,0.0
842c03bffffffff,2.0,0.0,0.0
842c041ffffffff,4.0,0.0,0.0
842c043ffffffff,265.0,0.0,0.0
842c057ffffffff,21.0,0.0,0.0
842c059ffffffff,4.0,0.0,0.0
842c05dffffffff,10.0,0.0,0.0
842c061ffffffff,2.0,0.0,0.0
842c065ffffffff,5.0,0.0,0.0
842c067ffffffff,4.0,0.0,0.0
842c083ffffffff,18.0,0.0,0.0
842c095ffffffff,20.0,0.0,0.0
842c09dffffffff,15.0,0.0,0.0
842c0b7ffffffff,45.0,0.0,0.0
842c0c7ffffffff,2.0,0.0,0.0
842c0dbffffffff,6.0,0.0,0.0
842c0e9ffffffff,2.0,0.0,0.0
842c101ffffffff,2.0,0.0,0.0
842c103ffffffff,2.0,0.0,0.0
842c109ffffffff,3.0,0.0,0.0
842c10bffffffff,11.0,0.0,0.0
842c119ffffffff,2.0,0.0,0.0
842c11bffffffff,1.0,0.0,0.0
842c11dffffffff,3.0,0.0,0.0
842c123ffffffff,2.0,0.0,0.0
842c135ffffffff,3.0,0.0,0.0
842c139ffffffff,2.0,0.0,0.0
842c153ffffffff,2.0,0.0,0.0
842c157ffffffff,20.0,0.0,0.0
842c15bffffffff,2.0,0.0,0.0
842c15dffffffff,2.0,0.0,0.0
842c183ffffffff,4.0,0.0,0.0
842c191ffffffff,5.0,0.0,0.0
842c195ffffffff,3.0,0.0,0.0
842c1b7ffffffff,3.0,0.0,0.0
842c1bbffffffff,2.0,0.0,0.0
842c1bdffffffff,5.0,0.0,0.0
842c1d9ffffffff,2.0,0.0,0.0
842c1ddffffffff,10.0,0.0,0.0
842c205ffffffff,5.0,0.0,0.0
842c229ffffffff,8.0,0.0,0.0
842c22bffffffff,2.0,0.0,0.0
842c22dffffffff,5.0,0.0,0.0
842c233ffffffff,1.0,0.0,0.0
842c23bffffffff,3.0,0.0,0.0
842c23dffffffff,2.0,0.0,0.0
842c261ffffffff,1.0,0.0,0.0
842c263ffffffff,39.0,0.0,0.0
842c269ffffffff,4.0,0.0,0.0
842c26dffffffff,1.0,0.0,0.0
842c281ffffffff,144.0,0.0,0.0
842c283ffffffff,212.0,0.0,0.0
842c2b9ffffffff,4.0,0.0,0.0
842c2cbffffffff,7.0,0.0,0.0
842c2e5ffffffff,25.0,0.0,0.0
842c2e9ffffffff,4.0,0.0,0.0
842c2ebffffffff,3.0,0.0,0.0
842c2edffffffff,3.0,0.0,0.0
842c333ffffffff,39.0,0.0,0.0
842c335ffffffff,3.0,0.0,0.0
842c33bffffffff,5.0,0.0,0.0
842c359ffffffff,2.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0
842c763ffffffff,4.0,0.0,0.0
842c765ffffffff,19.0,0.0,0.0
842c767ffffffff,9.0,0.0,0.0
842c893ffffffff,2.0,0.0,0.0
842c895ffffffff,1.0,0.0,0.0
842c899ffffffff,1.0,0.0,0.0
842c89bffffffff,2.0,0.0,0.0
842c8ebffffffff,2.0,0.0,0.0
842c8edffffffff,21.0,0.0,0.0
842c9b9ffffffff,2.0,0.0,0.0
842ca85ffffffff,2.0,0.0,0.0
842caabffffffff,2.0,0.0,0.0
842cab1ffffffff,2.0,0.0,0.0
842cab3ffffffff,2.0,0.0,0.0
842cac3ffffffff,2.0,0.0,0.0
842cac7ffffffff,16.0,0.0,0.0
842cac9ffffffff,8.0,0.0,0.0
842cacdffffffff,11.0,0.0,0.0
842cad3ffffffff,3.0,0.0,0.0
842cc07ffffffff,1.0,0.0,0.0
842cc21ffffffff,18.0,0.0,0.0
842cc23ffffffff,2.0,0.0,0.0
842cc2bffffffff,10.0,0.0,0.0
842cc2dffffffff,29.0,0.0,0.0
842cc33ffffffff,10.0,0.0,0.0
842cc35ffffffff,22.0,0.0,0.0
842cc37ffffffff,23.0,0.0,0.0
842cc3dffffffff,12.0,0.0,0.0
842cc61ffffffff,2.0,0.0,0.0
842ccadffffffff,1.0,0.0,0.0
842ccb1ffffffff,22.0,0.0,0.0
842ccb7ffffffff,15.0,0.0,0.0
842ccb9ffffffff,3.0,0.0,0.0
842cce1ffffffff,8.0,0.0,0.0
842cd4bffffffff,6.0,0.0,0.0
842cd53ffffffff,3.0,0.0,0.0
842cd59ffffffff,24.0,0.0,0.0
842cd5bffffffff,73.0,0.0,0.0
842cd5dffffffff,8.0,0.0,0.0
842cd61ffffffff,2.0,0.0,0.0
842cd93ffffffff,2.0,0.0,0.0
842cdcbffffffff,3.0,0.0,0.0
842cdd1ffffffff,2.0,0.0,0.0
842cdd5ffffffff,48.0,0.0,0.0
842cdd9ffffffff,2.0,0.0,0.0
842ce59ffffffff,4.0,0.0,0.0
842cf03ffffffff,13.0,0.0,0.0
842cf07ffffffff,2.0,0.0,0.0
842cf1dffffffff,2.0,0.0,0.0
842cf23ffffffff,2.0,0.0,0.0
842cf27ffffffff,2.0,0.0,0.0
842cf31ffffffff,135.0,0.0,0.0
842cf33ffffffff,61.0,0.0,0.0
842cf35ffffffff,17.0,0.0,0.0
842cf37ffffffff,13.0,0.0,0.0
842cf39ffffffff,12.0,0.0,0.0
842cf3bffffffff,78.0,0.0,0.0
842cf3dffffffff,5.0,0.0,0.0
842cf43ffffffff,2.0,0.0,0.0
842cf55ffffffff,2.0,0.0,0.0
842d021ffffffff,3.0,0.0,0.0
842d065ffffffff,2.0,0.0,0.0
842d107ffffffff,4.0,0.0,0.0
842d121ffffffff,1.0,0.0,0.0
842d123ffffffff,2.0,0.0,0.0
842d129ffffffff,4.0,0.0,0.0
842d12bffffffff,253.0,0.0,0.0
842d13dffffffff,30.0,0.0,0.0
842d145ffffffff,2.0,0.0,0.0
842d14bffffffff,2.0,0.0,0.0
842d161ffffffff,5.0,0.0,0.0
842d167ffffffff,4.0,0.0,0.0
842d183ffffffff,4.0,0.0,0.0
842d1abffffffff,6.0,0.0,0.0
842d1b1ffffffff,2.0,0.0,0.0
842d1b3ffffffff,3.0,0.0,0.0
842d1b5ffffffff,4.0,0.0,0.0
842d1b7ffffffff,2.0,0.0,0.0
842d1bdffffffff,2.0,0.0,0.0
842d1c9ffffffff,2.0,0.0,0.0
842d1d5ffffffff,2.0,0.0,0.0
842d1e7ffffffff,1.0,0.0,0.0
842d303ffffffff,10.0,0.0,0.0
842d315ffffffff,2.0,0.0,0.0
842d317ffffffff,3.0,0.0,0.0
842d31dffffffff,2.0,0.0,0.0
842d329ffffffff,2.0,0.0,0.0
842d32dffffffff,1.0,0.0,0.0
842d33bffffffff,2.0,0.0,0.0
842d81dffffffff,1.0,0.0,0.0
842da89ffffffff,2.0,0.0,0.0
842da8bffffffff,3.0,0.0,0.0
842da91ffffffff,6.0,0.0,0.0
842da9bffffffff,17.0,0.0,0.0
842dad7ffffffff,1.0,0.0,0.0
843030dffffffff,2.0,0.0,0.0
8430345ffffffff,6.0,0.0,0.0
8431183ffffffff,3.0,0.0,0.0
8431851ffffffff,108.0,0.0,0.0
8431853ffffffff,21.0,0.0,0.0
8431857ffffffff,35.0,0.0,0.0
8431859ffffffff,5.0,0.0,0.0
843185bffffffff,10.0,0.0,0.0
8431921ffffffff,15.0,0.0,0.0
8431aadffffffff,4.0,0.0,0.0
8431ae3ffffffff,4.0,0.0,0.0
8431ae7ffffffff,2.0,0.0,0.0
8431b11ffffffff,2.0,0.0,0.0
8434403ffffffff,11.0,0.0,0.0
8434415ffffffff,23.0,0.0,0.0
8434439ffffffff,16.0,0.0,0.0
843443bffffffff,3.0,0.0,0.0
8438241ffffffff,28.0,0.0,0.0
8438245ffffffff,32.0,0.0,0.0
8438247ffffffff,7.0,0.0,0.0
8438249ffffffff,13.0,0.0,0.0
843824bffffffff,15.0,0.0,0.0
843824dffffffff,72.0,0.0,0.0
8438251ffffffff,94.0,0.0,0.0
8438253ffffffff,4.0,0.0,0.0
8438259ffffffff,281.0,0.0,0.0
843825bffffffff,82.0,0.0,0.0
843825dffffffff,29.0,0.0,0.0
8438325ffffffff,1.0,0.0,0.0
843834dffffffff,4.0,0.0,0.0
8438365ffffffff,3.0,0.0,0.0
8438367ffffffff,4.0,0.0,0.0
8438369ffffffff,2.0,2.0,0.0
8438717ffffffff,1.0,0.0,0.0
8439011ffffffff,1.0,0.0,0.0
8439015ffffffff,80.0,0.0,0.0
8439017ffffffff,6.0,0.0,0.0
8439019ffffffff,55.0,0.0,0.0
843901bffffffff,68.0,0.0,0.0
843901dffffffff,43.0,0.0,0.0
8439031ffffffff,45.0,0.0,0.0
8439033ffffffff,125.0,0.0,0.0
8439035ffffffff,173.0,0.0,0.0
8439037ffffffff,2.0,0.0,0.0
843903bffffffff,12.0,0.0,0.0
843903dffffffff,5.0,0.0,0.0
8439041ffffffff,24.0,0.0,0.0
8439051ffffffff,13.0,0.0,0.0
8439055ffffffff,9.0,0.0,0.0
8439057ffffffff,11.0,0.0,0.0
8439059ffffffff,12.0,0.0,0.0
843906dffffffff,63.0,0.0,0.0
8439085ffffffff,2.0,0.0,0.0
8439087ffffffff,2.0,0.0,0.0
8439089ffffffff,13.0,0.0,0.0
8439091ffffffff,2.0,0.0,0.0
8439093ffffffff,2.0,0.0,0.0
8439097ffffffff,9.0,0.0,0.0
843909bffffffff,2.0,0.0,0.0
843909dffffffff,2.0,0.0,0.0
84390a1ffffffff,39.0,0.0,0.0
84390a3ffffffff,73.0,0.0,0.0
84390a5ffffffff,29.0,0.0,0.0
84390a7ffffffff,6.0,0.0,0.0
84390a9ffffffff,13.0,0.0,0.0
84390abffffffff,6.0,0.0,0.0
84390adffffffff,200.0,0.0,0.0
84390b1ffffffff,26.0,0.0,0.0
84390b3ffffffff,41.0,0.0,0.0
84390b5ffffffff,46.0,0.0,0.0
84390b7ffffffff,57.0,0.0,0.0
84390b9ffffffff,5.0,0.0,0.0
84390bdffffffff,20.0,0.0,0.0
84390c1ffffffff,21.0,0.0,0.0
84390c3ffffffff,36.0,0.0,0.0
84390c7ffffffff,17.0,0.0,0.0
84390c9ffffffff,29.0,0.0,0.0
84390cbffffffff,343.0,0.0,0.0
84390d3ffffffff,70.0,0.0,0.0
84390d5ffffffff,6.0,0.0,0.0
84390d7ffffffff,13.0,0.0,0.0
84390d9ffffffff,28.0,0.0,0.0
84390dbffffffff,4.0,0.0,0.0
84390ddffffffff,19.0,0.0,0.0
84390e3ffffffff,157.0,0.0,0.0
84390e5ffffffff,8.0,0.0,0.0
84390e7ffffffff,43.0,0.0,0.0
84390e9ffffffff,2.0,0.0,0.0
8439101ffffffff,1722.0,11.0,0.0
843910dffffffff,3.0,0.0,0.0
8439115ffffffff,4.0,0.0,0.0
843911bffffffff,3.0,0.0,0.0
8439181ffffffff,961.0,0.0,0.0
8439183ffffffff,168.0,0.0,0.0
8439185ffffffff,345.0,0.0,0.0
8439187ffffffff,13.0,0.0,0.0
8439189ffffffff,2.0,0.0,0.0
843918bffffffff,37.0,0.0,0.0
843918dffffffff,4.0,0.0,0.0
8439191ffffffff,17.0,0.0,0.0
8439193ffffffff,220.0,0.0,0.0
8439195ffffffff,20.0,0.0,0.0
8439199ffffffff,10.0,0.0,0.0
843919bffffffff,27.0,0.0,0.0
843919dffffffff,84.0,0.0,0.0
84391a1ffffffff,15.0,0.0,0.0
84391a7ffffffff,10.0,0.0,0.0
84391a9ffffffff,3.0,0.0,0.0
84391abffffffff,2.0,0.0,0.0
84391c9ffffffff,2.0,0.0,0.0
84391cbffffffff,18.0,0.0,0.0
84391d1ffffffff,11.0,0.0,0.0
84391d7ffffffff,4.0,0.0,0.0
84391dbffffffff,7.0,0.0,0.0
84391e1ffffffff,2.0,0.0,0.0
8439207ffffffff,2.0,0.0,0.0
8439209ffffffff,1.0,0.0,0.0
8439211ffffffff,5.0,0.0,0.0
8439213ffffffff,12.0,0.0,0.0
8439217ffffffff,22.0,0.0,0.0
8439219ffffffff,7.0,0.0,0.0
843921bffffffff,38.0,0.0,0.0
8439223ffffffff,4.0,0.0,0.0
8439233ffffffff,5.0,0.0,0.0
843923dffffffff,2.0,0.0,0.0
8439241ffffffff,56.0,0.0,0.0
