cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
834424fffffffff,118.0,0.0,1.0,0.0,0.0
834501fffffffff,400.0,0.0,7.0,0.0,0.0
834505fffffffff,538.0,0.0,1.0,0.0,0.0
834508fffffffff,969.0,0.0,161.0,0.0,0.0
834509fffffffff,1157.0,0.0,393.0,0.0,0.0
83450afffffffff,1266.0,0.0,101.0,0.0,0.0
83450bfffffffff,605.0,0.0,116.0,0.0,0.0
83450cfffffffff,220.0,0.0,36.0,0.0,0.0
83450dfffffffff,557.0,0.0,261.0,0.0,0.0
83450efffffffff,841.0,0.0,74.0,0.0,0.0
834519fffffffff,5.0,0.0,0.0,0.0,0.0
834520fffffffff,659.0,0.0,9.0,0.0,0.0
834521fffffffff,1141.0,0.0,22.0,0.0,0.0
834522fffffffff,942.0,0.0,0.0,0.0,0.0
834523fffffffff,1662.0,0.0,1.0,0.0,0.0
834524fffffffff,1303.0,0.0,0.0,0.0,0.0
834525fffffffff,506.0,0.0,66.0,0.0,0.0
834526fffffffff,2228.0,0.0,0.0,0.0,0.0
834528fffffffff,1037.0,0.0,45.0,0.0,0.0
834529fffffffff,36.0,0.0,1.0,0.0,0.0
83452afffffffff,4022.0,0.0,64.0,0.0,0.0
83452bfffffffff,262.0,0.0,47.0,0.0,0.0
83452cfffffffff,1303.0,0.0,114.0,0.0,0.0
83452dfffffffff,371.0,0.0,62.0,0.0,0.0
83452efffffffff,11022.0,0.0,165.0,0.0,0.0
834530fffffffff,59.0,0.0,0.0,0.0,0.0
834531fffffffff,79.0,0.0,0.0,0.0,0.0
834532fffffffff,97.0,0.0,0.0,0.0,0.0
834534fffffffff,237.0,0.0,0.0,0.0,0.0
834535fffffffff,324.0,0.0,0.0,0.0,0.0
834536fffffffff,184.0,0.0,0.0,0.0,0.0
834564fffffffff,38.0,0.0,8.0,0.0,0.0
834572fffffffff,622.0,0.0,201.0,0.0,0.0
834574fffffffff,21.0,0.0,0.0,0.0,0.0
