cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
834576fffffffff,27.0,0.0,0.0,0.0,0.0
834801fffffffff,1.0,0.0,0.0,0.0,0.0
834802fffffffff,72.0,0.0,0.0,0.0,0.0
834806fffffffff,54.0,0.0,0.0,0.0,0.0
834809fffffffff,27.0,0.0,0.0,0.0,0.0
83480afffffffff,1290.0,0.0,0.0,0.0,0.0
83480bfffffffff,12.0,0.0,0.0,0.0,0.0
83480efffffffff,33.0,0.0,0.0,0.0,0.0
834810fffffffff,2.0,0.0,0.0,0.0,0.0
834812fffffffff,2.0,0.0,0.0,0.0,0.0
834814fffffffff,47.0,0.0,0.0,0.0,0.0
834815fffffffff,61.0,0.0,0.0,0.0,0.0
834816fffffffff,2.0,0.0,0.0,0.0,0.0
834818fffffffff,4.0,0.0,0.0,0.0,0.0
834819fffffffff,14.0,0.0,0.0,0.0,0.0
83481bfffffffff,2.0,0.0,0.0,0.0,0.0
83481dfffffffff,70.0,0.0,0.0,0.0,0.0
834830fffffffff,47.0,0.0,0.0,0.0,0.0
834832fffffffff,40.0,0.0,0.0,0.0,0.0
834833fffffffff,489.0,0.0,0.0,0.0,0.0
834834fffffffff,1.0,0.0,0.0,0.0,0.0
834836fffffffff,3609.0,0.0,0.0,0.0,0.0
834858fffffffff,1.0,0.0,0.0,0.0,0.0
834884fffffffff,14.0,0.0,0.0,0.0,0.0
8348a2fffffffff,921.0,0.0,68.0,0.0,0.0
8348a3fffffffff,2.0,0.0,0.0,0.0,0.0
8348a6fffffffff,9.0,0.0,0.0,0.0,0.0
8348b1fffffffff,3.0,0.0,1.0,0.0,0.0
8348b5fffffffff,68.0,0.0,7.0,0.0,0.0
8348c0fffffffff,18.0,0.0,0.0,0.0,0.0
8348c1fffffffff,12.0,0.0,0.0,0.0,0.0
8348c5fffffffff,6796.0,1252.0,0.0,0.0,0.0
8348e0fffffffff,45.0,0.0,0.0,0.0,0.0
8348e1fffffffff,118.0,0.0,0.0,0.0,0.0
8348e2fffffffff,2.0,0.0,0.0,0.0,0.0
8348e3fffffffff,436.0,11.0,0.0,0.0,0.0
8348e4fffffffff,179.0,0.0,0.0,0.0,0.0
8348e5fffffffff,49.0,0.0,0.0,0.0,0.0
8348e6fffffffff,19.0,0.0,0.0,0.0,0.0
8348e8fffffffff,6072.0,662.0,0.0,0.0,0.0
8348eafffffffff,79.0,0.0,0.0,0.0,0.0
8348ecfffffffff,6259.0,1043.0,0.0,0.0,0.0
8348edfffffffff,11.0,0.0,0.0,0.0,0.0
8348eefffffffff,14389.0,2164.0,0.0,0.0,0.0
8348f5fffffffff,2.0,0.0,0.0,0.0,0.0
834980fffffffff,317.0,0.0,13.0,0.0,0.0
834981fffffffff,7.0,0.0,0.0,0.0,0.0
834982fffffffff,28.0,0.0,0.0,0.0,0.0
834983fffffffff,27.0,0.0,0.0,0.0,0.0
834985fffffffff,13.0,0.0,0.0,0.0,0.0
834986fffffffff,196.0,0.0,0.0,0.0,0.0
834988fffffffff,15.0,0.0,0.0,0.0,0.0
834989fffffffff,10.0,0.0,0.0,0.0,0.0
83498cfffffffff,67.0,0.0,0.0,0.0,0.0
83498dfffffffff,6.0,0.0,0.0,0.0,0.0
83498efffffffff,5.0,0.0,0.0,0.0,0.0
834990fffffffff,103.0,0.0,28.0,0.0,0.0
834991fffffffff,44.0,0.0,7.0,0.0,0.0
834992fffffffff,3.0,0.0,0.0,0.0,0.0
834993fffffffff,21.0,0.0,9.0,0.0,0.0
834994fffffffff,74.0,0.0,9.0,0.0,0.0
834995fffffffff,167.0,0.0,0.0,0.0,0.0
834996fffffffff,2607.0,0.0,539.0,0.0,0.0
834998fffffffff,384.0,0.0,30.0,0.0,0.0
83499afffffffff,4.0,0.0,2.0,0.0,0.0
83499bfffffffff,56.0,0.0,5.0,0.0,0.0
83499cfffffffff,113.0,0.0,0.0,0.0,0.0
83499dfffffffff,13.0,0.0,0.0,0.0,0.0
83499efffffffff,50.0,0.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0,0.0
8349a2fffffffff,59.0,0.0,0.0,0.0,0.0
8349a3fffffffff,10.0,0.0,0.0,0.0,0.0
8349a8fffffffff,642.0,10.0,0.0,0.0,0.0
8349a9fffffffff,960.0,27.0,0.0,0.0,0.0
8349aafffffffff,391.0,8.0,0.0,0.0,0.0
8349abfffffffff,256.0,0.0,0.0,0.0,0.0
8349acfffffffff,4.0,0.0,0.0,0.0,0.0
8349adfffffffff,47.0,0.0,0.0,0.0,0.0
8349aefffffffff,7.0,0.0,0.0,0.0,0.0
8349b0fffffffff,10.0,0.0,0.0,0.0,0.0
8349b1fffffffff,72.0,0.0,0.0,0.0,0.0
8349b2fffffffff,37.0,0.0,0.0,0.0,0.0
8349b3fffffffff,934.0,0.0,0.0,0.0,0.0
8349b5fffffffff,179.0,0.0,0.0,0.0,0.0
8349b6fffffffff,22.0,0.0,0.0,0.0,0.0
835f03fffffffff,23.0,0.0,0.0,0.0,0.0
835f06fffffffff,2.0,0.0,0.0,0.0,0.0
835f08fffffffff,6.0,0.0,0.0,0.0,0.0
835f09fffffffff,7.0,0.0,0.0,0.0,0.0
835f10fffffffff,7.0,0.0,0.0,0.0,0.0
835f12fffffffff,7.0,0.0,0.0,0.0,0.0
835f13fffffffff,3.0,0.0,0.0,0.0,0.0
835f14fffffffff,8.0,0.0,0.0,0.0,0.0
835f16fffffffff,7.0,0.0,0.0,0.0,0.0
835f1cfffffffff,16.0,0.0,0.0,0.0,0.0
835f29fffffffff,9.0,0.0,0.0,0.0,0.0
835f2bfffffffff,34.0,0.0,0.0,0.0,0.0
835f40fffffffff,23.0,0.0,0.0,0.0,0.0
835f41fffffffff,8.0,0.0,0.0,0.0,0.0
835f42fffffffff,11.0,0.0,0.0,0.0,0.0
835f46fffffffff,2.0,0.0,0.0,0.0,0.0
835f48fffffffff,11.0,0.0,0.0,0.0,0.0
835f49fffffffff,3.0,0.0,0.0,0.0,0.0
835f4afffffffff,33.0,0.0,0.0,0.0,0.0
835f4bfffffffff,14.0,0.0,0.0,0.0,0.0
835f4efffffffff,5.0,0.0,0.0,0.0,0.0
835f50fffffffff,12.0,0.0,0.0,0.0,0.0
835f58fffffffff,129.0,0.0,0.0,0.0,0.0
835f5bfffffffff,2.0,0.0,0.0,0.0,0.0
835f5dfffffffff,3.0,0.0,0.0,0.0,0.0
835f68fffffffff,6.0,0.0,0.0,0.0,0.0
835f70fffffffff,4.0,0.0,0.0,1.0,0.0
835f71fffffffff,23.0,0.0,0.0,0.0,0.0
835f75fffffffff,36.0,0.0,0.0,0.0,0.0
836601fffffffff,130.0,0.0,0.0,0.0,0.0
836602fffffffff,66.0,0.0,0.0,0.0,0.0
836603fffffffff,4.0,0.0,0.0,0.0,0.0
836604fffffffff,20.0,0.0,0.0,0.0,0.0
836605fffffffff,2.0,0.0,0.0,0.0,0.0
836606fffffffff,26.0,0.0,0.0,0.0,0.0
836608fffffffff,310.0,0.0,0.0,0.0,0.0
836609fffffffff,9.0,0.0,0.0,0.0,0.0
83660afffffffff,113.0,0.0,0.0,0.0,0.0
83660bfffffffff,51.0,0.0,0.0,0.0,0.0
83660cfffffffff,49.0,0.0,0.0,0.0,0.0
83660dfffffffff,67.0,0.0,0.0,0.0,0.0
83660efffffffff,28.0,0.0,0.0,0.0,0.0
836610fffffffff,671.0,0.0,0.0,0.0,0.0
836611fffffffff,77.0,0.0,0.0,0.0,0.0
836612fffffffff,27.0,0.0,0.0,0.0,0.0
836613fffffffff,440.0,0.0,0.0,0.0,0.0
836615fffffffff,4.0,0.0,0.0,0.0,0.0
836616fffffffff,531.0,0.0,0.0,0.0,0.0
836618fffffffff,130.0,0.0,0.0,0.0,0.0
836619fffffffff,363.0,0.0,0.0,0.0,0.0
83661afffffffff,66.0,0.0,0.0,0.0,0.0
83661bfffffffff,1323.0,0.0,0.0,0.0,44.0
83661cfffffffff,71.0,0.0,0.0,0.0,0.0
83661dfffffffff,376.0,0.0,0.0,0.0,0.0
83661efffffffff,87.0,0.0,0.0,0.0,0.0
836620fffffffff,1105.0,0.0,0.0,0.0,0.0
836621fffffffff,184.0,0.0,0.0,0.0,0.0
836622fffffffff,324.0,0.0,0.0,0.0,0.0
836623fffffffff,24.0,0.0,0.0,0.0,0.0
836625fffffffff,39.0,0.0,0.0,0.0,0.0
836629fffffffff,57.0,0.0,0.0,0.0,0.0
83662afffffffff,8.0,0.0,0.0,0.0,0.0
83662bfffffffff,24.0,0.0,0.0,0.0,0.0
83662cfffffffff,3.0,0.0,0.0,0.0,0.0
83662dfffffffff,58.0,0.0,0.0,0.0,0.0
83662efffffffff,47.0,0.0,0.0,0.0,0.0
836631fffffffff,37.0,0.0,0.0,0.0,0.0
836641fffffffff,87.0,0.0,0.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0,0.0,0.0
836650fffffffff,20.0,0.0,0.0,0.0,0.0
836651fffffffff,1.0,0.0,0.0,0.0,0.0
836652fffffffff,110.0,0.0,0.0,0.0,0.0
836654fffffffff,51.0,0.0,0.0,0.0,0.0
836656fffffffff,140.0,0.0,0.0,0.0,0.0
83665afffffffff,229.0,0.0,0.0,0.0,0.0
83665bfffffffff,63.0,0.0,0.0,0.0,0.0
83665efffffffff,70.0,0.0,0.0,0.0,0.0
836662fffffffff,5.0,0.0,0.0,0.0,0.0
836663fffffffff,12.0,0.0,0.0,0.0,0.0
836664fffffffff,15.0,0.0,0.0,0.0,0.0
83666bfffffffff,4.0,0.0,0.0,0.0,0.0
83666cfffffffff,9.0,0.0,0.0,0.0,0.0
83666efffffffff,2.0,0.0,0.0,0.0,0.0
836670fffffffff,7.0,0.0,0.0,0.0,0.0
836671fffffffff,4.0,0.0,0.0,0.0,0.0
836672fffffffff,93.0,0.0,0.0,0.0,0.0
836673fffffffff,9.0,0.0,0.0,0.0,0.0
836675fffffffff,12.0,0.0,0.0,0.0,0.0
836676fffffffff,5.0,0.0,0.0,0.0,0.0
836684fffffffff,3.0,0.0,0.0,0.0,0.0
8366a0fffffffff,979.0,0.0,0.0,0.0,0.0
8366a1fffffffff,51.0,0.0,0.0,0.0,0.0
8366a2fffffffff,13.0,0.0,0.0,0.0,0.0
8366a3fffffffff,57.0,0.0,0.0,0.0,0.0
8366a5fffffffff,5823.0,0.0,0.0,0.0,0.0
8366a6fffffffff,502.0,0.0,0.0,0.0,0.0
8366b0fffffffff,1688.0,0.0,0.0,0.0,0.0
8366b1fffffffff,22.0,0.0,0.0,0.0,0.0
8366b4fffffffff,6719.0,0.0,0.0,0.0,0.0
8366b5fffffffff,2634.0,0.0,0.0,0.0,0.0
8366b6fffffffff,56.0,0.0,0.0,0.0,0.0
8366c0fffffffff,201.0,0.0,0.0,0.0,0.0
8366c1fffffffff,11.0,0.0,0.0,0.0,0.0
8366c2fffffffff,404.0,0.0,0.0,0.0,0.0
8366c3fffffffff,3.0,0.0,0.0,0.0,0.0
8366c4fffffffff,42.0,0.0,0.0,0.0,0.0
8366c5fffffffff,116.0,0.0,0.0,0.0,0.0
8366c6fffffffff,259.0,0.0,0.0,0.0,0.0
8366cdfffffffff,6.0,0.0,0.0,0.0,0.0
8366cefffffffff,61.0,0.0,0.0,0.0,0.0
8366d0fffffffff,182.0,0.0,0.0,0.0,0.0
8366d1fffffffff,160.0,0.0,0.0,0.0,0.0
8366d2fffffffff,64.0,0.0,0.0,0.0,4.0
8366d3fffffffff,4080.0,0.0,0.0,0.0,276.0
8366d4fffffffff,1.0,0.0,0.0,0.0,0.0
8366d5fffffffff,20.0,0.0,0.0,0.0,0.0
8366d8fffffffff,18.0,0.0,0.0,1.0,0.0
8366dafffffffff,68.0,0.0,0.0,0.0,5.0
8366dbfffffffff,10.0,0.0,0.0,0.0,0.0
8366dcfffffffff,487.0,0.0,0.0,19.0,0.0
8366ddfffffffff,33.0,0.0,0.0,5.0,0.0
8366defffffffff,827.0,0.0,0.0,4.0,12.0
8366e0fffffffff,232.0,0.0,0.0,0.0,0.0
8366e1fffffffff,94.0,0.0,0.0,0.0,0.0
8366e2fffffffff,31.0,0.0,0.0,0.0,0.0
8366e3fffffffff,122.0,0.0,0.0,0.0,0.0
8366e4fffffffff,113.0,0.0,0.0,0.0,0.0
8366e5fffffffff,884.0,0.0,0.0,0.0,0.0
8366e6fffffffff,783.0,0.0,0.0,0.0,0.0
8366e8fffffffff,4.0,0.0,0.0,0.0,0.0
8366e9fffffffff,1.0,0.0,0.0,0.0,0.0
8366eafffffffff,4.0,0.0,0.0,0.0,0.0
8366ecfffffffff,275.0,0.0,0.0,0.0,0.0
8366eefffffffff,86.0,0.0,0.0,0.0,0.0
8366f0fffffffff,371.0,0.0,0.0,0.0,0.0
8366f1fffffffff,279.0,0.0,0.0,0.0,0.0
8366f3fffffffff,5.0,0.0,0.0,0.0,0.0
8366f5fffffffff,283.0,0.0,0.0,0.0,0.0
836741fffffffff,236.0,0.0,0.0,0.0,0.0
836742fffffffff,150.0,0.0,0.0,0.0,0.0
836743fffffffff,254.0,0.0,0.0,0.0,0.0
83674afffffffff,9.0,0.0,0.0,1.0,0.0
83674cfffffffff,162.0,0.0,0.0,0.0,0.0
83674dfffffffff,1.0,0.0,0.0,0.0,0.0
83674efffffffff,82.0,0.0,0.0,0.0,0.0
836751fffffffff,76.0,0.0,0.0,0.0,0.0
836753fffffffff,44.0,0.0,0.0,0.0,0.0
836755fffffffff,6.0,0.0,0.0,0.0,0.0
836758fffffffff,8.0,0.0,0.0,0.0,0.0
836759fffffffff,35.0,0.0,0.0,0.0,0.0
83675afffffffff,89.0,0.0,0.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0,0.0,0.0
83675cfffffffff,67.0,0.0,0.0,0.0,0.0
83675dfffffffff,4.0,0.0,0.0,0.0,0.0
83675efffffffff,65.0,0.0,0.0,0.0,0.0
836769fffffffff,2.0,0.0,0.0,0.0,0.0
83678bfffffffff,4.0,0.0,0.0,0.0,0.0
836790fffffffff,63.0,0.0,0.0,0.0,0.0
836791fffffffff,4.0,0.0,0.0,0.0,0.0
836792fffffffff,39.0,0.0,0.0,0.0,0.0
836793fffffffff,36.0,0.0,0.0,0.0,0.0
836794fffffffff,47.0,0.0,0.0,0.0,0.0
836795fffffffff,2.0,0.0,0.0,0.0,0.0
836796fffffffff,134.0,0.0,0.0,0.0,0.0
83679afffffffff,3071.0,0.0,0.0,0.0,0.0
83679bfffffffff,697.0,0.0,0.0,0.0,0.0
8367b2fffffffff,17.0,0.0,0.0,0.0,0.0
836d04fffffffff,153.0,0.0,12.0,0.0,0.0
836d05fffffffff,623.0,0.0,227.0,0.0,0.0
836d14fffffffff,13.0,0.0,0.0,0.0,0.0
836d15fffffffff,154.0,0.0,0.0,0.0,0.0
836d20fffffffff,112.0,0.0,2.0,0.0,0.0
836d21fffffffff,211.0,0.0,58.0,0.0,0.0
836d22fffffffff,70.0,0.0,6.0,0.0,0.0
836d23fffffffff,1187.0,0.0,225.0,0.0,0.0
836d24fffffffff,114.0,0.0,0.0,0.0,0.0
836d25fffffffff,237.0,0.0,30.0,0.0,0.0
836d26fffffffff,17.0,0.0,0.0,0.0,0.0
836d28fffffffff,1474.0,0.0,91.0,0.0,0.0
836d29fffffffff,2261.0,0.0,288.0,0.0,0.0
836d2afffffffff,183.0,0.0,30.0,0.0,0.0
836d2bfffffffff,2612.0,0.0,129.0,0.0,0.0
836d2cfffffffff,465.0,0.0,91.0,0.0,0.0
836d2dfffffffff,2459.0,0.0,918.0,0.0,0.0
836d2efffffffff,140.0,0.0,29.0,0.0,0.0
836d30fffffffff,495.0,0.0,0.0,0.0,0.0
836d31fffffffff,264.0,0.0,30.0,0.0,0.0
836d32fffffffff,1185.0,0.0,0.0,0.0,0.0
836d33fffffffff,835.0,0.0,0.0,0.0,0.0
836d34fffffffff,443.0,0.0,52.0,0.0,0.0
836d35fffffffff,837.0,0.0,89.0,0.0,0.0
836d36fffffffff,155.0,0.0,2.0,0.0,0.0
836d60fffffffff,980.0,0.0,0.0,0.0,0.0
836d61fffffffff,1294.0,0.0,0.0,0.0,0.0
836d63fffffffff,147.0,0.0,0.0,0.0,0.0
836d64fffffffff,2778.0,0.0,0.0,0.0,0.0
836d65fffffffff,2142.0,0.0,0.0,0.0,0.0
836d66fffffffff,910.0,0.0,0.0,0.0,0.0
836d68fffffffff,2967.0,0.0,0.0,0.0,0.0
836d69fffffffff,16192.0,0.0,0.0,0.0,0.0
836d6afffffffff,16.0,0.0,0.0,0.0,0.0
836d6bfffffffff,1360.0,0.0,0.0,0.0,0.0
836d6cfffffffff,60.0,0.0,0.0,0.0,0.0
836d6dfffffffff,2237.0,0.0,0.0,0.0,0.0
836d6efffffffff,1214.0,0.0,0.0,0.0,0.0
836d74fffffffff,1382.0,0.0,0.0,0.0,0.0
836d75fffffffff,228.0,0.0,0.0,0.0,0.0
836d76fffffffff,30.0,0.0,0.0,0.0,0.0
838044fffffffff,2.0,0.0,0.0,0.0,0.0
838046fffffffff,70.0,0.0,0.0,0.0,0.0
838061fffffffff,4.0,0.0,0.0,0.0,0.0
838065fffffffff,3.0,0.0,0.0,0.0,0.0
838066fffffffff,3.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0
83806afffffffff,3.0,0.0,0.0,0.0,0.0
83806bfffffffff,7.0,0.0,0.0,0.0,0.0
838071fffffffff,10.0,0.0,0.0,0.0,0.0
838106fffffffff,2.0,0.0,0.0,0.0,0.0
838114fffffffff,3.0,0.0,0.0,0.0,0.0
838116fffffffff,2.0,0.0,0.0,0.0,0.0
83811afffffffff,1.0,0.0,0.0,0.0,0.0
838130fffffffff,8.0,0.0,0.0,0.0,0.0
838132fffffffff,32.0,0.0,0.0,0.0,0.0
838133fffffffff,12.0,0.0,0.0,0.0,0.0
838136fffffffff,2.0,0.0,0.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0,0.0,0.0
838143fffffffff,3.0,0.0,0.0,0.0,0.0
838145fffffffff,1.0,0.0,0.0,0.0,0.0
83814afffffffff,41.0,0.0,0.0,0.0,0.0
83814dfffffffff,3.0,0.0,0.0,0.0,0.0
83814efffffffff,30.0,0.0,0.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0,0.0,0.0
83815dfffffffff,4.0,0.0,0.0,0.0,0.0
838163fffffffff,1.0,0.0,0.0,0.0,0.0
838171fffffffff,9.0,0.0,0.0,0.0,0.0
8381adfffffffff,3.0,0.0,0.0,0.0,0.0
838a05fffffffff,4.0,0.0,0.0,0.0,0.0
838a10fffffffff,5.0,0.0,0.0,0.0,0.0
838a18fffffffff,2.0,0.0,0.0,0.0,0.0
838a1afffffffff,1.0,0.0,0.0,0.0,0.0
838a21fffffffff,1.0,0.0,0.0,0.0,0.0
838a31fffffffff,7.0,0.0,0.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0,0.0,0.0
838a45fffffffff,118.0,0.0,0.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0,0.0,0.0
838a63fffffffff,10.0,0.0,0.0,0.0,0.0
838a68fffffffff,7.0,0.0,0.0,0.0,0.0
838a69fffffffff,29.0,0.0,0.0,0.0,0.0
838a6dfffffffff,135.0,0.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0
838a80fffffffff,13.0,0.0,0.0,0.0,0.0
838a81fffffffff,1.0,0.0,0.0,0.0,0.0
838a82fffffffff,3.0,0.0,0.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0
838a92fffffffff,18.0,0.0,0.0,0.0,0.0
838a9cfffffffff,27.0,0.0,0.0,0.0,0.0
838aa8fffffffff,2.0,0.0,0.0,0.0,0.0
838aa9fffffffff,3.0,0.0,0.0,0.0,0.0
838aaafffffffff,22.0,0.0,0.0,0.0,0.0
838aabfffffffff,7.0,0.0,0.0,0.0,0.0
838aacfffffffff,6.0,0.0,0.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0,0.0,0.0
838adafffffffff,3.0,0.0,0.0,0.0,0.0
838adcfffffffff,6.0,0.0,0.0,0.0,0.0
838adefffffffff,7.0,0.0,0.0,0.0,0.0
838af0fffffffff,11.0,0.0,0.0,0.0,0.0
838af1fffffffff,2.0,0.0,0.0,0.0,0.0
838af2fffffffff,29.0,0.0,0.0,0.0,0.0
838af4fffffffff,21.0,0.0,0.0,0.0,0.0
838af6fffffffff,104.0,0.0,0.0,0.0,0.0
838b06fffffffff,2.0,0.0,0.0,0.0,0.0
838b0cfffffffff,11.0,0.0,0.0,0.0,0.0
838b0dfffffffff,14.0,0.0,0.0,0.0,0.0
838b20fffffffff,38.0,0.0,0.0,0.0,0.0
838b21fffffffff,22.0,0.0,0.0,0.0,0.0
838b22fffffffff,105.0,0.0,0.0,0.0,0.0
838b23fffffffff,2.0,0.0,0.0,0.0,0.0
838b24fffffffff,4.0,0.0,0.0,0.0,0.0
838b25fffffffff,1.0,0.0,0.0,0.0,0.0
838b26fffffffff,11.0,0.0,0.0,0.0,0.0
838b2afffffffff,8.0,0.0,0.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0,0.0,0.0
838b2cfffffffff,57.0,0.0,0.0,0.0,0.0
838b2dfffffffff,6.0,0.0,0.0,0.0,0.0
838b31fffffffff,1.0,0.0,0.0,0.0,0.0
838b40fffffffff,22.0,0.0,0.0,0.0,2.0
838b42fffffffff,3.0,0.0,0.0,0.0,0.0
838b44fffffffff,71.0,0.0,0.0,0.0,0.0
838b45fffffffff,1.0,0.0,0.0,0.0,0.0
838b46fffffffff,3.0,0.0,0.0,0.0,0.0
838b4efffffffff,7.0,0.0,0.0,0.0,0.0
838b51fffffffff,4.0,0.0,0.0,0.0,0.0
838b52fffffffff,7.0,0.0,0.0,0.0,0.0
838b56fffffffff,8.0,0.0,0.0,0.0,0.0
838b5cfffffffff,20.0,0.0,0.0,0.0,0.0
838b5dfffffffff,9.0,0.0,0.0,0.0,0.0
838b60fffffffff,1.0,0.0,0.0,0.0,0.0
838b61fffffffff,497.0,0.0,0.0,0.0,7.0
838b62fffffffff,6.0,0.0,0.0,0.0,0.0
838b63fffffffff,62.0,0.0,0.0,0.0,0.0
838b68fffffffff,1.0,0.0,0.0,0.0,0.0
838b69fffffffff,4.0,0.0,0.0,0.0,0.0
838b6cfffffffff,51.0,0.0,0.0,0.0,2.0
838b6efffffffff,13.0,0.0,0.0,0.0,0.0
838b71fffffffff,148.0,0.0,0.0,0.0,0.0
838b74fffffffff,19.0,0.0,0.0,0.0,0.0
838b75fffffffff,20.0,0.0,0.0,0.0,0.0
838b76fffffffff,5.0,0.0,0.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0,0.0,0.0
838b84fffffffff,7.0,0.0,0.0,0.0,0.0
838b88fffffffff,8.0,0.0,0.0,0.0,0.0
838b96fffffffff,1.0,0.0,0.0,0.0,0.0
838b99fffffffff,26.0,0.0,0.0,0.0,0.0
838b9dfffffffff,208.0,0.0,0.0,0.0,0.0
838ba0fffffffff,15.0,0.0,0.0,0.0,0.0
838ba6fffffffff,12.0,0.0,0.0,0.0,0.0
838bb5fffffffff,39.0,0.0,0.0,0.0,0.0
838e60fffffffff,3.0,0.0,0.0,0.0,0.0
838e62fffffffff,37.0,0.0,0.0,0.0,0.0
838e64fffffffff,173.0,0.0,0.0,0.0,0.0
838e65fffffffff,22.0,0.0,0.0,0.0,0.0
838e66fffffffff,39.0,0.0,0.0,0.0,0.0
838e6cfffffffff,8.0,0.0,0.0,0.0,0.0
838e6dfffffffff,37.0,0.0,0.0,0.0,0.0
838f08fffffffff,2.0,0.0,0.0,0.0,0.0
838f09fffffffff,6.0,0.0,0.0,0.0,0.0
838f0dfffffffff,544.0,0.0,0.0,0.0,40.0
838f28fffffffff,22.0,0.0,0.0,0.0,2.0
838f29fffffffff,73.0,0.0,0.0,0.0,0.0
838f2afffffffff,151.0,0.0,0.0,0.0,0.0
838f2bfffffffff,132.0,0.0,0.0,0.0,3.0
838f2cfffffffff,267.0,0.0,0.0,0.0,2.0
838f2dfffffffff,10.0,0.0,0.0,0.0,0.0
838f2efffffffff,11.0,0.0,0.0,0.0,0.0
838f40fffffffff,86.0,0.0,0.0,0.0,0.0
838f42fffffffff,54.0,0.0,0.0,0.0,2.0
838f43fffffffff,41.0,0.0,0.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0,0.0,0.0
838f46fffffffff,128.0,0.0,0.0,0.0,3.0
838f48fffffffff,82.0,0.0,0.0,0.0,0.0
838f4afffffffff,41.0,0.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0,0.0,0.0
838f50fffffffff,89.0,0.0,0.0,0.0,0.0
838f51fffffffff,37.0,0.0,0.0,0.0,0.0
838f54fffffffff,135.0,0.0,0.0,0.0,0.0
838f55fffffffff,197.0,0.0,0.0,0.0,3.0
838f56fffffffff,4.0,0.0,0.0,0.0,0.0
838f58fffffffff,15.0,0.0,0.0,0.0,0.0
838f59fffffffff,38.0,0.0,0.0,0.0,0.0
838f5bfffffffff,10.0,0.0,0.0,0.0,0.0
838f5cfffffffff,9.0,0.0,0.0,0.0,0.0
838f5dfffffffff,18.0,0.0,0.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0,0.0,0.0
