cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
83095bfffffffff,2.0,0.0,0.0,0.0
831126fffffffff,2.0,2.0,0.0,0.0
831181fffffffff,5.0,5.0,0.0,0.0
83118cfffffffff,2.0,2.0,0.0,0.0
83118efffffffff,2.0,2.0,0.0,0.0
8311abfffffffff,6.0,6.0,0.0,0.0
8311aefffffffff,19.0,19.0,0.0,0.0
83186cfffffffff,1.0,0.0,0.0,0.0
831e0efffffffff,2.0,2.0,0.0,0.0
831e20fffffffff,1.0,0.0,0.0,0.0
831e46fffffffff,2.0,0.0,0.0,0.0
831e5cfffffffff,3.0,0.0,0.0,0.0
831e5efffffffff,3.0,0.0,0.0,0.0
831e6bfffffffff,1.0,0.0,0.0,0.0
831ec3fffffffff,1.0,1.0,0.0,0.0
831ec9fffffffff,2.0,0.0,0.0,0.0
831ecdfffffffff,7.0,0.0,0.0,0.0
831f09fffffffff,2.0,0.0,0.0,0.0
831f19fffffffff,3.0,0.0,0.0,0.0
831f1afffffffff,2.0,0.0,0.0,0.0
831f5cfffffffff,1.0,1.0,0.0,0.0
831f5efffffffff,2.0,2.0,0.0,0.0
831f80fffffffff,1.0,0.0,0.0,0.0
831f83fffffffff,7.0,0.0,0.0,0.0
83204bfffffffff,1.0,1.0,0.0,0.0
832c21fffffffff,14.0,0.0,0.0,0.0
832e88fffffffff,1.0,0.0,0.0,0.0
83309dfffffffff,2.0,0.0,0.0,0.0
8331aafffffffff,2.0,2.0,0.0,0.0
833c02fffffffff,3.0,0.0,3.0,0.0
833c0afffffffff,16.0,0.0,0.0,0.0
833c15fffffffff,10.0,0.0,10.0,0.0
833c19fffffffff,23.0,0.0,0.0,0.0
833c1cfffffffff,1.0,0.0,0.0,0.0
833c1dfffffffff,22.0,0.0,4.0,0.0
833c33fffffffff,6.0,0.0,3.0,0.0
833c36fffffffff,2.0,0.0,0.0,0.0
833c58fffffffff,9.0,0.0,9.0,0.0
833c5afffffffff,1.0,0.0,1.0,0.0
833c83fffffffff,2.0,0.0,0.0,0.0
833c88fffffffff,46.0,0.0,2.0,0.0
833c8cfffffffff,5.0,0.0,0.0,0.0
833c92fffffffff,34.0,0.0,0.0,0.0
833ce1fffffffff,1.0,0.0,0.0,0.0
833ce2fffffffff,2.0,0.0,2.0,0.0
833ce4fffffffff,2.0,0.0,0.0,0.0
833ce5fffffffff,2.0,0.0,2.0,0.0
833d10fffffffff,4.0,0.0,1.0,0.0
833d13fffffffff,7.0,0.0,6.0,0.0
833d32fffffffff,1.0,0.0,0.0,0.0
833da9fffffffff,4.0,0.0,0.0,0.0
833dadfffffffff,23.0,0.0,18.0,0.0
834034fffffffff,5.0,0.0,5.0,0.0
83404dfffffffff,3.0,0.0,3.0,0.0
834052fffffffff,4.0,0.0,4.0,0.0
8340b5fffffffff,1.0,0.0,1.0,0.0
8340e1fffffffff,2.0,0.0,2.0,0.0
83411afffffffff,2.0,0.0,2.0,0.0
834191fffffffff,2.0,0.0,2.0,0.0
83419dfffffffff,1.0,0.0,1.0,0.0
8341b3fffffffff,2.0,0.0,2.0,0.0
834ba2fffffffff,2.0,0.0,0.0,0.0
834ba3fffffffff,6.0,0.0,0.0,0.0
8364a0fffffffff,3.0,0.0,0.0,0.0
8364b2fffffffff,3.0,0.0,3.0,0.0
8365b6fffffffff,2.0,0.0,2.0,0.0
