cell_id,Orthorhyncus cristatus,Orthorhyncus cristatus exilis,Orthorhyncus cristatus ornatus,Orthorhyncus cristatus cristatus,Orthorhyncus cristatus emigrans
824ceffffffffff,120.0,5.0,0.0,0.0,0.0
824d4ffffffffff,1.0,0.0,0.0,0.0,0.0
825e47fffffffff,1.0,1.0,0.0,0.0,0.0
825e4ffffffffff,1.0,1.0,0.0,0.0,0.0
825e67fffffffff,11.0,2.0,0.0,0.0,6.0
825e77fffffffff,29.0,15.0,0.0,8.0,0.0
