cell_id,Pardalotus striatus,Pardalotus striatus [melanocephalus Group],Pardalotus striatus ornatus,Pardalotus striatus striatus,Pardalotus striatus substriatus
8494e25ffffffff,3.0,0.0,0.0,0.0,0.0
8494e27ffffffff,9.0,0.0,0.0,0.0,0.0
8494e29ffffffff,21.0,7.0,0.0,0.0,0.0
8494e2bffffffff,4.0,0.0,0.0,0.0,0.0
8494e2dffffffff,2.0,0.0,0.0,0.0,0.0
8494e31ffffffff,1.0,0.0,0.0,0.0,0.0
8494e35ffffffff,62.0,7.0,0.0,0.0,0.0
8494e3dffffffff,31.0,1.0,0.0,0.0,0.0
8494e4dffffffff,1.0,0.0,0.0,0.0,0.0
8494e81ffffffff,26.0,2.0,0.0,0.0,0.0
8494e85ffffffff,60.0,7.0,0.0,0.0,0.0
8494e87ffffffff,12.0,0.0,0.0,0.0,0.0
8494e8bffffffff,6.0,6.0,0.0,0.0,0.0
8494e93ffffffff,6.0,4.0,0.0,0.0,0.0
8494e95ffffffff,2.0,2.0,0.0,0.0,0.0
8494e9dffffffff,5.0,4.0,0.0,0.0,0.0
8494ea1ffffffff,8.0,0.0,0.0,0.0,0.0
8494ea9ffffffff,2.0,0.0,0.0,0.0,0.0
8494eadffffffff,3.0,0.0,0.0,0.0,0.0
8494ebdffffffff,2.0,0.0,0.0,0.0,0.0
8494ec3ffffffff,2.0,2.0,0.0,0.0,0.0
8494ed1ffffffff,2.0,2.0,0.0,0.0,0.0
8494ed3ffffffff,149.0,34.0,0.0,0.0,0.0
8494ed7ffffffff,25.0,2.0,0.0,0.0,0.0
8494ed9ffffffff,18.0,4.0,0.0,0.0,0.0
8494edbffffffff,164.0,35.0,0.0,0.0,0.0
8494eddffffffff,2.0,2.0,0.0,0.0,0.0
8494ee1ffffffff,16.0,0.0,0.0,0.0,0.0
8494ee3ffffffff,11.0,6.0,0.0,0.0,0.0
8494ee7ffffffff,27.0,12.0,0.0,0.0,0.0
8494f09ffffffff,5.0,0.0,0.0,0.0,0.0
8494f0dffffffff,6.0,0.0,0.0,0.0,0.0
8494f21ffffffff,72.0,0.0,0.0,0.0,0.0
8494f25ffffffff,2.0,0.0,0.0,0.0,0.0
8494f29ffffffff,2.0,0.0,0.0,0.0,0.0
8494f43ffffffff,5.0,0.0,0.0,0.0,0.0
8494f47ffffffff,4.0,1.0,0.0,0.0,0.0
8494f4bffffffff,9.0,0.0,0.0,0.0,0.0
8494f51ffffffff,16.0,5.0,0.0,0.0,0.0
8494f55ffffffff,9.0,1.0,0.0,0.0,0.0
8494f5dffffffff,27.0,5.0,0.0,0.0,0.0
8494f61ffffffff,9.0,0.0,0.0,0.0,0.0
8494f63ffffffff,33.0,0.0,0.0,0.0,0.0
8494f65ffffffff,60.0,4.0,0.0,0.0,0.0
8494f6bffffffff,8.0,0.0,0.0,0.0,0.0
8494f6dffffffff,2.0,1.0,0.0,0.0,0.0
849c00bffffffff,2.0,0.0,0.0,0.0,0.0
849c011ffffffff,12.0,0.0,0.0,0.0,0.0
849c013ffffffff,4.0,0.0,0.0,0.0,0.0
849c017ffffffff,10.0,0.0,0.0,0.0,0.0
849c019ffffffff,10.0,0.0,0.0,0.0,0.0
849c01dffffffff,6.0,0.0,0.0,0.0,0.0
849c051ffffffff,10.0,2.0,0.0,0.0,0.0
849c057ffffffff,4.0,0.0,0.0,0.0,0.0
849c059ffffffff,92.0,6.0,0.0,0.0,0.0
849c05bffffffff,2.0,0.0,0.0,0.0,0.0
849c0a5ffffffff,8.0,0.0,0.0,0.0,0.0
849c0adffffffff,6.0,6.0,0.0,0.0,0.0
849c0c5ffffffff,4.0,0.0,0.0,0.0,0.0
849c0cdffffffff,6.0,0.0,0.0,0.0,0.0
849c0e1ffffffff,3.0,3.0,0.0,0.0,0.0
849c0e7ffffffff,5.0,2.0,0.0,0.0,0.0
849c0e9ffffffff,111.0,32.0,0.0,0.0,0.0
849c0edffffffff,8.0,2.0,0.0,0.0,0.0
849c191ffffffff,2.0,0.0,0.0,0.0,0.0
849c193ffffffff,3.0,0.0,0.0,0.0,0.0
849c19bffffffff,17.0,7.0,0.0,0.0,0.0
849c211ffffffff,28.0,0.0,0.0,0.0,0.0
849c215ffffffff,24.0,1.0,0.0,0.0,0.0
849c217ffffffff,10.0,0.0,0.0,0.0,0.0
849c21bffffffff,9.0,0.0,0.0,0.0,0.0
849c231ffffffff,160.0,3.0,0.0,0.0,0.0
849c233ffffffff,148.0,13.0,0.0,0.0,0.0
849c237ffffffff,625.0,10.0,0.0,0.0,0.0
849c239ffffffff,36.0,3.0,0.0,0.0,0.0
849c23bffffffff,160.0,5.0,0.0,0.0,0.0
849c251ffffffff,13.0,0.0,0.0,0.0,0.0
849c255ffffffff,2.0,0.0,0.0,0.0,0.0
849c257ffffffff,3.0,0.0,0.0,0.0,0.0
849c259ffffffff,21.0,0.0,0.0,0.0,0.0
849c2c1ffffffff,6.0,2.0,0.0,0.0,0.0
849c2c9ffffffff,2.0,0.0,0.0,0.0,0.0
849c2cbffffffff,6.0,0.0,0.0,0.0,0.0
849c2cdffffffff,23.0,2.0,0.0,0.0,0.0
849c2d1ffffffff,4.0,0.0,0.0,0.0,0.0
849c2d3ffffffff,4.0,0.0,0.0,0.0,0.0
849c2ddffffffff,167.0,10.0,0.0,0.0,0.0
849c2e1ffffffff,2.0,0.0,0.0,0.0,0.0
849c2e5ffffffff,2.0,0.0,0.0,0.0,0.0
849c2e9ffffffff,2.0,0.0,0.0,0.0,0.0
849c415ffffffff,2.0,0.0,0.0,0.0,0.0
849c417ffffffff,22.0,2.0,0.0,0.0,0.0
849c439ffffffff,2.0,0.0,0.0,0.0,0.0
849c43bffffffff,17.0,0.0,0.0,0.0,0.0
849c455ffffffff,2.0,0.0,0.0,0.0,0.0
849c45dffffffff,2.0,0.0,0.0,0.0,0.0
849c495ffffffff,4.0,2.0,0.0,0.0,0.0
849c4a1ffffffff,2.0,0.0,0.0,0.0,0.0
849c4a3ffffffff,5.0,0.0,0.0,0.0,0.0
849c4b3ffffffff,2.0,0.0,0.0,0.0,0.0
849c4bdffffffff,1.0,0.0,0.0,0.0,0.0
849c4cdffffffff,5.0,0.0,0.0,0.0,0.0
849c4d3ffffffff,2.0,0.0,0.0,0.0,0.0
849c4e1ffffffff,5.0,3.0,0.0,0.0,0.0
849c4e5ffffffff,2.0,0.0,0.0,0.0,0.0
849c4e7ffffffff,2.0,0.0,0.0,0.0,0.0
849c589ffffffff,17.0,0.0,0.0,0.0,0.0
849c5a3ffffffff,2.0,0.0,0.0,0.0,0.0
849c5a5ffffffff,4.0,0.0,0.0,0.0,0.0
849c5a7ffffffff,3.0,0.0,0.0,0.0,0.0
849c5b3ffffffff,4.0,2.0,0.0,0.0,0.0
849c5b5ffffffff,7.0,0.0,0.0,0.0,0.0
849c605ffffffff,22.0,4.0,0.0,0.0,0.0
849c607ffffffff,2.0,0.0,0.0,0.0,0.0
849c62dffffffff,11.0,0.0,0.0,0.0,0.0
849c647ffffffff,3.0,0.0,0.0,0.0,0.0
849c649ffffffff,23.0,5.0,0.0,0.0,0.0
849c663ffffffff,2.0,0.0,0.0,0.0,0.0
849c6a7ffffffff,2.0,0.0,0.0,0.0,0.0
849c6d1ffffffff,2.0,0.0,0.0,0.0,0.0
849c6ddffffffff,1.0,0.0,0.0,0.0,0.0
849c741ffffffff,14.0,0.0,0.0,0.0,0.0
849c743ffffffff,2.0,0.0,0.0,0.0,0.0
849c753ffffffff,2.0,0.0,0.0,0.0,0.0
849ce47ffffffff,11.0,0.0,0.0,0.0,0.0
849ce9bffffffff,35.0,0.0,0.0,0.0,0.0
849d013ffffffff,25.0,8.0,0.0,0.0,0.0
849d01bffffffff,31.0,1.0,0.0,0.0,0.0
849d083ffffffff,3.0,0.0,0.0,0.0,0.0
849d089ffffffff,1.0,0.0,0.0,0.0,0.0
849d08dffffffff,2.0,0.0,0.0,0.0,0.0
849d099ffffffff,2.0,0.0,0.0,0.0,0.0
849d0abffffffff,4.0,0.0,0.0,0.0,0.0
849d0b1ffffffff,115.0,4.0,0.0,0.0,0.0
849d0b3ffffffff,14.0,0.0,0.0,0.0,0.0
849d0b5ffffffff,13.0,0.0,0.0,0.0,0.0
849d0b7ffffffff,11.0,2.0,0.0,0.0,0.0
849d0b9ffffffff,10.0,0.0,0.0,0.0,0.0
849d0bbffffffff,5.0,2.0,0.0,0.0,0.0
849d0bdffffffff,4.0,0.0,0.0,0.0,0.0
849d0c1ffffffff,13.0,0.0,0.0,0.0,0.0
849d0c5ffffffff,2.0,0.0,0.0,0.0,0.0
849d0c7ffffffff,4.0,0.0,0.0,0.0,0.0
849d0c9ffffffff,25.0,1.0,0.0,0.0,0.0
849d0cdffffffff,40.0,2.0,0.0,0.0,0.0
849d0dbffffffff,5.0,0.0,0.0,0.0,0.0
849d0e3ffffffff,4.0,0.0,0.0,0.0,0.0
849d0e9ffffffff,4.0,0.0,0.0,0.0,0.0
849d211ffffffff,53.0,4.0,0.0,0.0,0.0
849d213ffffffff,6.0,0.0,0.0,0.0,0.0
849d215ffffffff,15.0,4.0,0.0,0.0,0.0
849d217ffffffff,53.0,11.0,0.0,0.0,0.0
849d219ffffffff,12.0,0.0,0.0,0.0,0.0
849d21dffffffff,101.0,0.0,0.0,0.0,2.0
849d23bffffffff,12.0,0.0,0.0,0.0,0.0
849d24bffffffff,76.0,10.0,0.0,0.0,0.0
849d251ffffffff,11.0,0.0,0.0,0.0,0.0
849d253ffffffff,21.0,1.0,0.0,0.0,0.0
849d255ffffffff,5.0,1.0,0.0,0.0,0.0
849d257ffffffff,63.0,0.0,0.0,0.0,0.0
849d259ffffffff,6.0,0.0,0.0,0.0,0.0
849d25bffffffff,20.0,0.0,0.0,0.0,0.0
849d289ffffffff,13.0,13.0,0.0,0.0,0.0
849d28bffffffff,21.0,0.0,0.0,0.0,0.0
849d28dffffffff,5.0,0.0,0.0,0.0,0.0
849d295ffffffff,6.0,0.0,0.0,0.0,0.0
849d299ffffffff,2.0,0.0,0.0,0.0,0.0
849d29bffffffff,2.0,0.0,0.0,0.0,0.0
849d29dffffffff,7.0,0.0,0.0,0.0,0.0
849d2a1ffffffff,6.0,0.0,0.0,0.0,0.0
849d2a5ffffffff,12.0,0.0,0.0,0.0,0.0
849d2a7ffffffff,4.0,0.0,0.0,0.0,0.0
849d2a9ffffffff,2.0,0.0,0.0,0.0,0.0
849d2abffffffff,2.0,0.0,0.0,0.0,0.0
849d2adffffffff,5.0,0.0,0.0,0.0,0.0
849d2b5ffffffff,1.0,0.0,0.0,0.0,0.0
849d2bdffffffff,10.0,0.0,0.0,0.0,0.0
849d2c3ffffffff,9.0,0.0,0.0,0.0,0.0
849d2c5ffffffff,1.0,0.0,0.0,0.0,0.0
849d2c9ffffffff,12.0,0.0,0.0,0.0,0.0
849d2cdffffffff,2.0,2.0,0.0,0.0,0.0
849d2d1ffffffff,4.0,0.0,0.0,0.0,0.0
849d2d7ffffffff,9.0,0.0,0.0,0.0,0.0
849d2d9ffffffff,1.0,0.0,0.0,0.0,0.0
849d2e1ffffffff,4.0,0.0,0.0,0.0,0.0
849d2e7ffffffff,11.0,0.0,0.0,0.0,0.0
849d4a1ffffffff,82.0,4.0,0.0,0.0,2.0
849d4a3ffffffff,4.0,0.0,0.0,0.0,0.0
849d4a7ffffffff,5.0,0.0,0.0,0.0,0.0
849d4a9ffffffff,2.0,0.0,0.0,0.0,0.0
849d4abffffffff,24.0,0.0,0.0,0.0,0.0
849d4adffffffff,5.0,0.0,0.0,0.0,0.0
849d507ffffffff,1.0,0.0,0.0,0.0,0.0
849d509ffffffff,13.0,0.0,0.0,0.0,0.0
849d531ffffffff,4.0,0.0,0.0,0.0,0.0
849d537ffffffff,13.0,1.0,0.0,0.0,0.0
849d539ffffffff,2.0,0.0,0.0,0.0,0.0
849d541ffffffff,8.0,0.0,0.0,0.0,0.0
849d543ffffffff,1.0,0.0,0.0,0.0,0.0
849d545ffffffff,8.0,0.0,0.0,0.0,0.0
849d555ffffffff,2.0,0.0,0.0,0.0,0.0
849d55dffffffff,4.0,0.0,0.0,0.0,0.0
849d565ffffffff,8.0,2.0,0.0,0.0,0.0
849d567ffffffff,1.0,0.0,0.0,0.0,0.0
849d595ffffffff,2.0,0.0,0.0,0.0,0.0
849d5a5ffffffff,2.0,0.0,0.0,0.0,0.0
849d5dbffffffff,14.0,0.0,0.0,0.0,0.0
849d60bffffffff,3.0,0.0,0.0,0.0,0.0
849d661ffffffff,2.0,0.0,0.0,0.0,0.0
849d701ffffffff,5.0,0.0,0.0,0.0,0.0
849d72dffffffff,1.0,0.0,0.0,0.0,0.0
849d741ffffffff,13.0,0.0,0.0,0.0,0.0
849d74dffffffff,3.0,0.0,0.0,0.0,0.0
849d755ffffffff,2.0,0.0,0.0,0.0,0.0
849d75dffffffff,17.0,0.0,0.0,0.0,0.0
849d761ffffffff,6.0,0.0,0.0,0.0,0.0
849d76dffffffff,4.0,0.0,0.0,0.0,0.0
84a606dffffffff,6.0,0.0,0.0,0.0,4.0
84a6103ffffffff,8.0,0.0,0.0,0.0,6.0
84a6301ffffffff,1.0,0.0,0.0,0.0,0.0
84a631dffffffff,2.0,0.0,0.0,0.0,0.0
84a6a61ffffffff,1.0,0.0,0.0,0.0,0.0
84a6a65ffffffff,2.0,0.0,0.0,0.0,0.0
84a7005ffffffff,2.0,0.0,0.0,0.0,0.0
84a7007ffffffff,2.0,0.0,0.0,0.0,0.0
84a7023ffffffff,3.0,0.0,0.0,0.0,0.0
84a7025ffffffff,2.0,0.0,0.0,0.0,0.0
84a7027ffffffff,2.0,0.0,0.0,0.0,2.0
84a7029ffffffff,18.0,0.0,0.0,0.0,0.0
84a702bffffffff,5.0,0.0,0.0,0.0,0.0
84a702dffffffff,4.0,0.0,0.0,0.0,0.0
84a703dffffffff,1.0,0.0,0.0,0.0,0.0
84a7045ffffffff,4.0,0.0,0.0,0.0,1.0
84a7047ffffffff,2.0,0.0,0.0,0.0,0.0
84a704dffffffff,4.0,0.0,0.0,0.0,0.0
84a7061ffffffff,4.0,0.0,0.0,0.0,0.0
84a7063ffffffff,4.0,0.0,0.0,0.0,0.0
84a7065ffffffff,9.0,0.0,0.0,0.0,2.0
84a706dffffffff,3.0,0.0,0.0,0.0,1.0
84a712dffffffff,8.0,0.0,0.0,0.0,0.0
84a7141ffffffff,2.0,0.0,0.0,0.0,0.0
84a714bffffffff,2.0,0.0,0.0,0.0,0.0
84a714dffffffff,5.0,0.0,0.0,0.0,0.0
84a715bffffffff,1.0,0.0,0.0,0.0,0.0
84a7165ffffffff,2.0,0.0,0.0,0.0,0.0
84a718bffffffff,2.0,0.0,0.0,0.0,0.0
84a71b9ffffffff,3.0,0.0,0.0,0.0,0.0
84a71bbffffffff,1.0,0.0,0.0,0.0,0.0
84a71cbffffffff,5.0,0.0,0.0,0.0,4.0
84a71d1ffffffff,1.0,0.0,0.0,0.0,0.0
84a71d5ffffffff,5.0,0.0,0.0,0.0,0.0
84a71ddffffffff,4.0,0.0,0.0,0.0,1.0
84a71edffffffff,1.0,0.0,0.0,0.0,0.0
84a7225ffffffff,5.0,0.0,0.0,0.0,2.0
84a7227ffffffff,4.0,0.0,0.0,0.0,0.0
84a722dffffffff,4.0,0.0,0.0,0.0,0.0
84a7265ffffffff,321.0,0.0,0.0,0.0,39.0
84a7267ffffffff,47.0,0.0,0.0,0.0,10.0
84a7269ffffffff,3.0,0.0,0.0,0.0,3.0
84a726dffffffff,1675.0,0.0,0.0,0.0,291.0
84a7301ffffffff,4.0,0.0,0.0,0.0,2.0
84a7303ffffffff,3.0,0.0,0.0,0.0,0.0
84a7307ffffffff,4.0,0.0,0.0,0.0,0.0
84a7309ffffffff,3.0,0.0,0.0,0.0,0.0
84a730bffffffff,29.0,0.0,0.0,0.0,7.0
84a730dffffffff,6.0,0.0,0.0,0.0,0.0
84a7311ffffffff,2.0,0.0,0.0,0.0,0.0
84a7319ffffffff,12.0,0.0,0.0,0.0,1.0
84a731bffffffff,2.0,0.0,0.0,0.0,0.0
84a7321ffffffff,2.0,0.0,0.0,0.0,2.0
84a7323ffffffff,4.0,0.0,0.0,0.0,0.0
84a7329ffffffff,10.0,0.0,0.0,0.0,2.0
84a732bffffffff,2.0,0.0,0.0,0.0,2.0
84a7335ffffffff,47.0,0.0,0.0,0.0,14.0
84a7337ffffffff,7.0,0.0,0.0,0.0,2.0
84a7339ffffffff,4.0,0.0,0.0,0.0,0.0
84a733dffffffff,2.0,0.0,0.0,0.0,0.0
84a7341ffffffff,2.0,0.0,0.0,0.0,0.0
84a7343ffffffff,7.0,0.0,0.0,0.0,0.0
84a7345ffffffff,4.0,0.0,0.0,0.0,0.0
84a7347ffffffff,9.0,0.0,0.0,0.0,2.0
84a7349ffffffff,10.0,0.0,0.0,0.0,0.0
84a734bffffffff,14.0,0.0,0.0,0.0,0.0
84a734dffffffff,2.0,0.0,0.0,0.0,2.0
84a7351ffffffff,11.0,0.0,0.0,0.0,0.0
84a7353ffffffff,2.0,0.0,0.0,0.0,0.0
84a7355ffffffff,6.0,0.0,0.0,0.0,0.0
84a7357ffffffff,4.0,0.0,0.0,0.0,0.0
84a7359ffffffff,63.0,0.0,0.0,0.0,6.0
84a735bffffffff,14.0,0.0,0.0,0.0,0.0
84a735dffffffff,73.0,0.0,0.0,0.0,20.0
84a7363ffffffff,4.0,0.0,0.0,0.0,0.0
84a7365ffffffff,10.0,0.0,0.0,0.0,0.0
84a7367ffffffff,4.0,0.0,0.0,0.0,0.0
84a7369ffffffff,18.0,0.0,0.0,0.0,0.0
84a736bffffffff,2.0,0.0,0.0,0.0,0.0
84a736dffffffff,4.0,0.0,0.0,0.0,0.0
84a7835ffffffff,2.0,0.0,0.0,0.0,0.0
84a7839ffffffff,2.0,0.0,0.0,0.0,0.0
84a783dffffffff,3.0,0.0,0.0,0.0,0.0
84a7863ffffffff,1.0,0.0,0.0,0.0,0.0
84a78a1ffffffff,7.0,0.0,0.0,0.0,0.0
84a78abffffffff,2.0,0.0,0.0,0.0,0.0
84a78bdffffffff,2.0,0.0,0.0,0.0,0.0
84a78e7ffffffff,9.0,0.0,0.0,0.0,0.0
84a7913ffffffff,2.0,0.0,0.0,0.0,0.0
84a79a5ffffffff,2.0,0.0,0.0,0.0,0.0
84a79d1ffffffff,17.0,0.0,0.0,0.0,0.0
84a79d9ffffffff,6.0,0.0,0.0,0.0,0.0
84a79dbffffffff,5.0,0.0,0.0,0.0,0.0
84a79ddffffffff,4.0,0.0,0.0,0.0,0.0
84a7ab5ffffffff,2.0,0.0,0.0,0.0,2.0
84b8125ffffffff,2.0,0.0,0.0,0.0,0.0
84b8235ffffffff,1.0,0.0,0.0,0.0,1.0
84b8237ffffffff,1.0,0.0,0.0,0.0,0.0
84b8283ffffffff,5.0,0.0,0.0,0.0,0.0
84b8291ffffffff,3.0,0.0,0.0,0.0,0.0
84b8299ffffffff,3.0,0.0,0.0,0.0,1.0
84b82e5ffffffff,2.0,0.0,0.0,0.0,0.0
84b82e7ffffffff,2.0,0.0,0.0,0.0,0.0
84b8341ffffffff,7.0,0.0,0.0,0.0,4.0
84b8343ffffffff,9.0,0.0,0.0,0.0,0.0
84b8345ffffffff,2.0,0.0,0.0,0.0,0.0
84b8349ffffffff,2.0,0.0,0.0,0.0,0.0
84b8353ffffffff,1.0,0.0,0.0,0.0,0.0
84b836bffffffff,3.0,0.0,0.0,0.0,0.0
84b8411ffffffff,1.0,0.0,0.0,0.0,0.0
84b8415ffffffff,2.0,0.0,0.0,0.0,2.0
84b8419ffffffff,39.0,0.0,0.0,0.0,10.0
84b841bffffffff,18.0,0.0,0.0,0.0,6.0
84b8439ffffffff,2.0,0.0,0.0,0.0,2.0
84b8451ffffffff,17.0,0.0,0.0,0.0,7.0
84b8453ffffffff,1.0,0.0,0.0,0.0,0.0
84b8455ffffffff,14.0,0.0,0.0,0.0,6.0
84b8457ffffffff,4.0,0.0,0.0,0.0,0.0
84b84b1ffffffff,2.0,0.0,0.0,0.0,0.0
84b84b9ffffffff,2.0,0.0,0.0,0.0,2.0
84b8501ffffffff,3.0,0.0,0.0,0.0,3.0
84b856dffffffff,2.0,0.0,0.0,0.0,2.0
84b8591ffffffff,10.0,0.0,0.0,0.0,0.0
84b8615ffffffff,2.0,0.0,0.0,0.0,2.0
84b8621ffffffff,5.0,0.0,0.0,0.0,2.0
84b862dffffffff,3.0,0.0,0.0,0.0,0.0
84b8631ffffffff,4.0,0.0,0.0,0.0,0.0
84b8633ffffffff,2.0,0.0,0.0,0.0,0.0
84b8639ffffffff,4.0,0.0,0.0,0.0,0.0
84b863bffffffff,4.0,0.0,0.0,0.0,2.0
84b863dffffffff,3.0,0.0,0.0,0.0,0.0
84b865dffffffff,1.0,0.0,0.0,0.0,0.0
84b8669ffffffff,2.0,0.0,0.0,0.0,2.0
84b8681ffffffff,2.0,0.0,0.0,0.0,0.0
84b8687ffffffff,7.0,0.0,0.0,0.0,2.0
84b8689ffffffff,2.0,0.0,0.0,0.0,0.0
84b8693ffffffff,8.0,0.0,0.0,0.0,2.0
84b8695ffffffff,4.0,0.0,0.0,0.0,0.0
84b8697ffffffff,5.0,0.0,0.0,0.0,0.0
84b869bffffffff,2.0,0.0,0.0,0.0,0.0
84b869dffffffff,1.0,0.0,0.0,0.0,0.0
84b86a1ffffffff,22.0,0.0,0.0,0.0,18.0
84b86a9ffffffff,15.0,0.0,0.0,0.0,9.0
84b86abffffffff,2.0,0.0,0.0,0.0,0.0
84b86adffffffff,6.0,0.0,0.0,0.0,6.0
84b86b9ffffffff,4.0,0.0,0.0,0.0,0.0
84b86c3ffffffff,2.0,0.0,0.0,0.0,0.0
84b86c5ffffffff,5.0,0.0,0.0,0.0,0.0
84b86d1ffffffff,13.0,0.0,0.0,0.0,0.0
84b86d7ffffffff,7.0,0.0,0.0,0.0,0.0
84b86d9ffffffff,4.0,0.0,0.0,0.0,0.0
84b86e7ffffffff,2.0,0.0,0.0,0.0,0.0
84b86e9ffffffff,6.0,0.0,0.0,0.0,0.0
84b8711ffffffff,2.0,0.0,0.0,0.0,0.0
84b871bffffffff,2.0,0.0,0.0,0.0,0.0
84b875bffffffff,2.0,0.0,0.0,0.0,0.0
84b8809ffffffff,25.0,0.0,0.0,0.0,1.0
84b8819ffffffff,17.0,0.0,0.0,0.0,0.0
84b881bffffffff,5.0,0.0,0.0,0.0,0.0
84b8847ffffffff,4.0,0.0,0.0,0.0,0.0
84b8851ffffffff,6.0,0.0,0.0,0.0,0.0
84b8853ffffffff,2.0,0.0,0.0,0.0,0.0
84b8855ffffffff,46.0,0.0,0.0,0.0,0.0
84b8857ffffffff,4.0,0.0,0.0,0.0,0.0
84b885bffffffff,2.0,0.0,0.0,0.0,0.0
84b8889ffffffff,1.0,1.0,0.0,0.0,0.0
84b89adffffffff,9.0,0.0,0.0,0.0,0.0
84b8a49ffffffff,4.0,0.0,0.0,0.0,0.0
84b8a83ffffffff,2.0,0.0,0.0,0.0,0.0
84b8aa5ffffffff,4.0,0.0,0.0,0.0,0.0
